run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,approximation,marginal_r2,conditional_r2,participant_associated_share,site_part_r2,photoperiod_part_r2,latitude_model_marginal_r2,latitude_part_r2,unrepresented_share,status
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.18613061797646482,0.36103771974695115,0.17490710177048632,0.0967065807827105,0.04277072890181229,0.1664872801987083,0.07617346905440844,0.6389622802530488,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.08952765363861032,0.24941427779484981,0.1598866241562395,0.03240298110139244,0.04949755173301904,0.062154809888558156,0.004370881462581157,0.7505857222051502,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.08359199946915691,0.8890518008328833,0.8054598013637264,0.07663185742512943,0.020599399105424188,0.05808489761523664,0.05099002092134452,0.11094819916711673,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.15795801786285307,0.47041355548986413,0.31245553762701106,0.03557857665269525,0.0594724750668279,0.1296810968240523,0.004668566939023448,0.5295864445101359,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.1405699860617635,0.37649680923082607,0.23592682316906258,0.03820587923064344,0.04492326899426216,0.12268283530956972,0.018315487310608485,0.6235031907691739,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.16566474486890803,0.5498630945454143,0.38419834967650623,0.12883180422567192,0.03213215432000759,0.0634407941259506,0.025757025315026483,0.45013690545458573,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.2506991174365803,0.5070077060944357,0.2563085886578554,0.057239241781950924,0.06823697877871138,0.19502931052581154,0.0011120615834366901,0.4929922939055643,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.2150596072976114,0.43493124062199906,0.21987163332438767,0.04910208294910905,0.05853637623210808,0.16715585163714583,9.531264841738298e-4,0.5650687593780009,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.20359364605575622,0.4341912024626173,0.23059755640686105,0.08889077248818864,0.05580211830331722,0.14669010545040556,0.03214783872443153,0.5658087975373827,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.1813529981189077,0.3867599890709999,0.2054069909520922,0.07918031042788011,0.04970627350973968,0.13069928937026482,0.02864337484230409,0.6132400109290002,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.03316942311130898,0.2615012378945394,0.2283318147832304,0.027994149464109965,0.02243274153357465,0.005403983521341089,1.2599713600102292e-4,0.7384987621054606,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.0648918569952863,0.28920568130147717,0.22431382430619087,0.04577599169834091,0.00599724288796491,0.03171860353129946,0.01260858681760136,0.7107943186985228,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.06324032060663327,0.2818452245571237,0.21860490395049043,0.044610965460580757,0.005844609486492303,0.030911175706568234,0.012287623007923399,0.7181547754428763,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.10430559608755571,0.2823496007386102,0.1780440046510545,0.019448290552463117,0.035819070106712966,0.08729738497802854,9.26601358821067e-4,0.7176503992613898,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.08577169972238302,0.23666056431959068,0.15088886459720766,0.08430142406315205,0.001356371520684015,0.03986494053939221,0.038374499190719315,0.7633394356804093,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.12918951595406405,0.2856154763595589,0.15642596040549486,0.10074947020217936,0.023522573926222704,0.07387410095604002,0.04502518978414972,0.7143845236404411,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.2024516066184084,0.3112222811709221,0.10877067455251371,0.1793639050038858,0.01704566547809685,0.11383858499434894,0.09057541343100756,0.6887777188290779,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.11280892595224033,0.3722141109605023,0.25940518500826193,0.09688010948912042,0.0015560537713859347,0.024048735744890345,0.007772216968511837,0.6277858890394977,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.260715231312104,0.3738506057400099,0.11313537442790589,0.1248179294771561,0.06467941788971096,0.2222925485431241,0.08497477662560014,0.62614939425999006,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.11683400191899711,0.25984239048046986,0.14300838856147274,0.03654061557654564,0.05841465272924072,0.08225564860660939,7.321502992691871e-4,0.7401576095195301,PASS
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.29902591277025087,0.6394499068139351,0.34042399404368423,0.11185797156381462,0.19473451567272881,0.22111204586951386,0.02816009009825863,0.3605500931860649,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,1,interdaily_stability,participant,gaussian,logit,lognormal,0.1612236872321455,0.1612236872321455,,0.0839465343789622,0.0024495977464040874,0.0779515507241638,6.743978709805898e-4,0.8387763127678545,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,2,intradaily_variability,participant,gaussian,identity,lognormal,0.07512981483162173,0.07512981483162173,,0.07452049722890272,0.002979342164899025,0.030839844487580353,0.030230526884861334,0.9248701851683783,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.24159074108333248,0.5598743389418104,0.31828359785847793,0.07597545441262026,0.07711347201737934,0.20169542574299348,0.033022739426370185,0.4401256610581896,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.18324105153300854,0.4463127715322452,0.2630717199992366,0.05900392159119594,0.06084290415950808,0.16406558338010196,0.03742217936361454,0.5536872284677548,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.22554368372637984,0.6237960101588562,0.3982523264324764,0.14684505906245,0.03400481476150019,0.08259373638179825,0.002586528346415135,0.3762039898411438,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.21149693647808113,0.49454846834806465,0.28305153186998355,0.045152987236569686,0.0912371434162121,0.1666623104958177,1.711142390647129e-4,0.5054515316519353,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.1795127843148368,0.4197591417169283,0.2402463574020915,0.03832461402961714,0.07743957865448185,0.14140345391440995,1.4518066109670097e-4,0.5802408582830717,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.17405704751879272,0.5039971638865457,0.329940116367753,0.08323811080454152,0.06487914372526903,0.11687882954352928,0.02638281494240774,0.4960028361134543,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.15704434634310163,0.45473542318241333,0.29769107683931173,0.07510224313509921,0.058537720034202774,0.10551902052311439,0.02381858889448106,0.5452645768175867,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.053753058002909,0.3251092383211628,0.2713561803182538,0.035590248351737845,0.03785258468192553,0.018665269418682046,1.485790359949532e-4,0.6748907616788372,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.0713627726390358,0.373198599619633,0.3018358269805972,0.044249761563888906,0.006174036694314344,0.02704842047588873,8.331483579987555e-6,0.626801400380367,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.07001290519673015,0.36613933579746133,0.2961264306007312,0.043412752150493325,0.006057251277870245,0.02653872613802933,8.174486981591962e-6,0.6338606642025386,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.10544777435007444,0.3685101769341982,0.2630624025841237,0.023460299244105573,0.050817021959300365,0.09184948705048623,0.008235096785394153,0.6314898230658018,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.07678455995589388,0.2800688106846584,0.2032842507287645,0.07572459642839087,0.0015496692663791037,0.023916430777597465,0.022840313320092898,0.7199311893153416,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.09536861859592577,0.294593249418868,0.19922463082294223,0.057983909337372026,0.027427897855765368,0.05522870449243585,0.017247869311726314,0.705406750581132,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.16670916522210466,0.2576582953663246,0.09094913014421996,0.14391426225368564,0.014121482996290777,0.09374408453244552,0.07078257579320647,0.7423417046336753,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.06658225537692984,0.2892508841331411,0.22266862875621124,0.043959504925037814,0.0027759531097306866,0.024818197031580023,0.001812364590845258,0.7107491158668588,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.23429329818344205,0.3999903763192377,0.16569707813579562,0.1256812528467263,0.04921523419724232,0.17155236063032553,0.06151613044838741,0.6000096236807624,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.11312778708733358,0.3212095283388381,0.20808174125150453,0.024969059731848067,0.07031904241886457,0.0902673805957284,5.986626751945968e-4,0.6787904716611619,PASS
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.27994659564495544,0.6030445156986609,0.32309792005370547,0.0944370283389864,0.1311984493911773,0.21693452238766003,0.026686269432842302,0.3969554843013391,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.23102113177693104,0.5277567510903173,0.2967356193133862,0.05936269034016904,0.05777168210645568,0.1999825042490019,0.025177939293592622,0.4722432489096827,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.17574751908850056,0.4031497808097048,0.22740226172120426,0.059587276639277514,0.041330487127332415,0.15878863580418398,0.04051254801744474,0.5968502191902951,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.2532170721013298,0.6448766569180712,0.39165958481674135,0.13124233368982247,0.04238964978842114,0.12439390046087379,4.7291573371243886e-4,0.35512334308192883,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.22638743735011274,0.4534432410794688,0.22705580372935608,0.052702311912844996,0.060540176279341266,0.17548029480261393,0.001022118118385215,0.5465567589205311,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.18878946370366095,0.37813629283259403,0.18934682912893308,0.04394961716264206,0.05048578466227443,0.14614014071123418,8.512208496819337e-4,0.621863707167406,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.19495625096543145,0.441984808100219,0.24702855713478755,0.10977459773701853,0.043249828335859865,0.13943260162425392,0.05438998468090632,0.558015191899781,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.17367602797440587,0.3937404700580085,0.22006444208360262,0.09779227910385967,0.03852894358990797,0.12424903012621837,0.04846716454013984,0.6062595299419915,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.04747793519881697,0.3250254489867184,0.27754751378790143,0.03568153598940051,0.02808465100662206,0.012032733136249274,-1.2318857498246962e-5,0.6749745510132816,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.07769135764709749,0.37954730968321887,0.30185595203612137,0.0396071855968094,0.008951778664063598,0.039367665289612275,0.0013443746795664322,0.6204526903167811,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.07612111527007799,0.37187616983191785,0.29575505456183987,0.03880667337586084,0.008770851690540222,0.03857461337969966,0.0013172925831447875,0.6281238301680822,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.108486133381467,0.3044277766223369,0.19594164324086988,0.03110014070759563,0.03437066546215978,0.09546262267043822,0.016689622396275725,0.6955722233776631,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.08660557357691796,0.2427702584490365,0.15616468487211854,0.08556095658302641,0.001181418463420512,0.029794470432039675,0.02873492315586815,0.7572297415509635,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.10234188157606236,0.26707164465225114,0.16472976307618878,0.07146909471856257,0.026204968880221412,0.05218634892535735,0.020846927750903594,0.7329283553477488,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.19654676126305995,0.2689071652042712,0.07236040394121127,0.17449769859934905,0.011224583668300396,0.1209989838458915,0.09881555825120125,0.7310928347957288,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.08434860485946696,0.27504112399531405,0.1906925191358471,0.06077663257711945,9.68584765103155e-4,0.025695043057072178,0.0017002473982602232,0.7249588760046859,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.2720594724247968,0.42670596289145485,0.15464649046665807,0.15615789893753249,0.03706157810452901,0.23565763924320166,0.11850159133739975,0.5732940371085451,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.10070583866291082,0.2684572308014587,0.1677513921385479,0.02392048494892208,0.054274227202705465,0.08017063517243521,0.002095781725877303,0.7315427691985412,PASS
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.22844781538437794,0.5160066617739583,0.2875588463895803,0.07588021442979126,0.10973032278307503,0.16548679338150124,0.009377411966391427,0.48399333822604174,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,lognormal,0.033660947104694715,0.033660947104694715,,0.01648104316645167,0.002762781692782118,0.018670142249566993,0.0014902383113239409,0.9663390528953053,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,lognormal,0.1140295175289952,0.1140295175289952,,0.06290884622492474,0.020198029855834337,0.059407000786032886,0.008286329481962437,0.8859704824710048,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.14150944824915238,0.4368468336499461,0.2953373854007937,0.0651491283027615,0.04444963233352689,0.0793991334024892,0.0019697590109809863,0.563153166350054,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.1052435448074083,0.3354504212171582,0.23020687640974988,0.04955524230025444,0.028882969105419855,0.058747948083524924,0.0023497196456484935,0.6645495787828418,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.13843253787305984,0.517409944030377,0.3789774061573171,0.11681332771048897,0.023088709361737993,0.061369189332043286,0.03938182390340634,0.482590055969623,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.19166111112602624,0.47743748784344486,0.2857763767174186,0.07169236917864323,0.062083284899488514,0.14281729657984749,0.022467480644012973,0.5225625121565551,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.1642182723188779,0.4090759932115883,0.24485772089271038,0.06142715617057302,0.053193940733083055,0.12228236657986293,0.019237002590236984,0.5909240067884117,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.14741870118281064,0.4230165432102343,0.27559784202742366,0.0798041107609281,0.04834249689561371,0.06760910497171752,1.673669747896186e-6,0.5769834567897657,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.13135360021596998,0.37691789071370335,0.24556429049773337,0.07110737766901605,0.043074324761508846,0.06026472110472897,1.491858834998321e-6,0.6230821092862966,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.03103762287650233,0.29285410460473577,0.26181648172823346,0.026706237800050193,0.017058555433122697,0.005221132462914786,8.161210672932664e-4,0.7071458953952643,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.07547932112293239,0.31909445647392165,0.24361513535098928,0.06392344156749265,0.006001766287934762,0.03898808865923956,0.027440443463634483,0.6809055435260783,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.07412483955200616,0.31336828466621935,0.2392434451142132,0.06277633104417021,0.005894064182125228,0.03828789068488635,0.026947632874828216,0.6866317153337806,PASS
