contrast_id,contrast_label,clock_hour,numerator,denominator,numerator_expected_melEDI_lx,denominator_expected_melEDI_lx,expected_melEDI_ratio,pointwise_low_ratio,pointwise_high_ratio,log_ratio,standard_error_log_ratio,occurrence_standard_error_contribution,positive_magnitude_standard_error_contribution,numerator_observations,numerator_positive_observations,numerator_zero_observations,numerator_participants,numerator_participant_days,numerator_sites_with_support,denominator_observations,denominator_positive_observations,denominator_zero_observations,denominator_participants,denominator_participant_days,denominator_sites_with_support,null_reference_ratio,basis_k,sites_standardized,other_factor_levels_standardized,standardization,model_components,occurrence_working_rho,positive_magnitude_working_rho,random_effects,interval_scope,inferential_role,pointwise_highlighting,display_scale,integer_hour,pointwise_ci_excludes_one
free_vs_work,Free day / Work day,0,Free day,Work day,4.21727613229964,3.1724510091943245,1.3293431860971934,0.8378967640065166,2.109034647625508,0.2846849752123348,0.2354866509035702,0.06646628478673483,0.2259119203150392,281,134,147,125,281,9,426,154,272,134,426,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,2.75,Free day,Work day,0.3224064206520654,0.13203082452683595,2.4419026527137575,0.773377728056444,7.71018914692006,0.8927775111403524,0.5866256818378413,0.29400190772362095,0.5076342865159756,283,27,256,125,283,9,429,26,403,134,429,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,3,Free day,Work day,0.2478423306330578,0.1068137047844161,2.3203233249261617,0.7137396207286175,7.543227496184491,0.8417065401602428,0.6015128897589963,0.3043445440619861,0.5188373107689155,284,26,258,125,284,9,429,17,412,134,429,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,3.25,Free day,Work day,0.19495093483419368,0.0904488744789703,2.1553715948065273,0.6631708114464161,7.005173676999501,0.7679631424756463,0.6013813721036381,0.30441632937684465,0.5186427027559366,284,26,258,125,284,9,429,17,412,134,429,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,3.5,Free day,Work day,0.15909435777977135,0.08080274443576296,1.9689227004690304,0.6145921786055925,6.307689448989976,0.6774865406177135,0.5940328011941594,0.2998901709406058,0.5127775875248389,284,26,258,125,284,9,429,17,412,134,429,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,3.75,Free day,Work day,0.1365399191312786,0.07674340997976592,1.7791745137110613,0.5647693836577812,5.604875267383625,0.5761495003936628,0.5854634631666981,0.29542480933240034,0.5054618172859929,284,26,258,125,284,9,429,17,412,134,429,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,4,Free day,Work day,0.12489683982649263,0.07808467243571969,1.599505202884847,0.5164430444379239,4.953918774993235,0.46969433322168097,0.5767884567191452,0.2920008641489879,0.4974137303499951,285,22,263,125,285,9,430,21,409,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,4.25,Free day,Work day,0.12338984323756984,0.08576755208369809,1.438654132476082,0.4765710968746414,4.342952660083233,0.36370804632380294,0.5637075046297758,0.28636471105794215,0.4855526779213869,285,22,263,125,285,9,430,21,409,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,4.5,Free day,Work day,0.1333878992174789,0.10248248069833672,1.3015678222126,0.45271633788134,3.742031497576037,0.2635695548996795,0.5388155591415924,0.27299645981346865,0.4645375546738714,285,22,263,125,285,9,430,21,409,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,4.75,Free day,Work day,0.15919933605595546,0.13388522871036096,1.1890731904440142,0.4485115922876304,3.15241584954615,0.17317417211692063,0.4974555302187708,0.2485200915851155,0.4309289600662321,285,22,263,125,285,9,430,21,409,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,5,Free day,Work day,0.20827774191047824,0.19013935522822273,1.0953952255727606,0.4571704657571832,2.624602396876828,0.09111523474264872,0.44583175449376256,0.2170671505661015,0.3894198318782699,285,63,222,125,285,9,430,105,325,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,5.25,Free day,Work day,0.29485047739917303,0.2907223425987445,1.0141995787579563,0.4688771650004873,2.1937532094397207,0.01409970903453894,0.3936369077567244,0.1850024328207831,0.34745375951148894,285,63,222,125,285,9,430,105,325,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,5.5,Free day,Work day,0.4447562624314165,0.47292722112752905,0.9404327823867936,0.4749774396364621,1.8620122649713176,-0.0614151028783142,0.34851296967051726,0.15698124765691218,0.31115619536278255,285,63,222,125,285,9,430,105,325,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,5.75,Free day,Work day,0.7023623332935245,0.8068445534670212,0.8705051428747517,0.47082233592828054,1.6094801498262454,-0.13868161183643235,0.31357354279685806,0.13429686810118047,0.2833596971349086,285,63,222,125,285,9,430,105,325,134,430,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,6,Free day,Work day,1.1398850402361065,1.421771148314782,0.8017359485647223,0.45676807326987073,1.4072361201156087,-0.2209759665185224,0.28704790146318643,0.11522408260243608,0.2629066536298505,283,125,158,125,283,9,423,224,199,133,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,6.25,Free day,Work day,1.8677533572759708,2.554162595690826,0.7312585974076559,0.4358631341349952,1.2268510328221365,-0.3129881233665107,0.2640042766925066,0.09726099676892176,0.2454354428754115,283,125,158,125,283,9,423,224,199,133,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,6.5,Free day,Work day,3.046898527386884,4.621444418717693,0.659295720412949,0.4110044092616053,1.0575819557161017,-0.41658310399126264,0.24111067149667925,0.08011911781160189,0.22740994452897223,283,125,158,125,283,9,423,224,199,133,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,6.75,Free day,Work day,4.9041489198473505,8.29710739323572,0.5910673066429748,0.38408985718494987,0.9095802829647586,-0.5258253820318382,0.2199292293385547,0.06562125166982408,0.2099112127703906,283,125,158,125,283,9,423,224,199,133,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,7,Free day,Work day,7.737276160440318,14.57481974307941,0.5308659933248385,0.3563552675245885,0.7908363606532687,-0.633245656209902,0.20336161796488827,0.05468643264283686,0.19587072712913903,279,190,89,124,279,9,425,341,84,134,425,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,TRUE
free_vs_work,Free day / Work day,7.25,Free day,Work day,11.90652609180088,24.715381805913747,0.48174558602011813,0.3297694732618303,0.7037607433893711,-0.7303391341165213,0.19338227813308936,0.04667677210959993,0.18766455296984563,279,190,89,124,279,9,425,341,84,134,425,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,7.5,Free day,Work day,17.801857695796873,39.91331836870637,0.446012970691864,0.30779174918724733,0.6463057263577345,-0.8074072451162007,0.18925073190409367,0.04023511567004628,0.1849242412266524,279,190,89,124,279,9,425,341,84,134,425,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,7.75,Free day,Work day,25.77457915812773,60.522830637252504,0.4258653947071531,0.2950478370021426,0.6146845076100738,-0.8536319575091804,0.18724110332892857,0.03436670902887838,0.1840602077754964,279,190,89,124,279,9,425,341,84,134,425,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,8,Free day,Work day,36.04098410128336,85.02213136939379,0.42390120690690375,0.29629725217417435,0.6064593306167415,-0.8582548534775545,0.18272644170466656,0.0288663957850955,0.1804319364536864,282,231,51,125,282,9,424,398,26,133,424,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,TRUE
free_vs_work,Free day / Work day,8.25,Free day,Work day,48.76589811595002,110.81514147737064,0.4400652967257946,0.3121350606388434,0.620428429238308,-0.8208321614307326,0.17525175944902352,0.02423693209704911,0.17356771103088683,282,231,51,125,282,9,424,398,26,133,424,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
