"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-stage4-association-sample","association_sample",1,"Sample","Any-valid primary","Any-valid primary",TRUE
"tbl-stage4-association-sample","association_sample",1,"Target","Sleep","Sleep",TRUE
"tbl-stage4-association-sample","association_sample",1,"Paired state rows","758","758",TRUE
"tbl-stage4-association-sample","association_sample",1,"Participants","140","140",TRUE
"tbl-stage4-association-sample","association_sample",1,"Association cycles","758","758",TRUE
"tbl-stage4-association-sample","association_sample",1,"Complete target cycles","615","615",TRUE
"tbl-stage4-association-sample","association_sample",1,"Sites","9","9",TRUE
"tbl-stage4-association-sample","association_sample",1,"Target valid minutes","364575","364575",TRUE
"tbl-stage4-association-sample","association_sample",1,"Exact-zero rows","6","6",TRUE
"tbl-stage4-association-sample","association_sample",1,"Exact-one rows","298","298",TRUE
"tbl-stage4-association-sample","association_sample",2,"Sample","Any-valid primary","Any-valid primary",TRUE
"tbl-stage4-association-sample","association_sample",2,"Target","Pre-sleep","Pre-sleep",TRUE
"tbl-stage4-association-sample","association_sample",2,"Paired state rows","618","618",TRUE
"tbl-stage4-association-sample","association_sample",2,"Participants","139","139",TRUE
"tbl-stage4-association-sample","association_sample",2,"Association cycles","618","618",TRUE
"tbl-stage4-association-sample","association_sample",2,"Complete target cycles","615","615",TRUE
"tbl-stage4-association-sample","association_sample",2,"Sites","9","9",TRUE
"tbl-stage4-association-sample","association_sample",2,"Target valid minutes","103322","103322",TRUE
"tbl-stage4-association-sample","association_sample",2,"Exact-zero rows","11","11",TRUE
"tbl-stage4-association-sample","association_sample",2,"Exact-one rows","66","66",TRUE
"tbl-stage4-association-sample","association_sample",3,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-association-sample","association_sample",3,"Target","Sleep","Sleep",TRUE
"tbl-stage4-association-sample","association_sample",3,"Paired state rows","697","697",TRUE
"tbl-stage4-association-sample","association_sample",3,"Participants","140","140",TRUE
"tbl-stage4-association-sample","association_sample",3,"Association cycles","697","697",TRUE
"tbl-stage4-association-sample","association_sample",3,"Complete target cycles","486","486",TRUE
"tbl-stage4-association-sample","association_sample",3,"Sites","9","9",TRUE
"tbl-stage4-association-sample","association_sample",3,"Target valid minutes","336581","336581",TRUE
"tbl-stage4-association-sample","association_sample",3,"Exact-zero rows","6","6",TRUE
"tbl-stage4-association-sample","association_sample",3,"Exact-one rows","269","269",TRUE
"tbl-stage4-association-sample","association_sample",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-association-sample","association_sample",4,"Target","Pre-sleep","Pre-sleep",TRUE
"tbl-stage4-association-sample","association_sample",4,"Paired state rows","502","502",TRUE
"tbl-stage4-association-sample","association_sample",4,"Participants","137","137",TRUE
"tbl-stage4-association-sample","association_sample",4,"Association cycles","502","502",TRUE
"tbl-stage4-association-sample","association_sample",4,"Complete target cycles","486","486",TRUE
"tbl-stage4-association-sample","association_sample",4,"Sites","9","9",TRUE
"tbl-stage4-association-sample","association_sample",4,"Target valid minutes","89084","89084",TRUE
"tbl-stage4-association-sample","association_sample",4,"Exact-zero rows","8","8",TRUE
"tbl-stage4-association-sample","association_sample",4,"Exact-one rows","49","49",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",1,"Target","Sleep","Sleep",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",1,"Eligible pairs used","758","758",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",1,"Potential main-model pairs","758","758",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",1,"Dates and counts match","Yes","Yes",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",2,"Target","Pre-sleep","Pre-sleep",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",2,"Eligible pairs used","618","618",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",2,"Potential main-model pairs","743","743",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",2,"Dates and counts match","Yes","Yes",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",3,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",3,"Target","Sleep","Sleep",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",3,"Eligible pairs used","697","697",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",3,"Potential main-model pairs","697","697",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",3,"Dates and counts match","Yes","Yes",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",4,"Target","Pre-sleep","Pre-sleep",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",4,"Eligible pairs used","502","502",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",4,"Potential main-model pairs","581","581",TRUE
"tbl-stage4-pair-eligibility","pair_eligibility",4,"Dates and counts match","Yes","Yes",TRUE
"tbl-stage4-profile-flow","profile_flow",1,"stage","Any-valid association frame","Any-valid association frame",TRUE
"tbl-stage4-profile-flow","profile_flow",1,"count","140","140",TRUE
"tbl-stage4-profile-flow","profile_flow",1,"unit","participants","participants",TRUE
"tbl-stage4-profile-flow","profile_flow",2,"stage","Participants represented in Sleep","Participants represented in Sleep",TRUE
"tbl-stage4-profile-flow","profile_flow",2,"count","140","140",TRUE
"tbl-stage4-profile-flow","profile_flow",2,"unit","participants","participants",TRUE
"tbl-stage4-profile-flow","profile_flow",3,"stage","Participants represented in Wake","Participants represented in Wake",TRUE
"tbl-stage4-profile-flow","profile_flow",3,"count","140","140",TRUE
"tbl-stage4-profile-flow","profile_flow",3,"unit","participants","participants",TRUE
"tbl-stage4-profile-flow","profile_flow",4,"stage","Participants represented in Pre-sleep","Participants represented in Pre-sleep",TRUE
"tbl-stage4-profile-flow","profile_flow",4,"count","139","139",TRUE
"tbl-stage4-profile-flow","profile_flow",4,"unit","participants","participants",TRUE
"tbl-stage4-profile-flow","profile_flow",5,"stage","Complete three-state profile display","Complete three-state profile display",TRUE
"tbl-stage4-profile-flow","profile_flow",5,"count","139","139",TRUE
"tbl-stage4-profile-flow","profile_flow",5,"unit","participants","participants",TRUE
"tbl-stage4-profile-flow","profile_flow",6,"stage","Anonymous participant-state points","Anonymous participant-state points",TRUE
"tbl-stage4-profile-flow","profile_flow",6,"count","417","417",TRUE
"tbl-stage4-profile-flow","profile_flow",6,"unit","points","points",TRUE
"tbl-stage4-privacy","privacy",1,"Check","Complete anonymous profiles","Complete anonymous profiles",TRUE
"tbl-stage4-privacy","privacy",1,"Observed","139","139",TRUE
"tbl-stage4-privacy","privacy",1,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",1,"Detail","Participants with all three displayed state summaries","Participants with all three displayed state summaries",TRUE
"tbl-stage4-privacy","privacy",2,"Check","Participant-state points","Participant-state points",TRUE
"tbl-stage4-privacy","privacy",2,"Observed","417","417",TRUE
"tbl-stage4-privacy","privacy",2,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",2,"Detail","Exactly three state summaries per complete anonymous profile","Exactly three state summaries per complete anonymous profile",TRUE
"tbl-stage4-privacy","privacy",3,"Check","Identifier columns","Identifier columns",TRUE
"tbl-stage4-privacy","privacy",3,"Observed","0","0",TRUE
"tbl-stage4-privacy","privacy",3,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",3,"Detail","No raw or hashed participant identifier","No raw or hashed participant identifier",TRUE
"tbl-stage4-privacy","privacy",4,"Check","Site-linked columns","Site-linked columns",TRUE
"tbl-stage4-privacy","privacy",4,"Observed","0","0",TRUE
"tbl-stage4-privacy","privacy",4,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",4,"Detail","No site or country field in the profile source","No site or country field in the profile source",TRUE
"tbl-stage4-privacy","privacy",5,"Check","Rank or tertile columns","Rank or tertile columns",TRUE
"tbl-stage4-privacy","privacy",5,"Observed","0","0",TRUE
"tbl-stage4-privacy","privacy",5,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",5,"Detail","No participant ranking, tertile, or membership output","No participant ranking, tertile, or membership output",TRUE
"tbl-stage4-privacy","privacy",6,"Check","Permitted profile key","Permitted profile key",TRUE
"tbl-stage4-privacy","privacy",6,"Observed","1","1",TRUE
"tbl-stage4-privacy","privacy",6,"Status","PASS","PASS",TRUE
"tbl-stage4-privacy","privacy",6,"Detail","Sequential non-identifying profile_key only","Sequential non-identifying profile_key only",TRUE
"tbl-stage4-model-components","model_components",1,"Analysis","Main analysis","Main analysis",TRUE
"tbl-stage4-model-components","model_components",1,"Component","Beta-binomial mean","Beta-binomial mean",TRUE
"tbl-stage4-model-components","model_components",1,"Definition","Window * Site * Day type, plus one participant intercept","Window * Site * Day type, plus one participant intercept",TRUE
"tbl-stage4-model-components","model_components",1,"Implementation","Logit mean link; Laplace likelihood","Logit mean link; Laplace likelihood",TRUE
"tbl-stage4-model-components","model_components",2,"Analysis","Main analysis","Main analysis",TRUE
"tbl-stage4-model-components","model_components",2,"Component","Extra all-no mass","Extra all-no mass",TRUE
"tbl-stage4-model-components","model_components",2,"Definition","Window + Day type","Window + Day type",TRUE
"tbl-stage4-model-components","model_components",2,"Implementation","Multinomial mixture weights; no retained process-specific intercept","Multinomial mixture weights; no retained process-specific intercept",TRUE
"tbl-stage4-model-components","model_components",3,"Analysis","Main analysis","Main analysis",TRUE
"tbl-stage4-model-components","model_components",3,"Component","Extra all-yes mass","Extra all-yes mass",TRUE
"tbl-stage4-model-components","model_components",3,"Definition","Supported window * Day type; Daytime extra all-yes mass fixed at zero","Supported window * Day type; Daytime extra all-yes mass fixed at zero",TRUE
"tbl-stage4-model-components","model_components",3,"Implementation","Multinomial mixture weights; no retained process-specific intercept","Multinomial mixture weights; no retained process-specific intercept",TRUE
"tbl-stage4-model-components","model_components",4,"Analysis","Main analysis","Main analysis",TRUE
"tbl-stage4-model-components","model_components",4,"Component","Dispersion","Dispersion",TRUE
"tbl-stage4-model-components","model_components",4,"Definition","Window-specific beta-binomial precision","Window-specific beta-binomial precision",TRUE
"tbl-stage4-model-components","model_components",4,"Implementation","Log link; not an independent-minute binomial model","Log link; not an independent-minute binomial model",TRUE
"tbl-stage4-model-components","model_components",5,"Analysis","Exploratory extension","Exploratory extension",TRUE
"tbl-stage4-model-components","model_components",5,"Component","Mean adjustment","Mean adjustment",TRUE
"tbl-stage4-model-components","model_components",5,"Definition","Full window/site/day-type adjustment plus within- and between-Daytime adherence and centered Free-Daytime fraction","Full window/site/day-type adjustment plus within- and between-Daytime adherence and centered Free-Daytime fraction",TRUE
"tbl-stage4-model-components","model_components",5,"Implementation","The two association levels are fitted simultaneously","The two association levels are fitted simultaneously",TRUE
"tbl-stage4-model-components","model_components",6,"Analysis","Exploratory extension","Exploratory extension",TRUE
"tbl-stage4-model-components","model_components",6,"Component","Participant variation","Participant variation",TRUE
"tbl-stage4-model-components","model_components",6,"Definition","A participant intercept; no retained association-cycle intercept","A participant intercept; no retained association-cycle intercept",TRUE
"tbl-stage4-model-components","model_components",6,"Implementation","Serial dependence assessed separately","Serial dependence assessed separately",TRUE
"tbl-stage4-main-transitions","routes",1,"Model / sensitivity","Calendar-day chunks","Calendar-day chunks",TRUE
"tbl-stage4-main-transitions","routes",1,"Stored disposition","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-transitions","routes",1,"Structural failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",1,"Hard failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",1,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",2,"Model / sensitivity","Complementary chest","Complementary chest",TRUE
"tbl-stage4-main-transitions","routes",2,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",2,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",2,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",2,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",3,"Model / sensitivity","Ordinary-binomial diagnostic","Ordinary-binomial diagnostic",TRUE
"tbl-stage4-main-transitions","routes",3,"Stored disposition","not acceptable","not acceptable",TRUE
"tbl-stage4-main-transitions","routes",3,"Structural failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",3,"Hard failure","TRUE","TRUE",TRUE
"tbl-stage4-main-transitions","routes",3,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",4,"Model / sensitivity","Fractional model, equal periods","Fractional model, equal periods",TRUE
"tbl-stage4-main-transitions","routes",4,"Stored disposition","acceptable","acceptable",TRUE
"tbl-stage4-main-transitions","routes",4,"Structural failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",4,"Hard failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",4,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",5,"Model / sensitivity","Fractional model, minute weighting","Fractional model, minute weighting",TRUE
"tbl-stage4-main-transitions","routes",5,"Stored disposition","acceptable","acceptable",TRUE
"tbl-stage4-main-transitions","routes",5,"Structural failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",5,"Hard failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",5,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",6,"Model / sensitivity","Participant deletion 1","Participant deletion 1",TRUE
"tbl-stage4-main-transitions","routes",6,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",6,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",6,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",6,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",7,"Model / sensitivity","Participant deletion 2","Participant deletion 2",TRUE
"tbl-stage4-main-transitions","routes",7,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",7,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",7,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",7,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",8,"Model / sensitivity","Participant deletion 3","Participant deletion 3",TRUE
"tbl-stage4-main-transitions","routes",8,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",8,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",8,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",8,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",9,"Model / sensitivity","Participant deletion 4","Participant deletion 4",TRUE
"tbl-stage4-main-transitions","routes",9,"Stored disposition","structural failure","structural failure",TRUE
"tbl-stage4-main-transitions","routes",9,"Structural failure","TRUE","TRUE",TRUE
"tbl-stage4-main-transitions","routes",9,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",9,"Recorded reason","hard_fit_gate","hard_fit_gate",TRUE
"tbl-stage4-main-transitions","routes",10,"Model / sensitivity","Participant deletion 5","Participant deletion 5",TRUE
"tbl-stage4-main-transitions","routes",10,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",10,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",10,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",10,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",11,"Model / sensitivity","Omit Dortmund (DE)","Omit Dortmund (DE)",TRUE
"tbl-stage4-main-transitions","routes",11,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",11,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",11,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",11,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",12,"Model / sensitivity","Omit Madrid (ES)","Omit Madrid (ES)",TRUE
"tbl-stage4-main-transitions","routes",12,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",12,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",12,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",12,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",13,"Model / sensitivity","Omit Izmir (TR)","Omit Izmir (TR)",TRUE
"tbl-stage4-main-transitions","routes",13,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",13,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",13,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",13,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",14,"Model / sensitivity","Omit Kumasi (GH)","Omit Kumasi (GH)",TRUE
"tbl-stage4-main-transitions","routes",14,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",14,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",14,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",14,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",15,"Model / sensitivity","Omit Tübingen (DE)","Omit Tübingen (DE)",TRUE
"tbl-stage4-main-transitions","routes",15,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",15,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",15,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",15,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",16,"Model / sensitivity","Omit Borås (SE)","Omit Borås (SE)",TRUE
"tbl-stage4-main-transitions","routes",16,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",16,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",16,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",16,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",17,"Model / sensitivity","Omit Delft (NL)","Omit Delft (NL)",TRUE
"tbl-stage4-main-transitions","routes",17,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",17,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",17,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",17,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",18,"Model / sensitivity","Omit Munich (DE)","Omit Munich (DE)",TRUE
"tbl-stage4-main-transitions","routes",18,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",18,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",18,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",18,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",19,"Model / sensitivity","Omit San José (CR)","Omit San José (CR)",TRUE
"tbl-stage4-main-transitions","routes",19,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",19,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",19,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",19,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",20,"Model / sensitivity","Primary, at least 80% coverage","Primary, at least 80% coverage",TRUE
"tbl-stage4-main-transitions","routes",20,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",20,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",20,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",20,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",21,"Model / sensitivity","Primary, any valid period","Primary, any valid period",TRUE
"tbl-stage4-main-transitions","routes",21,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",21,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",21,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",21,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",22,"Model / sensitivity","Both day types observed","Both day types observed",TRUE
"tbl-stage4-main-transitions","routes",22,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",22,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",22,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",22,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",23,"Model / sensitivity","Complete three-window cycles","Complete three-window cycles",TRUE
"tbl-stage4-main-transitions","routes",23,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",23,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",23,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",23,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",24,"Model / sensitivity","Common dispersion","Common dispersion",TRUE
