"member_id","analysis_state","state_display","site","site_display","state_order","site_order","family","sample_id_primary","estimate_primary","standard_error_primary","conf_low_primary","conf_high_primary","from_M4_minus_M1_primary","from_free_M5_minus_work_M5_primary","state_sum_primary","reconciliation_passed_primary","statistic","p_value","p_adjusted","fdr_significant","sample_id_80","estimate_80","standard_error_80","conf_low_80","conf_high_80","from_M4_minus_M1_80","from_free_M5_minus_work_M5_80","state_sum_80","reconciliation_passed_80","direction_retained","interval_exclusion_retained","fully_estimable","unqualified_claim_blocked","sensitivity_qualification_required"
"BA-M6-12","Pre-sleep","Pre-sleep","S3","Site 3",2,3,"BA-M6","primary_any_valid",-0.016,0.00421637021355784,-0.0242639337640609,-0.00773606623593922,-0.016,-0.0160000000000001,3.46944695195361e-17,TRUE,-3.79473319220207,0.000147802310334448,0.000285047312787883,TRUE,"support_80",-0.016,0.00421637021355784,-0.0242639337640609,-0.00773606623593922,-0.016,-0.0160000000000001,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-13","Pre-sleep","Pre-sleep","S4","Site 4",2,4,"BA-M6","primary_any_valid",-0.00799999999999993,0.00421637021355784,-0.0162639337640607,0.000263933764060892,-0.0079999999999999,-0.00799999999999994,3.46944695195361e-17,TRUE,-1.89736659610101,0.0577795711235995,0.0709112918335085,FALSE,"support_80",-0.00799999999999993,0.00421637021355784,-0.0162639337640607,0.000263933764060892,-0.0079999999999999,-0.00799999999999994,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-14","Pre-sleep","Pre-sleep","S5","Site 5",2,5,"BA-M6","primary_any_valid",-1.48091415673611e-17,0.00421637021355784,-0.00826393376406083,0.0082639337640608,0,-2.77555756156289e-17,3.46944695195361e-17,TRUE,-3.51229631585528e-15,0.999999999999997,0.999999999999997,FALSE,"support_80",-1.48091415673611e-17,0.00421637021355784,-0.00826393376406083,0.0082639337640608,0,-2.77555756156289e-17,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-15","Pre-sleep","Pre-sleep","S6","Site 6",2,6,"BA-M6","primary_any_valid",0.00799999999999996,0.00421637021355784,-0.000263933764060855,0.0162639337640608,0.00800000000000001,0.00799999999999995,3.46944695195361e-17,TRUE,1.89736659610102,0.0577795711235984,0.0709112918335085,FALSE,"support_80",0.00799999999999996,0.00421637021355784,-0.000263933764060855,0.0162639337640608,0.00800000000000001,0.00799999999999995,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-16","Pre-sleep","Pre-sleep","S7","Site 7",2,7,"BA-M6","primary_any_valid",0.016,0.00421637021355784,0.00773606623593918,0.0242639337640608,0.016,0.016,3.46944695195361e-17,TRUE,3.79473319220206,0.000147802310334454,0.000285047312787883,TRUE,"support_80",0.016,0.00421637021355784,0.00773606623593918,0.0242639337640608,0.016,0.016,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-17","Pre-sleep","Pre-sleep","S8","Site 8",2,8,"BA-M6","primary_any_valid",0.024,0.00421637021355784,0.0157360662359392,0.0322639337640608,0.024,0.024,3.46944695195361e-17,TRUE,5.69209978830308,1.25486474976151e-08,3.38813482435668e-08,TRUE,"support_80",0.024,0.00421637021355784,0.0157360662359392,0.0322639337640608,0.024,0.024,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-18","Pre-sleep","Pre-sleep","S9","Site 9",2,9,"BA-M6","primary_any_valid",0.032,0.00421637021355784,0.0237360662359392,0.0402639337640609,0.032,0.0319999999999999,3.46944695195361e-17,TRUE,7.58946638440412,3.21225593201217e-14,1.44551516940556e-13,TRUE,"support_80",0.032,0.00421637021355784,0.0237360662359392,0.0402639337640609,0.032,0.0319999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-19","Sleep environment","Sleep","S1","Site 1",3,1,"BA-M6","primary_any_valid",-0.048,0.00421637021355784,-0.0562639337640608,-0.0397360662359392,-0.0480000000000001,-0.048,3.46944695195361e-17,TRUE,-11.3841995766062,5.012638713594e-30,6.76706226335273e-29,TRUE,"support_80",-0.048,0.00421637021355784,-0.0562639337640608,-0.0397360662359392,-0.0480000000000001,-0.048,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-20","Sleep environment","Sleep","S2","Site 2",3,2,"BA-M6","primary_any_valid",-0.0359999999999999,0.00421637021355784,-0.0442639337640608,-0.0277360662359391,-0.036,-0.0359999999999999,3.46944695195361e-17,TRUE,-8.53814968245461,1.36388173692784e-17,9.20620172426309e-17,TRUE,"support_80",-0.0359999999999999,0.00421637021355784,-0.0442639337640608,-0.0277360662359391,-0.036,-0.0359999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-21","Sleep environment","Sleep","S3","Site 3",3,3,"BA-M6","primary_any_valid",-0.0239999999999999,0.00421637021355784,-0.0322639337640607,-0.0157360662359391,-0.024,-0.0239999999999999,3.46944695195361e-17,TRUE,-5.69209978830305,1.25486474976173e-08,3.38813482435668e-08,TRUE,"support_80",-0.0239999999999999,0.00421637021355784,-0.0322639337640607,-0.0157360662359391,-0.024,-0.0239999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-22","Sleep environment","Sleep","S4","Site 4",3,4,"BA-M6","primary_any_valid",-0.0119999999999999,0.00421637021355784,-0.0202639337640607,-0.0037360662359391,-0.012,-0.0119999999999999,3.46944695195361e-17,TRUE,-2.84604989415152,0.0044265258579201,0.00663978878688014,TRUE,"support_80",-0.0119999999999999,0.00421637021355784,-0.0202639337640607,-0.0037360662359391,-0.012,-0.0119999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-23","Sleep environment","Sleep","S5","Site 5",3,5,"BA-M6","primary_any_valid",-7.43541031214237e-17,0.00421637021355784,-0.00826393376406089,0.00826393376406074,-1.2490009027033e-16,-4.16333634234434e-17,3.46944695195361e-17,TRUE,-1.76346239432051e-14,0.999999999999986,0.999999999999997,FALSE,"support_80",-7.43541031214237e-17,0.00421637021355784,-0.00826393376406089,0.00826393376406074,-1.2490009027033e-16,-4.16333634234434e-17,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-24","Sleep environment","Sleep","S6","Site 6",3,6,"BA-M6","primary_any_valid",0.012,0.00421637021355784,0.00373606623593914,0.0202639337640608,0.0119999999999999,0.0119999999999999,3.46944695195361e-17,TRUE,2.84604989415153,0.00442652585791995,0.00663978878688014,TRUE,"support_80",0.012,0.00421637021355784,0.00373606623593914,0.0202639337640608,0.0119999999999999,0.0119999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-25","Sleep environment","Sleep","S7","Site 7",3,7,"BA-M6","primary_any_valid",0.024,0.00421637021355784,0.0157360662359391,0.0322639337640608,0.0239999999999999,0.024,3.46944695195361e-17,TRUE,5.69209978830307,1.25486474976161e-08,3.38813482435668e-08,TRUE,"support_80",0.024,0.00421637021355784,0.0157360662359391,0.0322639337640608,0.0239999999999999,0.024,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-26","Sleep environment","Sleep","S8","Site 8",3,8,"BA-M6","primary_any_valid",0.0359999999999999,0.00421637021355784,0.0277360662359391,0.0442639337640608,0.0359999999999999,0.036,3.46944695195361e-17,TRUE,8.53814968245461,1.36388173692787e-17,9.20620172426309e-17,TRUE,"support_80",0.0359999999999999,0.00421637021355784,0.0277360662359391,0.0442639337640608,0.0359999999999999,0.036,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-27","Sleep environment","Sleep","S9","Site 9",3,9,"BA-M6","primary_any_valid",0.048,0.00421637021355784,0.0397360662359392,0.0562639337640608,0.0479999999999999,0.0479999999999999,3.46944695195361e-17,TRUE,11.3841995766062,5.01263871359461e-30,6.76706226335273e-29,TRUE,"support_80",0.048,0.00421637021355784,0.0397360662359392,0.0562639337640608,0.0479999999999999,0.0479999999999999,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
