position,actual_path,string_sorted_path
497,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/quarto.js,audit/hypotheses/H03/H03_analysis_preparation_files/figure-html/fig-h03-prep-clock-category-support-1.png
498,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tabsets/tabsets.js,audit/hypotheses/H03/H03_analysis_preparation_files/figure-html/fig-h03-prep-positive-distribution-1.png
499,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tippy.css,audit/hypotheses/H03/H03_analysis_preparation_files/figure-html/fig-h03-prep-site-category-support-1.png
500,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tippy.umd.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/bootstrap/bootstrap-138a6193a3bd40baf1e627da441a4734.min.css
501,audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03/H03_analysis_preparation_files/libs/bootstrap/bootstrap-icons.css
502,audit/hypotheses/H03-H11_gated_workflow.qmd,audit/hypotheses/H03/H03_analysis_preparation_files/libs/bootstrap/bootstrap-icons.woff
503,audit/hypotheses/H03-H11_gated_workflow_files/libs/bootstrap/bootstrap-81c0645bc19072abdb8a90de0bee1110.min.css,audit/hypotheses/H03/H03_analysis_preparation_files/libs/bootstrap/bootstrap.min.js
504,audit/hypotheses/H03-H11_gated_workflow_files/libs/bootstrap/bootstrap-icons.css,audit/hypotheses/H03/H03_analysis_preparation_files/libs/clipboard/clipboard.min.js
505,audit/hypotheses/H03-H11_gated_workflow_files/libs/bootstrap/bootstrap-icons.woff,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-diagram/mermaid-init.js
506,audit/hypotheses/H03-H11_gated_workflow_files/libs/bootstrap/bootstrap.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-diagram/mermaid.css
507,audit/hypotheses/H03-H11_gated_workflow_files/libs/clipboard/clipboard.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-diagram/mermaid.min.js
508,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/anchor.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/anchor.min.js
509,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/popper.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/popper.min.js
510,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css
511,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/quarto.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/quarto.js
512,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/tabsets/tabsets.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tabsets/tabsets.js
513,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/tippy.css,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tippy.css
514,audit/hypotheses/H03-H11_gated_workflow_files/libs/quarto-html/tippy.umd.min.js,audit/hypotheses/H03/H03_analysis_preparation_files/libs/quarto-html/tippy.umd.min.js
