path,scope,role,sha256,bytes
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_build_delta.csv,project,owner_evidence,3fe16e9e046526f2e12065d2ce537b5153038b63ab9de37fd280971add9cd0dc,4158
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_contracts.csv,project,owner_evidence,caae456ec23d5668bda66c3bfc7c7be787fe51c03d3294bb3a2c53982c74d961,895
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_deviation_link_audit.csv,project,owner_evidence,3a97d09a5ebabe307af88eaec0840fe1c2b92fb73d05083a5af12b4fe15e4645,384
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_endpoint_inventory.csv,project,owner_evidence,82f0ecff135f459483796ca0858e3f5a6fc5f6bbe514214a37cfe35950c59b33,1719
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_figure_audit.csv,project,owner_evidence,2fb5beda4e602c872db50718e6f18842f0af5e714629e4d957fa122f969b45ff,7378
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_headers_resolution.csv,project,owner_evidence,90d1a282ac23305ad48a76fe4b2b6eededa325104523a9802433deceea499829,1681265
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_idref_resolution.csv,project,owner_evidence,f9b432e011fae4feb22ddc4697962dbc30f9ca77082a561b1473c1df28be694e,8487
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_link_audit.csv,project,owner_evidence,af392ce445bd7afa05ceeeb13695daa333fb0578ff305452bc2158160abb1519,147189
audit/hypotheses/H01/report017_order32h_completion/order32h_postrender_protected_reconciliation.csv,project,owner_evidence,394d232d3b14d54e7b7a36fbc71fd27a374a7403ef6209e6392e387402fa0a06,673112
audit/hypotheses/H01/report017_order32h_completion/order32h_pre_build_inventory.csv,project,owner_evidence,c1d7dc18a82d6061d4919eddd27c371c3d83274a3a2c910019ffb8336f8272d2,203681
audit/hypotheses/H01/report017_order32h_completion/order32h_pre_build_symlink_audit.csv,project,owner_evidence,1c23f797c2395dc465acb61ac4085cb5891b98aa791af36f4fee00d04192c62c,105
audit/hypotheses/H01/report017_order32h_completion/order32h_pre_inventory_summary.csv,project,owner_evidence,63c817d0cc9406a45c8cca64b6cbeaed94f022edbdb806549f704553b31177ff,161
audit/hypotheses/H01/report017_order32h_completion/order32h_pre_protected_inventory.csv,project,owner_evidence,6378c3f2ec1ed48f4c69ef4274651836980fc069dfcee26436583dc1fc6dee3e,420958
audit/hypotheses/H01/report017_order32h_completion/order32h_preparation_manifest_row_reseal.csv,project,owner_evidence,655e9eccfbe0a5e3e45d77c112770e192ea257336a401151b5a2b43d484276f9,567
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_code_checks.csv,project,owner_evidence,69481ca9446ae5fccee8248616166628224ebb8648eaf6b1d4dca8524ef7b854,949
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_dispatch_recheck.csv,project,owner_evidence,d461fb179816c99a4dc695950be1b978d85957f0b30e4622d56514c7653eeef2,11628
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_manifest_audit.csv,project,owner_evidence,ad04618d26cada07063fc756c72c316b567cfd3b12cff3bbc444bb8315446daf,580807
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_non_circularity_audit.csv,project,owner_evidence,f7b7964d56fe3f3c49f541c4785ca8085b648a7b58ab13ba73b1b39ddc21ddde,961
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_preparation_historical_mismatches.csv,project,owner_evidence,d820049c50bb8d9a8fe63f4c2fe195e59d181de7997601c85473e1d03a138887,866
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_protected_identity_audit.csv,project,owner_evidence,2180d70b4c7f22bfad1b2443fe3acec98be52acdae601ee254d745bba30ac039,6570
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_summary.csv,project,owner_evidence,6906e2cf2b5b292a146aa4b22cafe409a7ba9b3b647b03048ef40c1c41c372e9,469
audit/hypotheses/H01/report017_order32h_completion/order32h_prerender_worker_historical_mismatches.csv,project,owner_evidence,ac33a37203e1653aa715e2227ad07c3deb95f970a8288ea88ce05c89ad560945,561
audit/hypotheses/H01/report017_order32h_completion/order32h_scoped_git_status.txt,project,owner_evidence,dfecd8b33047ab784c4141305d221b5b0e150399c777466dcac3eb9fd28548f1,522
audit/hypotheses/H01/report017_order32h_completion/order32h_server_lifecycle.csv,project,owner_evidence,dcd287326128d2ed7b91463d4705eb7869ff2f9ecf4ec0c3391df5470a8e4a6a,357
audit/hypotheses/H01/report017_order32h_completion/order32h_six_figure_transition_audit.csv,project,owner_evidence,2c2a1f87de1c3d4b8ff458cb99c4e959cdc191d0852dccec7e969c49f42474f9,1822
audit/hypotheses/H01/report017_order32h_completion/order32h_source_and_geometry_verification.csv,project,owner_evidence,84b5c4b0b1f1c7a7c5de7d08697fdcea33c8cb09c79eb7e838a7ec5a24b48e2a,1851
audit/hypotheses/H01/report017_order32h_completion/order32h_stage3_manifest_row_reseal.csv,project,owner_evidence,1670bc88eeb9e390cbbba72a81b8c92eb9475c2a5164e4f02cff26ea69044d28,8661
audit/hypotheses/H01/report017_order32h_completion/order32h_test_classification_diff.patch,project,owner_evidence,0718cac4f565690425d68ffd07a6cad0dcba7340e56efa2ac36ad9970a312200,6278
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_diagnostic_tab_controls.png,project,owner_evidence,c0777902b493ce6454116f41cdf8a59525a0af910c702aa39539cec44a3fe427,133658
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_diagnostic_tab_controls_positioned.png,project,owner_evidence,8e3cee135892412e01e3937035a4a70ef5608e5969756fb6f7d4a3f8b4a35226,143187
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-diagnostic-assessment_top.png,project,owner_evidence,bfedf8179bd53bec798aeafe1b8d10c481f42fda3296232c547689a1d050ea3c,160078
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-diagnostic-mean-mel-edi_top.png,project,owner_evidence,c0777902b493ce6454116f41cdf8a59525a0af910c702aa39539cec44a3fe427,133658
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-model-support_top.png,project,owner_evidence,c71cde2b39972be02baa8d32f4b3b000d0cd61ef9ec3ab9eb1ff558417a74888,139837
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-paired-placement_top.png,project,owner_evidence,f3fd0594ef250892aa59d0b6a1556266e9b102276eb07f20d819e09675526f70,127916
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-r2-intervals_top.png,project,owner_evidence,61d811e3a2550f60f7801a0bf30a46bc4596d0f68f406c8e01e98010b30a6ffe,111759
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-site-contrasts-chest_bottom.png,project,owner_evidence,a686b4caf7198f1aefcdbb48505c376a143f0dae172831fb45e3ac3b1fd1ef35,149902
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-site-contrasts-chest_top.png,project,owner_evidence,5c95236de0dbbfee2959b33924d7dabb32faf1d70874ee3bfd43d1dbb2cbaeeb,130434
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-site-contrasts-near-eye_bottom.png,project,owner_evidence,049e63c41bd8915f288094ed354491aa061a60efef7dbe678e737b62fbb93096,140236
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_fig-h01-site-contrasts-near-eye_top.png,project,owner_evidence,fd3156d61197b11985cb23d0ac49d5cb6618cf14163926c322d0a618ab53014c,132300
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_principal_table_1440x1000.jpg,project,owner_evidence,d186415000341d49d11a985426e4d96c4b6adb01978e3c01a71634164f1193b3,177349
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_01_hypothesis-and-analytical-question.png,project,owner_evidence,094879856d145881785b40f5ebfd083dd6831c99612c691635401f5991758632,203314
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_02_what-was-analysed.png,project,owner_evidence,16d7d73d89f597b8d4ad0e27172c5e8aded5880afb86dcf89b9592b2e3311479,223506
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_03_statistical-models.png,project,owner_evidence,9e257ec186f2c187c6f9fb06fac6136f52406523b59d2aa7ba39f184ddfd850e,175889
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_04_results-overview.png,project,owner_evidence,1639b46bb9ca06d14bf7cbf1bf9a2e943970d34f7a060c67cf94cb8a092ca45c,150845
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_05_primary-near-eye-results.png,project,owner_evidence,3e39b0f521cae4c8497650b448e7c76d8574bb0cfa1e9dfd490e107316768fea,183516
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_06_complementary-chest-results.png,project,owner_evidence,9157f4d46394be3fe46ba2bdfa89338748b8551db7adcf755a166860dd5b5992,185966
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_07_matched-near-eye-and-chest-evidence.png,project,owner_evidence,bfd28b7f84e97584ba7b32ba8e861ce28ad911b21cfe68307306ff4b89901b99,126720
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_08_model-checks.png,project,owner_evidence,51ef7a68d5f367a4a537c0138aa805df87adb6aaadbd8e4912646d039e64ff4a,179647
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_09_sensitivity-analyses.png,project,owner_evidence,6fc1bfba4bcc9150f480aeb34a6f36708700273d0cc3b745ef491a7f82e838f9,149956
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_10_interpretation.png,project,owner_evidence,7857472bd97f514c9dca42261152bf7fc5f6469e1e9c48fd95a5258d144a8931,242224
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_11_limitations.png,project,owner_evidence,d64cb3b4e8bdad2937bfb125ab1881de7585f200066521207384e9be3f85fab1,181675
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_12_detailed-analysis-record.png,project,owner_evidence,d9159d591349dd1b8874e946a0ed3bb0eea747d6a486f9b6da3224c5bc2333f2,172029
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_section_13_analysis-record-and-source-data.png,project,owner_evidence,d4c00ff8f36c9b93e74a2110f8ea17c43dd3629c62552d151c7c0f0f131b87bf,131524
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_desktop_top_1440x1000.png,project,owner_evidence,cdf62cf842150d1e729e65d18dc4bc51c78e08aac5fa9e353ca890c25bb587c1,179188
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_diagnostic_tab_overlap.json,project,owner_evidence,091989b8dc9f947400372bcfd42e80dbc3e33487b6e0134a1067d61b3471a821,1184
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_principal_table_708x1000.jpg,project,owner_evidence,32f8d3208f6f127c4e4eb52bd6710345706c8969a89a331be0b5b840814aa795,80728
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_01_hypothesis-and-analytical-question.png,project,owner_evidence,9e8a756ac96cad39b75b7ebe767b00b18113a8b557321448117bfe2e359e14f7,119016
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_02_what-was-analysed.png,project,owner_evidence,d3b7ca25091837acdad82ca1c650d2d3a60abbc82c3a0fcf59ad87ed185b2db2,131982
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_03_statistical-models.png,project,owner_evidence,5c0e4be098189010ca82323199b291d181593ace8a24dcd2942dc95769cb1f2b,112153
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_04_results-overview.png,project,owner_evidence,f48aec6390b73eb2ac8908f9b37f00a4cc6ee58ea6713b51f036af2db233916e,87712
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_05_primary-near-eye-results.png,project,owner_evidence,57bbaa7ead608961f31999bda4d1383a2fc87408ccdee9087aec37bffb0b43b2,79662
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_06_complementary-chest-results.png,project,owner_evidence,2fc86f9a6e997200ee5feb9f63fc2a67f11fa41bad8fa3c16b725cbb1ba67f0c,83569
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_07_matched-near-eye-and-chest-evidence.png,project,owner_evidence,b8452c1d22ed02c04bc024aa4871e96e4434d02e5529837c369d4e8dae6616ab,86318
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_08_model-checks.png,project,owner_evidence,adee4fa8971b109cd98968d363e421fd3937c7706932a745ec2b313af7718f44,109329
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_09_sensitivity-analyses.png,project,owner_evidence,9631490be95298026aa60800ea7ed45880a04a8a03967f942b2756b23a035001,88629
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_10_interpretation.png,project,owner_evidence,984eb32da35e1fa3c4a6c46733942527cd826a30d64f384648b3d496c4e1e9a6,145901
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_11_limitations.png,project,owner_evidence,13df82f00b34f401eff517e709d7f4b4cf4e1cbfc6e956762146cc58a7b3c65f,101093
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_12_detailed-analysis-record.png,project,owner_evidence,22b29db93dd373e47750e3ab13fa58eac5a16c59d7cadc9f0b24c9bc95defe5f,87828
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_section_13_analysis-record-and-source-data.png,project,owner_evidence,fee5db13f76b8ba0f1dd852272b875ce8a6290ca65285a3184a967218d2ca71d,67572
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_narrow_top_708x1000.png,project,owner_evidence,fa4144611f75c54b78e564e1f216481a688ef7e2dfce7cbac2ce072a79341058,102017
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_qa.json,project,owner_evidence,2744e1c4151a4c9ddb7b2d91d0d865ee0cea1c035e79b2cdb2157f910e6f9467,8491
audit/hypotheses/H01/report017_order32h_completion/order32h_visual_source_diagnostic_sleep_title_crop.png,project,owner_evidence,13cdca8c649e861d4d0168f3ddedc94847d6c1a11d19aba97001d62c265d0093,12002
audit/hypotheses/H01/report017_order32h_completion/order32h_worker_manifest_row_reseal.csv,project,owner_evidence,58e2473bcf1703cdd2bd0b59fe32a1049a4341c09b7bbf76810f85fa1cad6e19,8875
audit/report_harmonization/owner_orders/32h_h01_historical_recovery_direct_reseal_and_result_completion.md,project,current_or_controlling_identity,2f3ed3658f026ab509db47761ca6c101243e1d08770f23d5b546af8e739aa5de,18799
audit/report_harmonization/report017_h01_order32g_historical_test_recovery/H01_stage3_model_support_display_refresh_pre32g.R,project,current_or_controlling_identity,121135a4ea1c86cc6e11fc476615ee207fb34fe01270912d3f74ef2c8b5ad9cb,6747
audit/report_harmonization/report017_h01_order32h_dispatch_manifest.csv,project,current_or_controlling_identity,a47f083c48157d7b700917f049ded516814922e125d74997b31827a597672bfa,8007
notebooks/hypotheses/H01.qmd,project,current_or_controlling_identity,9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb,93260
tests/hypotheses/H01/test_h01_report016_deviation_reconciliation.R,project,current_or_controlling_identity,140cc2d0305026885f8703e2aa349d324d1cef9a8d7d92c9b72314d845d0f8ab,15682
tests/hypotheses/H01/test_h01_stage3_model_support_display_refresh.R,project,current_or_controlling_identity,b47990d03ae386e403e408adadd52f283e24e7162a55f7bbff8868e551068851,8869
