href,classification,resolved_path,target_exists,anchor,anchor_resolves
../../audit/hypotheses/H01/H01_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H02.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html,TRUE,,TRUE
../../audit/hypotheses/H02/H02_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H03.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H03.html,TRUE,,TRUE
../../audit/hypotheses/H03/H03_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H04.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H04.html,TRUE,,TRUE
../../audit/hypotheses/H04/H04_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H05.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H05.html,TRUE,,TRUE
../../audit/hypotheses/H05/H05_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H06.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06.html,TRUE,,TRUE
../../audit/hypotheses/H06/H06_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H06_daily.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06_daily.html,TRUE,,TRUE
../../audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H07.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H07.html,TRUE,,TRUE
../../audit/hypotheses/H07/H07_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H08.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H08.html,TRUE,,TRUE
../../audit/hypotheses/H08/H08_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H09.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H09.html,TRUE,,TRUE
../../audit/hypotheses/H09/H09_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H10.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H10.html,TRUE,,TRUE
../../audit/hypotheses/H10/H10_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,TRUE,,TRUE
../../notebooks/hypotheses/H11.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H11.html,TRUE,,TRUE
../../audit/hypotheses/H11/H11_analysis_preparation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,TRUE,,TRUE
../../notebooks/sensitivity_battery.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/sensitivity_battery.html,TRUE,,TRUE
#hypothesis-and-analytical-question,same-page anchor,NA,TRUE,hypothesis-and-analytical-question,TRUE
#what-was-analysed,same-page anchor,NA,TRUE,what-was-analysed,TRUE
#statistical-models,same-page anchor,NA,TRUE,statistical-models,TRUE
#results-overview,same-page anchor,NA,TRUE,results-overview,TRUE
#primary-near-eye-summary,same-page anchor,NA,TRUE,primary-near-eye-summary,TRUE
#primary-near-eye-results,same-page anchor,NA,TRUE,primary-near-eye-results,TRUE
#model-level-tests,same-page anchor,NA,TRUE,model-level-tests,TRUE
#photoperiod-and-latitude-effects,same-page anchor,NA,TRUE,photoperiod-and-latitude-effects,TRUE
#hierarchical-site-contrasts,same-page anchor,NA,TRUE,hierarchical-site-contrasts,TRUE
#variation-represented,same-page anchor,NA,TRUE,variation-represented,TRUE
#complementary-chest-results,same-page anchor,NA,TRUE,complementary-chest-results,TRUE
#model-level-tests-1,same-page anchor,NA,TRUE,model-level-tests-1,TRUE
#photoperiod-and-latitude-effects-1,same-page anchor,NA,TRUE,photoperiod-and-latitude-effects-1,TRUE
#hierarchical-site-contrasts-1,same-page anchor,NA,TRUE,hierarchical-site-contrasts-1,TRUE
#variation-represented-1,same-page anchor,NA,TRUE,variation-represented-1,TRUE
#matched-near-eye-and-chest-evidence,same-page anchor,NA,TRUE,matched-near-eye-and-chest-evidence,TRUE
#model-checks,same-page anchor,NA,TRUE,model-checks,TRUE
#representative-review-examples,same-page anchor,NA,TRUE,representative-review-examples,TRUE
#sensitivity-analyses,same-page anchor,NA,TRUE,sensitivity-analyses,TRUE
#alternative-dataset-and-matched-sample-results,same-page anchor,NA,TRUE,alternative-dataset-and-matched-sample-results,TRUE
#matched-near-eye-and-chest-estimands,same-page anchor,NA,TRUE,matched-near-eye-and-chest-estimands,TRUE
#darkest-10-hour-midpoint-clock-cut,same-page anchor,NA,TRUE,darkest-10-hour-midpoint-clock-cut,TRUE
#exactly-identified-continuous-periods,same-page anchor,NA,TRUE,exactly-identified-continuous-periods,TRUE
#preregistered-photoperiod-scope,same-page anchor,NA,TRUE,preregistered-photoperiod-scope,TRUE
#marginalization-participant-influence-and-latitude-leverage,same-page anchor,NA,TRUE,marginalization-participant-influence-and-latitude-leverage,TRUE
#interpretation,same-page anchor,NA,TRUE,interpretation,TRUE
#limitations,same-page anchor,NA,TRUE,limitations,TRUE
#detailed-analysis-record,same-page anchor,NA,TRUE,detailed-analysis-record,TRUE
#exact-fitted-samples,same-page anchor,NA,TRUE,exact-fitted-samples,TRUE
#h01-preregistration-deviations,same-page anchor,NA,TRUE,h01-preregistration-deviations,TRUE
#response-and-model-family-registry,same-page anchor,NA,TRUE,response-and-model-family-registry,TRUE
#exact-formulas-and-model-engines,same-page anchor,NA,TRUE,exact-formulas-and-model-engines,TRUE
#participant-level-formula-objects,same-page anchor,NA,TRUE,participant-level-formula-objects,TRUE
#participant-day-formula-objects,same-page anchor,NA,TRUE,participant-day-formula-objects,TRUE
#preregistered-scope-sensitivity-formula-objects,same-page anchor,NA,TRUE,preregistered-scope-sensitivity-formula-objects,TRUE
#analysis-record-and-source-data,same-page anchor,NA,TRUE,analysis-record-and-source-data,TRUE
https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/hypotheses/H01.qmd,external,NA,TRUE,,TRUE
https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,external,NA,TRUE,,TRUE
../../notebooks/hypotheses/H01.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html,TRUE,,TRUE
../../notebooks/hypotheses/H01.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html,TRUE,,TRUE
#exact-fitted-samples,same-page anchor,NA,TRUE,exact-fitted-samples,TRUE
#h01-preregistration-deviations,same-page anchor,NA,TRUE,h01-preregistration-deviations,TRUE
../../notebooks/preparation/04_metric_derivation.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/04_metric_derivation.html,TRUE,,TRUE
../../notebooks/preparation/06_model_ready_datasets.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv,TRUE,,TRUE
../../notebooks/descriptives.html,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/descriptives.html,TRUE,,TRUE
../../artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
../../artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv,TRUE,,TRUE
../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv,TRUE,,TRUE
../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv,TRUE,,TRUE
../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png,TRUE,,TRUE
../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv,TRUE,,TRUE
#fig-h01-paired-placement,same-page anchor,NA,TRUE,fig-h01-paired-placement,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
,resolved internal,NA,TRUE,,TRUE
../../notebooks/preregistration_deviations.html#dev-001,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-001,TRUE
../../notebooks/preregistration_deviations.html#rep-001,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,rep-001,TRUE
../../notebooks/preregistration_deviations.html#rep-002,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,rep-002,TRUE
../../notebooks/preregistration_deviations.html#dev-003,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-003,TRUE
../../notebooks/preregistration_deviations.html#dev-004,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-004,TRUE
../../notebooks/preregistration_deviations.html#imp-003,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,imp-003,TRUE
../../notebooks/preregistration_deviations.html#dev-055,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-055,TRUE
../../notebooks/preregistration_deviations.html#dev-005,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-005,TRUE
../../notebooks/preregistration_deviations.html#dev-006,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-006,TRUE
../../notebooks/preregistration_deviations.html#imp-018,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,imp-018,TRUE
../../notebooks/preregistration_deviations.html#imp-019,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,imp-019,TRUE
../../notebooks/preregistration_deviations.html#rep-003,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,rep-003,TRUE
../../notebooks/preregistration_deviations.html#imp-002,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,imp-002,TRUE
../../notebooks/preregistration_deviations.html#dev-007,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-007,TRUE
../../notebooks/preregistration_deviations.html#dev-008,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-008,TRUE
../../notebooks/preregistration_deviations.html#dev-054,resolved internal,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,dev-054,TRUE
