site,modality,repository,commit,doi,source_url,local_path,sha256,bytes,cache_mtime_utc,verified_utc,downloaded
IZTECH,sleepdiaries,DidikogluEtAl_Dataset_2025,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,https://raw.githubusercontent.com/MeLiDosProject/DidikogluEtAl_Dataset_2025/15b1150ce0c62339d299de24359b4257218560d8/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/IZTECH_sleepdiaries_15b1150ce0c6.RData,63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e,6205,2026-07-29 22:43:15 UTC,2026-07-30 17:09:52 UTC,FALSE
IZTECH,wearlog,DidikogluEtAl_Dataset_2025,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,https://raw.githubusercontent.com/MeLiDosProject/DidikogluEtAl_Dataset_2025/15b1150ce0c62339d299de24359b4257218560d8/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/IZTECH_wearlog_15b1150ce0c6.RData,d0e025af8e912d6157349849d64e3072bb781b08ffec7fb97c7d67ee6052c0d8,4554,2026-07-29 22:43:16 UTC,2026-07-30 17:09:52 UTC,FALSE
KNUST,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/KNUST_light_glasses_ea49a38edfb1.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,17344087,2026-07-29 22:43:32 UTC,2026-07-30 17:09:52 UTC,FALSE
KNUST,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/KNUST_light_chest_ea49a38edfb1.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,18214427,2026-07-29 22:43:41 UTC,2026-07-30 17:09:52 UTC,FALSE
KNUST,sleepdiaries,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/KNUST_sleepdiaries_ea49a38edfb1.RData,e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197,4025,2026-07-29 22:43:41 UTC,2026-07-30 17:09:52 UTC,FALSE
KNUST,wearlog,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/KNUST_wearlog_ea49a38edfb1.RData,75ad3dbb6e519fa8d526b833483b7cb480fc2d94b8ebc99f8f4b33ffd5f27f82,3495,2026-07-29 22:43:42 UTC,2026-07-30 17:09:52 UTC,FALSE
MPI,light_glasses,GuidolinEtAl_Dataset_2025,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,https://raw.githubusercontent.com/MeLiDosProject/GuidolinEtAl_Dataset_2025/cd0099b0eed758692bdc9f23071d4a052ff8f72f/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/MPI_light_glasses_cd0099b0eed7.RData,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,37617638,2026-07-29 22:44:14 UTC,2026-07-30 17:09:52 UTC,FALSE
MPI,sleepdiaries,GuidolinEtAl_Dataset_2025,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,https://raw.githubusercontent.com/MeLiDosProject/GuidolinEtAl_Dataset_2025/cd0099b0eed758692bdc9f23071d4a052ff8f72f/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/MPI_sleepdiaries_cd0099b0eed7.RData,868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91,7757,2026-07-29 22:44:15 UTC,2026-07-30 17:09:52 UTC,FALSE
MPI,wearlog,GuidolinEtAl_Dataset_2025,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,https://raw.githubusercontent.com/MeLiDosProject/GuidolinEtAl_Dataset_2025/cd0099b0eed758692bdc9f23071d4a052ff8f72f/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/MPI_wearlog_cd0099b0eed7.RData,21bb71c2cef2e70f32f72927c597eb808acb417bce4c91cba80ee30a50abdc5b,6142,2026-07-29 22:44:15 UTC,2026-07-30 17:09:52 UTC,FALSE
RISE,light_glasses,NilssonTengelinEtAl_Dataset_2026,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,https://raw.githubusercontent.com/MeLiDosProject/NilssonTengelinEtAl_Dataset_2026/12ca7139b78949ab84e0be92822d03910c1e47c8/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/RISE_light_glasses_12ca7139b789.RData,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,23275541,2026-07-29 22:44:30 UTC,2026-07-30 17:09:52 UTC,FALSE
RISE,light_chest,NilssonTengelinEtAl_Dataset_2026,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,https://raw.githubusercontent.com/MeLiDosProject/NilssonTengelinEtAl_Dataset_2026/12ca7139b78949ab84e0be92822d03910c1e47c8/data/imported/light/light_chest.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/RISE_light_chest_12ca7139b789.RData,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,26619740,2026-07-29 22:44:49 UTC,2026-07-30 17:09:52 UTC,FALSE
RISE,sleepdiaries,NilssonTengelinEtAl_Dataset_2026,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,https://raw.githubusercontent.com/MeLiDosProject/NilssonTengelinEtAl_Dataset_2026/12ca7139b78949ab84e0be92822d03910c1e47c8/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/RISE_sleepdiaries_12ca7139b789.RData,a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b,5145,2026-07-29 22:44:49 UTC,2026-07-30 17:09:52 UTC,FALSE
RISE,wearlog,NilssonTengelinEtAl_Dataset_2026,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,https://raw.githubusercontent.com/MeLiDosProject/NilssonTengelinEtAl_Dataset_2026/12ca7139b78949ab84e0be92822d03910c1e47c8/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/RISE_wearlog_12ca7139b789.RData,f17e772770b942d62f6922ef3b786f84131c237e37df1482fb53ab78c55d3586,3859,2026-07-29 22:44:50 UTC,2026-07-30 17:09:52 UTC,FALSE
THUAS,light_glasses,AertsEtAl_Dataset_2025,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,https://raw.githubusercontent.com/MeLiDosProject/AertsEtAl_Dataset_2025/19bf83f353e1cbdd33cd22621b2484bc3ead0c7d/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/THUAS_light_glasses_19bf83f353e1.RData,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,19532673,2026-07-29 22:45:02 UTC,2026-07-30 17:09:52 UTC,FALSE
THUAS,light_chest,AertsEtAl_Dataset_2025,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,https://raw.githubusercontent.com/MeLiDosProject/AertsEtAl_Dataset_2025/19bf83f353e1cbdd33cd22621b2484bc3ead0c7d/data/imported/light/light_chest.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/THUAS_light_chest_19bf83f353e1.RData,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,23817165,2026-07-29 22:45:13 UTC,2026-07-30 17:09:52 UTC,FALSE
THUAS,sleepdiaries,AertsEtAl_Dataset_2025,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,https://raw.githubusercontent.com/MeLiDosProject/AertsEtAl_Dataset_2025/19bf83f353e1cbdd33cd22621b2484bc3ead0c7d/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/THUAS_sleepdiaries_19bf83f353e1.RData,b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305,6382,2026-07-29 22:45:14 UTC,2026-07-30 17:09:52 UTC,FALSE
THUAS,wearlog,AertsEtAl_Dataset_2025,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,https://raw.githubusercontent.com/MeLiDosProject/AertsEtAl_Dataset_2025/19bf83f353e1cbdd33cd22621b2484bc3ead0c7d/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/THUAS_wearlog_19bf83f353e1.RData,7ed4931e81afc0cf24d1cb5d307f80aa48d96d665574879917e1aca557574d68,3434,2026-07-29 22:45:14 UTC,2026-07-30 17:09:52 UTC,FALSE
TUM,light_glasses,HildenEtAl_Dataset_2025,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,https://raw.githubusercontent.com/MeLiDosProject/HildenEtAl_Dataset_2025/eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/TUM_light_glasses_eeafeea65ee0.RData,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,14685903,2026-07-29 22:45:24 UTC,2026-07-30 17:09:52 UTC,FALSE
TUM,light_chest,HildenEtAl_Dataset_2025,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,https://raw.githubusercontent.com/MeLiDosProject/HildenEtAl_Dataset_2025/eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57/data/imported/light/light_chest.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/TUM_light_chest_eeafeea65ee0.RData,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,14119078,2026-07-29 22:45:35 UTC,2026-07-30 17:09:52 UTC,FALSE
TUM,sleepdiaries,HildenEtAl_Dataset_2025,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,https://raw.githubusercontent.com/MeLiDosProject/HildenEtAl_Dataset_2025/eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/TUM_sleepdiaries_eeafeea65ee0.RData,2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004,3117,2026-07-29 22:45:35 UTC,2026-07-30 17:09:52 UTC,FALSE
TUM,wearlog,HildenEtAl_Dataset_2025,eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57,10.5281/zenodo.16893901,https://raw.githubusercontent.com/MeLiDosProject/HildenEtAl_Dataset_2025/eeafeea65ee0d2e0f3a5ab9f17b0f22b29e63e57/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/TUM_wearlog_eeafeea65ee0.RData,43c2b326af597b1efc2a6232dd477e2e3797cd6c84b9171587ff391747166158,3521,2026-07-29 22:45:35 UTC,2026-07-30 17:09:52 UTC,FALSE
UCR,light_glasses,Sancho-SalasEtAl_Dataset_2025,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,https://raw.githubusercontent.com/MeLiDosProject/Sancho-SalasEtAl_Dataset_2025/ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3/data/imported/light/light_glasses.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/UCR_light_glasses_ed90d9ac91b9.RData,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,8551810,2026-07-29 22:45:40 UTC,2026-07-30 17:09:52 UTC,FALSE
UCR,light_chest,Sancho-SalasEtAl_Dataset_2025,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,https://raw.githubusercontent.com/MeLiDosProject/Sancho-SalasEtAl_Dataset_2025/ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3/data/imported/light/light_chest.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/UCR_light_chest_ed90d9ac91b9.RData,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,59543045,2026-07-29 22:46:18 UTC,2026-07-30 17:09:52 UTC,FALSE
UCR,sleepdiaries,Sancho-SalasEtAl_Dataset_2025,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,https://raw.githubusercontent.com/MeLiDosProject/Sancho-SalasEtAl_Dataset_2025/ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3/data/imported/continuous/sleepdiaries.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/UCR_sleepdiaries_ed90d9ac91b9.RData,7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9,13513,2026-07-29 22:46:19 UTC,2026-07-30 17:09:52 UTC,FALSE
UCR,wearlog,Sancho-SalasEtAl_Dataset_2025,ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3,10.5281/zenodo.17289456,https://raw.githubusercontent.com/MeLiDosProject/Sancho-SalasEtAl_Dataset_2025/ed90d9ac91b9fa81c0869dafbe6efb3c8d9faed3/data/imported/continuous/wearlog.RData,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/01_imported/cache/UCR_wearlog_ed90d9ac91b9.RData,1e27bd6f03f35d172b16dbed5ba296bd9a60d10e961b180ca52c9e87b62306c8,9618,2026-07-29 22:46:20 UTC,2026-07-30 17:09:52 UTC,FALSE
