run_id,placement,participant,long_rows,effective_weighted_hours,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__near_eye,Near-eye,THUAS.THUAS_S011,156,143,6.553532392290442,4.927157757219715e-4,0.15272696830216106,0.010909069164439957,92,15
main__near_eye,Near-eye,UCR.UCR_S002,144,144,6.029200380450716,4.5329479807434573e-4,0.21464001924364307,0.015331429945974338,93,2
main__near_eye,Near-eye,IZTECH.IZTECH_S016,150,139,5.7448885985707445,4.319193181391765e-4,0.08162083426220147,0.005830059590157185,94,108
main__near_eye,Near-eye,MPI.MPI_S226,143,143,5.653294344434353,4.2503296566893034e-4,0.10250036587025625,0.007321454705018224,95,71
main__near_eye,Near-eye,BAUA.BAUA_S022,152,144,5.180608551918764,3.894949179427826e-4,0.09939996476767604,0.007099997483405354,96,75
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S009,153,153,5.008873434947401,3.765833160291655e-4,0.08944477480746071,0.006388912486247124,97,92
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S008,109,105,4.546230309693674,3.418003085307988e-4,0.06769482332773903,0.004835344523409878,98,118
main__near_eye,Near-eye,MPI.MPI_S231,134,133,4.448257905997411,3.344344261337975e-4,0.09471335476987139,0.006765239626419311,99,80
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S013,152,144,4.38477879219115,3.296618609080591e-4,0.09623650824283529,0.006874036303059589,100,79
main__near_eye,Near-eye,MPI.MPI_S225,154,142,4.357920809471722,0.00032764259084150724,0.10235284251729453,0.007310917322663815,101,72
main__near_eye,Near-eye,MPI.MPI_S229,163,139,4.045656365677326,3.0416553931498336e-4,0.10336092986749022,0.0073829235619635065,102,66
main__near_eye,Near-eye,RISE.RISE_S007,146,141,3.966729363892469,2.9823155187401435e-4,0.12421522759028408,0.008872516256448765,103,35
main__near_eye,Near-eye,IZTECH.IZTECH_S002,165,137,3.522686922080277,2.648470039577863e-4,0.07826388764270377,0.005590277688764494,104,112
main__near_eye,Near-eye,KNUST.KNUST_S012,143,143,3.4891372843423696,2.623246336094425e-4,0.12273122058567013,0.0087665157561192,105,38
main__near_eye,Near-eye,BAUA.BAUA_S013,143,142,3.4005174089890806,2.556619045626697e-4,0.09125029964762987,0.006517878546259206,106,88
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S010,83,81,3.266045412214196,2.455518646272963e-4,0.05162425370841262,0.003687446693458004,107,124
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S007,133,124,3.179141862866749,2.390181745245218e-4,0.06954276227168261,0.00496734016226299,108,116
main__near_eye,Near-eye,IZTECH.IZTECH_S005,153,140,2.9320771058465223,2.2044304646808807e-4,0.08466052712448946,0.006047180508892038,109,102
main__near_eye,Near-eye,MPI.MPI_S224,140,140,2.7981693773561944,2.1037543004859865e-4,0.10765169264991829,0.007689406617851223,110,58
main__near_eye,Near-eye,IZTECH.IZTECH_S013,148,142,2.7341987698613814,2.055659127366385e-4,0.09122744767029155,0.006516246262163611,111,89
main__near_eye,Near-eye,MPI.MPI_S227,139,139,2.6704984543407924,2.007767168500989e-4,0.10387324802684496,0.00741951771620313,112,65
main__near_eye,Near-eye,BAUA.BAUA_S001,123,114,2.616079346921174,1.9668531222716648e-4,0.08709570515808662,0.0062211217970061196,113,96
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S016,115,114,2.398193821166013,1.8030397321565312e-4,0.058263729383413926,0.004161694955958092,114,123
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S012,145,144,2.2492940717930776,1.6910920814462065e-4,0.075981092145156,0.005427220867511084,115,114
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S020,140,135,2.139416358568271,1.6084824604579813e-4,0.06846696093875107,0.004890497209910737,116,117
main__near_eye,Near-eye,KNUST.KNUST_S015,136,136,1.8844652979140215,1.4168020015818263e-4,0.10423243919153631,0.007445174227966798,117,64
main__near_eye,Near-eye,THUAS.THUAS_S017,146,136,1.738996705459602,1.3074340056920363e-4,0.1266466115273285,0.009046186537666224,118,32
main__near_eye,Near-eye,MPI.MPI_S223,137,137,1.5793867140972615,1.1874340484177158e-4,0.10821690328185414,0.00772977880584664,119,57
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S022,140,137,1.4557171087769303,1.0944552365782876e-4,0.07211896500988536,0.005151354643563184,120,115
main__near_eye,Near-eye,MPI.MPI_S230,112,112,1.3606613500649065,1.0229892407044709e-4,0.08162205103166333,0.0058301465022616026,121,107
main__near_eye,Near-eye,IZTECH.IZTECH_S010,131,131,0.7347004432366023,5.523715717625091e-5,0.08480478890143052,0.006057484921530685,122,101
main__near_eye,Near-eye,UCR.UCR_S004,139,136,0.6774226818056577,5.093082969272984e-5,0.20677766080267698,0.014769832914476767,123,3
main__near_eye,Near-eye,IZTECH.IZTECH_S006,148,139,0.5098978106029342,3.833576768243511e-5,0.09104156881762594,0.006502969201258925,124,90
main__near_eye,Near-eye,UCR.UCR_S005,155,114.99999999999999,0.5000936622582882,3.759866007881538e-5,0.1651928320468548,0.011799488003346643,125,12
main__near_eye,Near-eye,UCR.UCR_S006,139,137,0.48059501262790555,3.613268849233678e-5,0.21909391479386892,0.015649565342419038,126,1
main__chest,Chest,KNUST.KNUST_S007,92,92,2549.195336488509,0.24302416797549398,0.078203129903904,0.006015625377223124,1,84
main__chest,Chest,TUM.TUM_S009,143,143,692.5922846613769,0.06602737001627035,0.15170791762730473,0.011669839817484474,2,5
main__chest,Chest,TUM.TUM_S008,132,132,642.316700181896,0.061234413622258614,0.16456493027813782,0.012658840790625438,3,2
main__chest,Chest,BAUA.BAUA_S009,170,140,619.4655811041007,0.059055932388709896,0.1502093102410464,0.011554562326233838,4,6
main__chest,Chest,RISE.RISE_S008,162,142,505.9912487965828,0.04823800690419355,0.1542863091745046,0.011868177628807531,5,4
main__chest,Chest,RISE.RISE_S009,151,135,424.92640424016923,0.040509797096810685,0.09337262746694937,0.007182509805149641,6,55
main__chest,Chest,RISE.RISE_S010,124,113,221.23459744999923,0.021091107928488777,0.07801773511942856,0.006001364239955783,7,88
main__chest,Chest,KNUST.KNUST_S014,144,144,170.00845539951797,0.016207531384856262,0.09523965813239729,0.007326127548645628,8,49
main__chest,Chest,RISE.RISE_S007,146,141,169.720556097621,0.01618008488544417,0.10078724721495144,0.007752865170380544,9,41
main__chest,Chest,BAUA.BAUA_S002,141,141,162.68853928263096,0.015509696857037255,0.096195150278584,0.007399626944506141,10,48
main__chest,Chest,FUSPCEU.FUSPCEU_S011,117,117,162.08217642841134,0.015451890055797396,0.09476800969591596,0.0072898468996855275,11,50
main__chest,Chest,RISE.RISE_S012,188,168.00000000000003,152.47343915753763,0.014535853788539095,0.1655627728461391,0.012735597911240917,12,1
main__chest,Chest,UCR.UCR_S030,140,140,136.94694464112658,0.013055655956142082,0.05033921326589231,0.0038722471742992405,13,142
main__chest,Chest,UCR.UCR_S034,139,135,130.23457200100248,0.012415740782652597,0.05173445510718218,0.003979573469783072,14,140
main__chest,Chest,THUAS.THUAS_S006,144,117,122.77962271584775,0.01170503304621845,0.09096656214020692,0.006997427856938691,15,59
main__chest,Chest,UCR.UCR_S010,146,136,112.25128555546632,0.0107013279389858,0.05628366713006733,0.004329512856158838,16,133
main__chest,Chest,BAUA.BAUA_S022,152,144,108.25221752024781,0.010320082073663014,0.08344342571674822,0.0064187250551342,17,75
main__chest,Chest,THUAS.THUAS_S010,133,133,104.23756884442216,0.009937350848561838,0.10563802125603965,0.008126001635079622,18,35
main__chest,Chest,BAUA.BAUA_S001,123,114,102.47613910165626,0.009769427272225538,0.07158606620787708,0.005506620477528768,19,99
main__chest,Chest,FUSPCEU.FUSPCEU_S006,125,116,93.57871328613841,0.008921202942379384,0.05839731989746217,0.0044921015305738185,20,128
main__chest,Chest,IZTECH.IZTECH_S001,167,167,92.57676812086835,0.008825683824381059,0.1465600470690892,0.011273849774544835,21,7
main__chest,Chest,TUM.TUM_S007,146,140,89.7220480895144,0.008553532863451395,0.12728799598961746,0.009791384306893226,22,13
main__chest,Chest,RISE.RISE_S015,154,140,87.4627836534228,0.0083381488746456945,0.10386434479115798,0.007989564983934884,23,37
main__chest,Chest,TUM.TUM_S002,137,137,82.30102917773463,0.007846059834315083,0.14196060690048773,0.01092004668465243,24,9
main__chest,Chest,RISE.RISE_S016,134,134,82.23524447902714,0.007839788337015496,0.08417036592848044,0.006474643532959754,25,73
main__chest,Chest,RISE.RISE_S014,154,144,79.57772649382377,0.007586437372501494,0.09418041541038978,0.007244647339260438,26,53
main__chest,Chest,UCR.UCR_S013,143,143,78.30238549685515,0.007464854424252313,0.06255516945150552,0.004811936111654062,27,122
main__chest,Chest,RISE.RISE_S006,145,141,77.5164746931509,0.00738993065656793,0.1141686208326594,0.00878220160251188,28,23
main__chest,Chest,BAUA.BAUA_S025,144,144,70.82394960694896,0.006751907623397878,0.1050965323573,0.008084348642868881,29,36
main__chest,Chest,THUAS.THUAS_S011,156,143,69.94085095006116,0.0066677185801894195,0.11718181704027243,0.009013985926174412,30,16
main__chest,Chest,UCR.UCR_S027,145,142,69.30053987015762,0.006606675369725446,0.05751968376765751,0.0044245910590503855,31,132
main__chest,Chest,TUM.TUM_S005,137,137,68.24146877375671,0.006505710226589627,0.116145599259132,0.00893427686608669,32,20
main__chest,Chest,RISE.RISE_S017,168,144,67.70507684028289,0.006454574010594187,0.090298373092812,0.006946028699446776,33,62
main__chest,Chest,RISE.RISE_S003,175,140.99999999999997,65.14409228134924,0.006210425932679429,0.10231808734375443,0.007870622103365385,34,39
main__chest,Chest,RISE.RISE_S002,162,141,63.96986598769792,0.006098482621021466,0.09158372925403528,0.007044902250310101,35,56
main__chest,Chest,KNUST.KNUST_S005,139,139,58.18625278715513,0.005547109501105854,0.08512138490430841,0.006547798838792671,36,70
main__chest,Chest,BAUA.BAUA_S008,120,120,57.190581080516026,0.005452188454994095,0.06774054373712939,0.005210811056702035,37,114
main__chest,Chest,THUAS.THUAS_S001,161,161,55.28633358791177,0.005270649537247978,0.10067151237071338,0.00774396249005454,38,42
main__chest,Chest,UCR.UCR_S007,141,141,54.99911086975263,0.005243267539052251,0.05588169276780371,0.0042985917513693305,39,134
main__chest,Chest,KNUST.KNUST_S008,108,108,54.5716146739157,0.005202512754270215,0.0817598361173348,0.006289218162871635,40,80
main__chest,Chest,BAUA.BAUA_S018,120,117,52.91270332949062,0.005044362633934848,0.0860250850566136,0.006617314235123837,41,67
main__chest,Chest,IZTECH.IZTECH_S012,155,144,52.76378748115185,0.005030165938364729,0.10630124773184854,0.008177019056295688,42,34
main__chest,Chest,BAUA.BAUA_S016,133,133,52.724503465564936,0.005026420848662856,0.07289731250721763,0.0056074855774780365,43,98
main__chest,Chest,KNUST.KNUST_S003,133,133,47.24784744256624,0.004504311085544186,0.08484628942325226,0.006526637647942199,44,72
main__chest,Chest,THUAS.THUAS_S019,178,165,45.28462309926962,0.004317149687690653,0.1179864254624268,0.009075878881724744,45,15
main__chest,Chest,BAUA.BAUA_S005,115,114,45.248540018922846,0.004313709754919025,0.13332608099402682,0.010255852384155465,46,11
main__chest,Chest,BAUA.BAUA_S006,119,119,43.9432646371621,0.004189273051661809,0.0772713657629942,0.0059439512125377585,47,90
main__chest,Chest,UCR.UCR_S017,139,139,42.650175836194215,0.004065998139976724,0.04385528769553418,0.0033734836688870985,48,145
main__chest,Chest,KNUST.KNUST_S009,141,141,40.9318874878434,0.0039021873914543443,0.10650560414581203,0.008192738780446724,49,33
main__chest,Chest,BAUA.BAUA_S003,134,134,40.81061761280747,0.0038906262882076642,0.0768246265861436,0.005909586660472328,50,91
main__chest,Chest,IZTECH.IZTECH_S017,144,144,40.132761762225414,0.0038260037966562927,0.09388707457738771,0.007222082659798742,51,54
main__chest,Chest,TUM.TUM_S010,135,135,37.48265469970429,0.003573359342660729,0.12215509955212848,0.009396546119394092,52,14
main__chest,Chest,BAUA.BAUA_S014,137,120,36.97154733674025,0.0035246335977746645,0.11402088445829496,0.00877083726602231,53,24
main__chest,Chest,BAUA.BAUA_S017,142,134,34.79408918189325,0.0033170485026630123,0.11332407169653838,0.008717236284348728,54,25
main__chest,Chest,FUSPCEU.FUSPCEU_S025,100,86,34.71917461965434,0.0033099066218911614,0.05823973305136406,0.004479979465489349,55,130
main__chest,Chest,UCR.UCR_S003,114,114,33.49319744289508,0.0031930297081944354,0.043724811212294504,0.003363447016330201,56,146
main__chest,Chest,RISE.RISE_S001,153,139,32.11556561960007,0.0030616949992215195,0.09693791241636564,0.007456762493566265,57,47
main__chest,Chest,UCR.UCR_S018,167,163,31.039264658110675,0.0029590872696712645,0.07146689806123999,0.005497453697018222,58,100
main__chest,Chest,IZTECH.IZTECH_S011,142,142,30.183334535546216,0.002877488302772194,0.06981842297837469,0.005370647921413205,59,106
main__chest,Chest,TUM.TUM_S003,139,139,27.077924667827027,0.002581438157644861,0.11603495756113574,0.008925765966240824,60,21
main__chest,Chest,TUM.TUM_S006,149,143,26.557797492147103,0.00253185252083557,0.1637306258821532,0.012594663529395854,61,3
main__chest,Chest,BAUA.BAUA_S023,144,144,26.537505805743354,0.0025299180397330414,0.07819151388301683,0.00601473183715488,62,85
main__chest,Chest,BAUA.BAUA_S024,144,141,26.154719525313,0.0024934256156404397,0.06802990724686842,0.00523306978822042,63,113
main__chest,Chest,THUAS.THUAS_S020,200,168,25.879197720288687,0.002467159108532603,0.11624517189199597,0.008941936299383918,64,19
main__chest,Chest,THUAS.THUAS_S005,144,137,22.913569106293554,0.0021844348244715516,0.0947168784503192,0.0072859137269473155,65,51
main__chest,Chest,UCR.UCR_S029,138,136,22.52799144404854,0.0021476762876831905,0.07054169487115487,0.005426284220857832,66,103
main__chest,Chest,FUSPCEU.FUSPCEU_S019,143,143,22.326829924319902,0.0021284988200874436,0.07881434220877213,0.006062641708366825,67,83
main__chest,Chest,IZTECH.IZTECH_S003,161,143,21.47406743945805,0.0020472018357418896,0.09087592080863054,0.006990455446817431,68,60
main__chest,Chest,FUSPCEU.FUSPCEU_S018,138,138,20.75961483058195,0.0019790904406107464,0.07044340861157951,0.005418723739352035,69,104
main__chest,Chest,KNUST.KNUST_S006,138,138,20.494794466985137,0.0019538441412766455,0.10838195956830214,0.008337073812945957,70,29
main__chest,Chest,UCR.UCR_S038,146,142,20.254626623140215,0.001930948057328336,0.08796106272737582,0.006766235594413231,71,64
main__chest,Chest,IZTECH.IZTECH_S007,139,139,19.330463347027923,0.0018428441729237486,0.09750310348211261,0.0075002387293929525,72,46
main__chest,Chest,KNUST.KNUST_S010,138,138,19.321012199149116,0.0018419431602328875,0.07807468364981375,0.0060057448961392595,73,87
main__chest,Chest,RISE.RISE_S004,157,141,18.839756805722455,0.0017960633134054803,0.10326860200580007,0.00794373861583043,74,38
main__chest,Chest,UCR.UCR_S025,137,137,18.543936386661503,0.0017678616647583902,0.0641895619652257,0.004937658612709455,75,119
