run_id,model_role,predictor_id,effect_id,distribution,covariance_type,site_specific,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,statistic,denominator_df,p_raw,status,family_id,p_adjusted
gap_timing_unaware__glasses__all_available,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.7306477360584529,0.14875389924324728,2.0764251476144002,1.5472479853541246,2.786587175719402,4.911788798649733,136,2.5493460561676355e-6,ESTIMABLE,H06-F1-gap,7.648038168502906e-6
gap_timing_unaware__glasses__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.03713916648822059,0.06589287559078404,0.96354203325699,0.8458220090448126,1.0976461240367488,-0.5636294691229863,136,0.5739345091346464,ESTIMABLE,H06-F1-gap,0.5739345091346464
gap_timing_unaware__glasses__all_available,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.36522658800726493,0.1183382778432921,1.4408404483300792,1.1402020133253132,1.8207485807619863,3.086292910996317,136,0.002456323256222643,ESTIMABLE,H06-F1-gap,0.0036844848843339576
gap_timing_unaware__glasses__all_available,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.7306477360584528,0.14875389924324725,2.0764251476144002,1.5472479853541243,2.786587175719402,4.911788798649733,136,2.5493460561676355e-6,ESTIMABLE,H06-F1-gap,7.648038168502906e-6
gap_timing_unaware__glasses__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.03713916648822058,0.06589287559078402,0.96354203325699,0.8458220090448126,1.0976461240367488,-0.5636294691229863,136,0.5739345091346464,ESTIMABLE,H06-F1-gap,0.5739345091346464
gap_timing_unaware__chest__all_available,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.40108700289411703,0.11179419375253032,1.4934471970761536,1.1974184909386467,1.86266083857302,3.58772660217015,148,4.526719090962159e-4,ESTIMABLE,,
gap_timing_unaware__chest__all_available,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.6100757337103168,0.17658959571159644,1.8405707867581684,1.2983744532811965,2.609186288675297,3.4547660141126526,148,7.187645953025743e-4,ESTIMABLE,,
gap_timing_unaware__chest__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.06379130148429599,0.06234970500853636,0.9382007802107125,0.8294421139769224,1.0612201733615858,-1.0231211434851577,148,0.3079199900236111,ESTIMABLE,,
gap_timing_unaware__chest__all_available,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.401087002894117,0.1117941937525303,1.4934471970761536,1.1974184909386465,1.8626608385730197,3.58772660217015,148,4.526719090962159e-4,ESTIMABLE,,
gap_timing_unaware__chest__all_available,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.6100757337103166,0.17658959571159644,1.8405707867581682,1.2983744532811965,2.6091862886752963,3.4547660141126517,148,7.187645953025766e-4,ESTIMABLE,,
gap_timing_unaware__chest__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.06379130148429597,0.06234970500853635,0.9382007802107125,0.8294421139769225,1.0612201733615858,-1.0231211434851577,148,0.3079199900236111,ESTIMABLE,,
