comparison_id,predictor_id,reference_log_estimate,reference_log_se,reference_log_low,reference_log_high,reference_ratio,reference_conf_low,reference_conf_high,reference_p_adjusted,alternative_log_estimate,alternative_log_low,alternative_log_high,alternative_ratio,alternative_conf_low,alternative_conf_high,alternative_p_adjusted,log_estimate_difference,absolute_difference_reference_se,reference_conclusion,alternative_conclusion,stability_classification
gap_all_available_vs_gap_exact_common_hours,activity_status,0.7306477360584529,0.14875389924324728,0.43647785955480867,1.0248176125620971,2.0764251476144002,1.5472479853541246,2.786587175719402,7.648038168502906e-6,0.7306477360584529,0.43647785955480867,1.0248176125620971,2.0764251476144002,1.5472479853541246,2.786587175719402,7.648038168502906e-6,0,0,TRUE,TRUE,stable within model uncertainty
gap_all_available_vs_gap_exact_common_hours,previous_sleep_duration_centered_h,-0.03713916648822059,0.06589287559078404,-0.16744633271123213,0.09316799973479103,0.96354203325699,0.8458220090448126,1.0976461240367488,0.5739345091346464,-0.03713916648822059,-0.16744633271123213,0.09316799973479103,0.96354203325699,0.8458220090448126,1.0976461240367488,0.5739345091346464,0,0,FALSE,FALSE,stable within model uncertainty
quasi_poisson_vs_fixed_p1_8,work_free_day,0.37236969771635997,0.12283668109124216,0.12945269526764197,0.6152867001650779,1.4511693761394848,1.1382052676937056,1.8501869724361208,0.004372541361181204,0.1392457791688337,-0.09357572310615261,0.37206728144382,1.149406565480434,0.9106690561256433,1.4507305852580241,0.2600304989922493,-0.23312391854752626,1.897836350482016,TRUE,FALSE,multiplicity-conclusion-sensitive
quasi_poisson_vs_fixed_p1_8,activity_status,0.723722844168114,0.14771170163113473,0.431613976783607,1.0158317115526212,2.062095799803583,1.539740624796573,2.76165934644309,8.063531219913748e-6,0.6473637094175687,0.39877892790805597,0.8959484909270816,1.9104975574516725,1.4900041838523994,2.4496581664567847,2.684593851534169e-6,-0.07635913475054534,0.516947092933972,TRUE,TRUE,stable within model uncertainty
quasi_poisson_vs_fixed_p1_8,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,-0.048490591656861634,-0.1332740069959645,0.03629282368224131,0.9526663022751397,0.8752252414106959,1.0369594483218438,0.2600304989922493,-0.0260342319466884,0.37771393131919506,FALSE,FALSE,stable within model uncertainty
HC3_vs_HC1,work_free_day,0.37236969771635997,0.12283668109124216,0.12945269526764197,0.6152867001650779,1.4511693761394848,1.1382052676937056,1.8501869724361208,0.004372541361181204,0.37236969771635997,0.13534745400580545,0.6093919414269144,1.4511693761394848,1.1449345273365243,1.8393126488586435,,0,0,TRUE,,stable within model uncertainty
HC3_vs_HC1,activity_status,0.723722844168114,0.14771170163113473,0.431613976783607,1.0158317115526212,2.062095799803583,1.539740624796573,2.76165934644309,8.063531219913748e-6,0.723722844168114,0.43973127528589023,1.007714413050338,2.062095799803583,1.5522900237657253,2.7393328710906766,,0,0,TRUE,,stable within model uncertainty
HC3_vs_HC1,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,-0.022456359710173235,-0.14554383229702772,0.10063111287668118,0.9777939074717709,0.8645519939436279,1.10586862581599,,0,0,FALSE,,stable within model uncertainty
HC3_vs_HC2,work_free_day,0.37236969771635997,0.12283668109124216,0.12945269526764197,0.6152867001650779,1.4511693761394848,1.1382052676937056,1.8501869724361208,0.004372541361181204,0.37236969771635997,0.13299896261496902,0.6117404328177509,1.4511693761394848,1.142248813378459,1.8436373350359705,,0,0,TRUE,,stable within model uncertainty
HC3_vs_HC2,activity_status,0.723722844168114,0.14771170163113473,0.431613976783607,1.0158317115526212,2.062095799803583,1.539740624796573,2.76165934644309,8.063531219913748e-6,0.723722844168114,0.43651699019876233,1.0109286981374659,2.062095799803583,1.5473085313487416,2.7481520339457006,,0,0,TRUE,,stable within model uncertainty
HC3_vs_HC2,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,-0.022456359710173235,-0.15167638682725815,0.10676366740691175,0.9777939074717709,0.8592663056478369,1.1126712629189905,,0,0,FALSE,,stable within model uncertainty
equal_site_vs_observed_sample,work_free_day,0.37236969771635997,0.12283668109124216,0.12945269526764197,0.6152867001650779,1.4511693761394848,1.1382052676937056,1.8501869724361208,0.004372541361181204,0.3723696977163599,0.12945269526764197,0.6152867001650778,1.4511693761394848,1.1382052676937056,1.8501869724361206,0.004372541361181204,-5.551115123125783e-17,4.519102171933851e-16,TRUE,TRUE,stable within model uncertainty
equal_site_vs_observed_sample,activity_status,0.723722844168114,0.14771170163113473,0.431613976783607,1.0158317115526212,2.062095799803583,1.539740624796573,2.76165934644309,8.063531219913748e-6,0.7237228441681139,0.43161397678360686,1.015831711552621,2.0620957998035827,1.5397406247965728,2.7616593464430896,8.063531219913748e-6,-1.1102230246251565e-16,7.516148093653423e-16,TRUE,TRUE,stable within model uncertainty
equal_site_vs_observed_sample,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,-0.02245635971017323,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,3.469446951953614e-18,5.0335974973615104e-17,FALSE,FALSE,stable within model uncertainty
near_eye_vs_chest_all_available,work_free_day,0.37236969771635997,0.12283668109124216,0.12945269526764197,0.6152867001650779,1.4511693761394848,1.1382052676937056,1.8501869724361208,0.004372541361181204,0.4145180127566937,0.19401909758969021,0.6350169279236972,1.5136410091881634,1.2141194694902921,1.8870540850959323,,0.04214831504033373,0.343124827746089,TRUE,,stable within model uncertainty
near_eye_vs_chest_all_available,activity_status,0.723722844168114,0.14771170163113473,0.431613976783607,1.0158317115526212,2.062095799803583,1.539740624796573,2.76165934644309,8.063531219913748e-6,0.5917964695590598,0.24973850775919765,0.933854431358922,1.8072321384234795,1.2836896979001267,2.5442971206307914,,-0.1319263746090542,0.8931342145018436,TRUE,,stable within model uncertainty
near_eye_vs_chest_all_available,previous_sleep_duration_centered_h,-0.022456359710173235,0.06892579221465789,-0.15876130288713122,0.11384858346678477,0.9777939074717709,0.8531999910395318,1.1205824373298843,0.7450727383019363,-0.053765355627337086,-0.17396966296285274,0.06643895170817854,0.947654442197959,0.840322390163312,1.06869572003549,,-0.03130899591716385,0.45424209009679867,FALSE,,stable within model uncertainty
paired_common_near_eye_vs_chest,work_free_day,0.466429564495267,0.1318681004842729,0.2050441124211825,0.7278150165693515,1.5942917033865573,1.227579215260197,2.0705515406991144,,0.4253645425422974,0.1835234858849972,0.6672055991995977,1.5301481220905906,1.2014431820367488,1.9487840212037142,,-0.04106502195296963,0.3114098239237715,,,stable within model uncertainty
paired_common_near_eye_vs_chest,activity_status,0.6726415649070974,0.16729712465372187,0.3410296405848626,1.0042534892293322,1.9594063895720681,1.4063949266125437,2.7298686356492756,,0.5981122655129828,0.1365590625030108,1.0596654685229547,1.8186823684476037,1.1463225804572623,2.8854055688083875,,-0.07452929939411457,0.44549061765632986,,,stable within model uncertainty
paired_common_near_eye_vs_chest,previous_sleep_duration_centered_h,-0.036509279697075014,0.07919151333844072,-0.19348059753954236,0.12046203814539239,0.9641491468427933,0.8240858253326357,1.1280179185007424,,-0.050668026905909325,-0.19646032708235328,0.09512427327053473,0.9505941898519966,0.8216339272637929,1.0997955218203346,,-0.01415874720883431,0.17879121905808368,,,stable within model uncertainty
