run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,display_order,display_name,color_hex,site_participants,site_participant_days,site_observations,null_value,supported_within_metric,support_display,scale_group,figure_panel_tag,figure_panel_label,metric_facet_label,site_panel_key,site_axis_label,display_half_range,display_x_min,display_x_max
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,0.03279785637039318,0.11066036021924136,-0.18409246417554875,0.2496881769163351,0.29638306169809814,0.7669375593609098,ratio,1.0784446401970351,0.6544968125201276,1.777003065135548,0.9846729848974768,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,2,Delft (NL),#117733,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__THUAS,"Delft (NL, n=78)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.01441986268704925,0.10778412489460304,-0.22567286558563815,0.1968331402115397,-0.13378466171293543,0.893572856333072,ratio,0.9673422070514904,0.5947399806929494,1.573378242459801,0.9846729848974768,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,3,Dortmund (DE),#DDCC77,18,107,107,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__BAUA,"Dortmund (DE, n=107)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,MPI,equally_weighted_overall_site_mean,0.14742660385576978,0.08897519927099597,-0.02696158223265674,0.3218147899441963,1.6569404178207638,0.097531521784598,ratio,1.404192353797991,0.9398064423331997,2.0980449565440145,0.40193084967866705,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,4,Tübingen (DE),#DDCC77,26,150,150,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__MPI,"Tübingen (DE, n=150)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,-0.15451686089801597,0.13587111694291612,-0.4208193566453614,0.11178563484932946,-1.137231108234236,0.2554416856470754,ratio,0.7006209816719152,0.37947279260575656,1.2935571917771047,0.45979503416473577,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,5,Munich (DE),#DDCC77,10,60,60,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__TUM,"Munich (DE, n=60)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,0.1439974916352974,0.10706396915472775,-0.0658440319498762,0.353839015220471,1.3449668714149172,0.17863593319051868,ratio,1.3931487564805112,0.8593220741817533,2.2585983951724797,0.40193084967866705,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,6,Madrid (ES),#CC6677,23,129,129,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__FUSPCEU,"Madrid (ES, n=129)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.07416256207990385,0.10019081968704543,-0.12220783608825178,0.2705329602480595,0.7402131483858194,0.45917067065771233,ratio,1.1862126799300654,0.7547309569703947,1.8643736672405544,0.6887560059865685,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,7,Izmir (TR),#332288,17,101,101,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__IZTECH,"Izmir (TR, n=101)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,-0.00303497359735409,0.1579831180872648,-0.3126761952137314,0.3066062480190232,-0.019210746275293,0.9846729848974768,ratio,0.9930360763195698,0.48677000033395806,2.025845159306488,0.9846729848974768,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,8,San José (CR),#44AA99,6,32,32,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__UCR,"San José (CR, n=32)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.3920888131346269,0.1092660120207356,-0.6062462614295892,-0.1779313648396646,-3.588387696077162,3.327292602084157e-4,ratio,0.40542561751268513,0.24760176636502945,0.663847975515724,0.00299456334187574,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,9,Kumasi (GH),#AA4499,15,81,81,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__KNUST,"Kumasi (GH, n=81)",1.594753717679336,-0.594753717679336,2.5947537176793363
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,-0.12510534000972198,0.0642512763904029,-0.2510355276956403,8.248476761963386e-4,-1.9471261434490157,0.05151961341976769,ratio,0.7497123412977116,0.5610020810757522,1.0019010867416018,0.09273530415558184,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,1,Borås (SE),#88CCEE,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__RISE,"Borås (SE, n=78)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,-0.05735889353839449,0.06108162940757744,-0.17707668729426887,0.06235890021747989,-0.9390531014760204,0.3477034814081225,ratio,0.8762763820249697,0.6651556932904322,1.154406863596511,0.3477034814081225,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,2,Delft (NL),#117733,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__THUAS,"Delft (NL, n=78)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.07326841714045276,0.05944728988424421,-0.1897829642920837,0.04324613001117813,-1.2324938156662997,0.2177646753754095,ratio,0.8447565791860152,0.6459769709732565,1.1047045175664665,0.24498525979733568,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,3,Dortmund (DE),#DDCC77,18,107,107,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__BAUA,"Dortmund (DE, n=107)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,MPI,equally_weighted_overall_site_mean,0.13311196285251226,0.048992547388157,0.03708833446085266,0.22913559124417185,2.716983907733883,0.00658798107668382,ratio,1.3586636703629735,1.0891516016412437,1.6948668728783924,0.01976394323005147,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,4,Tübingen (DE),#DDCC77,26,150,150,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__MPI,"Tübingen (DE, n=150)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,0.12983407023627527,0.07497571817374526,-0.01711563709929059,0.27678377757184114,1.731681581700942,0.08333027174586673,ratio,1.348447586295043,0.961356269485492,1.89140171099947,0.1249954076188001,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,5,Munich (DE),#DDCC77,10,60,60,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__TUM,"Munich (DE, n=60)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.1189782641746959,0.05892601293599913,-0.23447112728179548,-0.0034854010675963,-2.0191127525278327,0.04347550169851447,ratio,0.7603643311485236,0.5828125199865819,0.9920066852651906,0.09273530415558184,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,6,Madrid (ES),#CC6677,23,129,129,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__FUSPCEU,"Madrid (ES, n=129)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.17228092105460724,0.05528496548701769,0.06392437981351272,0.28063746229570175,3.1162345772841835,0.00183176496556884,ratio,1.4868971227123808,1.158575605188958,1.908259628140346,0.01566409607673264,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,7,Izmir (TR),#332288,17,101,101,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__IZTECH,"Izmir (TR, n=101)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.11478566709217317,0.08671239633558049,-0.0551675067387275,0.28473884092307383,1.323751527381944,0.1855855793284975,ratio,1.3025237985732,0.8807091192874915,1.9263661618743204,0.23861003056521113,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,8,San José (CR),#44AA99,6,32,32,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__UCR,"San José (CR, n=32)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.17530170637230258,0.05999924424878175,-0.29289806419953673,-0.05770534854506841,-2.921731907912523,0.00348091023927392,ratio,0.6678797772167064,0.5094504331188711,0.8755776181879437,0.01566409607673264,9,BH,emmeans_wald_normal,1.3405020682995856e-5,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,9,Kumasi (GH),#AA4499,15,81,81,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Darkest 10 h mean,l10_mean_medi__KNUST,"Kumasi (GH, n=81)",1.000475454824266,-4.754548242660306e-4,2.000475454824266
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,RISE,equally_weighted_overall_site_mean,0.21520789234993984,0.16128805913517602,-0.10091089469137152,0.5313266793912512,1.3343076573918806,0.182103049083815,ratio,1.2401196815642177,0.9040135817063494,1.7011877428877955,0.35774852630222315,9,BH,emmeans_wald_normal,0.00865053597240423,TRUE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,1,Borås (SE),#88CCEE,13,73,73,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Time above 250 lx melEDI during wake,duration_above_250_wake__RISE,"Borås (SE, n=73)",1.364583583837491,-0.3645835838374909,2.364583583837491
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,THUAS,equally_weighted_overall_site_mean,0.18566407488242467,0.1575097181797777,-0.12304929996499334,0.49437744972984266,1.1787467911694964,0.23849901753481545,ratio,1.2040177326375203,0.8842200694677895,1.6394772642721651,0.35774852630222315,9,BH,emmeans_wald_normal,0.00865053597240423,TRUE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,2,Delft (NL),#117733,13,64,64,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Time above 250 lx melEDI during wake,duration_above_250_wake__THUAS,"Delft (NL, n=64)",1.364583583837491,-0.3645835838374909,2.364583583837491
