"role","path","sha256","bytes","width_px","height_px","nonblank"
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s2_part_03.png","97c04e1ef6987169b9446cef17ea6468171ef523aa815aa949692dae3c3b3543",485020,2680,1138,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s2_part_04.png","d119697138997ee98f7a58310e9e6018739f2c32e0603389befe8d782f818c68",843719,2896,1752,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s2_part_05.png","041f8360e1fd9ad7fa971d3e4a64d90a171ee24b1f2dd41c409bbc12ec75aea3",441290,2896,1028,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s2_part_06.png","5fe0bdfc9072e0bd587092dfbf777e933ce170a27748d38d5253bd9a1ddaac81",597762,2896,1288,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s3_part_01.png","d0d0216799239d4a11892b99ee26f06623d93761af7a7559a2cbddc150e8c4c7",406108,2118,1464,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s4_part_01.png","dc86d71f8a4731871bba6638fe979b0a38ad6da32e15e4f1d28d77e6a3443872",144287,1796,882,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s4_part_02.png","fe8e98ad60b10b6308253c2fa676137311b245796001b97d33aa6163ec364018",189257,1796,954,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s5_part_01.png","d73e3e3cf90ec58daece7940ba050bc7ecf147291efa2ebc92137709abf6c021",152361,1804,798,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s6_part_01.png","294c4a7422bd755b2cc728aecae6cb6633b14d529858aa4aceda2f118833b5e9",154026,1804,798,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s7_part_01.png","99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73",144412,1792,1028,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s7_part_02.png","2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445",166169,1792,1010,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s7_part_03.png","6a96e5200bc4c58fa708605c7deea05f76f9b859df30390076e8e87fbffb36ff",273901,1792,1534,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s8_part_01.png","08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8",252124,1794,1200,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s9_part_01.png","aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6",64261,1794,362,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s10_part_01.png","acfd3577c1d0954e132d0e128369e10ca497b8872af44e01c8ab7538bcf7fb69",236464,1808,958,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s10_part_02.png","5592402de4429b8fb996c4817efdd374066b62bfa8e8481c15ac9d6b3d5d02d5",227467,1808,930,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s11a_part_01.png","085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708",330229,1790,1116,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s11b_part_01.png","18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6",246350,1790,930,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s12_part_01.png","4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f",207657,1794,968,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s13_part_01.png","1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8",228605,1794,956,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s14_part_01.png","5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce",313419,1796,1074,TRUE
"table_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s15_part_01.png","f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c",99856,1798,464,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s1.png","e52075c8018864371346ca17d9fcf66010ce54d3ed1e25f5e36586b8d9eb1695",960309,2400,2400,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s2.png","b62723bc4ab25be00d5f2c9d6a26119f848037f56c57d313dc7c44170707cc15",659157,2400,2162,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s3.png","70080ffb9b2a790470f811fdabbd9826155f9c2c696b9abbaf03ca5bb732d251",518895,2400,2400,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s4.png","504aadfb077e7f34502e68d468b3dde6c425064d1b9034f63c878d08d4d8ed7c",94028,2400,1430,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s5.png","bc058ace2fcf31bb98d591246f338ae4ed1f585c74aad1e025d2cfc4eed171b5",270727,2400,1574,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s6.png","4f0053d09a9b08bef21cc775ff02e32db90826129066e9c0324f2220f9e36324",957042,2400,1540,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s7.png","669b52665246fe57e0b5ac8462eca0a9a21dac7807e5db1c24fc5ebcb4fcb6f2",714816,2400,2406,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s8.png","523fa3e6fe8a537eb94c3545849264512b940d86fd8c355bf9035b31438b1cfb",1784699,2400,3748,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s9.png","5fff645e5a10dde1d65aeb5cc5cc5c3d306855ce2e82180ecdcbdd26f109a931",106201,2400,1694,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s10.png","5b91935042b9b3478a90b8f293dfa61aae261187d3732f576dcd1bb8b173c7ee",802708,2400,2896,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s11.png","c0e403ff608b2efa374ee03b654be8eef7835168acc31770efcda469693a4ccb",801399,2400,2896,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s12.png","0c69bb69606607e8ec80332853867ce6bc65bfba3708a619fc8cb5086f933f8a",464137,2400,1906,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s13.png","0d73946ccce188d9e7728950a972db5c5bec31e6c24790b198049b2b3aa2b1a4",605812,2400,2400,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s14.png","6e844d72762f10cee38677ac45277f9216260b326d57877a0810e2afb83318bf",310067,2400,1922,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s15.png","911ad2c8110043b229b015f76396bb4131ff37519353656c93b11ec15f4837c2",502936,2400,1010,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s16.png","788317e36a7191272b471db9df0790197c7fb36a0ea4737c2ca46a39a723732b",643198,2400,3320,TRUE
"figure_png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_figure_s17.png","91e464688d704da6c4234ff64fd89ce0525002c0214f57277a40126397676c29",480516,2400,2516,TRUE
"table_manifest","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_table_png_manifest.json","6c7093de3f83be5e95fc6ddb299c6b05b1bde4935fff871abe6a1b3008e40b39",18198,,,
"figure_manifest","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_figure_png_manifest.json","923410142cc15e5e655757e76200e78067cdec91bad5e545c31ccba9577118b6",7156,,,
