path,sha256,bytes,producer,r_version,inference_status,pilot_contract_sha256
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_draws.rds,043dad083e3b9ee13d5b8626da94525db9f2400dd5358200b233c92040826541,3348,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_draws.rds,70d272fd3d3c63dd4db61a804980706e8770e9a9f8ecd81f68cbcc30ac92a86a,3348,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_draws.rds,c6b89810bdbb4c1d14c6c1fda23a4d453b9b55acb42f91492123ac2b77f88d37,3324,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_draws.rds,42d4d7aa04820db010bab243f8055fa473d525b0cbd1f609a7fb3bc6cfb7e2bf,3324,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_draws.rds,42741ef9d20a9a3acb8644687d2ada62cc858b2741e9fec116e0a1f4424508f5,3348,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/figures/H01_METRIC-010_bootstrap_pilot_preview.png,9e13d3f8356a655d0e866a28fec32e0a8bcdefca60e4bd2564e8f2a628853369,196836,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/H01_METRIC-010_bootstrap_pilot_input_pins.csv,ea50fcb42391ae3f647de9c6450b518a3254b498953d0093e9af52a52179e6e5,2721,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/H01_METRIC-010_bootstrap_pilot_review.md,a0bdccd82e51fc1d8dac7c4b651a33c0e493fb3c3959f6d839407e7d74ba93da,5495,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/source_data/H01_METRIC-010_bootstrap_pilot_preview_source.csv,6adfafb12464528417cecf92beefec450da6fc01713289b857f39e77a7063b30,25100,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/tables/H01_METRIC-010_bootstrap_pilot_multiplicity_preview.csv,da7a4161fa68262f19f6ac6c87b1a082a204193a9a832c2c26e12e5f5f088927,1451,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/tables/H01_METRIC-010_bootstrap_pilot_preview_table.csv,d1bbae0630e1073db5cfb754924e33d41c83a6f253bb28c62d6885e41cda9d22,1991,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/tables/H01_METRIC-010_bootstrap_pilot_r2_summaries.csv,0f1a2390fed7ae52855c18194d7bc5f9f13abe169394d8b1a38c90d790369170,26438,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_author_gate.md,c4d9842dc59b51afcc7fc50426903ab9b656fc29beac9e9cba2dcf4372f142cc,12227,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_point_baseline_acceptance.md,e0681c3488e75059fd5721d3c743843a31f258f55fe680a8d2831d3423c4b7b6,1669,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,607220a71da9f0df7571b685649b220edea1d7cceb4812285069497d353fdd40,4200,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/09_tables/H01/H01_r2_point_summaries.csv,347a42f6c68070e45cf2431324f31bee958d1ab0148dbcadeb92dc70054ad43b,3051,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/12_manifests/H01_model_results_artifacts.csv,f9e8d2414b1242d3d71510837c9c086791bfd72292b5af615131291e491bd41e,24266,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/report_harmonization/report018_h01_metric010_point_baseline_acceptance_and_pilot_authority_manifest.csv,0daae7170ca077e241e687ca39901d481f74f6af234ec3fab05da2febe0ae102,727,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/report_harmonization/report018_h01_metric010_point_baseline_acceptance_and_pilot_authority.md,fb9a333926928aa1d48732133ceaf5a5f0f55a5794842ed23d3ee9732fcdc536,3190,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
scripts/hypotheses/H01/h01_contract.R,dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a,10553,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,ba52865db64102f95f9527e1c358c96dcd24e07f6d6d1a94d458ae08919e9cfc,38683,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
scripts/pipeline/p_value_display.R,ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2,1750,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
tests/hypotheses/H01/test_h01_mder_METRIC010_pilot.R,ced93b500a1fedf0ab44d557be4447b4932c1c28ec83be2bc3c6f51cbd2827c0,15502,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
