"path","sha256","bytes","actual_sha256","actual_bytes","pass"
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/post_release_manifest_rehash_123.csv","9510dec40a0544a73a3d2fd866cbf7919430d83eaca09c78688c9f34405a5d47",30378,"9510dec40a0544a73a3d2fd866cbf7919430d83eaca09c78688c9f34405a5d47",30378,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/pre_H11_execution_input_rehash_34.csv","a438aab80e971971557543f50915f9565506e1aec15dcaaef90ad165a64c5931",8681,"a438aab80e971971557543f50915f9565506e1aec15dcaaef90ad165a64c5931",8681,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/pre_H11_preservation_rehash_531.csv","6cf174f2591888cacd442646c98c851a4587f228bf183293a03428fa6fe7dda3",125851,"6cf174f2591888cacd442646c98c851a4587f228bf183293a03428fa6fe7dda3",125851,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/pre_release_manifest_rehash_123.csv","9510dec40a0544a73a3d2fd866cbf7919430d83eaca09c78688c9f34405a5d47",30378,"9510dec40a0544a73a3d2fd866cbf7919430d83eaca09c78688c9f34405a5d47",30378,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/runtime.txt","b0ec186cc9faabe4b6c4559821b742a85c106dc3eab0bb363bd7e2456e6f59b8",413,"b0ec186cc9faabe4b6c4559821b742a85c106dc3eab0bb363bd7e2456e6f59b8",413,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/session_info.txt","891be5f17d895de268e2442c731fe8401c5093add3f855fb96a1b2c41e9f08ea",661,"891be5f17d895de268e2442c731fe8401c5093add3f855fb96a1b2c41e9f08ea",661,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/static_svg_checks.csv","8bd8f158919d79702621b337412c5305f00bade30f7f4fcfd072d167b5009500",663,"8bd8f158919d79702621b337412c5305f00bade30f7f4fcfd072d167b5009500",663,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/evidence/visible_text_identity.csv","198a39d48d50f49f4c927f49e076f06e3e334bf4e6fb66030d42bb8400cf1f41",210,"198a39d48d50f49f4c927f49e076f06e3e334bf4e6fb66030d42bb8400cf1f41",210,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/handoff.md","75260933d073e7c055c6130292aa789642f80a8e21a196e88a76ae2ef8c3ba33",817,"75260933d073e7c055c6130292aa789642f80a8e21a196e88a76ae2ef8c3ba33",817,TRUE
"audit/hypotheses/H11/report018_order72j_libreoffice_compatibility/qa/visual_lease_status.csv","260584c6c1391014712ec5f164f771bbb42d2283dc444c5bbad71359b6b02d2e",129,"260584c6c1391014712ec5f164f771bbb42d2283dc444c5bbad71359b6b02d2e",129,TRUE
