"row","site","raw_state","direct_projected","direct_valid","direct_yes","expected_minutes","assigned_window_exact","integer_utc_ticks"
45,"BAUA","wake",821,821,681,821,TRUE,TRUE
46,"BAUA","wake",797,797,486,797,TRUE,TRUE
47,"BAUA","wake",840,743,156,840,TRUE,TRUE
48,"BAUA","wake",690,690,31,690,TRUE,TRUE
49,"BAUA","wake",835,0,0,835,TRUE,TRUE
50,"BAUA","wake",844,0,0,844,TRUE,TRUE
51,"BAUA","wake",754,713,13,754,TRUE,TRUE
52,"BAUA","wake",626,578,256,626,TRUE,TRUE
53,"BAUA","wake",782,782,334,782,TRUE,TRUE
54,"BAUA","wake",667,610,0,667,TRUE,TRUE
55,"BAUA","wake",598,546,426,598,TRUE,TRUE
56,"BAUA","wake",860,0,0,860,TRUE,TRUE
57,"BAUA","wake",710,710,287,710,TRUE,TRUE
58,"BAUA","wake",702,700,329,702,TRUE,TRUE
59,"BAUA","wake",840,840,282,840,TRUE,TRUE
60,"BAUA","wake",749,698,191,749,TRUE,TRUE
61,"BAUA","wake",871,871,284,871,TRUE,TRUE
62,"BAUA","wake",831,831,261,831,TRUE,TRUE
63,"BAUA","wake",873,873,484,873,TRUE,TRUE
64,"BAUA","wake",904,904,202,904,TRUE,TRUE
65,"BAUA","wake",632,632,518,632,TRUE,TRUE
66,"BAUA","wake",808,808,364,808,TRUE,TRUE
67,"BAUA","wake",760,0,0,760,TRUE,TRUE
68,"BAUA","wake",785,757,492,785,TRUE,TRUE
69,"BAUA","wake",770,707,192,770,TRUE,TRUE
70,"BAUA","wake",754,566,193,754,TRUE,TRUE
71,"BAUA","wake",610,610,128,610,TRUE,TRUE
72,"BAUA","wake",605,548,112,605,TRUE,TRUE
73,"BAUA","wake",890,654,20,890,TRUE,TRUE
74,"BAUA","wake",770,601,56,770,TRUE,TRUE
75,"BAUA","wake",758,655,71,758,TRUE,TRUE
76,"BAUA","wake",807,788,49,807,TRUE,TRUE
77,"BAUA","wake",730,612,55,730,TRUE,TRUE
78,"BAUA","wake",649,552,87,649,TRUE,TRUE
79,"BAUA","wake",760,627,40,760,TRUE,TRUE
80,"BAUA","wake",903,903,112,903,TRUE,TRUE
81,"BAUA","wake",495,495,236,495,TRUE,TRUE
82,"BAUA","wake",701,701,217,701,TRUE,TRUE
83,"BAUA","wake",850,850,431,850,TRUE,TRUE
84,"BAUA","wake",872,788,130,872,TRUE,TRUE
85,"BAUA","wake",638,638,236,638,TRUE,TRUE
86,"BAUA","wake",805,0,0,805,TRUE,TRUE
87,"BAUA","wake",750,750,133,750,TRUE,TRUE
88,"BAUA","wake",805,805,141,805,TRUE,TRUE
89,"BAUA","wake",910,876,76,910,TRUE,TRUE
90,"BAUA","wake",800,711,97,800,TRUE,TRUE
91,"BAUA","wake",815,815,153,815,TRUE,TRUE
92,"BAUA","wake",700,700,289,700,TRUE,TRUE
93,"BAUA","wake",615,615,366,615,TRUE,TRUE
94,"BAUA","wake",735,735,166,735,TRUE,TRUE
95,"BAUA","wake",865,865,165,865,TRUE,TRUE
96,"BAUA","wake",780,780,185,780,TRUE,TRUE
97,"BAUA","wake",840,840,130,840,TRUE,TRUE
98,"BAUA","wake",709,709,186,709,TRUE,TRUE
99,"BAUA","wake",695,695,90,695,TRUE,TRUE
100,"BAUA","wake",880,880,332,880,TRUE,TRUE
101,"BAUA","wake",740,740,10,740,TRUE,TRUE
102,"BAUA","wake",710,710,8,710,TRUE,TRUE
103,"BAUA","wake",705,542,38,705,TRUE,TRUE
104,"BAUA","wake",600,586,3,600,TRUE,TRUE
105,"BAUA","wake",623,609,155,623,TRUE,TRUE
106,"BAUA","wake",662,635,171,662,TRUE,TRUE
107,"BAUA","wake",831,802,162,831,TRUE,TRUE
108,"BAUA","wake",735,701,0,735,TRUE,TRUE
109,"BAUA","wake",690,690,137,690,TRUE,TRUE
110,"FUSPCEU","wake",750,679,39,750,TRUE,TRUE
111,"FUSPCEU","wake",800,755,222,800,TRUE,TRUE
112,"FUSPCEU","wake",795,795,386,795,TRUE,TRUE
113,"FUSPCEU","wake",790,790,77,790,TRUE,TRUE
114,"FUSPCEU","wake",925,925,34,925,TRUE,TRUE
115,"FUSPCEU","wake",830,830,142,830,TRUE,TRUE
116,"FUSPCEU","wake",754,754,51,754,TRUE,TRUE
117,"FUSPCEU","wake",779,779,38,779,TRUE,TRUE
118,"FUSPCEU","wake",655,0,0,655,TRUE,TRUE
119,"FUSPCEU","wake",904,904,299,904,TRUE,TRUE
120,"FUSPCEU","wake",764,602,5,764,TRUE,TRUE
121,"FUSPCEU","wake",744,744,372,744,TRUE,TRUE
122,"FUSPCEU","wake",685,685,385,685,TRUE,TRUE
123,"FUSPCEU","wake",705,554,48,705,TRUE,TRUE
124,"FUSPCEU","wake",720,589,17,720,TRUE,TRUE
125,"FUSPCEU","wake",840,839,403,840,TRUE,TRUE
126,"FUSPCEU","wake",755,683,73,755,TRUE,TRUE
127,"FUSPCEU","wake",743,701,194,743,TRUE,TRUE
128,"FUSPCEU","wake",730,730,92,730,TRUE,TRUE
129,"FUSPCEU","wake",840,769,200,840,TRUE,TRUE
130,"FUSPCEU","wake",1140,919,207,1140,TRUE,TRUE
131,"FUSPCEU","wake",574,0,0,574,TRUE,TRUE
132,"FUSPCEU","wake",765,735,325,765,TRUE,TRUE
133,"FUSPCEU","wake",795,780,118,795,TRUE,TRUE
134,"FUSPCEU","wake",780,728,207,780,TRUE,TRUE
135,"FUSPCEU","wake",705,671,165,705,TRUE,TRUE
136,"FUSPCEU","wake",640,640,192,640,TRUE,TRUE
137,"FUSPCEU","wake",675,675,233,675,TRUE,TRUE
138,"FUSPCEU","wake",810,810,314,810,TRUE,TRUE
139,"FUSPCEU","wake",794,794,348,794,TRUE,TRUE
140,"FUSPCEU","wake",785,785,291,785,TRUE,TRUE
141,"FUSPCEU","wake",875,875,105,875,TRUE,TRUE
142,"FUSPCEU","wake",1019,1019,0,1019,TRUE,TRUE
143,"FUSPCEU","wake",600,600,0,600,TRUE,TRUE
144,"FUSPCEU","wake",765,765,323,765,TRUE,TRUE
145,"FUSPCEU","wake",805,805,222,805,TRUE,TRUE
146,"FUSPCEU","wake",812,812,402,812,TRUE,TRUE
147,"FUSPCEU","wake",855,855,187,855,TRUE,TRUE
148,"FUSPCEU","wake",736,736,106,736,TRUE,TRUE
149,"FUSPCEU","wake",682,682,117,682,TRUE,TRUE
150,"FUSPCEU","wake",750,723,537,750,TRUE,TRUE
151,"FUSPCEU","wake",750,750,438,750,TRUE,TRUE
152,"FUSPCEU","wake",780,780,319,780,TRUE,TRUE
153,"FUSPCEU","wake",850,0,0,850,TRUE,TRUE
154,"FUSPCEU","wake",765,765,285,765,TRUE,TRUE
155,"FUSPCEU","wake",810,810,145,810,TRUE,TRUE
156,"FUSPCEU","wake",734,734,61,734,TRUE,TRUE
157,"FUSPCEU","wake",960,0,0,960,TRUE,TRUE
158,"FUSPCEU","wake",680,680,183,680,TRUE,TRUE
159,"FUSPCEU","wake",710,710,360,710,TRUE,TRUE
160,"FUSPCEU","wake",759,759,453,759,TRUE,TRUE
161,"FUSPCEU","wake",565,565,57,565,TRUE,TRUE
162,"FUSPCEU","wake",570,570,12,570,TRUE,TRUE
163,"FUSPCEU","wake",548,548,0,548,TRUE,TRUE
164,"FUSPCEU","wake",882,882,200,882,TRUE,TRUE
165,"FUSPCEU","wake",852,852,246,852,TRUE,TRUE
166,"FUSPCEU","wake",800,800,149,800,TRUE,TRUE
167,"FUSPCEU","wake",806,806,213,806,TRUE,TRUE
168,"FUSPCEU","wake",795,795,141,795,TRUE,TRUE
169,"FUSPCEU","wake",730,730,59,730,TRUE,TRUE
170,"FUSPCEU","wake",870,0,0,870,TRUE,TRUE
171,"FUSPCEU","wake",900,900,186,900,TRUE,TRUE
172,"FUSPCEU","wake",860,828,264,860,TRUE,TRUE
173,"FUSPCEU","wake",870,870,278,870,TRUE,TRUE
174,"FUSPCEU","wake",800,679,108,800,TRUE,TRUE
175,"FUSPCEU","wake",740,634,111,740,TRUE,TRUE
176,"FUSPCEU","wake",845,845,55,845,TRUE,TRUE
177,"FUSPCEU","wake",845,845,260,845,TRUE,TRUE
178,"FUSPCEU","wake",879,879,170,879,TRUE,TRUE
179,"FUSPCEU","wake",767,767,78,767,TRUE,TRUE
180,"FUSPCEU","wake",815,748,105,815,TRUE,TRUE
181,"FUSPCEU","wake",670,670,36,670,TRUE,TRUE
182,"FUSPCEU","wake",742,705,82,742,TRUE,TRUE
183,"FUSPCEU","wake",840,0,0,840,TRUE,TRUE
184,"FUSPCEU","wake",645,563,120,645,TRUE,TRUE
185,"FUSPCEU","wake",630,630,39,630,TRUE,TRUE
186,"FUSPCEU","wake",811,709,16,811,TRUE,TRUE
187,"FUSPCEU","wake",685,685,100,685,TRUE,TRUE
188,"FUSPCEU","wake",713,713,133,713,TRUE,TRUE
189,"FUSPCEU","wake",577,577,9,577,TRUE,TRUE
190,"FUSPCEU","wake",553,352,69,553,TRUE,TRUE
191,"FUSPCEU","wake",497,497,13,497,TRUE,TRUE
192,"FUSPCEU","wake",493,493,44,493,TRUE,TRUE
193,"FUSPCEU","wake",509,429,8,509,TRUE,TRUE
194,"FUSPCEU","wake",690,690,84,690,TRUE,TRUE
195,"FUSPCEU","wake",690,690,44,690,TRUE,TRUE
196,"FUSPCEU","wake",646,646,0,646,TRUE,TRUE
197,"FUSPCEU","wake",795,795,39,795,TRUE,TRUE
198,"FUSPCEU","wake",705,705,40,705,TRUE,TRUE
199,"FUSPCEU","wake",625,625,72,625,TRUE,TRUE
200,"FUSPCEU","wake",810,810,151,810,TRUE,TRUE
201,"FUSPCEU","wake",740,740,269,740,TRUE,TRUE
202,"FUSPCEU","wake",930,930,188,930,TRUE,TRUE
203,"FUSPCEU","wake",680,680,124,680,TRUE,TRUE
204,"FUSPCEU","wake",1057,1057,71,1057,TRUE,TRUE
205,"FUSPCEU","wake",472,472,15,472,TRUE,TRUE
206,"FUSPCEU","wake",660,660,114,660,TRUE,TRUE
207,"FUSPCEU","wake",735,735,199,735,TRUE,TRUE
208,"FUSPCEU","wake",720,720,8,720,TRUE,TRUE
209,"FUSPCEU","wake",790,790,194,790,TRUE,TRUE
210,"FUSPCEU","wake",690,690,77,690,TRUE,TRUE
211,"FUSPCEU","wake",615,615,20,615,TRUE,TRUE
212,"FUSPCEU","wake",617,617,129,617,TRUE,TRUE
213,"FUSPCEU","wake",868,868,143,868,TRUE,TRUE
214,"FUSPCEU","wake",885,885,274,885,TRUE,TRUE
215,"FUSPCEU","wake",798,798,138,798,TRUE,TRUE
216,"FUSPCEU","wake",900,890,199,900,TRUE,TRUE
217,"FUSPCEU","wake",855,765,267,855,TRUE,TRUE
218,"FUSPCEU","wake",825,735,215,825,TRUE,TRUE
219,"FUSPCEU","wake",1145,140,0,1145,TRUE,TRUE
220,"FUSPCEU","wake",750,750,2,750,TRUE,TRUE
221,"FUSPCEU","wake",630,630,3,630,TRUE,TRUE
222,"FUSPCEU","wake",780,676,268,780,TRUE,TRUE
223,"FUSPCEU","wake",750,738,342,750,TRUE,TRUE
224,"FUSPCEU","wake",800,788,241,800,TRUE,TRUE
225,"FUSPCEU","wake",882,0,0,882,TRUE,TRUE
226,"FUSPCEU","wake",825,0,0,825,TRUE,TRUE
227,"FUSPCEU","wake",678,435,140,678,TRUE,TRUE
228,"IZTECH","wake",1230,90,0,1230,TRUE,TRUE
229,"IZTECH","wake",1040,1040,0,1040,TRUE,TRUE
230,"IZTECH","wake",780,780,2,780,TRUE,TRUE
231,"IZTECH","wake",904,879,0,904,TRUE,TRUE
232,"IZTECH","wake",755,755,105,755,TRUE,TRUE
233,"IZTECH","wake",765,765,101,765,TRUE,TRUE
234,"IZTECH","wake",665,665,13,665,TRUE,TRUE
235,"IZTECH","wake",760,695,128,760,TRUE,TRUE
236,"IZTECH","wake",900,0,0,900,TRUE,TRUE
237,"IZTECH","wake",710,667,29,710,TRUE,TRUE
238,"IZTECH","wake",758,758,53,758,TRUE,TRUE
239,"IZTECH","wake",618,618,66,618,TRUE,TRUE
240,"IZTECH","wake",615,393,71,615,TRUE,TRUE
241,"IZTECH","wake",656,656,52,656,TRUE,TRUE
242,"IZTECH","wake",640,640,24,640,TRUE,TRUE
243,"IZTECH","wake",796,0,0,796,TRUE,TRUE
244,"IZTECH","wake",590,590,29,590,TRUE,TRUE
245,"IZTECH","wake",870,870,31,870,TRUE,TRUE
246,"IZTECH","wake",750,750,44,750,TRUE,TRUE
247,"IZTECH","wake",870,870,58,870,TRUE,TRUE
248,"IZTECH","wake",650,612,3,650,TRUE,TRUE
249,"IZTECH","wake",748,748,40,748,TRUE,TRUE
250,"IZTECH","wake",750,0,0,750,TRUE,TRUE
251,"IZTECH","wake",780,743,53,780,TRUE,TRUE
252,"IZTECH","wake",765,765,173,765,TRUE,TRUE
253,"IZTECH","wake",750,750,184,750,TRUE,TRUE
254,"IZTECH","wake",755,755,137,755,TRUE,TRUE
255,"IZTECH","wake",780,780,40,780,TRUE,TRUE
256,"IZTECH","wake",720,675,134,720,TRUE,TRUE
257,"IZTECH","wake",810,0,0,810,TRUE,TRUE
258,"IZTECH","wake",745,745,108,745,TRUE,TRUE
259,"IZTECH","wake",730,676,27,730,TRUE,TRUE
260,"IZTECH","wake",685,685,133,685,TRUE,TRUE
261,"IZTECH","wake",795,782,151,795,TRUE,TRUE
262,"IZTECH","wake",735,735,1,735,TRUE,TRUE
263,"IZTECH","wake",695,668,130,695,TRUE,TRUE
264,"IZTECH","wake",860,0,0,860,TRUE,TRUE
265,"IZTECH","wake",850,850,128,850,TRUE,TRUE
266,"IZTECH","wake",865,865,340,865,TRUE,TRUE
267,"IZTECH","wake",850,850,283,850,TRUE,TRUE
268,"IZTECH","wake",795,707,51,795,TRUE,TRUE
269,"IZTECH","wake",1015,1015,122,1015,TRUE,TRUE
270,"IZTECH","wake",640,640,15,640,TRUE,TRUE
271,"IZTECH","wake",780,0,0,780,TRUE,TRUE
272,"IZTECH","wake",776,689,94,776,TRUE,TRUE
273,"IZTECH","wake",759,670,116,759,TRUE,TRUE
274,"IZTECH","wake",695,695,109,695,TRUE,TRUE
275,"IZTECH","wake",757,757,93,757,TRUE,TRUE
276,"IZTECH","wake",715,536,45,715,TRUE,TRUE
277,"IZTECH","wake",719,719,0,719,TRUE,TRUE
278,"IZTECH","wake",775,0,0,775,TRUE,TRUE
279,"IZTECH","wake",645,640,122,645,TRUE,TRUE
280,"IZTECH","wake",897,850,84,897,TRUE,TRUE
281,"IZTECH","wake",670,640,224,670,TRUE,TRUE
282,"IZTECH","wake",660,633,75,660,TRUE,TRUE
283,"IZTECH","wake",570,0,0,570,TRUE,TRUE
284,"IZTECH","wake",823,823,78,823,TRUE,TRUE
285,"IZTECH","wake",815,756,249,815,TRUE,TRUE
286,"IZTECH","wake",759,646,21,759,TRUE,TRUE
287,"IZTECH","wake",810,647,147,810,TRUE,TRUE
288,"IZTECH","wake",727,0,0,727,TRUE,TRUE
289,"IZTECH","wake",597,505,104,597,TRUE,TRUE
290,"IZTECH","wake",592,592,15,592,TRUE,TRUE
291,"IZTECH","wake",782,688,256,782,TRUE,TRUE
292,"IZTECH","wake",840,0,0,840,TRUE,TRUE
293,"IZTECH","wake",915,845,133,915,TRUE,TRUE
294,"IZTECH","wake",795,795,66,795,TRUE,TRUE
295,"IZTECH","wake",890,731,46,890,TRUE,TRUE
296,"IZTECH","wake",780,711,87,780,TRUE,TRUE
297,"IZTECH","wake",825,754,341,825,TRUE,TRUE
298,"IZTECH","wake",870,780,293,870,TRUE,TRUE
299,"IZTECH","wake",915,0,0,915,TRUE,TRUE
300,"IZTECH","wake",840,840,365,840,TRUE,TRUE
301,"IZTECH","wake",900,890,295,900,TRUE,TRUE
302,"IZTECH","wake",860,860,444,860,TRUE,TRUE
303,"IZTECH","wake",900,844,316,900,TRUE,TRUE
304,"IZTECH","wake",915,915,149,915,TRUE,TRUE
305,"IZTECH","wake",750,750,85,750,TRUE,TRUE
306,"IZTECH","wake",858,0,0,858,TRUE,TRUE
307,"IZTECH","wake",716,716,104,716,TRUE,TRUE
308,"IZTECH","wake",785,785,311,785,TRUE,TRUE
309,"IZTECH","wake",776,776,30,776,TRUE,TRUE
310,"IZTECH","wake",830,830,92,830,TRUE,TRUE
311,"IZTECH","wake",772,36,0,772,TRUE,TRUE
312,"IZTECH","wake",960,920,223,960,TRUE,TRUE
313,"IZTECH","wake",516,516,44,516,TRUE,TRUE
314,"IZTECH","wake",1070,1070,6,1070,TRUE,TRUE
315,"IZTECH","wake",463,463,60,463,TRUE,TRUE
316,"IZTECH","wake",754,707,9,754,TRUE,TRUE
317,"IZTECH","wake",696,601,2,696,TRUE,TRUE
318,"IZTECH","wake",790,0,0,790,TRUE,TRUE
319,"IZTECH","wake",831,804,167,831,TRUE,TRUE
320,"IZTECH","wake",717,717,242,717,TRUE,TRUE
321,"IZTECH","wake",659,483,191,659,TRUE,TRUE
322,"IZTECH","wake",660,526,106,660,TRUE,TRUE
323,"IZTECH","wake",854,725,124,854,TRUE,TRUE
324,"IZTECH","wake",693,693,200,693,TRUE,TRUE
325,"IZTECH","wake",900,0,0,900,TRUE,TRUE
326,"IZTECH","wake",554,517,46,554,TRUE,TRUE
327,"IZTECH","wake",570,510,8,570,TRUE,TRUE
328,"IZTECH","wake",570,427,20,570,TRUE,TRUE
329,"IZTECH","wake",615,547,2,615,TRUE,TRUE
330,"IZTECH","wake",465,385,37,465,TRUE,TRUE
331,"IZTECH","wake",525,495,94,525,TRUE,TRUE
332,"IZTECH","wake",938,0,0,938,TRUE,TRUE
333,"IZTECH","wake",782,782,68,782,TRUE,TRUE
334,"IZTECH","wake",844,726,13,844,TRUE,TRUE
335,"IZTECH","wake",833,719,19,833,TRUE,TRUE
336,"IZTECH","wake",999,999,102,999,TRUE,TRUE
337,"IZTECH","wake",865,844,101,865,TRUE,TRUE
338,"IZTECH","wake",685,685,9,685,TRUE,TRUE
339,"IZTECH","wake",900,0,0,900,TRUE,TRUE
340,"IZTECH","wake",750,750,179,750,TRUE,TRUE
341,"IZTECH","wake",793,793,154,793,TRUE,TRUE
342,"IZTECH","wake",798,798,154,798,TRUE,TRUE
343,"IZTECH","wake",865,865,221,865,TRUE,TRUE
344,"IZTECH","wake",538,538,196,538,TRUE,TRUE
345,"IZTECH","wake",825,825,16,825,TRUE,TRUE
346,"KNUST","wake",628,628,48,628,TRUE,TRUE
347,"KNUST","wake",540,540,49,540,TRUE,TRUE
348,"KNUST","wake",555,450,42,555,TRUE,TRUE
349,"KNUST","wake",830,637,80,830,TRUE,TRUE
350,"KNUST","wake",660,588,29,660,TRUE,TRUE
351,"KNUST","wake",621,601,4,621,TRUE,TRUE
352,"KNUST","wake",715,600,0,715,TRUE,TRUE
353,"KNUST","wake",585,497,105,585,TRUE,TRUE
354,"KNUST","wake",730,568,65,730,TRUE,TRUE
355,"KNUST","wake",730,615,190,730,TRUE,TRUE
356,"KNUST","wake",730,679,115,730,TRUE,TRUE
357,"KNUST","wake",695,682,47,695,TRUE,TRUE
358,"KNUST","wake",730,730,88,730,TRUE,TRUE
359,"KNUST","wake",720,681,106,720,TRUE,TRUE
360,"KNUST","wake",670,585,19,670,TRUE,TRUE
361,"KNUST","wake",805,771,105,805,TRUE,TRUE
362,"KNUST","wake",750,612,43,750,TRUE,TRUE
363,"KNUST","wake",630,580,40,630,TRUE,TRUE
364,"KNUST","wake",837,837,192,837,TRUE,TRUE
365,"KNUST","wake",858,783,252,858,TRUE,TRUE
366,"KNUST","wake",780,677,112,780,TRUE,TRUE
367,"KNUST","wake",790,790,159,790,TRUE,TRUE
368,"KNUST","wake",774,731,395,774,TRUE,TRUE
369,"KNUST","wake",783,728,99,783,TRUE,TRUE
370,"KNUST","wake",700,700,4,700,TRUE,TRUE
371,"KNUST","wake",648,648,93,648,TRUE,TRUE
372,"KNUST","wake",695,687,69,695,TRUE,TRUE
373,"KNUST","wake",540,540,0,540,TRUE,TRUE
374,"KNUST","wake",620,610,25,620,TRUE,TRUE
375,"KNUST","wake",750,740,86,750,TRUE,TRUE
376,"KNUST","wake",860,784,210,860,TRUE,TRUE
377,"KNUST","wake",840,794,2,840,TRUE,TRUE
378,"KNUST","wake",900,780,45,900,TRUE,TRUE
379,"KNUST","wake",840,738,44,840,TRUE,TRUE
380,"KNUST","wake",896,761,63,896,TRUE,TRUE
381,"KNUST","wake",868,714,74,868,TRUE,TRUE
382,"KNUST","wake",655,532,24,655,TRUE,TRUE
383,"KNUST","wake",616,613,61,616,TRUE,TRUE
384,"KNUST","wake",629,607,254,629,TRUE,TRUE
385,"KNUST","wake",626,600,257,626,TRUE,TRUE
386,"KNUST","wake",768,0,0,768,TRUE,TRUE
387,"KNUST","wake",842,594,92,842,TRUE,TRUE
388,"KNUST","wake",748,679,70,748,TRUE,TRUE
389,"KNUST","wake",802,647,99,802,TRUE,TRUE
390,"KNUST","wake",750,750,55,750,TRUE,TRUE
391,"KNUST","wake",905,866,129,905,TRUE,TRUE
392,"KNUST","wake",706,649,74,706,TRUE,TRUE
393,"KNUST","wake",1035,1005,160,1035,TRUE,TRUE
394,"KNUST","wake",780,700,346,780,TRUE,TRUE
395,"KNUST","wake",749,715,108,749,TRUE,TRUE
396,"KNUST","wake",713,672,17,713,TRUE,TRUE
397,"KNUST","wake",930,885,84,930,TRUE,TRUE
398,"KNUST","wake",715,665,13,715,TRUE,TRUE
399,"KNUST","wake",789,637,26,789,TRUE,TRUE
400,"KNUST","wake",878,878,126,878,TRUE,TRUE
401,"KNUST","wake",840,840,48,840,TRUE,TRUE
402,"KNUST","wake",880,813,52,880,TRUE,TRUE
403,"KNUST","wake",894,823,40,894,TRUE,TRUE
404,"KNUST","wake",710,699,337,710,TRUE,TRUE
405,"KNUST","wake",875,827,252,875,TRUE,TRUE
406,"KNUST","wake",875,803,111,875,TRUE,TRUE
407,"KNUST","wake",815,793,97,815,TRUE,TRUE
408,"KNUST","wake",795,795,0,795,TRUE,TRUE
409,"KNUST","wake",927,927,0,927,TRUE,TRUE
410,"KNUST","wake",780,780,46,780,TRUE,TRUE
411,"KNUST","wake",801,754,199,801,TRUE,TRUE
412,"KNUST","wake",859,859,7,859,TRUE,TRUE
413,"KNUST","wake",741,741,162,741,TRUE,TRUE
414,"KNUST","wake",820,820,127,820,TRUE,TRUE
415,"KNUST","wake",809,809,375,809,TRUE,TRUE
416,"KNUST","wake",1020,862,127,1020,TRUE,TRUE
417,"KNUST","wake",990,990,163,990,TRUE,TRUE
418,"KNUST","wake",956,956,83,956,TRUE,TRUE
419,"KNUST","wake",820,818,237,820,TRUE,TRUE
420,"KNUST","wake",836,0,0,836,TRUE,TRUE
421,"KNUST","wake",913,888,65,913,TRUE,TRUE
422,"KNUST","wake",765,765,80,765,TRUE,TRUE
423,"KNUST","wake",900,860,93,900,TRUE,TRUE
424,"KNUST","wake",813,788,18,813,TRUE,TRUE
425,"KNUST","wake",740,739,49,740,TRUE,TRUE
426,"KNUST","wake",870,870,34,870,TRUE,TRUE
427,"KNUST","wake",947,947,146,947,TRUE,TRUE
428,"KNUST","wake",870,857,232,870,TRUE,TRUE
429,"KNUST","wake",816,816,93,816,TRUE,TRUE
430,"KNUST","wake",845,805,236,845,TRUE,TRUE
431,"KNUST","wake",707,616,162,707,TRUE,TRUE
432,"KNUST","wake",830,0,0,830,TRUE,TRUE
433,"RISE","wake",855,835,202,855,TRUE,TRUE
434,"RISE","wake",830,796,56,830,TRUE,TRUE
435,"RISE","wake",874,833,186,874,TRUE,TRUE
436,"RISE","wake",828,708,264,828,TRUE,TRUE
437,"RISE","wake",860,681,160,860,TRUE,TRUE
438,"RISE","wake",845,845,245,845,TRUE,TRUE
439,"RISE","wake",878,878,327,878,TRUE,TRUE
440,"RISE","wake",955,955,204,955,TRUE,TRUE
441,"RISE","wake",914,914,345,914,TRUE,TRUE
442,"RISE","wake",955,955,166,955,TRUE,TRUE
443,"RISE","wake",935,935,134,935,TRUE,TRUE
444,"RISE","wake",843,808,89,843,TRUE,TRUE
445,"RISE","wake",770,770,241,770,TRUE,TRUE
446,"RISE","wake",860,860,117,860,TRUE,TRUE
447,"RISE","wake",739,662,190,739,TRUE,TRUE
448,"RISE","wake",915,914,233,915,TRUE,TRUE
449,"RISE","wake",780,669,192,780,TRUE,TRUE
450,"RISE","wake",605,605,18,605,TRUE,TRUE
451,"RISE","wake",825,825,175,825,TRUE,TRUE
452,"RISE","wake",855,805,508,855,TRUE,TRUE
453,"RISE","wake",850,850,70,850,TRUE,TRUE
454,"RISE","wake",853,847,121,853,TRUE,TRUE
455,"RISE","wake",829,829,375,829,TRUE,TRUE
456,"RISE","wake",685,685,76,685,TRUE,TRUE
457,"RISE","wake",765,723,236,765,TRUE,TRUE
458,"RISE","wake",805,790,233,805,TRUE,TRUE
459,"RISE","wake",830,828,303,830,TRUE,TRUE
460,"RISE","wake",895,895,158,895,TRUE,TRUE
461,"RISE","wake",760,760,227,760,TRUE,TRUE
462,"RISE","wake",800,710,174,800,TRUE,TRUE
