"path","artifact_class","artifact_type","sha256","bytes","producer","r_version","written_utc","current_sha256","current_bytes","path_exists","status"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","H09_figure","png","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,TRUE,"FAIL"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","H09_figure","pdf","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,TRUE,"FAIL"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","H09_figure","png","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,TRUE,"FAIL"
"artifacts/10_figures/H09/H09_primary_effects.pdf","H09_figure","pdf","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,TRUE,"FAIL"
"artifacts/10_figures/H09/H09_primary_effects.png","H09_figure","png","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,TRUE,"FAIL"
"artifacts/10_figures/H09/H09_v0_chest_recreation.pdf","H09_figure","pdf","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,TRUE,"PASS"
"artifacts/10_figures/H09/H09_v0_chest_recreation.png","H09_figure","png","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,TRUE,"PASS"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.pdf","H09_figure","pdf","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,TRUE,"PASS"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.png","H09_figure","png","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_linearity_curve_data.csv","H09_figure_source_data","csv","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","H09_figure_source_data","csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","H09_figure_source_data","csv","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_plot_data.csv","H09_figure_source_data","csv","f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","H09_figure_source_data","csv","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_v0_observed_figure_data.csv","H09_figure_source_data","csv","ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_v0_prediction_figure_data.csv","H09_figure_source_data","csv","c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_stage2.R","H09_test","r","df354fd860cc1bde914a04ef1f14f9c390093b564eca52b91194cfface1f9d9f",16378,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","df354fd860cc1bde914a04ef1f14f9c390093b564eca52b91194cfface1f9d9f",16378,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_stage3_reader_report.R","H09_test","r","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,TRUE,"PASS"
"renv.lock","environment_lock","lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_score_audit.csv","frozen_diagnostic_source","csv","357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_value_audit.csv","frozen_diagnostic_source","csv","b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_clock_support.csv","frozen_diagnostic_source","csv","0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","frozen_diagnostic_source","csv","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","frozen_diagnostic_source","csv","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_target_summary.csv","frozen_diagnostic_source","csv","eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_thresholds.csv","frozen_diagnostic_source","csv","e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_fit_gates.csv","frozen_diagnostic_source","csv","3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out.csv","frozen_diagnostic_source","csv","f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","frozen_diagnostic_source","csv","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_linearity_diagnostics.csv","frozen_diagnostic_source","csv","86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence.csv","frozen_diagnostic_source","csv","7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","frozen_diagnostic_source","csv","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_residual_diagnostics.csv","frozen_diagnostic_source","csv","f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_serial_diagnostics.csv","frozen_diagnostic_source","csv","523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,TRUE,"PASS"
"artifacts/08_diagnostics/H09/H09_site_support.csv","frozen_diagnostic_source","csv","15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,TRUE,"PASS"
"artifacts/07_models/H09/H09_model_bundles.rds","frozen_model_archive","rds","bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,TRUE,"PASS"
"artifacts/07_models/H09/H09_model_fit_index.csv","frozen_model_archive","csv","cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,TRUE,"PASS"
"artifacts/07_models/H09/H09_v0_model_objects.rds","frozen_model_archive","rds","b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_author_approvals.csv","frozen_model_data_or_contract","csv","a7788bb72fe19e68aa3f3116554ffc215299422596dc6863538fbfc069757070",1142,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","a7788bb72fe19e68aa3f3116554ffc215299422596dc6863538fbfc069757070",1142,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_base_bundle_audit.csv","frozen_model_data_or_contract","csv","ced64a4d6720082ca94f585f3779e9e65d8e16d9eae089ba47f6bec72eb316a2",386,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","21e8a8f965de898e88fc3ab6702e3b26472be3b345e7aa0f4e39df07a42255ae",491,TRUE,"FAIL"
"artifacts/06_model_data/H09/H09_family_registry.csv","frozen_model_data_or_contract","csv","92862d3d769d0822916a4b94c10dc71c56b4feae9547e7ba8903b05bc9121f44",375,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","92862d3d769d0822916a4b94c10dc71c56b4feae9547e7ba8903b05bc9121f44",375,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_formula_registry.csv","frozen_model_data_or_contract","csv","d315e77544ab99138dc72023360a0baac7d81ed3636a58fd76725ce3fefa233d",2898,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","d315e77544ab99138dc72023360a0baac7d81ed3636a58fd76725ce3fefa233d",2898,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_gap_common_sample_audit.csv","frozen_model_data_or_contract","csv","53bc4d1d952ddf97a0805de4f8bd172f52e6b8b345003b2285d4003336c0d105",3963,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","53bc4d1d952ddf97a0805de4f8bd172f52e6b8b345003b2285d4003336c0d105",3963,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_input_audit.csv","frozen_model_data_or_contract","csv","cfc1c4a10dd68daebaf5aeab262e7571ec7438cdaa2961b5e2bc75f02ca1af04",4172,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","1ea3910539378434533dcaeeaee6ab613e325468d99ffd10e02bdc868a4175ed",4401,TRUE,"FAIL"
"artifacts/06_model_data/H09/H09_metric_display_audit.csv","frozen_model_data_or_contract","csv","03e8d9a248b4d70c240e78dbfa7b78461fc20ec889976202a09067395cb2bdbd",2320,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","03e8d9a248b4d70c240e78dbfa7b78461fc20ec889976202a09067395cb2bdbd",2320,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_metric_registry.csv","frozen_model_data_or_contract","csv","3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_model_frame_by_site.csv","frozen_model_data_or_contract","csv","0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_model_frame_index.csv","frozen_model_data_or_contract","csv","5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_model_frames.rds","frozen_model_data_or_contract","rds","19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_non_estimable_targets.csv","frozen_model_data_or_contract","csv","21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_paired_sample_audit.csv","frozen_model_data_or_contract","csv","cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_predictor_registry.csv","frozen_model_data_or_contract","csv","359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,TRUE,"PASS"
"artifacts/06_model_data/H09/H09_run_registry.csv","frozen_model_data_or_contract","csv","83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,TRUE,"PASS"
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","frozen_table_source","csv","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,TRUE,"PASS"
"artifacts/09_tables/H09/H09_family_audit.csv","frozen_table_source","csv","895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,TRUE,"PASS"
