path,role,sha256,bytes,producer,r_version,recorded_utc,live_exists,live_sha256,live_bytes,exact
artifacts/06_model_data/H06/gap_timing_unaware__chest__gap_exact_common__frame.rds,stored_model_data_or_contract,100471b70bc70261fe2f702ff646531b750af1a3698989cb994f9b88269ac8dd,279272,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,100471b70bc70261fe2f702ff646531b750af1a3698989cb994f9b88269ac8dd,279272,TRUE
artifacts/06_model_data/H06/gap_timing_unaware__glasses__all_available__frame.rds,stored_model_data_or_contract,d711bea3516d63ab0de0cca91f90d1df1b66ff6cb6a7feab41b62535a7089d28,258852,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,d711bea3516d63ab0de0cca91f90d1df1b66ff6cb6a7feab41b62535a7089d28,258852,TRUE
artifacts/06_model_data/H06/gap_timing_unaware__glasses__gap_exact_common__frame.rds,stored_model_data_or_contract,74c815750c0fc0781c0817165406d01023ade1d6f1717e76d8d0939553af3299,256628,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,74c815750c0fc0781c0817165406d01023ade1d6f1717e76d8d0939553af3299,256628,TRUE
artifacts/06_model_data/H06/main__chest__all_available__frame.rds,stored_model_data_or_contract,f6aa716f41d0cf07075a67b820b0470858596fe42441315b298b4e961473c497,287896,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,f6aa716f41d0cf07075a67b820b0470858596fe42441315b298b4e961473c497,287896,TRUE
artifacts/06_model_data/H06/main__chest__gap_exact_common__frame.rds,stored_model_data_or_contract,d4c602f5a445024a74c71270e99d3b48274a14fb2361e4520dd72a3176227b59,279328,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,d4c602f5a445024a74c71270e99d3b48274a14fb2361e4520dd72a3176227b59,279328,TRUE
artifacts/06_model_data/H06/main__chest__paired_common__frame.rds,stored_model_data_or_contract,a5bd5fd3763c3f7a7092eb817bb59a9430d7568fcdd544d9aac301e92a745fdc,204944,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,a5bd5fd3763c3f7a7092eb817bb59a9430d7568fcdd544d9aac301e92a745fdc,204944,TRUE
artifacts/06_model_data/H06/main__glasses__all_available__frame.rds,stored_model_data_or_contract,38c47329b7dc5f7e64d8c42f55629c4a6afd413f5295e44942af8068aab08f3f,259700,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,38c47329b7dc5f7e64d8c42f55629c4a6afd413f5295e44942af8068aab08f3f,259700,TRUE
artifacts/06_model_data/H06/main__glasses__gap_exact_common__frame.rds,stored_model_data_or_contract,e79c7f45232252b398104765269a8feeec02bbe917829c1710e17b78a35ec3f0,259236,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,e79c7f45232252b398104765269a8feeec02bbe917829c1710e17b78a35ec3f0,259236,TRUE
artifacts/06_model_data/H06/main__glasses__paired_common__frame.rds,stored_model_data_or_contract,e1bfb348ad18258232539bfcd3888ab0c0100469c30619ae49944e9a91f8e23d,205300,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,e1bfb348ad18258232539bfcd3888ab0c0100469c30619ae49944e9a91f8e23d,205300,TRUE
artifacts/07_models/H06/H06_current_pin_V0_method__chest.rds,stored_model_output,d8cf4cc51a998087631e10e5d625a23686ec724fb127b8d9470a9f748cfc2eef,1100092,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,d8cf4cc51a998087631e10e5d625a23686ec724fb127b8d9470a9f748cfc2eef,1100092,TRUE
artifacts/07_models/H06/H06_current_pin_V0_method__glasses.rds,stored_model_output,9a34f1dd2f7931e8d912d54f3ebe7a54255ccb448b1d856c1c6b530c709d1a82,1131416,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,9a34f1dd2f7931e8d912d54f3ebe7a54255ccb448b1d856c1c6b530c709d1a82,1131416,TRUE
artifacts/07_models/H06/H06_exploratory_predictor_models.rds,stored_model_output,b3fdea58a7dcf17399d046a86996447cf9e14ba324dfa765a10dea20b52c8453,8650648,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,b3fdea58a7dcf17399d046a86996447cf9e14ba324dfa765a10dea20b52c8453,8650648,TRUE
artifacts/07_models/H06/H06_exploratory_time_of_day_gamm.rds,stored_model_output,764e7fe77f3d6d9d311dc3b79d964802ab1a01d73cb68ce07f23794174daeab8,79954580,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,764e7fe77f3d6d9d311dc3b79d964802ab1a01d73cb68ce07f23794174daeab8,79954580,TRUE
artifacts/07_models/H06/H06_exploratory_time_of_day_two_part.rds,stored_model_output,70e6b1be3b33f3bbac0ceb8d8d2938022b886244b32289ce4691d10fa756c5c1,200385952,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,70e6b1be3b33f3bbac0ceb8d8d2938022b886244b32289ce4691d10fa756c5c1,200385952,TRUE
artifacts/07_models/H06/H06_h03_robust_route_pilot_models.rds,stored_model_output,1360cde2782cf45487661d1ea460466949b22eb75c5f7731833acf62cb65cb5f,6506776,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,1360cde2782cf45487661d1ea460466949b22eb75c5f7731833acf62cb65cb5f,6506776,TRUE
artifacts/07_models/H06/H06_model_manifest.csv,stored_model_output,bcaad014de74ac594db0429dbc46953145fe796f4afb4d67d79f0cf085f2f1ac,14879,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,bcaad014de74ac594db0429dbc46953145fe796f4afb4d67d79f0cf085f2f1ac,14879,TRUE
artifacts/07_models/H06/H06_primary_additive_probe.csv,stored_model_output,007dcbe7a4af54e1a388708c311d36fa43e69abfb13efb5e8f7fb2d13127e2e9,780,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,007dcbe7a4af54e1a388708c311d36fa43e69abfb13efb5e8f7fb2d13127e2e9,780,TRUE
artifacts/07_models/H06/H06_primary_additive_probe.rds,stored_model_output,3d433444b270740e992f779a91605d8b09020fd01595397d7e0b6be84344b3d5,1864408,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,3d433444b270740e992f779a91605d8b09020fd01595397d7e0b6be84344b3d5,1864408,TRUE
artifacts/07_models/H06/H06_primary_gaussian_log10_sensitivity.rds,stored_model_output,444166c47c5f4b65c483c7eaa1da70a634c425b0d0ab59daaf4f45eb8f10cd38,1093624,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,444166c47c5f4b65c483c7eaa1da70a634c425b0d0ab59daaf4f45eb8f10cd38,1093624,TRUE
artifacts/07_models/H06/H06_primary_influence_refits.rds,stored_model_output,810e8da7061a93b92ccdb8c2f84160b65f006e1fed240558e503c1b494db5703,24049428,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,810e8da7061a93b92ccdb8c2f84160b65f006e1fed240558e503c1b494db5703,24049428,TRUE
artifacts/07_models/H06/H06_registered_random_site_sensitivity.rds,stored_model_output,973f2b829e3af29a9827fab9c3b31091dd410950dde3e9b6474ea8fc0ab92d97,2399652,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,973f2b829e3af29a9827fab9c3b31091dd410950dde3e9b6474ea8fc0ab92d97,2399652,TRUE
artifacts/07_models/H06/H06_robust_core_models.rds,stored_model_output,a0247d023c94e8e8cbaf1a85faa24f41d8b89c7f56a9a71e73bb9129c8eca271,7404368,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,a0247d023c94e8e8cbaf1a85faa24f41d8b89c7f56a9a71e73bb9129c8eca271,7404368,TRUE
artifacts/07_models/H06/H06_robust_exploratory_models.rds,stored_model_output,2492eb6b9b9c59e82b70e0c3bc1db09b574ecdb96c26c78b86963f17b83c1f2a,2330852,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,2492eb6b9b9c59e82b70e0c3bc1db09b574ecdb96c26c78b86963f17b83c1f2a,2330852,TRUE
artifacts/07_models/H06/H06_robust_gap_exact_common_models.rds,stored_model_output,149f9f8ea31e3f0de1bcd3107d491abf211494ad265a71701c58bca133412e43,5523960,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,149f9f8ea31e3f0de1bcd3107d491abf211494ad265a71701c58bca133412e43,5523960,TRUE
artifacts/07_models/H06/H06_robust_influence_deletions.rds,stored_model_output,070f8ecc063419c33f2051c3a9db8a015d8c546841de0e6e1170b768c4a5a791,3208,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,070f8ecc063419c33f2051c3a9db8a015d8c546841de0e6e1170b768c4a5a791,3208,TRUE
artifacts/07_models/H06/H06_robust_model_manifest.csv,stored_model_output,efe52927a2382bf61d28b55f1d4fef1f221f91d715c8ae72e47a3c999a7daa3c,22516,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,efe52927a2382bf61d28b55f1d4fef1f221f91d715c8ae72e47a3c999a7daa3c,22516,TRUE
artifacts/07_models/H06/H06_robust_p18_models.rds,stored_model_output,6aabc1aea107b44193c41bb8b516615bbd67d7bdcf504c0f0cae7bf25a8bf3f7,7394852,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,6aabc1aea107b44193c41bb8b516615bbd67d7bdcf504c0f0cae7bf25a8bf3f7,7394852,TRUE
artifacts/07_models/H06/H06_sensitivity_model_manifest.csv,stored_model_output,13cb2cbbfb1b2c7d6b1fbd856c44fb84110dbf8ee0af228512fe1d17b3009f52,5630,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,13cb2cbbfb1b2c7d6b1fbd856c44fb84110dbf8ee0af228512fe1d17b3009f52,5630,TRUE
artifacts/07_models/H06/H06_v0_scaffold_pilot_models.rds,stored_model_output,0ebbdbc94eea4bf79ca76c1856779af4e552f0dbbad2ccce935bb80e25a04589,198688992,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,0ebbdbc94eea4bf79ca76c1856779af4e552f0dbbad2ccce935bb80e25a04589,198688992,TRUE
artifacts/07_models/H06/H06_weekday_weekend_sensitivity.rds,stored_model_output,6cebb04e2bfe1ed93ac180cc1584b8801e170531d47e6237c580cf9da88f06ee,2034692,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,6cebb04e2bfe1ed93ac180cc1584b8801e170531d47e6237c580cf9da88f06ee,2034692,TRUE
artifacts/07_models/H06/gap_timing_unaware__chest__all_available__core_bundle.rds,stored_model_output,fc4d3ca300af062c10df5f921d6ab80d87faac0bd668f8c8a4c174cd17c46ea3,5197248,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,fc4d3ca300af062c10df5f921d6ab80d87faac0bd668f8c8a4c174cd17c46ea3,5197248,TRUE
artifacts/07_models/H06/gap_timing_unaware__glasses__all_available__core_bundle.rds,stored_model_output,47d035ebfb84a026afcc75654e9dcdc872db7c290eebe50a4d32beaafb828460,15824388,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,47d035ebfb84a026afcc75654e9dcdc872db7c290eebe50a4d32beaafb828460,15824388,TRUE
artifacts/07_models/H06/main__chest__all_available__core_bundle.rds,stored_model_output,9c7c5e44fc166874b4d357169bfd647279d98cd299cc8a984aaed7a0c0812524,4724204,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,9c7c5e44fc166874b4d357169bfd647279d98cd299cc8a984aaed7a0c0812524,4724204,TRUE
artifacts/07_models/H06/main__chest__paired_common__core_bundle.rds,stored_model_output,ea9994ed8d354b7b85e5f6bda91efd79afdff3fe1b801a113a45679317113a7b,3124796,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,ea9994ed8d354b7b85e5f6bda91efd79afdff3fe1b801a113a45679317113a7b,3124796,TRUE
artifacts/07_models/H06/main__glasses__all_available__core_bundle.rds,stored_model_output,4b208fd8db0483fa005998b6f27897ae29c4b54f7c42a3fd65c35128073bd928,15858072,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,4b208fd8db0483fa005998b6f27897ae29c4b54f7c42a3fd65c35128073bd928,15858072,TRUE
artifacts/07_models/H06/main__glasses__paired_common__core_bundle.rds,stored_model_output,d9d367310d16f55a56740b214614b752d03fedd9d98f04317a167e3ff077b121,3116112,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,d9d367310d16f55a56740b214614b752d03fedd9d98f04317a167e3ff077b121,3116112,TRUE
artifacts/08_diagnostics/H06/H06_DHARMa_100_simulations.csv,stored_diagnostic_output,aa71533f8229a3e6baa283d73a708f2a1463ddbdfeb857bb4cfbd7659ce4303a,628,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,aa71533f8229a3e6baa283d73a708f2a1463ddbdfeb857bb4cfbd7659ce4303a,628,TRUE
