path,pre_sha256,pre_bytes,post_sha256,post_bytes,status
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation_files/figure-html/fig-h06-prep-response-distribution-1.png,ab51417026d3b3edd9c0af7a455961b9e018cd0d4396bc6ba2f615ac98e7f7a1,105561,ab51417026d3b3edd9c0af7a455961b9e018cd0d4396bc6ba2f615ac98e7f7a1,105561,EXACT
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation_files/figure-html/fig-h06-prep-site-day-activity-support-1.png,e184e5b7b172c83ac7a780141216c0f1dff28a39aa3587ae48254c8dc4b7d0dc,256511,e184e5b7b172c83ac7a780141216c0f1dff28a39aa3587ae48254c8dc4b7d0dc,256511,EXACT
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650,EXACT
_build/nathealth/notebooks/hypotheses/H06.html,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,4874263,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,4874263,EXACT
_build/nathealth/notebooks/hypotheses/H06_daily.html,5a20c0680011be17111f72bb6b15aed6a4f4700c8866a13ea6dcf49a589fcce3,3617976,5a20c0680011be17111f72bb6b15aed6a4f4700c8866a13ea6dcf49a589fcce3,3617976,EXACT
_build/nathealth/search.json,53f96dad696e9cac97c06052d7200548e8ae3170050362a1420fbc4e8164d6f9,2223746,53f96dad696e9cac97c06052d7200548e8ae3170050362a1420fbc4e8164d6f9,2223746,EXACT
_build/nathealth/sitemap.xml,c2aa9ad9e8c878f4d9984974d5cf6035a00b481693b248b338c5d0f7cf42a3af,5742,c2aa9ad9e8c878f4d9984974d5cf6035a00b481693b248b338c5d0f7cf42a3af,5742,EXACT
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,EXACT
artifacts/06_model_data/H06/H06_KNUST_S005_exploratory_adapter.csv,58d60b80f31e1aa1317d7499e7e9545ebd169cd9dffdbec4bf6281bee2cce38c,397,58d60b80f31e1aa1317d7499e7e9545ebd169cd9dffdbec4bf6281bee2cce38c,397,EXACT
artifacts/06_model_data/H06/H06_TUM_S001_assertion.csv,80b346a7f5c9e6a4efe4d1724486148bf457c06042bd84f1280f0c1ad56ab1a3,173,80b346a7f5c9e6a4efe4d1724486148bf457c06042bd84f1280f0c1ad56ab1a3,173,EXACT
artifacts/06_model_data/H06/H06_TUM_identity_summary.csv,63aec691d5f61d654fe5a78442db4ae21cd020ef0e91b5058bb15750a5b7403c,134,63aec691d5f61d654fe5a78442db4ae21cd020ef0e91b5058bb15750a5b7403c,134,EXACT
artifacts/06_model_data/H06/H06_candidate_flow.csv,c2042afcbc09a9794ec8bf8e778f5561013721f45b53f21b3096e20c2381b4cc,1136,c2042afcbc09a9794ec8bf8e778f5561013721f45b53f21b3096e20c2381b4cc,1136,EXACT
artifacts/06_model_data/H06/H06_candidate_missingness.csv,6f6fdcbc96a3dbb459bae3dc9da6edef38cb83e8720106e95fb7c2e20c6f184c,336,6f6fdcbc96a3dbb459bae3dc9da6edef38cb83e8720106e95fb7c2e20c6f184c,336,EXACT
artifacts/06_model_data/H06/H06_category_cells.csv,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,17784,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,17784,EXACT
artifacts/06_model_data/H06/H06_clock_composition.csv,3477f0c40b4eaafec2bc3aa97d43167aeacae8c95f1d58e751c44e86a80b42c0,475205,3477f0c40b4eaafec2bc3aa97d43167aeacae8c95f1d58e751c44e86a80b42c0,475205,EXACT
artifacts/06_model_data/H06/H06_current_pin_V0_method_frames.rds,c4d06f6c429f028ec6d54f0a88f1300292004c97df81412adc228b91e06a1cdb,510012,c4d06f6c429f028ec6d54f0a88f1300292004c97df81412adc228b91e06a1cdb,510012,EXACT
artifacts/06_model_data/H06/H06_design_diagnostics.csv,e8c26586f63eebe1ec710bdb0af41bb697404a0060a83178829bb7707b1501a6,823,e8c26586f63eebe1ec710bdb0af41bb697404a0060a83178829bb7707b1501a6,823,EXACT
artifacts/06_model_data/H06/H06_exact_samples.csv,98dcf8c8228eae31c1d077152918469176bc8206cbc233f8821cd0e590e45f32,1392,98dcf8c8228eae31c1d077152918469176bc8206cbc233f8821cd0e590e45f32,1392,EXACT
artifacts/06_model_data/H06/H06_exploratory_predictor_samples.csv,09b6a8bd4abfdda9972b5506300eef7ca82613167d4822716470d06df22addb6,1002,09b6a8bd4abfdda9972b5506300eef7ca82613167d4822716470d06df22addb6,1002,EXACT
artifacts/06_model_data/H06/H06_exploratory_two_part_formula_registry.csv,0d55a1320de4539953922165cbe1abd9587cd8b60af3ad715b3ad4bec4d09567,1882,0d55a1320de4539953922165cbe1abd9587cd8b60af3ad715b3ad4bec4d09567,1882,EXACT
artifacts/06_model_data/H06/H06_exploratory_two_part_package_versions.csv,5d309cdd8c5365f364c03326a770228266c8f213936f6e899fdb49b524382002,126,5d309cdd8c5365f364c03326a770228266c8f213936f6e899fdb49b524382002,126,EXACT
artifacts/06_model_data/H06/H06_exploratory_two_part_support.csv,f354c3b5981bc8493a2bc8aa26be3048239e903aa0b0c7b13859de0e55360771,68719,f354c3b5981bc8493a2bc8aa26be3048239e903aa0b0c7b13859de0e55360771,68719,EXACT
artifacts/06_model_data/H06/H06_gap_exact_common_samples.csv,62c086f8a9e80bdad8b9792a273ecbf7b1f459aeed1f3bf82eed37aad25f7441,282,62c086f8a9e80bdad8b9792a273ecbf7b1f459aeed1f3bf82eed37aad25f7441,282,EXACT
artifacts/06_model_data/H06/H06_h03_robust_route_pilot_registry.csv,4bdaa4af4f4590e9134121cc5fd353cb2ce3d2167455a00e57008eb06726e13e,1954,4bdaa4af4f4590e9134121cc5fd353cb2ce3d2167455a00e57008eb06726e13e,1954,EXACT
artifacts/06_model_data/H06/H06_input_audit.csv,2a3f49aee32ccccd0f5e8416d783128f4ef91dfc1d85eb2204c282081dfb4711,3129,2a3f49aee32ccccd0f5e8416d783128f4ef91dfc1d85eb2204c282081dfb4711,3129,EXACT
artifacts/06_model_data/H06/H06_multiplicity_registry.csv,cb1719e0c3b2e030be530380d01406fb99be85679f897df424c0a3d676b61050,376,cb1719e0c3b2e030be530380d01406fb99be85679f897df424c0a3d676b61050,376,EXACT
artifacts/06_model_data/H06/H06_package_versions.csv,705bc5e127e24943548b42a89f90cbab72a2f766b55dc2278987252e7a36693f,207,705bc5e127e24943548b42a89f90cbab72a2f766b55dc2278987252e7a36693f,207,EXACT
artifacts/06_model_data/H06/H06_predictor_registry.csv,c1700f4d4559cf3b0119dc79643079e41ec4714ad830ae7698342412f707ae0a,538,c1700f4d4559cf3b0119dc79643079e41ec4714ad830ae7698342412f707ae0a,538,EXACT
artifacts/06_model_data/H06/H06_previous_night_linkage_audit.csv,3bb51cbbabad6e8e9d45063b5c60c209f12434e3080c1e8336534eba254ef79a,175,3bb51cbbabad6e8e9d45063b5c60c209f12434e3080c1e8336534eba254ef79a,175,EXACT
artifacts/06_model_data/H06/H06_run_registry.csv,4bec44c977c099e5ae8c8aca2c4400b155c14bed068a9afcbf319608d5dfc909,638,4bec44c977c099e5ae8c8aca2c4400b155c14bed068a9afcbf319608d5dfc909,638,EXACT
artifacts/06_model_data/H06/H06_true_time_sequences.csv,6e92d4a4767c51f0abb13004d1fa92db033df75aae0ca5ca303f61ea82b8679c,537,6e92d4a4767c51f0abb13004d1fa92db033df75aae0ca5ca303f61ea82b8679c,537,EXACT
artifacts/06_model_data/H06/H06_v0_scaffold_pilot_registry.csv,827050037531a957c849d09985c0b9b44457a624ff22ed703f0566b38044d6bb,3535,827050037531a957c849d09985c0b9b44457a624ff22ed703f0566b38044d6bb,3535,EXACT
artifacts/06_model_data/H06/H06_v0_scaffold_pilot_samples.csv,eaac19ff286d14c9f3fe17c4e240f1b95c509875d66b287dc6dfc6361b39d216,413,eaac19ff286d14c9f3fe17c4e240f1b95c509875d66b287dc6dfc6361b39d216,413,EXACT
artifacts/06_model_data/H06/gap_timing_unaware__chest__all_available__frame.rds,7322cc840f997b69cf8e37ab0913af56d44295bd37ac9b18ffa4b2bd53192de7,282996,7322cc840f997b69cf8e37ab0913af56d44295bd37ac9b18ffa4b2bd53192de7,282996,EXACT
artifacts/06_model_data/H06/gap_timing_unaware__chest__gap_exact_common__frame.rds,100471b70bc70261fe2f702ff646531b750af1a3698989cb994f9b88269ac8dd,279272,100471b70bc70261fe2f702ff646531b750af1a3698989cb994f9b88269ac8dd,279272,EXACT
artifacts/06_model_data/H06/gap_timing_unaware__glasses__all_available__frame.rds,d711bea3516d63ab0de0cca91f90d1df1b66ff6cb6a7feab41b62535a7089d28,258852,d711bea3516d63ab0de0cca91f90d1df1b66ff6cb6a7feab41b62535a7089d28,258852,EXACT
artifacts/06_model_data/H06/gap_timing_unaware__glasses__gap_exact_common__frame.rds,74c815750c0fc0781c0817165406d01023ade1d6f1717e76d8d0939553af3299,256628,74c815750c0fc0781c0817165406d01023ade1d6f1717e76d8d0939553af3299,256628,EXACT
artifacts/06_model_data/H06/main__chest__all_available__frame.rds,f6aa716f41d0cf07075a67b820b0470858596fe42441315b298b4e961473c497,287896,f6aa716f41d0cf07075a67b820b0470858596fe42441315b298b4e961473c497,287896,EXACT
artifacts/06_model_data/H06/main__chest__gap_exact_common__frame.rds,d4c602f5a445024a74c71270e99d3b48274a14fb2361e4520dd72a3176227b59,279328,d4c602f5a445024a74c71270e99d3b48274a14fb2361e4520dd72a3176227b59,279328,EXACT
artifacts/06_model_data/H06/main__chest__paired_common__frame.rds,a5bd5fd3763c3f7a7092eb817bb59a9430d7568fcdd544d9aac301e92a745fdc,204944,a5bd5fd3763c3f7a7092eb817bb59a9430d7568fcdd544d9aac301e92a745fdc,204944,EXACT
artifacts/06_model_data/H06/main__glasses__all_available__frame.rds,38c47329b7dc5f7e64d8c42f55629c4a6afd413f5295e44942af8068aab08f3f,259700,38c47329b7dc5f7e64d8c42f55629c4a6afd413f5295e44942af8068aab08f3f,259700,EXACT
artifacts/06_model_data/H06/main__glasses__gap_exact_common__frame.rds,e79c7f45232252b398104765269a8feeec02bbe917829c1710e17b78a35ec3f0,259236,e79c7f45232252b398104765269a8feeec02bbe917829c1710e17b78a35ec3f0,259236,EXACT
artifacts/06_model_data/H06/main__glasses__paired_common__frame.rds,e1bfb348ad18258232539bfcd3888ab0c0100469c30619ae49944e9a91f8e23d,205300,e1bfb348ad18258232539bfcd3888ab0c0100469c30619ae49944e9a91f8e23d,205300,EXACT
artifacts/07_models/H06/H06_current_pin_V0_method__chest.rds,d8cf4cc51a998087631e10e5d625a23686ec724fb127b8d9470a9f748cfc2eef,1100092,d8cf4cc51a998087631e10e5d625a23686ec724fb127b8d9470a9f748cfc2eef,1100092,EXACT
artifacts/07_models/H06/H06_current_pin_V0_method__glasses.rds,9a34f1dd2f7931e8d912d54f3ebe7a54255ccb448b1d856c1c6b530c709d1a82,1131416,9a34f1dd2f7931e8d912d54f3ebe7a54255ccb448b1d856c1c6b530c709d1a82,1131416,EXACT
artifacts/07_models/H06/H06_exploratory_predictor_models.rds,b3fdea58a7dcf17399d046a86996447cf9e14ba324dfa765a10dea20b52c8453,8650648,b3fdea58a7dcf17399d046a86996447cf9e14ba324dfa765a10dea20b52c8453,8650648,EXACT
artifacts/07_models/H06/H06_exploratory_time_of_day_gamm.rds,764e7fe77f3d6d9d311dc3b79d964802ab1a01d73cb68ce07f23794174daeab8,79954580,764e7fe77f3d6d9d311dc3b79d964802ab1a01d73cb68ce07f23794174daeab8,79954580,EXACT
artifacts/07_models/H06/H06_exploratory_time_of_day_two_part.rds,70e6b1be3b33f3bbac0ceb8d8d2938022b886244b32289ce4691d10fa756c5c1,200385952,70e6b1be3b33f3bbac0ceb8d8d2938022b886244b32289ce4691d10fa756c5c1,200385952,EXACT
artifacts/07_models/H06/H06_h03_robust_route_pilot_models.rds,1360cde2782cf45487661d1ea460466949b22eb75c5f7731833acf62cb65cb5f,6506776,1360cde2782cf45487661d1ea460466949b22eb75c5f7731833acf62cb65cb5f,6506776,EXACT
artifacts/07_models/H06/H06_model_manifest.csv,bcaad014de74ac594db0429dbc46953145fe796f4afb4d67d79f0cf085f2f1ac,14879,bcaad014de74ac594db0429dbc46953145fe796f4afb4d67d79f0cf085f2f1ac,14879,EXACT
artifacts/07_models/H06/H06_primary_additive_probe.csv,007dcbe7a4af54e1a388708c311d36fa43e69abfb13efb5e8f7fb2d13127e2e9,780,007dcbe7a4af54e1a388708c311d36fa43e69abfb13efb5e8f7fb2d13127e2e9,780,EXACT
artifacts/07_models/H06/H06_primary_additive_probe.rds,3d433444b270740e992f779a91605d8b09020fd01595397d7e0b6be84344b3d5,1864408,3d433444b270740e992f779a91605d8b09020fd01595397d7e0b6be84344b3d5,1864408,EXACT
artifacts/07_models/H06/H06_primary_gaussian_log10_sensitivity.rds,444166c47c5f4b65c483c7eaa1da70a634c425b0d0ab59daaf4f45eb8f10cd38,1093624,444166c47c5f4b65c483c7eaa1da70a634c425b0d0ab59daaf4f45eb8f10cd38,1093624,EXACT
artifacts/07_models/H06/H06_primary_influence_refits.rds,810e8da7061a93b92ccdb8c2f84160b65f006e1fed240558e503c1b494db5703,24049428,810e8da7061a93b92ccdb8c2f84160b65f006e1fed240558e503c1b494db5703,24049428,EXACT
artifacts/07_models/H06/H06_registered_random_site_sensitivity.rds,973f2b829e3af29a9827fab9c3b31091dd410950dde3e9b6474ea8fc0ab92d97,2399652,973f2b829e3af29a9827fab9c3b31091dd410950dde3e9b6474ea8fc0ab92d97,2399652,EXACT
artifacts/07_models/H06/H06_robust_core_models.rds,a0247d023c94e8e8cbaf1a85faa24f41d8b89c7f56a9a71e73bb9129c8eca271,7404368,a0247d023c94e8e8cbaf1a85faa24f41d8b89c7f56a9a71e73bb9129c8eca271,7404368,EXACT
artifacts/07_models/H06/H06_robust_exploratory_models.rds,2492eb6b9b9c59e82b70e0c3bc1db09b574ecdb96c26c78b86963f17b83c1f2a,2330852,2492eb6b9b9c59e82b70e0c3bc1db09b574ecdb96c26c78b86963f17b83c1f2a,2330852,EXACT
artifacts/07_models/H06/H06_robust_gap_exact_common_models.rds,149f9f8ea31e3f0de1bcd3107d491abf211494ad265a71701c58bca133412e43,5523960,149f9f8ea31e3f0de1bcd3107d491abf211494ad265a71701c58bca133412e43,5523960,EXACT
artifacts/07_models/H06/H06_robust_influence_deletions.rds,070f8ecc063419c33f2051c3a9db8a015d8c546841de0e6e1170b768c4a5a791,3208,070f8ecc063419c33f2051c3a9db8a015d8c546841de0e6e1170b768c4a5a791,3208,EXACT
artifacts/07_models/H06/H06_robust_model_manifest.csv,efe52927a2382bf61d28b55f1d4fef1f221f91d715c8ae72e47a3c999a7daa3c,22516,efe52927a2382bf61d28b55f1d4fef1f221f91d715c8ae72e47a3c999a7daa3c,22516,EXACT
artifacts/07_models/H06/H06_robust_p18_models.rds,6aabc1aea107b44193c41bb8b516615bbd67d7bdcf504c0f0cae7bf25a8bf3f7,7394852,6aabc1aea107b44193c41bb8b516615bbd67d7bdcf504c0f0cae7bf25a8bf3f7,7394852,EXACT
artifacts/07_models/H06/H06_sensitivity_model_manifest.csv,13cb2cbbfb1b2c7d6b1fbd856c44fb84110dbf8ee0af228512fe1d17b3009f52,5630,13cb2cbbfb1b2c7d6b1fbd856c44fb84110dbf8ee0af228512fe1d17b3009f52,5630,EXACT
artifacts/07_models/H06/H06_v0_scaffold_pilot_models.rds,0ebbdbc94eea4bf79ca76c1856779af4e552f0dbbad2ccce935bb80e25a04589,198688992,0ebbdbc94eea4bf79ca76c1856779af4e552f0dbbad2ccce935bb80e25a04589,198688992,EXACT
artifacts/07_models/H06/H06_weekday_weekend_sensitivity.rds,6cebb04e2bfe1ed93ac180cc1584b8801e170531d47e6237c580cf9da88f06ee,2034692,6cebb04e2bfe1ed93ac180cc1584b8801e170531d47e6237c580cf9da88f06ee,2034692,EXACT
artifacts/07_models/H06/gap_timing_unaware__chest__all_available__core_bundle.rds,fc4d3ca300af062c10df5f921d6ab80d87faac0bd668f8c8a4c174cd17c46ea3,5197248,fc4d3ca300af062c10df5f921d6ab80d87faac0bd668f8c8a4c174cd17c46ea3,5197248,EXACT
artifacts/07_models/H06/gap_timing_unaware__glasses__all_available__core_bundle.rds,47d035ebfb84a026afcc75654e9dcdc872db7c290eebe50a4d32beaafb828460,15824388,47d035ebfb84a026afcc75654e9dcdc872db7c290eebe50a4d32beaafb828460,15824388,EXACT
artifacts/07_models/H06/main__chest__all_available__core_bundle.rds,9c7c5e44fc166874b4d357169bfd647279d98cd299cc8a984aaed7a0c0812524,4724204,9c7c5e44fc166874b4d357169bfd647279d98cd299cc8a984aaed7a0c0812524,4724204,EXACT
artifacts/07_models/H06/main__chest__paired_common__core_bundle.rds,ea9994ed8d354b7b85e5f6bda91efd79afdff3fe1b801a113a45679317113a7b,3124796,ea9994ed8d354b7b85e5f6bda91efd79afdff3fe1b801a113a45679317113a7b,3124796,EXACT
artifacts/07_models/H06/main__glasses__all_available__core_bundle.rds,4b208fd8db0483fa005998b6f27897ae29c4b54f7c42a3fd65c35128073bd928,15858072,4b208fd8db0483fa005998b6f27897ae29c4b54f7c42a3fd65c35128073bd928,15858072,EXACT
artifacts/07_models/H06/main__glasses__paired_common__core_bundle.rds,d9d367310d16f55a56740b214614b752d03fedd9d98f04317a167e3ff077b121,3116112,d9d367310d16f55a56740b214614b752d03fedd9d98f04317a167e3ff077b121,3116112,EXACT
artifacts/08_diagnostics/H06/H06_DHARMa_100_simulations.csv,aa71533f8229a3e6baa283d73a708f2a1463ddbdfeb857bb4cfbd7659ce4303a,628,aa71533f8229a3e6baa283d73a708f2a1463ddbdfeb857bb4cfbd7659ce4303a,628,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_gamm_diagnostics.csv,54d77fb7f44992e3da2e2339dac22ef8f17614c754764c928a91919e54050a59,505,54d77fb7f44992e3da2e2339dac22ef8f17614c754764c928a91919e54050a59,505,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_calibration_summary.csv,8e6bf4222fd2fe9dfd915f9b4bcc000e99c84be8b0573a9e28a52422ae2adb55,505,8e6bf4222fd2fe9dfd915f9b4bcc000e99c84be8b0573a9e28a52422ae2adb55,505,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_concurvity.csv,d9fba9b64c6d40e605afb6d5930356e2a79ad7ad086db9e125b49ac345211f01,6780,d9fba9b64c6d40e605afb6d5930356e2a79ad7ad086db9e125b49ac345211f01,6780,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_cyclic_closure.csv,a37c5840804fc42ea11bf73b67ae995b212cc433ca8d47dbe551413be62c6cd2,645,a37c5840804fc42ea11bf73b67ae995b212cc433ca8d47dbe551413be62c6cd2,645,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_fit_summary.csv,4394afd0406a4b69bcb160b270a128b9ccf8d3922239b1e41eadb7839e20c69f,3333,4394afd0406a4b69bcb160b270a128b9ccf8d3922239b1e41eadb7839e20c69f,3333,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_fitted_decile_calibration.csv,8df44ab03c28b2e76cce67de17a4472c4c6104332fed0716318db80bab54c265,4232,8df44ab03c28b2e76cce67de17a4472c4c6104332fed0716318db80bab54c265,4232,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_k_check.csv,dd81b661337df1281b932fafbf84f44c98640466c4010b4614687941afdec1de,2435,dd81b661337df1281b932fafbf84f44c98640466c4010b4614687941afdec1de,2435,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_k_sensitivity.csv,41c829cdc4ba8d3a97add451996c388433485c279bea789f917ee4ee1fdd31ca,558,41c829cdc4ba8d3a97add451996c388433485c279bea789f917ee4ee1fdd31ca,558,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_parametric.csv,6caf6d39462f9a4882f4c902482ec1f6cfb4566f8373f5775c2852a1cb07cd75,6399,6caf6d39462f9a4882f4c902482ec1f6cfb4566f8373f5775c2852a1cb07cd75,6399,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_per_sequence_residual_lag.csv,d3a42aa2b98bb175ab348796475d2ed978a7f8ff296dfbd701804baf9a970cd5,731125,d3a42aa2b98bb175ab348796475d2ed978a7f8ff296dfbd701804baf9a970cd5,731125,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_residual_distribution.csv,7b860c074c7edfd592ef756c27c00e67deb16f932c1646109fc69ade8d763d5f,2182,7b860c074c7edfd592ef756c27c00e67deb16f932c1646109fc69ade8d763d5f,2182,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_residual_summary.csv,06fa194a7c4f5274479a8128e2be7c44903af7180dc37f2ccb54276e1e252803,969,06fa194a7c4f5274479a8128e2be7c44903af7180dc37f2ccb54276e1e252803,969,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_response_distribution.csv,0c627b2c55c1024ac8d902c4aa44d128ab252ab8e6216cab782a884b80c7a435,393,0c627b2c55c1024ac8d902c4aa44d128ab252ab8e6216cab782a884b80c7a435,393,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_smooths.csv,b1131e78df5c27c7d91c23f7add2d11ab63e6a8b08dfcbdaadb1c7964acff796,2547,b1131e78df5c27c7d91c23f7add2d11ab63e6a8b08dfcbdaadb1c7964acff796,2547,EXACT
artifacts/08_diagnostics/H06/H06_exploratory_two_part_variance_components.csv,c1fe7f8ffa3c7c671dfab56f5ba26edf28526d377ba93cb8ad17a9d44c6164d3,1530,c1fe7f8ffa3c7c671dfab56f5ba26edf28526d377ba93cb8ad17a9d44c6164d3,1530,EXACT
artifacts/08_diagnostics/H06/H06_extreme_exploratory_records.csv,b50b6507ef34c096187acccccb9122e842a323ced8d19c04a4956c285b266355,984,b50b6507ef34c096187acccccb9122e842a323ced8d19c04a4956c285b266355,984,EXACT
artifacts/08_diagnostics/H06/H06_gaussian_log10_diagnostics.csv,64055d5f9e11ed3912d6ba353f3f40472e6d40cd60ee44f7115a7ba4b4b25ffe,548,64055d5f9e11ed3912d6ba353f3f40472e6d40cd60ee44f7115a7ba4b4b25ffe,548,EXACT
artifacts/08_diagnostics/H06/H06_gaussian_log10_residuals_by_clock.csv,cfb1e9ed5a5801380041bfb05bbacb8dea70f589222e53e7a3f43ac1b1236ae3,167886,cfb1e9ed5a5801380041bfb05bbacb8dea70f589222e53e7a3f43ac1b1236ae3,167886,EXACT
artifacts/08_diagnostics/H06/H06_gaussian_log10_temporal_summary.csv,6b52401eb1e314bb4cb7ce516a085b2ee6fe470398c1d669e1b5d52feb9e7cc8,471,6b52401eb1e314bb4cb7ce516a085b2ee6fe470398c1d669e1b5d52feb9e7cc8,471,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_calibration.csv,7f731f9e634092f37b387c6e1551b425e4353903c292d133612a23f964aa5002,6627,7f731f9e634092f37b387c6e1551b425e4353903c292d133612a23f964aa5002,6627,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_cluster_influence.csv,e74298064c8421ab328b8e9cd5e40d80d23655070a95b56d50feb1c77f62f32f,100878,e74298064c8421ab328b8e9cd5e40d80d23655070a95b56d50feb1c77f62f32f,100878,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_covariance.csv,ee0a4d86fa04d63d8ba2f3887fa8965e925415bf2ccfd939e009b14a1ed4396f,1756,ee0a4d86fa04d63d8ba2f3887fa8965e925415bf2ccfd939e009b14a1ed4396f,1756,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_fit_diagnostics.csv,7f69b5273311a7337b9fc8fa6752a3812fde020fef31316ff480e3889e3d416c,2673,7f69b5273311a7337b9fc8fa6752a3812fde020fef31316ff480e3889e3d416c,2673,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_mean_structure_gate.csv,05448e577e564b5169407800a33b20ed3ee0e6271773f5fb260652e707c473e6,992,05448e577e564b5169407800a33b20ed3ee0e6271773f5fb260652e707c473e6,992,EXACT
artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_power_sensitivity.csv,ccab7a502c5992d98ab9c4bf3d83a60315ae3e4c2e3875b6a717988e03c0ea7e,1112,ccab7a502c5992d98ab9c4bf3d83a60315ae3e4c2e3875b6a717988e03c0ea7e,1112,EXACT
