run_id,placement,scenario_id,working_power,formula,observations,participants,participant_days,sites,iterations,converged,design_columns,design_rank,full_rank,aliased_coefficients,finite_coefficients,covariance_finite,covariance_positive_definite,covariance_minimum_eigenvalue,covariance_condition_number,dispersion,exact_zero_hours,exact_zero_fraction,fitted_minimum,fitted_median,fitted_maximum,pearson_mean,pearson_sd,pearson_q01,pearson_q99,deviance_mean,residual_fitted_spearman,absolute_residual_fitted_spearman,residual_lag1_correlation,residual_lag1_pairs,maximum_cluster_score_share,maximum_cluster_leverage_share,fit_warnings,covariance_warnings
power_1_30__near_eye,Near-eye,working_power_1_30,1.3,geo_medi_1h ~ site + light_source,17935,140,801,9,8,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.0018961198861026764,152.6258252542353,308.8750586334283,4977,0.2775020908837469,1.378072304089693,79.62909557763443,1984.6970891170035,0.01147778340589318,17.567974108824128,-12.378806810860564,53.56685440296469,-2.7429549428044084,-0.4231032865339017,0.6611207495151179,0.4690603720664194,16757,0.34306459456394245,0.015262720521886965,,
power_1_30__chest,Chest,working_power_1_30,1.3,geo_medi_1h ~ site + light_source,19512,151,880,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.001350952505512947,191.34213558920874,783.2667131778894,5409,0.2772140221402214,2.0789605036097796,78.64305243532203,2745.6787228966355,0.0885143358470366,27.977413009161307,-12.660993308637432,59.74792947984871,-2.990734751613138,-0.44428053449861254,0.6724620086361329,0.5626492159435168,18243,0.14151702442415104,0.01603247278158671,,
power_1_80__near_eye,Near-eye,working_power_1_80,1.8,geo_medi_1h ~ site + light_source,17935,140,801,9,27,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.0017088000242739178,163.0211971328495,47.14397810018078,4977,0.2775020908837469,1.136850391401017,80.75753276915816,2115.348753605639,-0.00154178062045197,6.863465076694606,-2.025942107111505,17.351294142568925,-1.808108086968542,-0.21230375154243958,0.34232051325222995,0.44842495647894615,16757,0.22325324854786038,0.016581139797173433,,
power_1_80__chest,Chest,working_power_1_80,1.8,geo_medi_1h ~ site + light_source,19512,151,880,8,62,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0012541353654084086,171.7951289101783,137.22913716458805,5409,0.2772140221402214,1.9611814105667131,70.38043382735901,2477.8718719598437,-0.0014063352824030192,11.710580497088118,-2.042905512159567,17.744169883760133,-1.9296815146655728,-0.23535435334324048,0.370844123338315,0.6196419722810177,18243,0.7530692665794866,0.015160873808548242,,
mundlak__near_eye,Near-eye,mundlak_within_between,1.539919,geo_medi_1h ~ site + light_source + between_source_1 + between_source_2 +      between_source_3 + between_source_4 + between_source_5 +      between_source_6,17935,140,801,9,9,TRUE,21,21,TRUE,0,TRUE,TRUE,TRUE,0.0013184487748030122,4445.161248211245,109.80180431307686,4977,0.2775020908837469,1.1784672036600978,83.45816043679194,2464.3220426489165,0.0013170103815309836,10.472784473480328,-5.041937772386006,29.5901797592347,-2.0368505085091915,-0.3522963606824516,0.5454566030645027,0.49246385170336304,16757,0.313333826327743,0.02020352924162584,,
mundlak__chest,Chest,mundlak_within_between,1.539919,geo_medi_1h ~ site + light_source + between_source_1 + between_source_2 +      between_source_3 + between_source_4 + between_source_5 +      between_source_6,19512,151,880,8,12,TRUE,20,20,TRUE,0,TRUE,TRUE,TRUE,0.0011589190803270926,6731.459108528886,308.1091785835512,5409,0.2772140221402214,2.025607116229602,71.59864446604159,3277.75198600437,0.008887892737407716,17.54448931571844,-5.240673269034583,30.134746020825467,-2.218458541703257,-0.37146523948557386,0.5649357916664282,0.6010155861519832,18243,0.3842150569122832,0.022110674621676717,,
influence__Chest__site__BAUA,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,17014,132,772,7,12,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0013398510842974692,203.1748561758006,342.54544006281435,4655,0.27359821323615846,2.6200368863301957,76.2882892763921,2222.2880055911032,0.014600072759231279,18.501442517674516,-5.038549949509673,30.162303704525435,-2.2109321318410835,-0.35623316325828513,0.541506484910753,0.6197928106124112,15896,0.3986386207840048,0.01875495450185095,,
influence__Chest__site__FUSPCEU,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,16999,129,758,7,11,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.001337390053055599,200.2234580538359,352.7264360558388,4566,0.26860403553150186,2.671393657836589,68.62159995262245,2418.816288833329,0.013672337278503865,18.77434648352056,-5.287164259082653,32.49125749748055,-2.2711763636262203,-0.37004014123690954,0.564843928234385,0.6111038225469966,15888,0.36931782778646205,0.017562135889172586,,
influence__Chest__site__IZTECH,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,17274,135,784,7,12,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0014535404605508506,194.7396401740659,385.36688884070713,4847,0.2805951140442283,2.7691027915704645,75.40007351065299,2271.8234300385557,0.01578850081323307,19.623909882286405,-5.224272404403011,32.395652669361866,-2.3420357810588905,-0.3832338321808303,0.5785238871656998,0.6193860835819337,16137,0.3742759908342594,0.018245140427353725,,
influence__Chest__site__KNUST,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,17581,136,796,7,10,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,5.617783604401452e-4,459.98747230316667,116.34842347945721,4764,0.27097434730675163,1.3388843256922227,74.1887728512635,2438.4223571618577,0.0022233630212474408,10.782807775047765,-5.306209022891616,33.31269729407511,-2.127950447461338,-0.3902471482714414,0.5747635184548164,0.3980204209335448,16459,0.0978988037689112,0.017821669863261953,,
influence__Chest__site__RISE,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,17268,135,784,7,11,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0012918732487509962,198.90262683390822,324.7620804076525,4750,0.2750752837618717,2.702719227098038,79.56345060611287,1558.36141326974,0.004013900841790676,18.014868734424546,-4.990406295302887,30.757170988491282,-2.2176857290717433,-0.3562885597596703,0.5525909907919406,0.6203401167492535,16130,0.41492329315774573,0.018812089683867737,,
influence__Chest__site__THUAS,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,17511,136,789,7,11,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0014134555688071345,182.16996537653654,336.03021427822966,4840,0.2763976928787619,2.6980247437835803,73.0030014875685,2320.990267248525,0.013207601490316774,18.324804512975103,-5.159222033977821,31.696496658222188,-2.238367615244519,-0.36841472233059264,0.558331389187507,0.6165595896090795,16374,0.3616301253606586,0.017713692714108595,,
influence__Chest__site__TUM,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,18122,141,820,7,12,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0011812142106491467,268.8778945015145,396.8660203851838,5047,0.2785012691755877,2.1959930803583494,74.29949013516091,2377.028175183191,0.018398142830961674,19.914860923142506,-5.237458837111968,31.072887311292305,-2.1837707394012944,-0.38312449754457273,0.5733093220939209,0.6226825948526523,16943,0.4420897459074032,0.015625017808042194,,
influence__Chest__site__UCR,Chest,delete_site,1.539919,geo_medi_1h ~ site + light_source,14815,113,657,7,11,TRUE,13,13,TRUE,0,TRUE,TRUE,TRUE,0.0022317237848497678,120.91677461724747,385.69488400792915,4394,0.29659129260884237,2.8401662843939026,73.55290802804267,2366.8399681501437,0.020515755277458143,19.63111577046631,-5.312105297201765,31.822414395941813,-2.3656977591857085,-0.3927983895007815,0.572948833095935,0.6142691161833118,13874,0.3672276424611464,0.019581825898258267,,
influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,15564,122,697,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0017912137446867385,157.17805651390643,101.47908024133169,4341,0.2789128758673863,1.4215872931610447,74.43407168751556,1803.7275402519635,-0.0046751691926397755,10.069470284814045,-4.938022885678311,28.5955778316953,-1.9990852874384355,-0.3361662858823481,0.5394726615144931,0.4480816246856439,14535,0.08032871360669601,0.01745925209210475,,
influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,15382,117,676,8,8,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.001961694878157199,165.13101800176088,111.31559422468303,4134,0.2687556884670394,1.2544809894244005,65.01804861130246,1874.9640673081333,-0.005000910717035961,10.546144977379054,-5.302859663632648,31.437274035133193,-2.0514755372462528,-0.3659478484076861,0.5567420549518086,0.47231155319002055,14367,0.3596080341234025,0.017509639759731715,,
influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,15720,124,706,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0024024269935587774,130.98842480878506,119.59058565361873,4421,0.28123409669211197,1.3120410559471831,91.22676163170672,1746.903072426044,-0.00270149873115778,10.931220205290238,-5.191043278093564,32.03065949957263,-2.1407249305020226,-0.37214464626583793,0.5663089759637007,0.4860240167337888,14672,0.34283572802311385,0.0173294086974854,,
influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,16074,125,720,8,8,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0019072095594568246,285.39964841994805,110.47605275555516,4276,0.26601965907676994,1.7121798317619321,88.28913581657903,1780.1184589253432,-8.542380733365872e-4,10.506494890049925,-5.209229552077673,31.13985825234128,-2.066594445190033,-0.34726441271021224,0.5336937016077326,0.4860829716980342,15036,0.3640281471281886,0.01727367198144974,,
influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,14511,114,651,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0019420581889822944,98.94408849830496,119.27308384278415,4098,0.2824064502790986,1.38975618019619,93.54977068859802,1779.456194012026,-9.918031361111181e-4,10.916325335705134,-5.233402919310214,30.85131979505174,-2.1085084477349416,-0.36188027905510506,0.5511280703848461,0.47644852786222525,13564,0.4021457527950677,0.018097218518234447,,
influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,16119,127,723,8,8,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0019081697389189346,148.77576184116,101.87357230050051,4466,0.2770643340157578,1.4041086980699327,74.31315809288083,1438.830011745659,-0.007388764689572535,10.089158101554123,-4.949100914631258,30.877325141674422,-2.041485234203933,-0.3595160958771536,0.5535648889759013,0.5203205084327478,15051,0.36606727488302954,0.017542330865216147,,
influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,16288,127,725,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0019462450407612326,147.12672858106154,108.15501709281592,4528,0.2779960707269155,1.414511628831804,70.75654160065592,1786.2436981573035,-0.003676935627466842,10.39560633604088,-4.983508373696788,29.859907428208402,-2.041455511752212,-0.35390977043959293,0.5493522871717257,0.4860277440185035,15225,0.3537517013881168,0.017485569005774776,,
influence__Near-eye__site__TUM,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,16545,130,741,8,8,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0016581557397613853,183.82226734438265,100.85470473395374,4683,0.2830462375339982,0.9966447961986189,71.85790157704011,1813.5923787136119,0.0016346841079028717,10.03869604487291,-5.161344470075623,30.431117180013697,-2.000834459342446,-0.3691211624398346,0.569932274806396,0.40716869963111013,15457,0.383726002622072,0.017358814121002646,,
influence__Near-eye__site__UCR,Near-eye,delete_site,1.539919,geo_medi_1h ~ site + light_source,17277,134,769,8,9,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0019617556961007477,144.9064084001243,112.64189347522468,4869,0.2818197603750651,1.322291182908268,82.20379054239176,1780.162005522126,-0.0031245951859797355,10.60929191551543,-5.173339580296872,31.262556279524794,-2.090125975385552,-0.3612252821696003,0.5562400592565924,0.4795149175884182,16149,0.3389378719589745,0.01610262270663498,,
influence__Near-eye__participant__BAUA.BAUA_S012,Near-eye,delete_participant,1.539919,geo_medi_1h ~ site + light_source,17805,139,795,9,9,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.0016344441180070287,171.39305486852348,98.6948453465629,4953,0.27818028643639425,1.3341263803035956,81.27176461429315,1829.9497824391947,-0.004261996253864367,9.930617995203177,-4.966550083715,29.871533105930236,-2.0052937357777973,-0.3428290266789976,0.5442010252696384,0.45273786773869396,16636,0.06830689129988272,0.015925481355356035,,
influence__Near-eye__participant__KNUST.KNUST_S013,Near-eye,delete_participant,1.539919,geo_medi_1h ~ site + light_source,17793,139,795,9,8,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.001564609114046975,180.63060292625931,107.83033687911463,4928,0.27696285055920866,1.1657341157513963,79.30430527048901,1797.3593730437478,-0.004110077400054996,10.380034553981098,-5.1675536341237125,31.04507945016311,-2.052591412186814,-0.3564846483409593,0.5537493746501277,0.47541799891882874,16622,0.35113689568096573,0.015990128413507776,,
influence__Near-eye__participant__TUM.TUM_S008,Near-eye,delete_participant,1.539919,geo_medi_1h ~ site + light_source,17803,139,795,9,9,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.0016008015500977564,190.93423272944048,108.91414725556037,4960,0.2786047295399652,1.3898439224973216,76.76123883957354,1787.5905470402784,-4.908324979421635e-5,10.43208649682732,-5.105556401287884,30.170814277736486,-2.0395619672709207,-0.35736763790411813,0.5519663468978904,0.5183890218784009,16637,0.34677397144780636,0.016103108884149297,,
influence__Near-eye__participant__RISE.RISE_S012,Near-eye,delete_participant,1.539919,geo_medi_1h ~ site + light_source,17767,139,794,9,8,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.0016873580125933937,167.28103479773247,108.3870183276708,4910,0.2763550402431474,1.353838511853459,78.32936446329536,1567.6658499163098,-0.004997632557738891,10.40678723679713,-5.086032709491361,30.821663561438207,-2.048328055761726,-0.35241323976485306,0.552626752897581,0.476399966426207,16596,0.3438278121075499,0.01603319051380436,,
influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,geo_medi_1h ~ site + light_source,17818,139,796,9,8,TRUE,15,15,TRUE,0,TRUE,TRUE,TRUE,0.001775579033138652,165.13313654042605,108.61567892865811,4954,0.27803344932091145,1.3474308749932222,78.46074886883397,1731.548993375487,-0.0027047624325153134,10.417771649935391,-5.10917592712477,30.569171420300535,-2.0527534267629797,-0.35575138355040453,0.5502602524835569,0.48189576491474545,16646,0.3433747710554111,0.016015975768101712,,
influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,geo_medi_1h ~ site + light_source,19420,150,876,8,10,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0012515717185494087,176.74166533067768,118.14937120765055,5376,0.2768280123583934,1.1226739720496124,77.12021904039656,2371.055220012525,0.006451293382786721,10.866011562244115,-5.272674468913458,32.129115619596185,-2.1322336286165187,-0.3958444411050927,0.5786393916953636,0.36537867618671616,18159,0.10519600601081375,0.01627976986423296,,
influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,geo_medi_1h ~ site + light_source,19370,150,874,8,11,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0012497071317807244,191.21950724210424,340.19930205169055,5366,0.2770263293753227,2.455303309741483,76.16290522757102,1927.9277513014108,0.009318456537635165,18.43826526100528,-5.165421742828838,31.158669868818606,-2.236739380674929,-0.3692672658292776,0.561429362369025,0.6141079433258533,18108,0.4049321409185988,0.016159474039102013,,
influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,geo_medi_1h ~ site + light_source,19380,150,874,8,11,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0012106693785908945,315.2746204483823,330.59726221187464,5388,0.27801857585139317,2.510525063600483,72.55799135131036,2323.4800871342013,0.01564653408917335,18.176186219484197,-5.205753608391481,31.6179541480193,-2.219722655908175,-0.3751953963067567,0.5646935191256381,0.6124549037906026,18123,0.3978347484440183,0.016445524734870404,,
influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,geo_medi_1h ~ site + light_source,19372,150,874,8,12,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.0012613814769269276,194.98078403486838,350.95930035907116,5378,0.277617179434235,2.379454307055405,75.365635170082,2243.051089131643,0.012403057668981856,18.7276102954265,-5.085695387363403,31.185312512888544,-2.2432496080474724,-0.37676617434466064,0.5619011927481873,0.6158457909073808,18110,0.4040857282355651,0.016102527540508577,,
influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,geo_medi_1h ~ site + light_source,19344,150,873,8,11,TRUE,14,14,TRUE,0,TRUE,TRUE,TRUE,0.001259098930820717,188.8698161961034,343.0089732542012,5342,0.2761579818031431,2.4477791991025906,76.07380145470034,2050.0716793199376,0.010503913366182477,18.51423912620535,-5.189971012432077,31.59876700666271,-2.237187798623701,-0.3693742454699787,0.5615872183573933,0.6141456452626196,18082,0.39537992896709373,0.016405097195924808,,
