path,sha256,bytes,role,producer,r_version,integration_status
artifacts/09_tables/H01/stage3/H01_stage3_paired_placement.csv,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv,0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00,5598,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv,f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74,53100,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/stage3/H01_stage3_r2.csv,6a8706e857afbb50068faed404a830954c2ee9da18d1813eee75109967541f5e,153387,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/stage3/H01_stage3_scope_sensitivity.csv,af8f01454ef483286be8b8a35d3ed80be911553879b2b9da086e2afd613696f7,39562,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png,47b3e49b4f484c6112b784d1c544eb846b8987e8dbb914a997da943245e8094a,232327,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.svg,d4a48eff12717441ed6806befe658cc6a55c8219b48a4c94c949e117d9a67047,77458,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png,e54eb00b33529e46ccf4d782593917035162c166f0b5a1ccd0787e4bd62fce7a,890511,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.svg,e0aa673518c290c565ba492ee85c53a7c27ddab241c54007aa7e4eb4f12be772,111577,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png,f8503fa9cdddb864afab0d4d623941ba49d180dc83846245b5f686bcbfa37940,603885,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.svg,1440c3cee2d4081707bcf2e75de1ea125e206e97bb056d95d024989434daa67f,74235,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv,cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0,96013,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv,596f1c6654e6a00ed25f3feda052ee4fb42bb69991270d48bf6092e59b5ffdb4,76571,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/12_manifests/H01_reporting_artifacts.csv,79e68e3676e7862e596495584e4bd8900b9bffd7f1778a8cfcbe2eef696baa79,11054,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,12599e3b307bba9aa042697fe304e68a95cdf161fa9d297197f00abfb3bb0ada,22735,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/02_implementation_and_v0_comparison.qmd,c5edcecf7e6288eae47eb19b71d8e6fd7a0a072a3fd2eb34c264577f943f0eb2,38409,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/H01_analysis_preparation.qmd,85d51304a3a5808efa6ec4cf7bded79a07a31ff639a6643ec49be67fb8ed6dcc,52259,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_integration_summary.csv,b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda,393,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv,f3755db338695515564bc3b60e4321bf4139eb0dffacab4ece7a86718cffb77d,18569,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_reporting_non_l10_baseline.csv,4765d51d6ca975fb42b1b6b914a91290fd57a83cc29927d3b84d3122329e4812,3493,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_figure_readability_qa.md,424b879f593d502d8634c65f98f22ef649b2632001ac116d28447ea022f1200e,1474,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_reporting_integration_incident.md,b4dec88642955666000352c55ecfb6c31ccd160ceffa9b3f47d0e36ce4f0b09a,1561,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_reporting_integration_summary.csv,202a8dd7b29308d1411b3b13b15f19ebf073b1f548ffaf78c094161d294dce06,427,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
notebooks/hypotheses/H01.qmd,6a9c81d63e6b8b8ab67aa6886fe1bde36712f54f05b438a3298331eec92b8ed8,85886,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b,61648,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
tests/hypotheses/H01/test_h01_l10_METRIC011_production.R,f703d553f073799beea6f6cd28f5aa88eeebb8ee02abf17ca5619c1c59946f8f,7149,H01 METRIC-011 verified reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
