run_id,metric_id,comparison_id,old_p_raw,old_p_adjusted,old_family_rank,old_family_status,metric_order,family_id,new_p_raw,new_p_adjusted,new_family_rank,new_family_status,raw_p_delta,adjusted_p_delta,old_supported,new_supported,support_changed,raw_p_unchanged_for_non_l10
main__chest__all_available,duration_above_1000,site_full_vs_latitude_full,0.00974066734924532,0.01839903832635227,9,COMPLETE,6,H01-F4-site-latitude-adequacy,0.00974066734924532,0.01839903832635227,9,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_above_250_wake,site_full_vs_no_site,9.221650183310842e-4,0.00156768053116284,10,COMPLETE,7,H01-F1-site,9.221650183310842e-4,0.0015676805311628432,10,COMPLETE,0,3.2526065174565133e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_above_250_wake,site_full_vs_no_photoperiod,4.919689224284537e-5,1.393911946880619e-4,6,COMPLETE,7,H01-F2-photoperiod,4.919689224284537e-5,1.393911946880619e-4,6,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_above_250_wake,latitude_full_vs_no_latitude,0.9101462073298738,0.9101462073298738,17,COMPLETE,7,H01-F3-latitude,0.9101462073298738,0.9101462073298738,17,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,duration_above_250_wake,site_full_vs_latitude_full,4.2088981390243186e-4,0.00102216097662019,7,COMPLETE,7,H01-F4-site-latitude-adequacy,4.2088981390243186e-4,0.0010221609766201917,7,COMPLETE,0,1.734723475976807e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_below_10_pre_sleep,site_full_vs_no_site,0.16867779072908068,0.17922015264964822,16,COMPLETE,8,H01-F1-site,0.16867779072908068,0.17922015264964822,16,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,duration_below_10_pre_sleep,site_full_vs_no_photoperiod,0.01009602478507273,0.01560294739511241,11,COMPLETE,8,H01-F2-photoperiod,0.01009602478507273,0.0156029473951124,11,COMPLETE,0,-1.0408340855860843e-17,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_below_10_pre_sleep,latitude_full_vs_no_latitude,0.5908638167636066,0.6692908886157275,15,COMPLETE,8,H01-F3-latitude,0.5908638167636066,0.6692908886157275,15,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,duration_below_10_pre_sleep,site_full_vs_latitude_full,0.12137796087309652,0.14738752391733148,14,COMPLETE,8,H01-F4-site-latitude-adequacy,0.12137796087309652,0.14738752391733148,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,duration_below_1_sleep_environment,site_full_vs_no_site,7.542502196185665e-4,0.00142469485927951,9,COMPLETE,9,H01-F1-site,7.542502196185665e-4,0.0014246948592795145,9,COMPLETE,0,4.553649124439119e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_below_1_sleep_environment,site_full_vs_no_photoperiod,0.11097749330828592,0.13475838473149004,14,COMPLETE,9,H01-F2-photoperiod,0.11097749330828592,0.13475838473149004,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,duration_below_1_sleep_environment,latitude_full_vs_no_latitude,0.00143346652537979,0.00304611636643206,8,COMPLETE,9,H01-F3-latitude,0.00143346652537979,0.0030461163664320537,8,COMPLETE,0,-6.071532165918825e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,duration_below_1_sleep_environment,site_full_vs_latitude_full,0.02143550516149386,0.03312759888594505,11,COMPLETE,9,H01-F4-site-latitude-adequacy,0.02143550516149386,0.033127598885945055,11,COMPLETE,0,6.938893903907228e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,longest_bout_above_250,site_full_vs_no_site,0.1269006984582105,0.15409370527068417,14,COMPLETE,10,H01-F1-site,0.1269006984582105,0.15409370527068417,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,longest_bout_above_250,site_full_vs_no_photoperiod,2.0474093822735935e-4,4.972279928378727e-4,7,COMPLETE,10,H01-F2-photoperiod,2.0474093822735935e-4,4.972279928378727e-4,7,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,longest_bout_above_250,latitude_full_vs_no_latitude,0.14745896619714613,0.2506802425351484,10,COMPLETE,10,H01-F3-latitude,0.14745896619714613,0.2506802425351484,10,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,longest_bout_above_250,site_full_vs_latitude_full,0.16366603557146123,0.1754472458792406,15,COMPLETE,10,H01-F4-site-latitude-adequacy,0.16366603557146123,0.1754472458792406,15,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,m10_midpoint,site_full_vs_no_site,2.616523042487036e-11,2.2240445861139802e-10,2,COMPLETE,11,H01-F1-site,2.616523042487036e-11,2.2240445861139804e-10,2,COMPLETE,0,2.5849394142282115e-26,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,m10_midpoint,site_full_vs_no_photoperiod,0.31120841312088354,0.3306589389409388,16,COMPLETE,11,H01-F2-photoperiod,0.31120841312088354,0.3306589389409388,16,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,m10_midpoint,latitude_full_vs_no_latitude,3.6966579761168933e-9,3.142159279699359e-8,2,COMPLETE,11,H01-F3-latitude,3.6966579761168933e-9,3.142159279699359e-8,2,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,m10_midpoint,site_full_vs_latitude_full,6.0177717703780795e-5,3.410070669880912e-4,3,COMPLETE,11,H01-F4-site-latitude-adequacy,6.0177717703780795e-5,3.410070669880912e-4,3,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,l10_midpoint,site_full_vs_no_site,1.9580484537939143e-8,8.321705928624135e-8,4,COMPLETE,12,H01-F1-site,1.9580484537939143e-8,8.321705928624136e-8,4,COMPLETE,0,1.3234889800848443e-23,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,l10_midpoint,site_full_vs_no_photoperiod,0.00860949556957918,0.0146361424682846,10,COMPLETE,12,H01-F2-photoperiod,0.00860949556957918,0.014636142468284607,10,COMPLETE,0,6.938893903907228e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,l10_midpoint,latitude_full_vs_no_latitude,2.185601586142718e-6,7.4310453928852435e-06,5,COMPLETE,12,H01-F3-latitude,2.185601586142718e-6,7.431045392885242e-6,5,COMPLETE,0,-1.6940658945086007e-21,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,l10_midpoint,site_full_vs_latitude_full,1.510576501591012e-4,6.419950131761801e-4,4,COMPLETE,12,H01-F4-site-latitude-adequacy,1.510576501591012e-4,6.419950131761801e-4,4,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mean_timing_above_250,site_full_vs_no_site,1.509018763206608e-20,2.5653318974512333e-19,1,COMPLETE,13,H01-F1-site,1.509018763206608e-20,2.5653318974512333e-19,1,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mean_timing_above_250,site_full_vs_no_photoperiod,0.01669336902744348,0.02364893945554494,12,COMPLETE,13,H01-F2-photoperiod,0.01669336902744348,0.023648939455544932,12,COMPLETE,0,-6.938893903907228e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mean_timing_above_250,latitude_full_vs_no_latitude,3.163566669910053e-16,5.378063338847091e-15,1,COMPLETE,13,H01-F3-latitude,3.163566669910053e-16,5.37806333884709e-15,1,COMPLETE,0,-7.888609052210118e-31,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mean_timing_above_250,site_full_vs_latitude_full,1.6327858404302582e-7,2.775735928731439e-6,1,COMPLETE,13,H01-F4-site-latitude-adequacy,1.6327858404302582e-7,2.775735928731439e-6,1,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,first_timing_above_250,site_full_vs_no_site,1.3711718388827862e-10,7.769973753669122e-10,3,COMPLETE,14,H01-F1-site,1.3711718388827862e-10,7.769973753669123e-10,3,COMPLETE,0,1.0339757656912846e-25,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,first_timing_above_250,site_full_vs_no_photoperiod,0.1832448781675547,0.2076775285898953,15,COMPLETE,14,H01-F2-photoperiod,0.1832448781675547,0.2076775285898953,15,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,first_timing_above_250,latitude_full_vs_no_latitude,8.470854145666886e-6,2.4000753412722845e-5,6,COMPLETE,14,H01-F3-latitude,8.470854145666886e-6,2.4000753412722845e-5,6,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,first_timing_above_250,site_full_vs_latitude_full,3.834248276877559e-7,3.259111035345925e-6,2,COMPLETE,14,H01-F4-site-latitude-adequacy,3.834248276877559e-7,3.259111035345925e-6,2,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,last_timing_above_250,site_full_vs_no_site,5.860447929258765e-7,1.9925522959479803e-6,5,COMPLETE,15,H01-F1-site,5.860447929258765e-7,1.9925522959479803e-6,5,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,last_timing_above_250,site_full_vs_no_photoperiod,6.7407204001397376e-6,3.8197415600791846e-5,3,COMPLETE,15,H01-F2-photoperiod,6.7407204001397376e-6,3.8197415600791846e-5,3,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,last_timing_above_250,latitude_full_vs_no_latitude,3.14070384835245e-8,1.779732180733055e-7,3,COMPLETE,15,H01-F3-latitude,3.14070384835245e-8,1.779732180733055e-7,3,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,last_timing_above_250,site_full_vs_latitude_full,0.0849877206356398,0.12039927090048971,12,COMPLETE,15,H01-F4-site-latitude-adequacy,0.0849877206356398,0.12039927090048971,12,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,dose_time_sensitive_corrected_medi,site_full_vs_no_site,0.01662463518551861,0.02173990755029356,13,COMPLETE,16,H01-F1-site,0.01662463518551861,0.021739907550293567,13,COMPLETE,0,6.938893903907228e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,dose_time_sensitive_corrected_medi,site_full_vs_no_photoperiod,7.507995073706664e-7,1.2763591625301327e-5,1,COMPLETE,16,H01-F2-photoperiod,7.507995073706664e-7,1.2763591625301327e-5,1,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,dose_time_sensitive_corrected_medi,latitude_full_vs_no_latitude,0.22018779153331888,0.3402902232787655,11,COMPLETE,16,H01-F3-latitude,0.22018779153331888,0.3402902232787655,11,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__all_available,dose_time_sensitive_corrected_medi,site_full_vs_latitude_full,0.01595113945059978,0.02711693706601962,10,COMPLETE,16,H01-F4-site-latitude-adequacy,0.01595113945059978,0.027116937066019624,10,COMPLETE,0,3.469446951953614e-18,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mder_ratio_of_integrals,site_full_vs_no_site,9.928637352012331e-7,2.813113916403494e-6,6,COMPLETE,17,H01-F1-site,9.928637352012331e-7,2.813113916403494e-6,6,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mder_ratio_of_integrals,site_full_vs_no_photoperiod,1.6405638689217687e-5,6.972396442917516e-5,4,COMPLETE,17,H01-F2-photoperiod,1.6405638689217687e-5,6.972396442917516e-5,4,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mder_ratio_of_integrals,latitude_full_vs_no_latitude,4.4899030335061233e-8,1.9082087892401026e-7,4,COMPLETE,17,H01-F3-latitude,4.4899030335061233e-8,1.9082087892401024e-7,4,COMPLETE,0,-2.6469779601696886e-23,TRUE,TRUE,FALSE,TRUE
main__chest__all_available,mder_ratio_of_integrals,site_full_vs_latitude_full,0.10111152169629271,0.13222275914130588,13,COMPLETE,17,H01-F4-site-latitude-adequacy,0.10111152169629271,0.13222275914130585,13,COMPLETE,0,-2.7755575615628914e-17,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,interdaily_stability,site_full_vs_no_site,,,,COMPLETE,1,H01-F1-site,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,interdaily_stability,site_full_vs_no_photoperiod,,,,COMPLETE,1,H01-F2-photoperiod,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,interdaily_stability,latitude_full_vs_no_latitude,,,,COMPLETE,1,H01-F3-latitude,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,interdaily_stability,site_full_vs_latitude_full,,,,COMPLETE,1,H01-F4-site-latitude-adequacy,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,intradaily_variability,site_full_vs_no_site,,,,COMPLETE,2,H01-F1-site,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,intradaily_variability,site_full_vs_no_photoperiod,,,,COMPLETE,2,H01-F2-photoperiod,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,intradaily_variability,latitude_full_vs_no_latitude,,,,COMPLETE,2,H01-F3-latitude,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,intradaily_variability,site_full_vs_latitude_full,,,,COMPLETE,2,H01-F4-site-latitude-adequacy,,,,COMPLETE,,,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,daily_geometric_mean_medi,site_full_vs_no_site,0.08897078203388625,0.11634640727508204,13,COMPLETE,3,H01-F1-site,0.08897078203388625,0.11634640727508203,13,COMPLETE,0,-1.3877787807814457e-17,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,daily_geometric_mean_medi,site_full_vs_no_photoperiod,8.76762660941015e-5,2.9312855855888873e-4,5,COMPLETE,3,H01-F2-photoperiod,8.76762660941015e-5,2.9312855855888873e-4,5,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,daily_geometric_mean_medi,latitude_full_vs_no_latitude,0.16058183794780953,0.2729891245112762,10,COMPLETE,3,H01-F3-latitude,0.16058183794780953,0.2729891245112762,10,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,daily_geometric_mean_medi,site_full_vs_latitude_full,0.108665827191788,0.15394325518836635,12,COMPLETE,3,H01-F4-site-latitude-adequacy,0.108665827191788,0.15394325518836632,12,COMPLETE,0,-2.7755575615628914e-17,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,m10_mean_medi,site_full_vs_no_site,0.03835059268805719,0.05926909779063383,11,COMPLETE,4,H01-F1-site,0.03835059268805719,0.059269097790633836,11,COMPLETE,0,6.938893903907228e-18,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,m10_mean_medi,site_full_vs_no_photoperiod,4.802350265830712e-4,0.00116628506455888,7,COMPLETE,4,H01-F2-photoperiod,4.802350265830712e-4,0.001166285064558887,7,COMPLETE,0,7.15573433840433e-18,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,m10_mean_medi,latitude_full_vs_no_latitude,0.00681419664330188,0.01930689048935534,6,COMPLETE,4,H01-F3-latitude,0.00681419664330188,0.019306890489355327,6,COMPLETE,0,-1.3877787807814457e-17,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,m10_mean_medi,site_full_vs_latitude_full,0.27701440098965896,0.3363746297731573,14,COMPLETE,4,H01-F4-site-latitude-adequacy,0.27701440098965896,0.3363746297731573,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,l10_mean_medi,site_full_vs_no_site,4.7673955022528927e-4,0.00162091447076598,5,COMPLETE,5,H01-F1-site,4.767395502251328e-4,0.0016209144707654516,5,COMPLETE,-1.564503734896583e-16,-5.284401388694349e-16,TRUE,TRUE,FALSE,
main__chest__paired_common_sample,l10_mean_medi,site_full_vs_no_photoperiod,0.00450316197074527,0.0078675107463254,9,COMPLETE,5,H01-F2-photoperiod,0.00450316197074329,0.0078675107463254,9,COMPLETE,-1.9801868478275253e-15,0,TRUE,TRUE,FALSE,
main__chest__paired_common_sample,l10_mean_medi,latitude_full_vs_no_latitude,0.04801181931859784,0.1020251160520204,8,COMPLETE,5,H01-F3-latitude,0.04801181931861004,0.10202511605204634,8,COMPLETE,1.2198575483068907e-14,2.593758541280522e-14,FALSE,FALSE,FALSE,
main__chest__paired_common_sample,l10_mean_medi,site_full_vs_latitude_full,0.00110277358788473,0.00539154630359397,3,COMPLETE,5,H01-F4-site-latitude-adequacy,0.00110277358788417,0.00539154630359395,3,COMPLETE,-5.600988423060116e-16,-1.9949319973733282e-17,TRUE,TRUE,FALSE,
main__chest__paired_common_sample,duration_above_1000,site_full_vs_no_site,0.01832214283816131,0.03893455353109279,8,COMPLETE,6,H01-F1-site,0.01832214283816131,0.038934553531092785,8,COMPLETE,0,-6.938893903907228e-18,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_1000,site_full_vs_no_photoperiod,2.052649894087274e-5,1.163168273316122e-4,3,COMPLETE,6,H01-F2-photoperiod,2.052649894087274e-5,1.1631682733161221e-4,3,COMPLETE,0,1.3552527156068805e-20,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_1000,latitude_full_vs_no_latitude,0.8721107759144481,1,14,COMPLETE,6,H01-F3-latitude,0.8721107759144481,1,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_1000,site_full_vs_latitude_full,0.00991306475747852,0.02407458583959069,7,COMPLETE,6,H01-F4-site-latitude-adequacy,0.00991306475747852,0.02407458583959069,7,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_250_wake,site_full_vs_no_site,8.609799766616525e-4,0.00243944326720801,6,COMPLETE,7,H01-F1-site,8.609799766616525e-4,0.0024394432672080156,6,COMPLETE,0,5.637851296924623e-18,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_250_wake,site_full_vs_no_photoperiod,1.034571383149019e-4,2.9312855855888873e-4,6,COMPLETE,7,H01-F2-photoperiod,1.034571383149019e-4,2.9312855855888873e-4,6,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_250_wake,latitude_full_vs_no_latitude,0.00182054664590684,0.00618985859608328,5,COMPLETE,7,H01-F3-latitude,0.00182054664590684,0.006189858596083256,5,COMPLETE,0,-2.42861286636753e-17,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_above_250_wake,site_full_vs_latitude_full,0.02050785855761315,0.03873706616438039,9,COMPLETE,7,H01-F4-site-latitude-adequacy,0.02050785855761315,0.03873706616438039,9,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_10_pre_sleep,site_full_vs_no_site,0.1592502881957406,0.19337534995197073,14,COMPLETE,8,H01-F1-site,0.1592502881957406,0.19337534995197073,14,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_10_pre_sleep,site_full_vs_no_photoperiod,0.00462794749783847,0.0078675107463254,10,COMPLETE,8,H01-F2-photoperiod,0.00462794749783847,0.0078675107463254,10,COMPLETE,0,0,TRUE,TRUE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_10_pre_sleep,latitude_full_vs_no_latitude,0.9935056504275148,1,15,COMPLETE,8,H01-F3-latitude,0.9935056504275148,1,15,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_10_pre_sleep,site_full_vs_latitude_full,0.10315088389926344,0.15394325518836635,11,COMPLETE,8,H01-F4-site-latitude-adequacy,0.10315088389926344,0.15394325518836632,11,COMPLETE,0,-2.7755575615628914e-17,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_1_sleep_environment,site_full_vs_no_site,0.03437384183007245,0.05843553111112316,10,COMPLETE,9,H01-F1-site,0.03437384183007245,0.058435531111123165,10,COMPLETE,0,6.938893903907228e-18,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_1_sleep_environment,site_full_vs_no_photoperiod,0.1981588031836973,0.25913074262483493,13,COMPLETE,9,H01-F2-photoperiod,0.1981588031836973,0.25913074262483493,13,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_1_sleep_environment,latitude_full_vs_no_latitude,0.06257875884454933,0.11820432226192652,9,COMPLETE,9,H01-F3-latitude,0.06257875884454933,0.11820432226192651,9,COMPLETE,0,-1.3877787807814457e-17,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,duration_below_1_sleep_environment,site_full_vs_latitude_full,0.06995092619095174,0.11891657452461794,10,COMPLETE,9,H01-F4-site-latitude-adequacy,0.06995092619095174,0.11891657452461794,10,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
main__chest__paired_common_sample,longest_bout_above_250,site_full_vs_no_site,0.3668787912983226,0.4157959634714323,15,COMPLETE,10,H01-F1-site,0.3668787912983226,0.4157959634714323,15,COMPLETE,0,0,FALSE,FALSE,FALSE,TRUE
