path,sha256,bytes,protection_reason
artifacts/07_models/H01/bootstrap_pilot/response_family_change/manuscript_prepared_data/glasses/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds,03e3c9187e2b03abba4dea2c44ba8ace5a160d44faa52e77a664316ed9f2be17,3860,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/bootstrap_pilot/response_family_change/manuscript_prepared_data/glasses/paired_common_sample/duration_below_10_pre_sleep_draws.rds,844fdbe16c8ed822935a1ad6907132ab5b4ece2509f6039a6c01d6eef1a0e022,3352,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/H01_fit_results.rds,16b5ab67234c73d7cd7e14f29bf4b96bda9caff1bb2e786e3027aa59825d32c7,266376,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/daily_geometric_mean_medi_model_frame.rds,2fc8c8bd273e5d7cd88695d467b21b246ea666bf0dd6e32da863bfeef3443d91,28000,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/daily_geometric_mean_medi_models.rds,8f9c708caf00b3a8ebc338211293687aa525a8298b702e2a5de456b689599eff,249144,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/daily_geometric_mean_medi_r2_bootstrap_draws.rds,78634e1da400792f64009e8ec3a3a51ee6f65f9cf8b59fe3de27643f9ef3d462,57028,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/dose_time_sensitive_corrected_medi_model_frame.rds,1e0b75d1e0271e6b46efcd17b199336b333dd3b306094436e26927eeca1a3ce4,26672,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/dose_time_sensitive_corrected_medi_models.rds,0d31d9bb586c86d72b8ec4885101ab580b87e26a4b9ad467f8eeab6913bd7609,255856,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/dose_time_sensitive_corrected_medi_r2_bootstrap_draws.rds,8ae3d8651009515316412071cae980158b8313162d04b0f0da1d4dd28b5fc213,57744,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_1000_model_frame.rds,685876cc293933d0bd5235936278aea67decf76abad6ef9fc4a7fb2c186e1ef2,16232,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_1000_models.rds,6bed5ee4be5938c8ee4ad4922c47d2e27fedc34140f6029a25da4a9986c89381,99280,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_1000_r2_bootstrap_draws.rds,90907f6c0b41b84d1b57b8e4d4d9095849806969b3e7ce70337a5c17f0cf7e34,112616,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_250_wake_model_frame.rds,d7f1a8b7d8969c0d527b1c3fb10b282d9100df496e2f052118a5579bbd943e02,17884,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_250_wake_models.rds,70199743dcbd99cb9b2a3ef06ae64541398411bc80146b17eb5e17a7549745cc,100980,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_above_250_wake_r2_bootstrap_draws.rds,149a21f361693458deb11c8638957adca817bcd878df014141b9ed2361b6012b,113536,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_1_sleep_environment_model_frame.rds,24d0dffaf5df88530f3b37103795a9a80e8f15382ddc1c7ec3e03e2e9f96a473,17328,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_1_sleep_environment_models.rds,a96e1a2c02f9764261cde8ff39ec1493c28177b2738e5511207d75c1bdcafe74,100332,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_1_sleep_environment_r2_bootstrap_draws.rds,96d8ae2ec1c332ced82a96401043e463e0890e8a0760bf129b66bf00d0d6047b,111236,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_model_frame.rds,e4f79ee00dfbdf472a2413196cc6e83758abf47238573e514b476077a18ae59a,15844,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_models.rds,112a5da6088e6821ee60f99860b53e596a95230e25a19c08c55ebbe907101e2a,237912,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,34ea8bbbfe221cba41316d9806dcdc8ccc659189187664b1651f9171183b940f,58484,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/first_timing_above_250_model_frame.rds,35713c1e44c791ba845c46b134454b38727f4e4e9a594436449e0c843367dd70,16992,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/first_timing_above_250_models.rds,f2f2f70457c5d09a791af036d2e460c7edf1707c9df01dc744628238680eb83f,247144,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/first_timing_above_250_r2_bootstrap_draws.rds,0322015e68a14057e67c86e035d316ef7d13d75fa30dbf470633b27b5e7915ad,56772,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/interdaily_stability_model_frame.rds,1caf09ed4c9e73ece71a5d645360c15fe73d338fb46b50940e2f4ac86a6311c5,8392,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/interdaily_stability_models.rds,7f27b919ae2ec33e4476109eb72a5978ab4439cd8fa830ef521f32bff5fd9cc7,19708,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/interdaily_stability_r2_bootstrap_draws.rds,2ce98b84e7d3e2f415bd2da4cc3178fb4371e82b0703a70f916f1af76a0a71a3,45976,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/intradaily_variability_model_frame.rds,3e39b44b786c77090f30a0146de94c58387317fabc8e093f801f62de22c01662,7200,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/intradaily_variability_models.rds,2920abf529956db88bb02953c78d8cc93561ebc015ed7aa61eacdd214e958f37,19916,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/intradaily_variability_r2_bootstrap_draws.rds,3ff1ff034725fff7f5b396bbc597d88a55ea8c9207907e93fa90c9832ad720c6,43732,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/l10_midpoint_model_frame.rds,534a55106b071ac1d7f4ff9e7b59fc4728cd50abc447f89ce5beba5965d49a8f,18184,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/l10_midpoint_models.rds,ba939621b6c0974d0702ced66dab57fea6ec747574d6d426f1f9e0afd6a27ff4,257792,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/l10_midpoint_noon_conversion_sensitivity_model_frame.rds,355db3bffcda18a3e22bf4f47a2381cfe99b872b679d50eedf58bfb02be62d92,18164,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/l10_midpoint_noon_conversion_sensitivity_models.rds,433dd7537db3451e1759c2ec2d5d92a0072fd49d27efee41fdd4f347e0443773,259004,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/l10_midpoint_r2_bootstrap_draws.rds,3982f70efbd7d7b3dbeba127296cc39ef63a4756c1a90aaf1431bfd0d6803360,56812,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/last_timing_above_250_model_frame.rds,aa4f41b5d52dca624635cb8d6db3bc7981880da80b6f42c4ef07adcc021034be,16660,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/last_timing_above_250_models.rds,db94c913d95a26654b1bbd84300dd26bffa43bff0e84bbbdf7009f21332640d3,245852,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/last_timing_above_250_r2_bootstrap_draws.rds,2c19ae85452c54a354133ee9c2f74d1801c6efd707971a1c6e1ac095bf740c50,57080,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/longest_bout_above_250_exactly_identified_period_sensitivity_models.rds,b3f18f97dab703072d988b15cf6c291a199a1c3b408997a0d73c2982d91fe32e,224556,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/longest_bout_above_250_exactly_identified_sensitivity_models.rds,6237c531c627a55876fa783ea35726bb36a3cdf801533c2c06456d9092f5f17e,224928,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/longest_bout_above_250_model_frame.rds,aaf8d58a2a0de71fc13d665cf274ed7752c191bfd6b3a52adc94e1c484237afb,18540,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/longest_bout_above_250_models.rds,1e0631ab25d52194698e804d569cbdc3eb55c3e4056e48510791df36f8d7acf7,261096,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/longest_bout_above_250_r2_bootstrap_draws.rds,c0b404fb6ef842a9a32409d4c0cba70e0b289df54e7a6dcbef0793fe5d019114,60116,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_mean_medi_model_frame.rds,d575aff2cca234bc45932b1c713141d49ff5fa4e21c0acd325442036f69b315d,28112,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_mean_medi_models.rds,8890c9703734ffa14f489e0b01cdce80f3600b1c23bc351f24fcb13b12f2b381,256020,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_mean_medi_r2_bootstrap_draws.rds,9908a745db1dab9139fb033edac9f6d312e4c13ffdbfc549259e7b3f65a2149b,57124,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_midpoint_model_frame.rds,3429fcb35ca70c9f259d915e53ad5fbe2ad8e36244d88269c47891efe7f9a96e,18164,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_midpoint_models.rds,3569d68c96be66b4649c69a844f02e8965d9ad28dc15fb81c1aa819cf8120697,255412,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/m10_midpoint_r2_bootstrap_draws.rds,c86dcb61bd23370279394d5d00f29f218ba35e4fbf6e1ad272fdc5c25fa3c5fa,56848,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mder_ratio_of_integrals_model_frame.rds,0aabab5343859ab8fafc3f4bbdd9f02fe04b2c10c2671f2d88de335439a85e6c,20736,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mder_ratio_of_integrals_models.rds,60f84e2dd4396fead2e91676c0d6de013dca8c1244c7afbc8e317a380b4b07a6,256048,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mder_ratio_of_integrals_r2_bootstrap_draws.rds,ef90501a3e0362387ca94713f85df3149cacbc36686c746147ddce99f6314601,56644,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mean_timing_above_250_model_frame.rds,e108b385d18d52ea794e5dc25e63e86f7951e9cc12eb7c41e7c30582792807b2,26016,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mean_timing_above_250_models.rds,c52c09d98af17bbeef2906cd491d976cf9c423cc64225e529123aae0d6c2217c,253708,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/all_available/mean_timing_above_250_r2_bootstrap_draws.rds,97b2b8a5edfd601737fe7857eb2fa27d6ef6416d7c1482cdbfa6b3344e04eea1,56504,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/daily_geometric_mean_medi_model_frame.rds,3d0bbb8a6b2d4a35219997783b31d654381e448c6cdeb39fcd106c942d772735,22268,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/daily_geometric_mean_medi_models.rds,6a6e9981d512a1a91a048d5e00e8db63a62d527678d763d695eb31f3c0547597,222036,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/daily_geometric_mean_medi_r2_bootstrap_draws.rds,3b25a3a35f4b560f565b9a8f2e16d7161493910bfb36936cb6d76498508bd7cf,57148,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/dose_time_sensitive_corrected_medi_model_frame.rds,a1ce50b915cec9d5f58410ff3d667458b82df96b19ccee8834d12eab9d52cea0,21076,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/dose_time_sensitive_corrected_medi_models.rds,a679950660829bc0ed25e9136498bd9979fe4d4c5f7234bc8cb241af9c6ef3e8,217900,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/dose_time_sensitive_corrected_medi_r2_bootstrap_draws.rds,0a0a233ec6bc02e9bb9a7589def72ca655d71e5130bee26a088b06894fd02839,57888,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_1000_model_frame.rds,593cca81ff88fa922133a631c33308cfbebb3b92dec1f29107a8eae3ad75f83d,13840,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_1000_models.rds,b684addcd59eb9ba6c20ba29921dfcd35e1ad0caff644d121981e74a098f60b1,88280,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_1000_r2_bootstrap_draws.rds,dd855357435b2e9ab1196ad93b8203e83693a14fc488c475034ec6939f8cbe05,113160,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_250_wake_model_frame.rds,25d1100a9394187b1e2c1162e5b7c696b97e035ec5ece4d7f0262b4b5e728127,14912,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_250_wake_models.rds,cf6ad1f79df79fc9437907a7f187ad133304599fafc90bcb2100b816f409a46e,88936,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_above_250_wake_r2_bootstrap_draws.rds,250f4e9de417d0eb7d5119d30d3d49d012c2620008c36858a4efa31a44977ebd,114236,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_1_sleep_environment_model_frame.rds,eeb8124de56ebdb3673be42750372012cff378a48b4537f8ba5e275587fede90,14536,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_1_sleep_environment_models.rds,ad4acd21336ad02829181457ad29694a1b3692e70f1ebb9c9daf19917de2794b,88588,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_1_sleep_environment_r2_bootstrap_draws.rds,c511cc21bda12d1d0cd78314397db1eef0033984729e87040d970d37298ec279,112108,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_model_frame.rds,cc7cd672d0fd732ddf7b677129f7932c8a0c1a589e2c6207143c31a096a1114b,13144,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_models.rds,c4a992d63bac5e57d39f4d56251cc4dc8eae067203f0913278b82e47b205d9e5,199592,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,4cab6d2e3a955f1828a8fd438431e2a5dd7c62f9b19e575a4afbfc4fd397e9a8,57672,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/first_timing_above_250_model_frame.rds,ffc101aa0d790057093ff9f6368d74d288965a1bc401a8001e0935a05240c5b6,14056,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/first_timing_above_250_models.rds,773874f7f15b3debaf997d09d804efc18faa735c2ed156b129dcc4bc8fb3ba04,211544,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/first_timing_above_250_r2_bootstrap_draws.rds,07ed8ba14ba0bc37ef83d51947677e0ce38337abfa59f462de98b3cd117c8c56,57932,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/interdaily_stability_model_frame.rds,147e2bd596969a1275fe3a12ebdcb8d5445da97de9bb969cbac5207e5180bad2,156,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/interdaily_stability_models.rds,72566d38575258419fba62ecf3407fb976768a1a8f6db6aa32f35729dfac1898,720,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/intradaily_variability_model_frame.rds,147e2bd596969a1275fe3a12ebdcb8d5445da97de9bb969cbac5207e5180bad2,156,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/intradaily_variability_models.rds,2fc3137f24f939a81a17aeb076b80fd86bd438d7c7723fa1186d0565094df6f3,716,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/l10_midpoint_model_frame.rds,5c5eec7e315c8ed4b441a2ff9e3bbf0bc1547c1230f10b01a76c7ee5d0573622,15156,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/l10_midpoint_models.rds,7fef339c54e4bcddd7e021075146a7a42aca20a84b2e50afbee8268fdcfee44f,221500,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/l10_midpoint_noon_conversion_sensitivity_model_frame.rds,2393a59137ab9193c7b3b8d41b8d5a5f277babe239a6ae686e554964c194fa49,15160,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/l10_midpoint_noon_conversion_sensitivity_models.rds,0bb6732ac9c1c584c454466bd56e6e4b1ba29d138f1c28d2b1328083a7337d15,222332,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/l10_midpoint_r2_bootstrap_draws.rds,f96eed906e573713ab8e351e504f17915e8a6b7692dc046454ac359fddd305bc,57044,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/last_timing_above_250_model_frame.rds,ed1579392b967c34764eb63bcb19481215b781b0acff29bf22ffd6929b1220c6,13644,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/last_timing_above_250_models.rds,0c6c5bfb35dfc11f1fe31ea4ae784476126c1ffc7a6e686922884696c68807e1,206672,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/last_timing_above_250_r2_bootstrap_draws.rds,4d63b809d62402b29869cd4e909e3dbf763291f95879a042d5c3ad0655110136,56596,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/longest_bout_above_250_exactly_identified_period_sensitivity_models.rds,a9837a40d9512d93f7b2fc36bb83d063783b92c1af1edb2f49fc32f0a421bb0f,192712,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/longest_bout_above_250_exactly_identified_sensitivity_models.rds,559d6adb23a5d656214579c333255ef547e469b3f616326c0a60f91bdb730ca5,193760,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/longest_bout_above_250_model_frame.rds,95a82ef09886b3f6efad19385418165d6be09dfa8735b326c57ae202a6e25961,15680,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/longest_bout_above_250_models.rds,a8f5c229f4947859c5558a187fe4de3a93de51bdba87a6a036adf44318dfdf53,218636,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/longest_bout_above_250_r2_bootstrap_draws.rds,bbfbb8bfeaff5abc8b2ce7e1aa817a0fe8e3676979dce0bb27aba9e4b4bf613f,57464,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/m10_mean_medi_model_frame.rds,e083f856e261aafe2cf906632ec85a2405b3cc12b129e6990d0d547ecad908bb,22332,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/m10_mean_medi_models.rds,b7f992989178e0c46447a572a0f7abac21574757069ffae50f0ccd4d5a99188c,223224,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/m10_mean_medi_r2_bootstrap_draws.rds,b869fcf1c94e3ab35ca46f5e5ab448ad387dca264bbd1420c5ef13d5ae3981c2,57620,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/m10_midpoint_model_frame.rds,1d670d45be83190f2beff4dee81c69ac5c8153ec7c9bcdc3e5bf35c0b8c08f1b,15120,NON_L10_ACCEPTED_ARTIFACT
artifacts/07_models/H01/main/chest/paired_common_sample/m10_midpoint_models.rds,0fb7d2f792ca59452b648f433362e36d99ef37a09e9bc41798b4982275011401,217436,NON_L10_ACCEPTED_ARTIFACT
