path,sha256,bytes,producer,r_version
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_model_diagnostics.csv,4b466b4748e2d946bc20357f028f46db1c46196d84422857cc6922f62ddd9ca0,2449,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_model_frame_comparison.csv,4701691911c753a954052553a32117cc8e80ea15dfe7fde6244964b1b7eb6e95,1182,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_paired_placement_comparison.csv,59bc0d921cf6ca9f86c8073dcf6ffbd407879eca7d825f3f3ea372413f1305b7,1211,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_participant_influence.csv,8d2d9bb728f369cbc8385dbb560ac9250423c42d86488bbc5e0eb5dcbe5dc43b,4573,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_preregistered_scope_sensitivity.csv,5e9d4ceb184f8c15b554dfcaf62cfad28785110095edecd3debdea9937049ff5,1513,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_protected_artifact_baseline.csv,aa687df992dfb58cc3f74452b100f3b8c7c1823deedbb3e6263a735d6a3824fc,253595,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_r2_point_comparison.csv,0325133c8240e25ddfeac7542ef26b679fc9460db736138da772787519f5c8df,1937,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_r2_point_summaries.csv,737c97abec04d3fa6282bcff2cee4afb11125b2d4e7d922880198d7a1ba99e6e,1557,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_random_site_descriptions.csv,0abdac7da346c3d4e3f9ff3ec859f0606f502304665aeeb7185a4962daaf08db,1183,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_sample_comparison.csv,c343ba264ee420df39be67a0e3e1d7b08d3f070cf33229e48d98ee9c2756f6b3,533,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_site_deviations.csv,9122c5e32ad4e223e8399120dc2a52910ec903632d0f54211fa1c6a4b1d500ac,14714,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_site_estimates.csv,2c745c1fbde35fe5bcda15454858fa46f5e9e72197b6e3039b449da3e53419ec,13243,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_term_effect_comparison.csv,ccfacc9415a5fd3c0f06c1128fc526cfa103a1209c7fc137a0702a05bba81fe1,3541,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_term_effects.csv,d3f5203a796a361c3af3a3b2bddb82c3e915e14fb343bf4e6912b8bd099c097e,3324,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv,7d7970368b94a0dfa5dcbce7b3b42fe712f11bdd2475c8d5addb7426a53d4f0e,7834,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md,2c1743203d40b0405563ecfed0b8d212eb55d66af2f2f67741f60e8e1ba3e4cc,10574,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv,51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346,16330,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv,a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb,1515,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,711dbfc8f9ca9ed10957271b8bf44fb34369b59dcd4201211f8c030f5abb4cf8,31911,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
scripts/hypotheses/H01/h01_contract.R,9151f2ca8ef549d16df1465768ed5b33c0aa33b37dc315a13e06d795ba20de2e,10553,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,69dfd1a05f0634c84fa5bcdce12c9b9f5e6d06db7910414cc51ca5f6cb41374e,16532,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
scripts/hypotheses/H01/run_h01_l10_METRIC011_point.R,d2675054ecaf8174955a57b6137601b31a62b8cbadd100ebc9969efa4a6cd546,5539,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R,fbbeab68b6680241c33a755f7aeb29e9f5e8b46a660968c642641d189b12d177,12633,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
