"participant_id","behavioral_day_id","participant_state_id","behavior_date","analysis_state","site","day_type","support_band","expected_minutes","valid_minutes","support_fraction","brown_yes","brown_no","brown_fraction","exact_zero","exact_one","denominator_band","sample_id","state_display","conditional_mu","conditional_phi","extra_all_zero_probability","extra_all_one_probability","beta_binomial_component_probability","exact_zero_probability","exact_one_probability","mixed_probability","conditional_mean","conditional_variance","pearson_residual","lower_cdf","upper_cdf","scaled_residual","quantile_residual","fixed_linear_predictor_variance"
"BAUA::BAUA_S005","BAUA::BAUA_S005::32","BAUA::BAUA_S005::sleep",2025-06-13,"Sleep environment","BAUA","Work day","5_ge80pct",404,404,1,243,161,0.601485148514851,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.713797664909956,4.74940732751103,0,0,1,2.65859179082997e-08,0.00159052647687824,0.998409446937204,0.713797664909956,0.0359501733099916,-0.592349005506122,0.26347354396491,0.266790727608883,0.264307173208839,-0.630122642655035,0.109674501102791
"BAUA::BAUA_S005","BAUA::BAUA_S005::33","BAUA::BAUA_S005::sleep",2025-06-14,"Sleep environment","BAUA","Free day","5_ge80pct",586,586,1,348,238,0.593856655290102,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.625599735622979,4.74940732751103,0,0,1,1.05376632765833e-07,0.00010082531331838,0.999899069310049,0.625599735622979,0.0410691111577273,-0.15663593950851,0.413586884929368,0.416360729255084,0.414563649425573,-0.215820973793489,0.1255514522466
"BAUA::BAUA_S005","BAUA::BAUA_S005::34","BAUA::BAUA_S005::sleep",2025-06-15,"Sleep environment","BAUA","Free day","5_ge80pct",484,484,1,362,122,0.747933884297521,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.652206525749143,4.74940732751103,0,0,1,8.72763865694455e-08,0.000274477767480329,0.999725434956133,0.652206525749143,0.0398404626285838,0.479594163199716,0.630176546822867,0.633998597368682,0.632436348479468,0.338313033292616,0.1255514522466
"BAUA::BAUA_S006","BAUA::BAUA_S006::37","BAUA::BAUA_S006::sleep",2025-06-11,"Sleep environment","BAUA","Work day","5_ge80pct",445,445,1,432,13,0.970786516853933,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.962494810332024,4.74940732751103,0,0,1,2.45005350792806e-12,0.434507242499437,0.565492757498114,0.962494810332024,0.00634566692972693,0.104089107706429,0.263211466412004,0.27231470022693,0.271334947831614,-0.608780567659962,0.109674501102791
"BAUA::BAUA_S006","BAUA::BAUA_S006::38","BAUA::BAUA_S006::sleep",2025-06-12,"Sleep environment","BAUA","Work day","5_ge80pct",395,395,1,395,0,1,FALSE,TRUE,"181 to 480 valid minutes","temporal_80","Sleep",0.96679963174544,4.74940732751103,0,0,1,3.27893333618298e-12,0.487299511357003,0.512700488639718,0.96679963174544,0.00564998158011243,0.44169184905665,0.512700488642996,1,0.552504785021722,0.131992239586317,0.109674501102791
"BAUA::BAUA_S006","BAUA::BAUA_S006::39","BAUA::BAUA_S006::sleep",2025-06-13,"Sleep environment","BAUA","Work day","5_ge80pct",345,345,1,345,0,1,FALSE,TRUE,"181 to 480 valid minutes","temporal_80","Sleep",0.967945070454586,4.74940732751103,0,0,1,5.67980235514256e-12,0.509868694839963,0.490131305154358,0.967945070454586,0.0054709198594376,0.433375793783878,0.490131305160039,1,0.741153242525268,0.646904868156744,0.109674501102791
"BAUA::BAUA_S007","BAUA::BAUA_S007::44","BAUA::BAUA_S007::sleep",2025-06-26,"Sleep environment","BAUA","Work day","5_ge80pct",411,411,1,411,0,1,FALSE,TRUE,"181 to 480 valid minutes","temporal_80","Sleep",0.960839360047419,4.74940732751103,0,0,1,3.86029191638144e-12,0.424913813113152,0.575086186882987,0.960839360047419,0.00662014199017647,0.481300295284482,0.575086186886846,1,0.692205867414346,0.502112674409729,0.109674501102791
"BAUA::BAUA_S007","BAUA::BAUA_S007::45","BAUA::BAUA_S007::sleep",2025-06-27,"Sleep environment","BAUA","Work day","5_ge80pct",374,374,1,374,0,1,FALSE,TRUE,"181 to 480 valid minutes","temporal_80","Sleep",0.957606438560587,4.74940732751103,0,0,1,7.05640190381781e-12,0.403289806932261,0.596710193060683,0.957606438560587,0.00715062893175489,0.501334718946456,0.596710193067739,1,0.632055654129858,0.337302743515436,0.109674501102791
"BAUA::BAUA_S007","BAUA::BAUA_S007::46","BAUA::BAUA_S007::sleep",2025-06-28,"Sleep environment","BAUA","Free day","5_ge80pct",442,442,1,372,70,0.841628959276018,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.904445253712643,4.74940732751103,0,0,1,3.6020625025784e-11,0.118136172625071,0.881863827338908,0.904445253712643,0.0151933375023182,-0.509619128618336,0.212463228128862,0.215836436712366,0.215721606343714,-0.786724407916059,0.1255514522466
"BAUA::BAUA_S007","BAUA::BAUA_S007::47","BAUA::BAUA_S007::sleep",2025-06-29,"Sleep environment","BAUA","Free day","5_ge80pct",590,590,1,460,130,0.779661016949153,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.895897536794216,4.74940732751103,0,0,1,1.47725325482937e-11,0.0844849089934981,0.915515090991729,0.895897536794216,0.0163522785454704,-0.90897818483352,0.15485787583142,0.156651911973369,0.156085180565856,-1.01067843619902,0.1255514522466
"BAUA::BAUA_S007","BAUA::BAUA_S007::48","BAUA::BAUA_S007::sleep",2025-06-30,"Sleep environment","BAUA","Work day","5_ge80pct",433,433,1,432,1,0.997690531177829,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.945326922136271,4.74940732751103,0,0,1,6.78026509857909e-12,0.298016583321238,0.701983416671982,0.945326922136271,0.00908803816574555,0.549280903637942,0.62521771449489,0.701983416678764,0.690188413563691,0.496384479956615,0.109674501102791
"BAUA::BAUA_S009","BAUA::BAUA_S009::57","BAUA::BAUA_S009::sleep",2025-06-25,"Sleep environment","BAUA","Work day","5_ge80pct",435,390,0.896551724137931,306,84,0.784615384615385,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.909040262386548,4.74940732751103,0,0,1,5.13751165737713e-11,0.13827936187266,0.861720638075965,0.909040262386548,0.0145568068457794,-1.03127422424372,0.134135675540602,0.136578611865541,0.136265274232002,-1.09725359930602,0.109674501102791
"BAUA::BAUA_S009","BAUA::BAUA_S009::58","BAUA::BAUA_S009::sleep",2025-06-26,"Sleep environment","BAUA","Free day","5_ge80pct",392,392,1,371,21,0.946428571428571,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.876248150249637,4.74940732751103,0,0,1,1.72095432626271e-10,0.0667860079697664,0.933213991858138,0.876248150249637,0.0190891220564426,0.507952372139699,0.569561827560374,0.58004845111757,0.575002166733306,0.189123955469754,0.1255514522466
"BAUA::BAUA_S009","BAUA::BAUA_S009::59","BAUA::BAUA_S009::sleep",2025-06-27,"Sleep environment","BAUA","Work day","5_ge80pct",372,372,1,371,1,0.997311827956989,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.926597859965208,4.74940732751103,0,0,1,3.08171503844174e-11,0.206657484626151,0.793342515343032,0.926597859965208,0.0119808208597446,0.646043736589789,0.721950928451053,0.793342515373847,0.7487156653676,0.670453610260161,0.109674501102791
"BAUA::BAUA_S009","BAUA::BAUA_S009::60","BAUA::BAUA_S009::sleep",2025-06-28,"Sleep environment","BAUA","Work day","5_ge80pct",429,429,1,403,26,0.939393939393939,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.929562100303079,4.74940732751103,0,0,1,1.45209895840088e-11,0.21020890422874,0.789791095756739,0.929562100303079,0.0115144535031014,0.091624812101437,0.328717471356426,0.335972152486557,0.329299780302984,-0.441847503874824,0.109674501102791
"BAUA::BAUA_S009","BAUA::BAUA_S009::61","BAUA::BAUA_S009::sleep",2025-06-29,"Sleep environment","BAUA","Free day","5_ge80pct",349,349,1,349,0,1,FALSE,TRUE,"181 to 480 valid minutes","temporal_80","Sleep",0.903464941824827,4.74940732751103,0,0,1,1.02612339090089e-10,0.128620959981618,0.87137903991577,0.903464941824827,0.0153760075387769,0.778508342821374,0.871379040018385,1,0.94867099499747,1.63210195496314,0.1255514522466
"BAUA::BAUA_S009","BAUA::BAUA_S009::62","BAUA::BAUA_S009::sleep",2025-06-30,"Sleep environment","BAUA","Work day","5_ge80pct",469,469,1,387,82,0.825159914712154,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.928561847565832,4.74940732751103,0,0,1,1.02546960315233e-11,0.199493779421721,0.800506220568024,0.928561847565832,0.0116545043543302,-0.957815261598135,0.133248013390448,0.13539470644941,0.133779729569296,-1.10870037721346,0.109674501102791
"BAUA::BAUA_S011","BAUA::BAUA_S011::69","BAUA::BAUA_S011::sleep",2025-06-26,"Sleep environment","BAUA","Work day","5_ge80pct",426,426,1,405,21,0.950704225352113,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.954953372817428,4.74940732751103,0,0,1,4.50535425667651e-12,0.370530706977518,0.629469293017977,0.954953372817428,0.00756547947687936,-0.048852137934289,0.24118430569834,0.247785431733164,0.243767700764726,-0.694234114909476,0.109674501102791
"BAUA::BAUA_S011","BAUA::BAUA_S011::70","BAUA::BAUA_S011::sleep",2025-06-27,"Sleep environment","BAUA","Work day","5_ge80pct",490,490,1,490,0,1,FALSE,TRUE,"more than 480 valid minutes","temporal_80","Sleep",0.958352377826353,4.74940732751103,0,0,1,1.9941263193999e-12,0.388695559160566,0.61130444083744,0.958352377826353,0.00700941155342361,0.497449994999122,0.611304440839436,1,0.885001003209599,1.20036402650128,0.109674501102791
"BAUA::BAUA_S011","BAUA::BAUA_S011::71","BAUA::BAUA_S011::sleep",2025-06-28,"Sleep environment","BAUA","Free day","5_ge80pct",570,570,1,566,4,0.992982456140351,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.943154492188145,4.74940732751103,0,0,1,2.20639285774518e-12,0.263776544039259,0.736223455958535,0.943154492188145,0.00940285169601707,0.513858267608135,0.55987258887444,0.587170308204194,0.562477070614205,0.157252493849375,0.1255514522466
"BAUA::BAUA_S011","BAUA::BAUA_S011::72","BAUA::BAUA_S011::sleep",2025-06-29,"Sleep environment","BAUA","Free day","5_ge80pct",470,470,1,458,12,0.974468085106383,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.941452861023655,4.74940732751103,0,0,1,5.657256534039e-12,0.267241719149122,0.732758280845221,0.941452861023655,0.00968384327192517,0.335498338153688,0.410788714565748,0.42322639857237,0.411118843596309,-0.224667837166133,0.1255514522466
"BAUA::BAUA_S011","BAUA::BAUA_S011::73","BAUA::BAUA_S011::sleep",2025-06-30,"Sleep environment","BAUA","Free day","5_ge80pct",500,500,1,498,2,0.996,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.942588588160903,4.74940732751103,0,0,1,4.06836801485809e-12,0.269670470762577,0.730329529233354,0.942588588160903,0.00950173993908388,0.547939347357618,0.611160408610631,0.657306199262565,0.618146037946353,0.300615220031692,0.1255514522466
"BAUA::BAUA_S012","BAUA::BAUA_S012::76","BAUA::BAUA_S012::sleep",2025-07-16,"Sleep environment","BAUA","Work day","5_ge80pct",524,498,0.950381679389313,314,184,0.630522088353414,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.626781577098543,4.74940732751103,0,0,1,1.64873393269557e-07,0.000138477830016117,0.999861357296591,0.626781577098543,0.0410750823283175,0.0184561769151844,0.471946068365864,0.475353261474409,0.473952554368426,-0.0653377219325938,0.109674501102791
"BAUA::BAUA_S012","BAUA::BAUA_S012::77","BAUA::BAUA_S012::sleep",2025-07-17,"Sleep environment","BAUA","Free day","5_ge80pct",613,613,1,312,301,0.508972267536705,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.572704865483286,4.74940732751103,0,0,1,4.23043446903691e-07,2.30178418958023e-05,0.999976559114657,0.572704865483286,0.0428931168035651,-0.307728570580503,0.37735641455285,0.379906697364256,0.378191153277631,-0.310234934146048,0.1255514522466
"BAUA::BAUA_S012","BAUA::BAUA_S012::78","BAUA::BAUA_S012::sleep",2025-07-18,"Sleep environment","BAUA","Work day","5_ge80pct",509,509,1,320,189,0.628683693516699,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.608048739471888,4.74940732751103,0,0,1,2.62112212987705e-07,8.28475751037406e-05,0.999916890312683,0.608048739471888,0.041838964887463,0.100881850575057,0.505619434302433,0.508968040153581,0.505878965824245,0.0147369153623096,0.109674501102791
"BAUA::BAUA_S012","BAUA::BAUA_S012::79","BAUA::BAUA_S012::sleep",2025-07-19,"Sleep environment","BAUA","Free day","5_ge80pct",631,631,1,318,313,0.503961965134707,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.563575890073126,4.74940732751103,0,0,1,5.07262006857493e-07,1.69906978455896e-05,0.999982502040148,0.563575890073126,0.0431017265268107,-0.287144421132233,0.386164475083324,0.388660860061561,0.386514499507427,-0.288415114963024,0.1255514522466
"BAUA::BAUA_S012","BAUA::BAUA_S012::80","BAUA::BAUA_S012::sleep",2025-07-20,"Sleep environment","BAUA","Free day","5_ge80pct",632,632,1,305,327,0.482594936708861,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.568696042995839,4.74940732751103,0,0,1,4.36653562029254e-07,1.94345558571591e-05,0.999980128790581,0.568696042995839,0.0429825366355968,-0.415300745398771,0.343944748464845,0.346346884718307,0.344931932650868,-0.399039817886814,0.1255514522466
"BAUA::BAUA_S013","BAUA::BAUA_S013::84","BAUA::BAUA_S013::sleep",2025-07-18,"Sleep environment","BAUA","Free day","5_ge80pct",550,550,1,392,158,0.712727272727273,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.786775856591879,4.74940732751103,0,0,1,9.4520226092107e-10,0.00634382250950701,0.993656176545291,0.786775856591879,0.0294305570366713,-0.431635857870497,0.285391125143818,0.288098209656357,0.286686694693399,-0.563090310152801,0.1255514522466
"BAUA::BAUA_S013","BAUA::BAUA_S013::85","BAUA::BAUA_S013::sleep",2025-07-19,"Sleep environment","BAUA","Free day","5_ge80pct",578,578,1,425,153,0.735294117647059,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.794156237646684,4.74940732751103,0,0,1,6.15948886948301e-10,0.00723656634581073,0.99276343303824,0.794156237646684,0.028666494387015,-0.347655101404648,0.304711469091764,0.307441227888193,0.305735831149677,-0.507973878461527,0.1255514522466
"BAUA::BAUA_S013","BAUA::BAUA_S013::86","BAUA::BAUA_S013::sleep",2025-07-20,"Sleep environment","BAUA","Free day","5_ge80pct",490,490,1,482,8,0.983673469387755,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.81348643688928,4.74940732751103,0,0,1,6.0830220358231e-10,0.0134416243315675,0.98655837506013,0.81348643688928,0.0266456831752978,1.0425887534771,0.904295622284721,0.913600190375221,0.907189889027149,1.32364725922327,0.1255514522466
"BAUA::BAUA_S013","BAUA::BAUA_S013::87","BAUA::BAUA_S013::sleep",2025-07-21,"Sleep environment","BAUA","Work day","5_ge80pct",491,491,1,359,132,0.731160896130346,FALSE,FALSE,"more than 480 valid minutes","temporal_80","Sleep",0.845410457216041,4.74940732751103,0,0,1,2.04332941379807e-10,0.0284833179114113,0.971516681884256,0.845410457216041,0.022951198103725,-0.7541397966408,0.196383316757007,0.198819441115419,0.1965912207106,-0.853860222967538,0.109674501102791
"BAUA::BAUA_S014","BAUA::BAUA_S014::90","BAUA::BAUA_S014::sleep",2025-07-17,"Sleep environment","BAUA","Work day","5_ge80pct",390,390,1,387,3,0.992307692307692,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.916538750665964,4.74940732751103,0,0,1,3.80529894041516e-11,0.163061460391685,0.836938539570262,0.916538750665964,0.0134669582656594,0.652914725919607,0.693359361793838,0.728491703479367,0.70664604654859,0.543612862146873,0.109674501102791
"BAUA::BAUA_S014","BAUA::BAUA_S014::91","BAUA::BAUA_S014::sleep",2025-07-18,"Sleep environment","BAUA","Work day","5_ge80pct",460,460,1,453,7,0.984782608695652,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.912645199775539,4.74940732751103,0,0,1,2.18430348769322e-11,0.13987217846503,0.860127821513127,0.912645199775539,0.0140096305799517,0.609462792485823,0.637181565550586,0.656761672879106,0.642961791130377,0.366386867473768,0.109674501102791
"BAUA::BAUA_S014","BAUA::BAUA_S014::92","BAUA::BAUA_S014::sleep",2025-07-19,"Sleep environment","BAUA","Free day","5_ge80pct",429,429,1,399,30,0.93006993006993,FALSE,FALSE,"181 to 480 valid minutes","temporal_80","Sleep",0.86704560079872,4.74940732751103,0,0,1,1.64919862802203e-10,0.0514337407101794,0.948566259124901,0.86704560079872,0.0202723070241096,0.442646102855087,0.540739737096556,0.548959025921721,0.541006997305043,0.102970977115195,0.1255514522466
