"analysis_state","state_rows","participants","behavioral_days","valid_minutes","observed_adherence","predicted_adherence","observed_all_zero","predicted_all_zero","observed_all_one","predicted_all_one","observed_mixed","predicted_mixed","mean_pearson_residual","mean_scaled_residual","sd_scaled_residual","grouping","adherence_observed_minus_predicted","all_zero_observed_minus_predicted","all_one_observed_minus_predicted","mixed_observed_minus_predicted","site","day_type","denominator_band","support_band","sample_id"
"Sleep environment",68,22,68,32464,0.982565303104978,0.981082376609943,0,9.722927769363e-10,0.764705882352941,0.75047024018382,0.235294117647059,0.249529758843887,0.132131182265884,0.53754820361558,0.282636533271472,"state_site_day_type",0.00148292649503501,-9.722927769363e-10,0.014235642169121,-0.0142356411968282,"FUSPCEU","Work day",,,"temporal_80"
"Sleep environment",43,19,43,23430,0.93764404609475,0.941444672789421,0,5.96753706062994e-08,0.558139534883721,0.516684783610373,0.441860465116279,0.483315156714256,0.0257457688139878,0.514866121712457,0.250341849112408,"state_site_day_type",-0.00380062669467041,-5.96753706062994e-08,0.0414547512733479,-0.0414546915979773,"FUSPCEU","Free day",,,"temporal_80"
"Sleep environment",35,16,35,18832,0.694987255734919,0.692002694479109,0,2.28787281614757e-05,0.114285714285714,0.0641428160469366,0.885714285714286,0.935834305224902,0.0491254131493212,0.508036399626189,0.218060554884531,"state_site_day_type",0.00298456125581004,-2.28787281614757e-05,0.0501428982387777,-0.0501200195106163,"IZTECH","Free day",,,"temporal_80"
"Sleep environment",64,17,64,30803,0.85020939518878,0.847799165816789,0.015625,3.90155468700289e-05,0.265625,0.182915879247008,0.71875,0.817045105206122,0.0879229862936615,0.51168515517089,0.260928576432571,"state_site_day_type",0.00241022937199153,0.01558598445313,0.082709120752992,-0.0982951052061219,"IZTECH","Work day",,,"temporal_80"
"Sleep environment",36,14,36,15745,0.958208955223881,0.953928309655849,0.0277777777777778,1.04296924331974e-05,0.75,0.765650032977421,0.222222222222222,0.234339537330146,-0.135354316083486,0.451808927652726,0.288320511447183,"state_site_day_type",0.00428064556803121,0.0277673480853446,-0.015650032977421,-0.0121173151079236,"KNUST","Work day",,,"temporal_80"
"Sleep environment",37,14,37,18767,0.946821548462727,0.946291044812534,0.027027027027027,0.000638984971128537,0.810810810810811,0.714237969021896,0.162162162162162,0.285123046006976,0.16201334386353,0.545476416724438,0.272115534915603,"state_site_day_type",0.000530503650193248,0.0263880420558985,0.096572841788915,-0.122960883844813,"KNUST","Free day",,,"temporal_80"
"Sleep environment",86,26,86,39248,0.904784957195271,0.895044579569164,0,4.14588693940357e-09,0.302325581395349,0.291285746318822,0.697674418604651,0.708714249535291,0.172565642630459,0.513890419092826,0.237791868021841,"state_site_day_type",0.0097403776261068,-4.14588693940357e-09,0.0110398350765268,-0.0110398309306399,"MPI","Work day",,,"temporal_80"
"Sleep environment",62,25,62,29104,0.826037658053876,0.805534256332549,0.0161290322580645,2.49612671864989e-05,0.193548387096774,0.138331378929599,0.790322580645161,0.861643659803215,0.189435531648668,0.5302366309668,0.225294367905358,"state_site_day_type",0.0205034017213265,0.016104070990878,0.0552170081671755,-0.0713210791580535,"MPI","Free day",,,"temporal_80"
"Sleep environment",41,12,41,18225,0.984142661179698,0.971683734394519,0,1.16412499470532e-11,0.585365853658537,0.594986871980775,0.414634146341463,0.405013128007584,0.211184234980461,0.487401024197256,0.252852060398253,"state_site_day_type",0.0124589267851792,-1.16412499470532e-11,-0.00962101832223805,0.00962101833387918,"RISE","Work day",,,"temporal_80"
"Sleep environment",30,13,30,14770,0.866012186865268,0.881642029592854,0,5.06923516898493e-09,0.433333333333333,0.283053346117224,0.566666666666667,0.71694664881354,0.0112521880157557,0.491723835855783,0.245845455291475,"state_site_day_type",-0.0156298427275861,-5.06923516898493e-09,0.150279987216109,-0.150279982146874,"RISE","Free day",,,"temporal_80"
"Sleep environment",23,12,23,11843,0.800135100903487,0.793612792093802,0,8.6149526188503e-07,0.0869565217391304,0.059652122248899,0.91304347826087,0.940347016255839,0.0581425013567129,0.503266397714093,0.244557493075403,"state_site_day_type",0.00652230880968507,-8.6149526188503e-07,0.0273043994902315,-0.0273035379949697,"THUAS","Free day",,,"temporal_80"
"Sleep environment",40,12,40,19578,0.901522116661559,0.89591151271345,0,3.95386684178428e-09,0.25,0.25907200827446,0.75,0.740927987771673,0.144410613674861,0.521719417400593,0.236067727061763,"state_site_day_type",0.00561060394810864,-3.95386684178428e-09,-0.00907200827446042,0.00907201222832721,"THUAS","Work day",,,"temporal_80"
"Sleep environment",28,10,28,13886,0.737865476019012,0.738697673715084,0,3.06768764755271e-07,0.107142857142857,0.089226230690463,0.892857142857143,0.910773462540772,-0.013930866268849,0.478400876289252,0.240941394453361,"state_site_day_type",-0.000832197696072012,-3.06768764755271e-07,0.0179166264523941,-0.0179163196836293,"TUM","Work day",,,"temporal_80"
"Sleep environment",30,10,30,15269,0.692907197589888,0.706421911356047,0.0333333333333333,9.26267617390762e-05,0.333333333333333,0.17955184232385,0.633333333333333,0.820355530914411,-0.0101701198458037,0.551733370146286,0.288869831928088,"state_site_day_type",-0.0135147137661584,0.0332407065715943,0.153781491009483,-0.187022197581078,"TUM","Free day",,,"temporal_80"
"Sleep environment",20,6,20,8786,0.877190985659003,0.827406836176927,0.05,2.51617770596906e-05,0.2,0.183844398303551,0.75,0.81613043991939,0.292715534537969,0.577350288891384,0.26007105296142,"state_site_day_type",0.0497841494820764,0.0499748382229403,0.0161556016964492,-0.0661304399193895,"UCR","Work day",,,"temporal_80"
"Sleep environment",7,4,7,3325,0.850526315789474,0.828388798637138,0,3.57574005173132e-09,0.142857142857143,0.109246288077053,0.857142857142857,0.890753708347207,0.242353425585903,0.533771016086166,0.177500534224795,"state_site_day_type",0.0221375171523358,-3.57574005173132e-09,0.0336108547800895,-0.0336108512043495,"UCR","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",53,18,53,40192,0.329717356687898,0.326553086529346,0.0566037735849057,0.0318890302903732,0,1.121669880557e-07,0.943396226415094,0.968110857542639,-0.056900730116165,0.479861653625269,0.255087979790069,"state_site_day_type",0.00316427015855225,0.0247147432945325,-1.121669880557e-07,-0.0247146311275444,"BAUA","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",33,15,33,22382,0.354436600839961,0.37028604833301,0.0606060606060606,0.0317570774317474,0.0303030303030303,0.000178126691326957,0.909090909090909,0.968064795876926,-0.071308645329784,0.478011565743102,0.258089046749871,"state_site_day_type",-0.0158494474930488,0.0288489831743132,0.0301249036117033,-0.0589738867860167,"BAUA","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",67,22,67,51263,0.315958878723446,0.312461077261921,0.0149253731343284,0.000432190620099708,0,7.26821869505371e-11,0.985074626865672,0.999567809307218,-0.0153613845656522,0.503709541831159,0.254901448485631,"state_site_day_type",0.00349780146152473,0.0144931825142287,-7.26821869505371e-11,-0.0144931824415465,"FUSPCEU","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",40,19,40,27634,0.144097850474054,0.141576991536021,0.075,0.0195967420222608,0,1.46155629291048e-16,0.925,0.980403257977739,-0.0732372471982351,0.496545496359057,0.260472906089526,"state_site_day_type",0.00252085893803233,0.0554032579777392,-1.46155629291048e-16,-0.055403257977739,"FUSPCEU","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",32,16,32,22438,0.155316873161601,0.154180911094247,0.09375,0.0370544766997881,0,5.42396182079016e-15,0.90625,0.962945523300207,-0.0253592165393608,0.488588352946123,0.279011535751711,"state_site_day_type",0.0011359620673535,0.0566955233002119,-5.42396182079016e-15,-0.0566955233002066,"IZTECH","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",61,17,61,45986,0.183033966859479,0.19574428895566,0.0163934426229508,0.0113177346588839,0,7.51481643564929e-12,0.983606557377049,0.988682265333601,-0.142528488183134,0.485555530501533,0.223474565377673,"state_site_day_type",-0.0127103220961808,0.00507570796406689,-7.51481643564929e-12,-0.0050757079565521,"IZTECH","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",38,13,38,29807,0.184889455497031,0.19896385520503,0,0.00261884000458231,0,5.85146248126807e-14,1,0.997381159995359,-0.159893438245156,0.480355501835788,0.231944756427146,"state_site_day_type",-0.0140743997079994,-0.00261884000458231,-5.85146248126807e-14,0.00261884000464085,"KNUST","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",40,14,40,28089,0.095695823988038,0.0849366397964388,0.15,0.0734551575346577,0,3.3564424954295e-18,0.85,0.926544842465342,0.0714427039442632,0.483109102483743,0.313008648332841,"state_site_day_type",0.0107591841915992,0.0765448424653423,-3.3564424954295e-18,-0.0765448424653423,"KNUST","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",82,26,82,62462,0.254810925042426,0.262822376618016,0.024390243902439,0.0155996660478636,0,2.63978069439222e-08,0.975609756097561,0.98440030755433,-0.101268165886457,0.484862544874321,0.222086656778131,"state_site_day_type",-0.0080114515755898,0.00879057785457547,-2.63978069439222e-08,-0.00879055145676855,"MPI","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",58,25,58,42573,0.192046602306626,0.194659643033647,0.0172413793103448,0.0384191269023902,0,1.79182312652817e-10,0.982758620689655,0.961580872918428,-0.0937450513911837,0.480855695204469,0.253004903568284,"state_site_day_type",-0.00261304072702068,-0.0211777475920453,-1.79182312652817e-10,0.0211777477712276,"MPI","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",43,12,43,33597,0.362085900526833,0.365027041099011,0,0.000192926266829082,0,5.74730984507779e-09,1,0.999807067985861,-0.0263345805799192,0.493929457560915,0.269962966513271,"state_site_day_type",-0.00294114057217793,-0.000192926266829082,-5.74730984507779e-09,0.000192932014138947,"RISE","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",29,13,29,21208,0.305827989437948,0.310631892721017,0,0.000833705078978095,0,3.23093637429746e-11,1,0.999166294888713,-0.0341355472405539,0.495229852049985,0.284954138891501,"state_site_day_type",-0.00480390328306951,-0.000833705078978095,-3.23093637429746e-11,0.000833705111287442,"RISE","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",40,12,40,29225,0.303644140290847,0.294557224414353,0.025,0.00451377268638507,0,2.6981530692389e-11,0.975,0.995486227286633,0.0957005620227864,0.493152792080639,0.26993279284784,"state_site_day_type",0.00908691587649379,0.0204862273136149,-2.6981530692389e-11,-0.0204862272866334,"THUAS","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",20,12,20,14188,0.302720608965323,0.272631166662555,0.05,0.00804229292874375,0,1.08863791069559e-10,0.95,0.991957706962392,0.0953145709444733,0.501708899760985,0.320648841043283,"state_site_day_type",0.0300894423027678,0.0419577070712563,-1.08863791069559e-10,-0.0419577069623925,"THUAS","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",26,10,26,19537,0.293289655525413,0.291758425085438,0.0384615384615385,0.00336718336496896,0,8.21782393062243e-12,0.961538461538461,0.996632816626813,-0.0186435317525054,0.48383419231412,0.259490808088493,"state_site_day_type",0.00153123043997544,0.0350943550965695,-8.21782393062243e-12,-0.0350943550883517,"TUM","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",28,10,28,19751,0.194572426712572,0.200727709559765,0,0.0139232525911441,0,4.94440851064477e-13,1,0.986076747408361,-0.106371080657985,0.482251819121804,0.273699200148982,"state_site_day_type",-0.00615528284719377,-0.0139232525911441,-4.94440851064477e-13,0.0139232525916386,"TUM","Free day",,,"temporal_80"
"Wake outside the three hours before sleep",21,6,21,16163,0.153993689290355,0.172390746098079,0,0.00262630716908468,0,5.50419137425838e-14,1,0.99737369283086,-0.147880129089142,0.481404921694413,0.231692310357249,"state_site_day_type",-0.0183970568077246,-0.00262630716908468,-5.50419137425838e-14,0.0026263071691397,"UCR","Work day",,,"temporal_80"
"Wake outside the three hours before sleep",7,4,7,5200,0.136923076923077,0.161460323158847,0,0.00407394839920076,0,1.56737194992622e-14,1,0.995926051600783,-0.255859846434411,0.464059697237623,0.164088831632471,"state_site_day_type",-0.0245372462357702,-0.00407394839920076,-1.56737194992622e-14,0.00407394839921649,"UCR","Free day",,,"temporal_80"
"Pre-sleep",51,17,51,9052,0.56661511268228,0.5701827600624,0,0.00427381565223351,0.0392156862745098,0.0187332773723773,0.96078431372549,0.976992906975389,-0.00126631437200331,0.493361978689087,0.218590038361888,"state_site_day_type",-0.00356764738011939,-0.00427381565223351,0.0204824089021325,-0.016208593249899,"BAUA","Work day",,,"temporal_80"
"Pre-sleep",25,14,25,4481,0.606114706538719,0.620466301029305,0.04,0.00263864468913013,0.08,0.0337885039833881,0.88,0.963572851327482,-0.0224975069789554,0.498082398365191,0.297717382036168,"state_site_day_type",-0.0143515944905861,0.0373613553108699,0.046211496016612,-0.0835728513274818,"BAUA","Free day",,,"temporal_80"
"Pre-sleep",63,21,63,11225,0.581826280623608,0.611406634774308,0,0.00386773792993704,0.126984126984127,0.0753859043928526,0.873015873015873,0.92074635767721,-0.100040678559094,0.498153191471017,0.265997914609553,"state_site_day_type",-0.0295803541507004,-0.00386773792993704,0.0515982225912744,-0.0477304846613373,"FUSPCEU","Work day",,,"temporal_80"
"Pre-sleep",36,17,36,6393,0.677303300484905,0.698840548134353,0,0.00109422013740665,0.166666666666667,0.121963963402086,0.833333333333333,0.876941816460508,-0.0553802591560065,0.485722649510933,0.25197269449802,"state_site_day_type",-0.0215372476494474,-0.00109422013740665,0.0447027032645811,-0.0436084831271745,"FUSPCEU","Free day",,,"temporal_80"
"Pre-sleep",55,17,55,9731,0.518035145411571,0.516114244375835,0.0363636363636364,0.00675460931060313,0.0181818181818182,0.0124314373657675,0.945454545454546,0.980813953323629,0.00965182872767862,0.507999868615379,0.246687992244561,"state_site_day_type",0.00192090103573661,0.0296090270530332,0.00575038081605067,-0.035359407869084,"IZTECH","Work day",,,"temporal_80"
"Pre-sleep",23,15,23,4053,0.637799161115223,0.662339114587234,0,0.000817974214056957,0.130434782608696,0.0536778378637412,0.869565217391304,0.945504187922202,-0.0789532732606889,0.482673687372883,0.273360915548975,"state_site_day_type",-0.024539953472011,-0.000817974214056957,0.0767569447449545,-0.0759389705308975,"IZTECH","Free day",,,"temporal_80"
"Pre-sleep",28,11,28,4965,0.674320241691843,0.697203851474932,0.0357142857142857,0.0107761569789328,0.321428571428571,0.21025632788421,0.642857142857143,0.778967515136857,-0.0277853220522819,0.512211573229766,0.289234623877589,"state_site_day_type",-0.0228836097830888,0.0249381287353529,0.111172243544361,-0.136110372279714,"KNUST","Work day",,,"temporal_80"
"Pre-sleep",27,12,27,4694,0.811248402215594,0.793074770676609,0.037037037037037,0.00171315199740992,0.296296296296296,0.259737755319104,0.666666666666667,0.738549092683487,0.152758242624762,0.521863125907381,0.254872092147041,"state_site_day_type",0.0181736315389853,0.0353238850396271,0.0365585409771928,-0.0718824260168199,"KNUST","Free day",,,"temporal_80"
"Pre-sleep",75,26,75,13313,0.611357319912867,0.597474530883738,0.0266666666666667,0.00784548536669456,0.0266666666666667,0.0337253891093514,0.946666666666667,0.958429125523954,0.0837936284104121,0.507718627255553,0.227531596893362,"state_site_day_type",0.0138827890291293,0.0188211812999721,-0.00705872244268474,-0.0117624588572874,"MPI","Work day",,,"temporal_80"
"Pre-sleep",49,23,49,8628,0.630389429763561,0.646655090330216,0,0.0023348752780685,0.0816326530612245,0.0547018680207755,0.918367346938776,0.942963256701156,-0.0221328320633172,0.501386001512396,0.263848018644779,"state_site_day_type",-0.0162656605666555,-0.0023348752780685,0.026930785040449,-0.0245959097623805,"MPI","Free day",,,"temporal_80"
"Pre-sleep",38,12,38,6719,0.709778240809644,0.670746898074415,0.0263157894736842,0.00304266992601438,0.0526315789473684,0.0682722072506085,0.921052631578947,0.928685122823377,0.207613834934428,0.530837159519721,0.217090613501774,"state_site_day_type",0.0390313427352296,0.0232731195476698,-0.0156406283032401,-0.00763249124442977,"RISE","Work day",,,"temporal_80"
"Pre-sleep",26,13,26,4654,0.681349376880103,0.654253900906396,0,0.00106967523550314,0.0769230769230769,0.0673172981311314,0.923076923076923,0.931613026633365,0.156708049193005,0.535561958473466,0.237389052051467,"state_site_day_type",0.0270954759737077,-0.00106967523550314,0.00960577879194553,-0.0085361035564423,"RISE","Free day",,,"temporal_80"
"Pre-sleep",32,12,32,5700,0.659473684210526,0.70011018736588,0,0.000425524018561033,0.15625,0.0713685009529665,0.84375,0.928205975028473,-0.139321251447641,0.465615392843968,0.276074727001613,"state_site_day_type",-0.0406365031553537,-0.000425524018561033,0.0848814990470335,-0.0844559750284725,"THUAS","Work day",,,"temporal_80"
"Pre-sleep",16,10,16,2857,0.690234511725586,0.715964561162827,0,0.00033215965907215,0.1875,0.0780226044043657,0.8125,0.921645235936562,-0.0589683388972926,0.50372030848528,0.357549603505548,"state_site_day_type",-0.0257300494372406,-0.00033215965907215,0.109477395595634,-0.109145235936562,"THUAS","Free day",,,"temporal_80"
"Pre-sleep",28,10,28,4924,0.610073111291633,0.598755853055562,0,0.00279571955691391,0.0357142857142857,0.021632125775491,0.964285714285714,0.975572154667595,0.0592320236076239,0.496418269132895,0.269859993544244,"state_site_day_type",0.0113172582360709,-0.00279571955691391,0.0140821599387947,-0.0112864403818808,"TUM","Work day",,,"temporal_80"
"Pre-sleep",20,9,20,3444,0.564459930313589,0.597765433241746,0,0.00482395027158519,0.1,0.0369063194300667,0.9,0.958269730298348,-0.111937021847273,0.478679120657779,0.316878041887793,"state_site_day_type",-0.0333055029281573,-0.00482395027158519,0.0630936805699334,-0.0582697302983481,"TUM","Free day",,,"temporal_80"
"Pre-sleep",18,6,18,3182,0.601822752985544,0.554032493612689,0.0555555555555556,0.00593383478463334,0,0.0138390126115773,0.944444444444444,0.980227152603789,0.199895239491935,0.534971779794494,0.314012365953043,"state_site_day_type",0.0477902593728548,0.0496217207709222,-0.0138390126115773,-0.0357827081593449,"UCR","Work day",,,"temporal_80"
"Pre-sleep",7,4,7,1249,0.771016813450761,0.729045663441896,0,6.67041943750105e-05,0,0.0416675692836315,1,0.958265726521994,0.191899242596826,0.514646486809405,0.233917065305906,"state_site_day_type",0.0419711500088649,-6.67041943750105e-05,-0.0416675692836315,0.0417342734780064,"UCR","Free day",,,"temporal_80"
"Sleep environment",734,140,734,355909,0.873504182248833,0.86823388827039,0.00817438692098093,4.38418223882058e-05,0.384196185286104,0.343020288655748,0.607629427792916,0.656935869521863,0.109737462421768,0.516188424643091,0.248635267144849,"state_support_band",0.00527029397844325,0.00813054509859272,0.0411758966303553,-0.0493064417289479,,,,"5_ge80pct","temporal_80"
"Wake outside the three hours before sleep",718,140,718,531695,0.244785074149653,0.247213878854795,0.0348189415041783,0.0179765958936828,0.00139275766016713,8.19854813930193e-06,0.963788300835655,0.982015205558178,-0.0564629973373749,0.487602978452761,0.254480138637676,"state_support_band",-0.00242880470514159,0.0168423456104954,0.00138455911202783,-0.0182269047225233,,,,"5_ge80pct","temporal_80"
