"sample_id","decomposition","metric","value_15","value_30","difference_percentage_points","defined","passed"
"primary_any_valid","Sleep environment","day_type::relative_weight_percent",16.9575050820943,16.9575050820944,5.32907051820075e-14,TRUE,TRUE
"support_80","global","marginal_r2",0.582834995394469,0.582834995394466,2.66453525910038e-13,TRUE,TRUE
"support_80","global","conditional_r2",0.603837763942443,0.603837763942445,1.55431223447522e-13,TRUE,TRUE
"support_80","global","random_effect_increment",0.0210027685479744,0.0210027685479787,4.30211422042248e-13,TRUE,TRUE
"support_80","global","observation_distribution_share",0.396162236057557,0.396162236057555,1.4432899320127e-13,TRUE,TRUE
"support_80","global","analysis_state::absolute_r2_contribution",0.547516501896094,0.547516501896092,2.55351295663786e-13,TRUE,TRUE
"support_80","global","analysis_state::relative_weight_percent",93.9402242868977,93.9402242868977,0,TRUE,TRUE
"support_80","global","site::absolute_r2_contribution",0.0295266262226165,0.0295266262226164,1.38777878078145e-14,TRUE,TRUE
"support_80","global","site::relative_weight_percent",5.06603523397434,5.06603523397434,0,TRUE,TRUE
"support_80","global","day_type::absolute_r2_contribution",0.00579186727575818,0.00579186727575813,5.11743425413158e-15,TRUE,TRUE
"support_80","global","day_type::relative_weight_percent",0.993740479127919,0.993740479127915,4.10782519111308e-15,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","marginal_r2",0.142706552143865,0.142706552143865,4.9960036108132e-14,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","conditional_r2",0.211762859411102,0.211762859411103,1.30451205393456e-13,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","random_effect_increment",0.0690563072672364,0.0690563072672382,1.81799020282369e-13,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","observation_distribution_share",0.788237140588899,0.788237140588897,1.33226762955019e-13,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","site::absolute_r2_contribution",0.11055222777408,0.11055222777408,3.46944695195361e-14,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","site::relative_weight_percent",77.4682214048803,77.4682214048803,4.2632564145606e-14,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","day_type::absolute_r2_contribution",0.0321543243697847,0.0321543243697847,6.24500451351651e-15,TRUE,TRUE
"support_80","Wake outside the three hours before sleep","day_type::relative_weight_percent",22.5317785951197,22.5317785951197,2.8421709430404e-14,TRUE,TRUE
"support_80","Pre-sleep","marginal_r2",0.0558792180242593,0.0558792180242588,5.13478148889135e-14,TRUE,TRUE
"support_80","Pre-sleep","conditional_r2",0.098460238564069,0.0984602385640749,5.92581539393677e-13,TRUE,TRUE
"support_80","Pre-sleep","random_effect_increment",0.0425810205398097,0.0425810205398162,6.432354648922e-13,TRUE,TRUE
"support_80","Pre-sleep","observation_distribution_share",0.901539761435931,0.901539761435925,5.77315972805081e-13,TRUE,TRUE
"support_80","Pre-sleep","site::absolute_r2_contribution",0.0476230225915304,0.04762302259153,3.67761376907083e-14,TRUE,TRUE
"support_80","Pre-sleep","site::relative_weight_percent",85.2249266817861,85.2249266817862,1.27897692436818e-13,TRUE,TRUE
"support_80","Pre-sleep","day_type::absolute_r2_contribution",0.00825619543272891,0.00825619543272882,1.00613961606655e-14,TRUE,TRUE
"support_80","Pre-sleep","day_type::relative_weight_percent",14.7750733182139,14.7750733182139,4.44089209850063e-14,TRUE,TRUE
"support_80","Sleep environment","marginal_r2",0.17725597247999,0.177255972479985,4.44089209850063e-13,TRUE,TRUE
"support_80","Sleep environment","conditional_r2",0.203562705061224,0.203562705061242,1.80411241501588e-12,TRUE,TRUE
"support_80","Sleep environment","random_effect_increment",0.026306732581234,0.0263067325812565,2.25271190590348e-12,TRUE,TRUE
"support_80","Sleep environment","observation_distribution_share",0.796437294938776,0.796437294938758,1.80966353013901e-12,TRUE,TRUE
"support_80","Sleep environment","site::absolute_r2_contribution",0.149962653533889,0.149962653533885,3.7470027081099e-13,TRUE,TRUE
"support_80","Sleep environment","site::relative_weight_percent",84.6023134993761,84.6023134993761,1.4210854715202e-14,TRUE,TRUE
"support_80","Sleep environment","day_type::absolute_r2_contribution",0.0272933189461011,0.0272933189461005,6.66133814775094e-14,TRUE,TRUE
"support_80","Sleep environment","day_type::relative_weight_percent",15.397686500624,15.397686500624,1.06581410364015e-14,TRUE,TRUE
