run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,spearman_rho,conf_low,conf_high,interval_method,pairs,sites,metric_tied_participants,leba_tied_participants,represented_days,p_value_reported
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.02610455947450664,-0.1326035900944379,0.18350757627353717,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,0.02252276132100417,-0.1361228045675213,0.180042079928886,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.07102754863644395,-0.08812307240234965,0.22664217106309678,asymptotic_fisher_z_for_spearman,154,8,0,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.16221292782283428,-0.31235978456766406,-0.004158961719350769,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.012700853168673502,-0.1457525982648457,0.1705189860204377,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,0.04475368305534525,-0.1142154320799718,0.20148816216192447,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,-0.11976548332759207,-0.27275948880520035,0.039136515126990484,asymptotic_fisher_z_for_spearman,154,8,0,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.042073032155963815,-0.1989100921590905,0.11686529161611801,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.036389973692941384,-0.12247559721428264,0.19343731964802474,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.07593600092524502,-0.23131851230246792,0.0832241962408465,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.18587978683921214,0.028558713580683733,0.3342149128917163,asymptotic_fisher_z_for_spearman,154,8,6,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.11339212809902258,-0.26676852203569,0.0455860879614255,asymptotic_fisher_z_for_spearman,154,8,6,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01333282674922074,-0.1711326216637132,0.14513388845550515,asymptotic_fisher_z_for_spearman,154,8,6,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.19118555015680627,-0.33909272009724095,-0.034054627962826385,asymptotic_fisher_z_for_spearman,154,8,6,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.03780548425607423,-0.12160212363747569,0.19531195517670055,asymptotic_fisher_z_for_spearman,153,8,2,134,839,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.1720696528937886,-0.3219571626629153,-0.013767425940668172,asymptotic_fisher_z_for_spearman,153,8,2,136,839,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.009224026958137694,-0.16765676440098773,0.14967317086805906,asymptotic_fisher_z_for_spearman,153,8,2,136,839,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.023379973198182507,-0.18138518254222089,0.1358019656993391,asymptotic_fisher_z_for_spearman,153,8,2,136,839,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,5.116025459149425e-4,-0.15766182192148573,0.1586594317525454,asymptotic_fisher_z_for_spearman,154,8,6,135,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.14323825627622253,-0.015268309248825126,0.29472209515024184,asymptotic_fisher_z_for_spearman,154,8,6,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.0225458578799779,-0.13610012438615346,0.18006443907030598,asymptotic_fisher_z_for_spearman,154,8,6,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.05660644153414223,-0.2128613794146976,0.1024716453445985,asymptotic_fisher_z_for_spearman,154,8,6,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.05714194458961635,-0.10194001652555625,0.2133742192196734,asymptotic_fisher_z_for_spearman,154,8,2,135,878,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.07290338456175342,-0.228430149808723,0.08625180457897325,asymptotic_fisher_z_for_spearman,154,8,2,137,878,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.040592310194547815,-0.19748510193420013,0.11832803563720334,asymptotic_fisher_z_for_spearman,154,8,2,137,878,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,0.05361942909792755,-0.10543538123548012,0.20999920128643054,asymptotic_fisher_z_for_spearman,154,8,2,137,878,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.08003862925936109,-0.07912366144168595,0.23522163448834757,asymptotic_fisher_z_for_spearman,154,8,0,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.15618169894650166,-0.30676472474245947,0.002029090441243387,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.005185604249044014,-0.16321241137969297,0.15310062975139122,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.11998069515423364,-0.2729615814754458,0.038918498293986116,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.15568319137380027,-0.0025400185938960086,0.30630180233548526,asymptotic_fisher_z_for_spearman,154,8,2,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.002494544182047903,-0.15572756357769663,0.16059185166808226,asymptotic_fisher_z_for_spearman,154,8,2,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.05784028852132921,-0.2140428789150948,0.10124658840281983,asymptotic_fisher_z_for_spearman,154,8,2,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,0.08690403596139198,-0.0722496887813719,0.2417420075392762,asymptotic_fisher_z_for_spearman,154,8,2,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,1,leba_f2,Spending time outdoors,0.030646571509646878,-0.12813517742571567,0.18789648898098726,asymptotic_fisher_z_for_spearman,154,8,0,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.07930255412270602,-0.07985975766922662,0.2345217220981848,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.15966975399474498,-0.31000179857725724,-0.0015481838177944388,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,4,leba_f5,Using light in the morning and during daytime,0.12553389135695267,-0.03328768702238459,0.2781715939629025,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.18938592593880815,0.032189442118108945,0.3374391420530361,asymptotic_fisher_z_for_spearman,154,8,0,135,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03471843983995315,-0.1918257741391715,0.12412380252862378,asymptotic_fisher_z_for_spearman,154,8,0,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.023573628224734605,-0.1810592304277299,0.1350907139969512,asymptotic_fisher_z_for_spearman,154,8,0,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,0.08821304929978362,-0.07093732371509309,0.2429836487871414,asymptotic_fisher_z_for_spearman,154,8,0,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.10781046791021147,-0.05122363268501363,0.2615119958597549,asymptotic_fisher_z_for_spearman,154,8,5,135,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.09167803303013648,-0.06746080633915011,0.24626785114201724,asymptotic_fisher_z_for_spearman,154,8,5,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.02863148359518811,-0.18595009909720028,0.1301184084921056,asymptotic_fisher_z_for_spearman,154,8,5,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,0.01147577325319494,-0.14695161346777968,0.16932910542333254,asymptotic_fisher_z_for_spearman,154,8,5,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.1555240636725483,-0.002703093654657743,0.3061540187099362,asymptotic_fisher_z_for_spearman,154,8,1,135,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.18692110388885835,-0.33517286577893024,-0.02963660029461936,asymptotic_fisher_z_for_spearman,154,8,1,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.03969968563060649,-0.19662575372723232,0.1192094894600652,asymptotic_fisher_z_for_spearman,154,8,1,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,0.07721389305074494,-0.08194753388962528,0.23253479858570913,asymptotic_fisher_z_for_spearman,154,8,1,137,867,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.22381059360284322,0.06805908409671677,0.3689124845680233,asymptotic_fisher_z_for_spearman,154,8,0,135,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.16748983953855043,-0.31724654896709914,-0.009583029718398894,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.021159839164489175,-0.17872238433004362,0.1374608620157311,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.06735064088143326,-0.22313443052317283,0.09178777004736575,asymptotic_fisher_z_for_spearman,154,8,0,137,897,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,0.07702327221384392,-0.08319761207927935,0.23336244673196457,asymptotic_fisher_z_for_spearman,152,8,0,134,723,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.040985369588194175,-0.19888834504873923,0.11899174152459975,asymptotic_fisher_z_for_spearman,152,8,0,135,723,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.017375992338619778,-0.176089582922023,0.14221812335987652,asymptotic_fisher_z_for_spearman,152,8,0,135,723,FALSE
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.12443698395136905,-0.2781278466525084,0.0354663219761744,asymptotic_fisher_z_for_spearman,152,8,0,135,723,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,0.011120219179279165,-0.17479623428369873,0.19627100474931183,asymptotic_fisher_z_for_spearman,112,8,0,94,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.1320026834101042,-0.30996619012633714,0.05489774965998632,asymptotic_fisher_z_for_spearman,112,8,0,95,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.07163177620318982,-0.25381393537718855,0.11545863947511162,asymptotic_fisher_z_for_spearman,112,8,0,95,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.18385589116329976,-0.0017599248540255644,0.35722475721077546,asymptotic_fisher_z_for_spearman,112,8,0,95,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.1642278534977629,-0.3394397368283457,0.021998284885176286,asymptotic_fisher_z_for_spearman,112,8,0,94,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.001006504868779184,-0.18458374376793094,0.18652744374425254,asymptotic_fisher_z_for_spearman,112,8,0,95,649,FALSE
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.024681081629372697,-0.16161484391842712,0.20927842089955787,asymptotic_fisher_z_for_spearman,112,8,0,95,649,FALSE
