run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.019138627954448338,0.011183507811619132,-0.041057900486044185,0.002780644577147509,0.08702094490499561,ratio,0.9568885811590513,0.9097919703566523,1.0064232116641336,-0.06102098897951166,0.03565713846098767,-0.13090769615480544,0.008865718195782121,0.8689184343895483,0.7397624855892722,1.0206238628342426,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,9.272122706690632e-4,0.008701200322919073,-0.0161268269845206,0.01798125152585873,0.915136925852372,ratio,1.002137265856085,0.9635475978018849,1.0422724335658606,0.003857309241998731,0.036197989914282885,-0.06708944730273982,0.07480406578673729,1.0089213428267585,0.8568613478698954,1.18796614941477,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.0024536835753405564,0.010060494691237008,-0.0221718908368215,0.017264523686140384,0.8073137412306506,ratio,0.9943661149675281,0.9502286251158549,1.0405537619697176,-0.009079828417473715,0.03722874722290088,-0.08204683216390499,0.06388717532895753,0.9793099602116472,0.8278528873475859,1.1584763583328157,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,-0.003914172546998526,0.00483216486697079,-0.013385041653621053,0.005556696559624001,0.4179260214565788,ratio,0.9910277774196664,0.9696499029953995,1.012876969907791,-0.01564416371206452,0.019313195152969323,-0.053497330638277926,0.022209003214148877,0.9646190541167172,0.8841026032607775,1.0524682498763893,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,897,154,897,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.005880615152860358,0.005775738935747151,-0.01720085545103047,0.005439625145309755,0.30860284679406486,ratio,0.9865506449849522,0.9611676482552538,1.01260396860731,-0.01874956518771957,0.018415181212864652,-0.054842657133712905,0.017343526758273765,0.9577461940048522,0.8813681307369102,1.0407430676712188,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,897,154,897,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.004029150618053996,0.004476701784976081,-0.012803324886133284,0.004745023650025293,0.3681061032932693,ratio,0.9907654407223139,0.9709495730723476,1.0109857254724168,-0.016761728040128203,0.018623592153714806,-0.05326329792417195,0.019739841843915543,0.9621400035035031,0.8845791570739069,1.0465014678888456,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,897,154,897,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.001605003846326778,0.005196252274275054,-0.011789471158490227,0.00857946346583667,0.7574149420653308,ratio,0.996311162608307,0.973218887590451,1.0199513648933993,-0.005939298644899569,0.01922867297906439,-0.04362680515436427,0.03174820786456513,0.9864173475840711,0.9044263250930096,1.0758412892445723,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_GAUSSIAN_MISFIT,897,154,897,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.04439327239763751,0.01509088704770416,0.01481567728937538,0.07397086750589964,0.0032638735121497623,ratio,1.0453933984253805,1.014925973467162,1.0767754358852513,0.17743101837333944,0.06031525301959225,0.05921529473651793,0.29564674201016095,1.1941456809497024,1.0610036446523168,1.3439952958862014,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,897,154,897,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.02441197371520733,0.018496933897406306,-0.06066529797854177,0.01184135054812711,0.18690685061692733,ratio,0.9758835885443291,0.9411381879201477,1.0119117368882717,-0.07783435586862752,0.05897503218071831,-0.19342329492992605,0.037754583192671005,0.9251176541628021,0.8241330489539805,1.0384763420541772,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,897,154,897,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.004935608333649455,0.014475763684860659,-0.03330758380468916,0.023436367137390245,0.7331361936779761,ratio,0.9950765517671049,0.9672410061613438,1.0237131568753424,-0.02053269595594796,0.06022083487561169,-0.13856336343108047,0.09749797151918453,0.9796766644857972,0.8706080848059868,1.1024092053451342,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,897,154,897,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.043545135705663644,0.016586544911184165,-0.07605416635954071,-0.011036105051786586,0.008656530372890605,ratio,0.9573893406722541,0.9267660056591218,0.9890245693474327,-0.161138283924062,0.061378322513069454,-0.28143758548116204,-0.04083898236696192,0.8511743592380527,0.7546980183190036,0.9599836918056824,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,897,154,897,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.01761770393713453,0.012141762051128905,-0.006179712391933288,0.04141512026620235,0.14677969506435992,ratio,1.0177738110854861,0.9938393427587013,1.0422846892497963,0.07035728039775561,0.04848880195752953,-0.024679025092497517,0.16539358588800873,1.0728914358644142,0.9756230122831068,1.1798574025611221,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,839,153,839,839,8,15.522875816993466,3.9935556102436705
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.020924636423938214,0.01445300014171591,-0.049251996170253685,0.007402723322377257,0.14768106788551594,ratio,0.9792927647932665,0.9519412139306299,1.00743019121591,-0.06673077713619321,0.04609207595611322,-0.15706958598285967,0.02360803171047323,0.935447011162059,0.854644585464978,1.0238889072420012,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,839,153,839,839,8,13.915032679738562,3.1891009135935016
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,4.336341384026965e-4,0.011401138179457804,-0.02191218607609915,0.022779454352904547,0.9696603463494007,ratio,1.0004337281712772,0.9783261419366227,1.0230408874503105,0.001802503238913987,0.04739153741787323,-0.09108320327209986,0.09468820974992784,1.001804128724378,0.9129417479984586,1.0993160456617705,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,839,153,839,839,8,12.660130718954248,4.156737395154261
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.02141483504370503,0.013246988558313612,-0.04737845552161388,0.004548785434203815,0.10596867386263671,ratio,0.9788128344718182,0.9537263862643246,1.0045591468633492,-0.07932062486396406,0.04906689254746759,-0.1754899670902973,0.01684871736236917,0.9237437017607308,0.8390458152021355,1.0169914575368544,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,839,153,839,839,8,12.130718954248366,3.7040035425012836
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,7.41358785651214e-5,0.013386023471593733,-0.02616198802196641,0.026310259779096654,0.9955810946661554,difference,7.41358785651214e-5,-0.02616198802196641,0.026310259779096654,2.96306258164283e-4,0.053501254768069245,-0.10456422621495325,0.10515683873128182,2.96306258164283e-4,-0.10456422621495325,0.10515683873128182,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,867,154,867,867,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.03737414011860384,0.015816026373895675,0.006375298047232702,0.06837298218997498,0.018124979724740895,difference,0.03737414011860384,0.006375298047232702,0.06837298218997498,0.11916251247080512,0.05042731241540416,0.020326796299463486,0.21799822864214674,0.11916251247080512,0.020326796299463486,0.21799822864214674,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,867,154,867,867,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.007446167409224042,0.012441731257112551,-0.0169391777600428,0.031831512578490886,0.5495175507607113,difference,0.007446167409224042,-0.0169391777600428,0.031831512578490886,0.03097690925115145,0.05175902701319373,-0.07046891956954397,0.1324227380718469,0.03097690925115145,-0.07046891956954397,0.1324227380718469,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,867,154,867,867,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.007669519311787586,0.014397853532819322,-0.03588879369079623,0.020549755067221058,0.5942517136965261,difference,-0.007669519311787586,-0.03588879369079623,0.020549755067221058,-0.0283809697775994,0.05327909473403582,-0.1328060765852072,0.07604413703000841,-0.0283809697775994,-0.1328060765852072,0.07604413703000841,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,867,154,867,867,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.003495890550545794,0.0038511162755966596,-0.0040521586498996846,0.011043939750991274,0.36400486586333525,ratio,1.0035020083028365,0.9959560402667866,1.0111051491771434,0.013972374348733168,0.015392140424629323,-0.016195666528523348,0.04414041522598969,1.01407044419508,0.9839347781165656,1.0451290966241065,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT,878,154,878,878,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0028925480222259615,0.004673361349759902,-0.012052167954496859,0.006267071910044937,0.5359533841974041,ratio,0.9971116313641414,0.9880201685262673,1.0062867510940157,-0.009222507559426892,0.014900395791156632,-0.03842674666548608,0.0199817315466323,0.9908198893281032,0.9623021940025199,1.0201827026963879,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT,878,154,878,878,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.0013172524340707022,0.0036141430085386023,-0.005766337697642192,0.008400842565783597,0.7155058879467244,ratio,1.001318120392123,0.9942502557178468,1.0084362286652986,0.005479920994056551,0.015035248852651097,-0.023988625255736754,0.03494846724384986,1.0054949632253012,0.9762968148213442,1.0355663418367906,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT,878,154,878,878,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-7.971967679380998e-4,0.004177226754196647,-0.008984410761420675,0.007390017225544474,0.8486481705350999,ratio,0.9992031209089827,0.9910558284582142,1.0074173907916701,-0.002950017655327831,0.015457780526456823,-0.03324671076810779,0.027346675457452126,0.9970543293711033,0.9672998868505998,1.0277240277101394,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT,878,154,878,878,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.006843578286613188,0.005020527899504448,-0.002996475579794054,0.01668363215302043,0.17284492700587398,ratio,1.0158827321123483,0.9931241078658868,1.039162897396319,0.027352411731108865,0.020066044467319844,-0.011976312737017235,0.06668113619923496,1.0650068760329217,0.9728002807432563,1.1659532469817966,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.008192827287577533,0.006045702525949685,-0.020042186499681744,0.0036565319245266768,0.1753701131414513,ratio,0.9813121424731297,0.9548998244519703,1.008455019371134,-0.026121748372777823,0.019275924485675354,-0.06390186613341527,0.011658369387859621,0.9416255879792504,0.8631735697945893,1.0272079439923871,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,13.935064935064934,3.188368002384869
