run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,omitted_site,observations,participants,sites,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_change_from_full,relative_absolute_change,sign_reversal,converged,positive_definite_hessian,singular,warnings,error,refit_status
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,128,128,8,-0.024304882061066135,-0.047828905261394,-7.808588607382677e-4,-0.0015839660383826157,0.06971400434741525,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,123,123,8,-0.022775721697082627,-0.048228664505805194,0.002677221111639941,-5.4805674399107523e-5,0.002412124332680604,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,MPI,115,115,8,-0.02328353712539804,-0.04666382465454186,9.675040374578295e-5,-5.626211027145202e-4,0.024762254398230474,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,TUM,131,131,8,-0.022014909810751607,-0.04586587040037273,0.0018360507788695163,7.060062119319116e-4,0.031072964277807612,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,118,118,8,-0.020875274332014335,-0.047283382596890425,0.0055328339328617505,0.0018456416906691836,0.08123095428135818,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,124,124,8,-0.01851104697132037,-0.04155837105437775,0.004536277111737003,0.004209869051363148,0.18528606184540306,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,UCR,135,135,8,-0.020926045078350903,-0.043385175971330014,0.0015330858146282121,0.001794870944332616,0.07899641645348715,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,126,126,8,-0.024283424930882324,-0.04892049875800563,3.536488962409823e-4,-0.001562508908198805,0.06876962648155857,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,RISE,128,128,8,-0.005688275058177114,-0.024080643712698448,0.012704093596344222,2.095632256011084e-4,0.03553220951776586,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,128,128,8,-0.0035581519166068736,-0.02157187431067253,0.014455570477458785,0.0023396863671713486,0.3967023601862001,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,BAUA,123,123,8,-0.011103854362545643,-0.030307506563688996,0.008099797838597711,-0.0052060160787674205,0.8826990209423625,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,MPI,115,115,8,0.00401084793918562,-0.015097628633077797,0.023119324511449036,0.009908686222963842,1.6800539021589151,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,TUM,131,131,8,-0.0070216450913150414,-0.025090900499909762,0.011047610317279678,-0.0011238068075368193,0.1905455445646597,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,FUSPCEU,118,118,8,-0.009943804620413681,-0.028633540128197646,0.008745930887370286,-0.004045966336635459,0.6860083545803102,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,124,124,8,-0.007324671048371067,-0.025396569484644638,0.010747227387902502,-0.001426832764592845,0.24192470121083073,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,UCR,135,135,8,-0.006776260201909341,-0.024436369232780135,0.010883848828961451,-8.784219181311188e-4,0.14893964124909706,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,126,126,8,-0.004656685784411,-0.022962066838083967,0.013648695269261964,0.0012411524993672218,0.21044193476463471,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,RISE,128,128,8,0.023160632292713115,0.003110857871648307,0.04321040671377792,7.535459783184137e-4,0.03362980655964728,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,THUAS,128,128,8,0.023929709162649446,0.0030330490018003198,0.04482636932349857,0.0015226228482547455,0.06795273722298227,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,BAUA,123,123,8,0.02447813815816533,0.0027400097287524974,0.046216266587578166,0.0020710518437706306,0.09242843155560797,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,MPI,115,115,8,0.025405177429196235,0.0037806773049175978,0.04702967755347487,0.002998091114801534,0.1338010249407353,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,TUM,131,131,8,0.021508339417047755,0.0015361298423906093,0.041480548991704905,-8.987468973469456e-4,0.040109940432977,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,118,118,8,0.020647027005801167,-2.3788217465687753e-4,0.04153193618625921,-0.001760059308593534,0.07854922696766876,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,IZTECH,124,124,8,0.0186409723555272,-0.002053954126015913,0.03933589883707031,-0.0037661139588675008,0.16807691575892594,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,UCR,135,135,8,0.021052767620777423,0.001029624791633238,0.04107591044992161,-0.0013543186936172784,0.06044153508469508,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,KNUST,126,126,8,0.023500954323559704,0.002754925760806149,0.04424698288631326,0.0010938680091650034,0.04881794954582219,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,RISE,128,128,8,-0.012561762280518064,-0.031447922292967376,0.006324397731931247,0.0022287349934921857,0.15068695475225852,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,THUAS,128,128,8,-0.012953034070948518,-0.03153175901142591,0.00562569086952887,0.0018374632030617316,0.1242326859618512,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,BAUA,123,123,8,-0.017797853267411706,-0.03591036901083994,3.146624760165216e-4,-0.0030073559934014563,0.2033302827948834,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,MPI,115,115,8,-0.011156024688266649,-0.030704072171175587,0.008392022794642288,0.003634472585743601,0.24573024952515077,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,TUM,131,131,8,-0.011812901713263433,-0.029367430113438377,0.005741626686911508,0.0029775955607468166,0.20131815080883217,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,FUSPCEU,118,118,8,-0.020961230047615385,-0.039964349054606746,-0.0019581110406240235,-0.006170732773605135,0.4172092837235635,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,IZTECH,124,124,8,-0.01617270270551727,-0.033799872949020954,0.0014544675379864133,-0.0013822054315070203,0.09345226234792127,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,UCR,135,135,8,-0.016087936956260214,-0.03362419235922348,0.0014483184467030535,-0.001297439682249964,0.08772116705837979,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,KNUST,126,126,8,-0.013930788068475426,-0.03185454142907087,0.003992965292120017,8.597092055348237e-4,0.05812578100707258,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,128,128,8,-2.9474975107017266e-4,-0.02223275261773803,0.021643253115597685,8.412420778943457e-5,0.22203745024504842,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,128,128,8,0.001679462429371509,-0.020985792476762185,0.024344717335505205,0.0020583363882311165,5.4327734596133554,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,123,123,8,-0.007566542508498171,-0.03087143629921081,0.01573835128221447,-0.007187668549638564,18.971133754542297,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,MPI,115,115,8,-0.007365086568449889,-0.03075433475221274,0.016024161615312966,-0.006986212609590281,18.43941090757056,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,TUM,131,131,8,0.002716593307107996,-0.018912788747470915,0.024345975361686905,0.003095467265967603,8.170176898103037,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,118,118,8,0.010618915533252931,-0.013535238565557915,0.03477306963206378,0.010997789492112539,29.02756770408652,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,124,124,8,0.004582422535505536,-0.01719445231554264,0.02635929738655371,0.004961296494365143,13.094846922967237,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,UCR,135,135,8,-0.0018252789636232728,-0.023388568998624577,0.019738011071378035,-0.0014464050047636656,3.817641648207432,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,126,126,8,-0.005338770170493909,-0.02773827424800325,0.01706073390701543,-0.004959896211634302,13.091151016457706,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,RISE,128,128,8,-0.003598783795063378,-0.020703007184050888,0.013505439593924133,-0.00381256854858786,17.83367843465626,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,128,128,8,-0.0012299690964465016,-0.018305377409817407,0.015845439216924405,-0.0014437538499709837,6.753305959237401,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,BAUA,123,123,8,4.6283984650382417e-4,-0.017015866553571717,0.017941546246579367,2.490550929793421e-4,1.1649806119163728,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,MPI,115,115,8,-0.004779110892206729,-0.02358712013767591,0.014028898353262452,-0.004992895645731211,23.35477887649943,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,TUM,131,131,8,0.004457164858963402,-0.011736701680508504,0.020651031398435306,0.0042433801054389195,19.84884345343635,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,FUSPCEU,118,118,8,0.008063226423139624,-0.008920740836576183,0.02504719368285543,0.007849441669615142,36.71656439576849,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,124,124,8,0.002164792227778503,-0.014784058980007238,0.019113643435564244,0.001951007474254021,9.12603654886267,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,UCR,135,135,8,-7.663721338895438e-4,-0.017540848783961987,0.0160081045161829,-9.80156887414026e-4,4.584783859723565,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,126,126,8,-0.0032804147119395175,-0.019685953506145385,0.013125124082266352,-0.0034941994654639997,16.344474560782245,TRUE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,RISE,128,128,8,0.011646112603256271,-0.007265630923941252,0.030557856130453795,-0.0032197074598148134,0.21658458437910513,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,THUAS,128,128,8,0.015294155526429218,-0.004730242845565844,0.03531855389842428,4.283354633581333e-4,0.028813443290772938,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,BAUA,123,123,8,0.01686396473929915,-0.0029872861049009374,0.03671521558349923,0.0019981446762280634,0.13441200470277134,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,MPI,115,115,8,0.016870972622121828,-0.0047097379653926845,0.038451683209636336,0.002005152559050743,0.13488341380048322,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,TUM,131,131,8,0.014218024064596357,-0.0038079764131730785,0.032244024542365794,-6.477959984747279e-4,0.043576203379721366,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,118,118,8,0.014560706143136473,-0.004528017417617531,0.033649429703890475,-3.051139199346121e-4,0.02052452664165905,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,IZTECH,124,124,8,0.01618797251409475,-0.003209415066437356,0.03558536009462686,0.0013221524510236664,0.08893908613276508,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,UCR,135,135,8,0.015278995341565103,-0.0038298923867377994,0.03438788306986801,4.131752784940178e-4,0.027793641840210808,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,KNUST,126,126,8,0.013743070258704814,-0.005065622091710277,0.032551762609119905,-0.0011227498043662708,0.0755255882018476,FALSE,TRUE,TRUE,FALSE,,,PASS
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,RISE,738,128,8,0.00904892925893104,-0.006162593251233835,0.024260451769095914,-7.478011658328208e-4,0.0763317079688702,FALSE,TRUE,TRUE,FALSE,,,PASS
