"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h10-prep-site-cells","headers",27,53174,53179,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",53969,54000,6,32
1,"tbl-h10-prep-site-cells","headers",28,53239,53242,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",54060,54091,4,32
1,"tbl-h10-prep-site-cells","headers",29,53338,53346,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",54187,54218,9,32
1,"tbl-h10-prep-site-cells","headers",30,53420,53423,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",54292,54323,4,32
1,"tbl-h10-prep-site-cells","headers",31,53493,53498,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",54393,54424,6,32
1,"tbl-h10-prep-site-cells","headers",32,53568,53571,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",54494,54525,4,32
1,"tbl-h10-prep-site-cells","headers",33,53655,53663,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",54609,54640,9,32
1,"tbl-h10-prep-site-cells","headers",34,53726,53729,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",54703,54734,4,32
1,"tbl-h10-prep-site-cells","headers",35,53785,53790,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",54790,54821,6,32
1,"tbl-h10-prep-site-cells","headers",36,53849,53852,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",54880,54911,4,32
1,"tbl-h10-prep-site-cells","headers",37,53948,53956,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",55007,55038,9,32
1,"tbl-h10-prep-site-cells","headers",38,54033,54036,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",55115,55146,4,32
1,"tbl-h10-prep-site-cells","headers",39,54103,54108,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",55213,55244,6,32
1,"tbl-h10-prep-site-cells","headers",40,54178,54181,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",55314,55345,4,32
1,"tbl-h10-prep-site-cells","headers",41,54266,54274,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",55430,55461,9,32
1,"tbl-h10-prep-site-cells","headers",42,54340,54343,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",55527,55558,4,32
1,"tbl-h10-prep-site-cells","headers",43,54398,54403,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",55613,55644,6,32
1,"tbl-h10-prep-site-cells","headers",44,54462,54465,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",55703,55734,4,32
1,"tbl-h10-prep-site-cells","headers",45,54561,54569,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",55830,55861,9,32
1,"tbl-h10-prep-site-cells","headers",46,54646,54649,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",55938,55969,4,32
1,"tbl-h10-prep-site-cells","headers",47,54718,54723,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",56038,56069,6,32
1,"tbl-h10-prep-site-cells","headers",48,54794,54797,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",56140,56171,4,32
1,"tbl-h10-prep-site-cells","headers",49,54881,54889,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",56255,56286,9,32
1,"tbl-h10-prep-site-cells","headers",50,54955,54958,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",56352,56383,4,32
1,"tbl-h10-prep-site-cells","headers",51,55014,55019,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",56439,56470,6,32
1,"tbl-h10-prep-site-cells","headers",52,55078,55081,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",56529,56560,4,32
1,"tbl-h10-prep-site-cells","headers",53,55177,55185,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",56656,56687,9,32
1,"tbl-h10-prep-site-cells","headers",54,55262,55265,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",56764,56795,4,32
1,"tbl-h10-prep-site-cells","headers",55,55332,55337,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",56862,56893,6,32
1,"tbl-h10-prep-site-cells","headers",56,55408,55411,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",56964,56995,4,32
1,"tbl-h10-prep-site-cells","headers",57,55495,55503,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",57079,57110,9,32
1,"tbl-h10-prep-site-cells","headers",58,55569,55572,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",57176,57207,4,32
1,"tbl-h10-prep-site-cells","headers",59,55627,55632,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",57262,57293,6,32
1,"tbl-h10-prep-site-cells","headers",60,55692,55695,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",57353,57384,4,32
1,"tbl-h10-prep-site-cells","headers",61,55791,55799,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",57480,57511,9,32
1,"tbl-h10-prep-site-cells","headers",62,55876,55879,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",57588,57619,4,32
1,"tbl-h10-prep-site-cells","headers",63,55949,55954,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",57689,57720,6,32
1,"tbl-h10-prep-site-cells","headers",64,56025,56028,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",57791,57822,4,32
1,"tbl-h10-prep-site-cells","headers",65,56113,56121,"Placement","tbl-h10-prep-site-cells--gt-0001","Placement","tbl-h10-prep-site-cells--gt-0001",57907,57938,9,32
1,"tbl-h10-prep-site-cells","headers",66,56187,56190,"Site","tbl-h10-prep-site-cells--gt-0002","Site","tbl-h10-prep-site-cells--gt-0002",58004,58035,4,32
1,"tbl-h10-prep-site-cells","headers",67,56246,56251,"Female","tbl-h10-prep-site-cells--gt-0004","Female","tbl-h10-prep-site-cells--gt-0004",58091,58122,6,32
1,"tbl-h10-prep-site-cells","headers",68,56310,56313,"Male","tbl-h10-prep-site-cells--gt-0005","Male","tbl-h10-prep-site-cells--gt-0005",58181,58212,4,32
2,"tbl-h10-prep-metrics","id",1,73951,73956,"Metric","tbl-h10-prep-metrics--gt-0001","","",75850,75878,6,29
2,"tbl-h10-prep-metrics","id",2,74080,74091,"Abbreviation","tbl-h10-prep-metrics--gt-0002","","",76002,76030,12,29
2,"tbl-h10-prep-metrics","id",3,74221,74233,"Analysis-unit","tbl-h10-prep-metrics--gt-0003","","",76160,76188,13,29
2,"tbl-h10-prep-metrics","id",4,74364,74367,"Unit","tbl-h10-prep-metrics--gt-0004","","",76319,76347,4,29
2,"tbl-h10-prep-metrics","id",5,74489,74503,"Response-family","tbl-h10-prep-metrics--gt-0005","","",76469,76497,15,29
2,"tbl-h10-prep-metrics","id",6,74636,74649,"Transformation","tbl-h10-prep-metrics--gt-0006","","",76630,76658,14,29
2,"tbl-h10-prep-metrics","id",7,74781,74795,"Reported-effect","tbl-h10-prep-metrics--gt-0007","","",76790,76818,15,29
2,"tbl-h10-prep-metrics","headers",1,75017,75022,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",77040,77068,6,29
2,"tbl-h10-prep-metrics","headers",2,75087,75098,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",77133,77161,12,29
2,"tbl-h10-prep-metrics","headers",3,75145,75157,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",77208,77236,13,29
2,"tbl-h10-prep-metrics","headers",4,75213,75216,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",77292,77320,4,29
2,"tbl-h10-prep-metrics","headers",5,75274,75288,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",77378,77406,15,29
2,"tbl-h10-prep-metrics","headers",6,75341,75354,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",77459,77487,14,29
2,"tbl-h10-prep-metrics","headers",7,75404,75418,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",77537,77565,15,29
2,"tbl-h10-prep-metrics","headers",8,75508,75513,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",77655,77683,6,29
2,"tbl-h10-prep-metrics","headers",9,75591,75602,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",77761,77789,12,29
2,"tbl-h10-prep-metrics","headers",10,75660,75672,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",77847,77875,13,29
2,"tbl-h10-prep-metrics","headers",11,75739,75742,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",77942,77970,4,29
2,"tbl-h10-prep-metrics","headers",12,75811,75825,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",78039,78067,15,29
2,"tbl-h10-prep-metrics","headers",13,75889,75902,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",78131,78159,14,29
2,"tbl-h10-prep-metrics","headers",14,75962,75976,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",78219,78247,15,29
2,"tbl-h10-prep-metrics","headers",15,76054,76059,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",78325,78353,6,29
2,"tbl-h10-prep-metrics","headers",16,76115,76126,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",78409,78437,12,29
2,"tbl-h10-prep-metrics","headers",17,76175,76187,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",78486,78514,13,29
2,"tbl-h10-prep-metrics","headers",18,76247,76250,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",78574,78602,4,29
2,"tbl-h10-prep-metrics","headers",19,76297,76311,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",78649,78677,15,29
2,"tbl-h10-prep-metrics","headers",20,76364,76377,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",78730,78758,14,29
2,"tbl-h10-prep-metrics","headers",21,76440,76454,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",78821,78849,15,29
2,"tbl-h10-prep-metrics","headers",22,76539,76544,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",78934,78962,6,29
2,"tbl-h10-prep-metrics","headers",23,76619,76630,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",79037,79065,12,29
2,"tbl-h10-prep-metrics","headers",24,76693,76705,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",79128,79156,13,29
2,"tbl-h10-prep-metrics","headers",25,76776,76779,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",79227,79255,4,29
2,"tbl-h10-prep-metrics","headers",26,76837,76851,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",79313,79341,15,29
2,"tbl-h10-prep-metrics","headers",27,76915,76928,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",79405,79433,14,29
2,"tbl-h10-prep-metrics","headers",28,77002,77016,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",79507,79535,15,29
2,"tbl-h10-prep-metrics","headers",29,77089,77094,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",79608,79636,6,29
2,"tbl-h10-prep-metrics","headers",30,77156,77167,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",79698,79726,12,29
2,"tbl-h10-prep-metrics","headers",31,77219,77231,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",79778,79806,13,29
2,"tbl-h10-prep-metrics","headers",32,77291,77294,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",79866,79894,4,29
2,"tbl-h10-prep-metrics","headers",33,77341,77355,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",79941,79969,15,29
2,"tbl-h10-prep-metrics","headers",34,77408,77421,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",80022,80050,14,29
2,"tbl-h10-prep-metrics","headers",35,77484,77498,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",80113,80141,15,29
2,"tbl-h10-prep-metrics","headers",36,77583,77588,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",80226,80254,6,29
2,"tbl-h10-prep-metrics","headers",37,77670,77681,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",80336,80364,12,29
2,"tbl-h10-prep-metrics","headers",38,77744,77756,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",80427,80455,13,29
2,"tbl-h10-prep-metrics","headers",39,77827,77830,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",80526,80554,4,29
2,"tbl-h10-prep-metrics","headers",40,77887,77901,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",80611,80639,15,29
2,"tbl-h10-prep-metrics","headers",41,77974,77987,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",80712,80740,14,29
2,"tbl-h10-prep-metrics","headers",42,78047,78061,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",80800,80828,15,29
2,"tbl-h10-prep-metrics","headers",43,78134,78139,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",80901,80929,6,29
2,"tbl-h10-prep-metrics","headers",44,78220,78231,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",81010,81038,12,29
2,"tbl-h10-prep-metrics","headers",45,78282,78294,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",81089,81117,13,29
2,"tbl-h10-prep-metrics","headers",46,78354,78357,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",81177,81205,4,29
2,"tbl-h10-prep-metrics","headers",47,78403,78417,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",81251,81279,15,29
2,"tbl-h10-prep-metrics","headers",48,78479,78492,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",81341,81369,14,29
2,"tbl-h10-prep-metrics","headers",49,78541,78555,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",81418,81446,15,29
2,"tbl-h10-prep-metrics","headers",50,78640,78645,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",81531,81559,6,29
2,"tbl-h10-prep-metrics","headers",51,78737,78748,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",81651,81679,12,29
2,"tbl-h10-prep-metrics","headers",52,78809,78821,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",81740,81768,13,29
2,"tbl-h10-prep-metrics","headers",53,78892,78895,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",81839,81867,4,29
2,"tbl-h10-prep-metrics","headers",54,78952,78966,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",81924,81952,15,29
2,"tbl-h10-prep-metrics","headers",55,79030,79043,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",82016,82044,14,29
2,"tbl-h10-prep-metrics","headers",56,79103,79117,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",82104,82132,15,29
2,"tbl-h10-prep-metrics","headers",57,79195,79200,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",82210,82238,6,29
2,"tbl-h10-prep-metrics","headers",58,79280,79291,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",82318,82346,12,29
2,"tbl-h10-prep-metrics","headers",59,79340,79352,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",82395,82423,13,29
2,"tbl-h10-prep-metrics","headers",60,79412,79415,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",82483,82511,4,29
2,"tbl-h10-prep-metrics","headers",61,79461,79475,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",82557,82585,15,29
2,"tbl-h10-prep-metrics","headers",62,79537,79550,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",82647,82675,14,29
2,"tbl-h10-prep-metrics","headers",63,79599,79613,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",82724,82752,15,29
2,"tbl-h10-prep-metrics","headers",64,79698,79703,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",82837,82865,6,29
2,"tbl-h10-prep-metrics","headers",65,79804,79815,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",82966,82994,12,29
2,"tbl-h10-prep-metrics","headers",66,79877,79889,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",83056,83084,13,29
2,"tbl-h10-prep-metrics","headers",67,79960,79963,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",83155,83183,4,29
2,"tbl-h10-prep-metrics","headers",68,80020,80034,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",83240,83268,15,29
2,"tbl-h10-prep-metrics","headers",69,80098,80111,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",83332,83360,14,29
2,"tbl-h10-prep-metrics","headers",70,80185,80199,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",83434,83462,15,29
2,"tbl-h10-prep-metrics","headers",71,80272,80277,"Metric","tbl-h10-prep-metrics--gt-0001","Metric","tbl-h10-prep-metrics--gt-0001",83535,83563,6,29
2,"tbl-h10-prep-metrics","headers",72,80356,80367,"Abbreviation","tbl-h10-prep-metrics--gt-0002","Abbreviation","tbl-h10-prep-metrics--gt-0002",83642,83670,12,29
2,"tbl-h10-prep-metrics","headers",73,80415,80427,"Analysis unit","tbl-h10-prep-metrics--gt-0003","Analysis-unit","tbl-h10-prep-metrics--gt-0003",83718,83746,13,29
2,"tbl-h10-prep-metrics","headers",74,80487,80490,"Unit","tbl-h10-prep-metrics--gt-0004","Unit","tbl-h10-prep-metrics--gt-0004",83806,83834,4,29
2,"tbl-h10-prep-metrics","headers",75,80545,80559,"Response family","tbl-h10-prep-metrics--gt-0005","Response-family","tbl-h10-prep-metrics--gt-0005",83889,83917,15,29
2,"tbl-h10-prep-metrics","headers",76,80612,80625,"Transformation","tbl-h10-prep-metrics--gt-0006","Transformation","tbl-h10-prep-metrics--gt-0006",83970,83998,14,29
2,"tbl-h10-prep-metrics","headers",77,80683,80697,"Reported effect","tbl-h10-prep-metrics--gt-0007","Reported-effect","tbl-h10-prep-metrics--gt-0007",84056,84084,15,29
