site,modality,source_column,rows,missing_rows,nonmissing_rows,missing_fraction
IZTECH,lightexposurediary,light_display,2754,0,2754,0
IZTECH,lightexposurediary,light_sleep_darkness,2754,0,2754,0
IZTECH,lightexposurediary,light_sleep_imission,2754,0,2754,0
IZTECH,lightexposurediary,act_sleep,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_home,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_road_vehicle,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_road_open,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_working_indoor,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_working_outdoor,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_free_outdoor,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,act_other,2754,20,2734,0.007262164124909223
IZTECH,lightexposurediary,activity_desc,2754,2692,62,0.9774872912127814
IZTECH,lightexposurediary,mhlea_confidence,2754,740,2014,0.26870007262164125
IZTECH,lightexposurediary,startdate,2754,740,2014,0.26870007262164125
IZTECH,lightexposurediary,activity_desc_english,2754,2692,62,0.9774872912127814
IZTECH,sleepdiaries,Id,137,0,137,0
IZTECH,sleepdiaries,bedtime,137,0,137,0
IZTECH,sleepdiaries,sleepprep,137,0,137,0
IZTECH,sleepdiaries,wake,137,0,137,0
IZTECH,sleepdiaries,out_ofbed,137,0,137,0
IZTECH,sleepdiaries,sleepdelay,137,0,137,0
IZTECH,sleepdiaries,awakenings,137,0,137,0
IZTECH,sleepdiaries,awake_duration,137,0,137,0
IZTECH,sleepdiaries,sleepquality,137,0,137,0
IZTECH,sleepdiaries,daytype2,137,0,137,0
IZTECH,sleepdiaries,comments,137,0,137,0
IZTECH,sleepdiaries,sleep,137,0,137,0
IZTECH,sleepdiaries,sleep_duration,137,0,137,0
IZTECH,sleepdiaries,comments_english,137,0,137,0
KNUST,demographics,Id,15,0,15,0
KNUST,demographics,age,15,0,15,0
KNUST,demographics,sex,15,0,15,0
KNUST,demographics,gender,15,0,15,0
KNUST,demographics,native_language,15,0,15,0
KNUST,demographics,language_specification,15,10,5,0.6666666666666666
KNUST,demographics,employment_status,15,0,15,0
KNUST,demographics,comments,15,7,8,0.4666666666666667
KNUST,chronotype,Id,15,0,15,0
KNUST,chronotype,meq_type,15,0,15,0
KNUST,chronotype,meq,15,0,15,0
KNUST,chronotype,msf_sc,15,0,15,0
KNUST,chronotype,sjl,15,0,15,0
KNUST,chronotype,so_w,15,0,15,0
KNUST,chronotype,so_f,15,0,15,0
KNUST,chronotype,sd_w,15,0,15,0
KNUST,chronotype,sd_f,15,0,15,0
KNUST,chronotype,msw,15,0,15,0
KNUST,chronotype,msf,15,0,15,0
KNUST,chronotype,sd_week,15,0,15,0
KNUST,chronotype,outdoor,15,0,15,0
KNUST,leba,Id,15,0,15,0
KNUST,leba,leba_f2,15,0,15,0
KNUST,leba,leba_f3,15,0,15,0
KNUST,leba,leba_f4,15,0,15,0
KNUST,leba,leba_f5,15,0,15,0
KNUST,leba,leba_f2_04,15,0,15,0
KNUST,leba,leba_f2_05,15,0,15,0
KNUST,leba,leba_f2_06,15,0,15,0
KNUST,leba,leba_f2_07,15,0,15,0
KNUST,leba,leba_f2_08,15,0,15,0
KNUST,leba,leba_f2_09,15,0,15,0
KNUST,leba,leba_f3_10,15,0,15,0
KNUST,leba,leba_f3_11,15,0,15,0
KNUST,leba,leba_f3_12,15,0,15,0
KNUST,leba,leba_f3_13,15,0,15,0
KNUST,leba,leba_f3_14,15,0,15,0
KNUST,leba,leba_f4_15,15,0,15,0
KNUST,leba,leba_f4_16,15,0,15,0
KNUST,leba,leba_f4_17,15,0,15,0
KNUST,leba,leba_f4_18,15,0,15,0
KNUST,leba,leba_f5_19,15,0,15,0
KNUST,leba,leba_f5_20,15,0,15,0
KNUST,leba,leba_f5_21,15,0,15,0
KNUST,leba,leba_f5_22,15,0,15,0
KNUST,leba,leba_f5_23,15,0,15,0
KNUST,vlsq8,Id,15,0,15,0
KNUST,vlsq8,VLSQ8,15,0,15,0
KNUST,vlsq8,sensitivity,15,0,15,0
KNUST,vlsq8,glare,15,0,15,0
KNUST,vlsq8,flicker,15,0,15,0
KNUST,vlsq8,sensitivity_severity,15,0,15,0
KNUST,vlsq8,headache,15,0,15,0
KNUST,vlsq8,blurry_vision,15,0,15,0
KNUST,vlsq8,ability,15,0,15,0
KNUST,vlsq8,glasses,15,0,15,0
KNUST,exercisediary,Id,104,0,104,0
KNUST,exercisediary,Date,104,0,104,0
KNUST,exercisediary,instructions,104,0,104,0
KNUST,exercisediary,intensity,104,0,104,0
KNUST,exercisediary,location,104,18,86,0.17307692307692307
KNUST,exercisediary,type,104,20,84,0.19230769230769232
KNUST,exercisediary,commute,104,0,104,0
KNUST,exercisediary,sedentary,104,0,104,0
KNUST,exercisediary,light_glasses,104,21,83,0.20192307692307693
KNUST,exercisediary,startdate_3,104,0,104,0
KNUST,exercisediary,enddate_3,104,0,104,0
KNUST,exercisediary,type_english,104,22,82,0.21153846153846154
KNUST,lightexposurediary,Id,2520,0,2520,0
KNUST,lightexposurediary,Date,2520,0,2520,0
KNUST,lightexposurediary,start,2520,0,2520,0
KNUST,lightexposurediary,end,2520,0,2520,0
KNUST,lightexposurediary,lightsource_primary,2520,2,2518,7.936507936507937e-4
KNUST,lightexposurediary,lightsource_secondary,2520,1735,785,0.6884920634920635
KNUST,lightexposurediary,light_electric_indoor,2520,0,2520,0
KNUST,lightexposurediary,light_electric_outdoor,2520,0,2520,0
KNUST,lightexposurediary,light_daylight_indoor,2520,0,2520,0
KNUST,lightexposurediary,light_daylight_outdoor,2520,0,2520,0
KNUST,lightexposurediary,light_display,2520,0,2520,0
KNUST,lightexposurediary,light_sleep_darkness,2520,0,2520,0
KNUST,lightexposurediary,light_sleep_imission,2520,0,2520,0
KNUST,lightexposurediary,act_sleep,2520,0,2520,0
KNUST,lightexposurediary,act_home,2520,0,2520,0
KNUST,lightexposurediary,act_road_vehicle,2520,0,2520,0
KNUST,lightexposurediary,act_road_open,2520,0,2520,0
KNUST,lightexposurediary,act_working_indoor,2520,0,2520,0
KNUST,lightexposurediary,act_working_outdoor,2520,0,2520,0
KNUST,lightexposurediary,act_free_outdoor,2520,0,2520,0
KNUST,lightexposurediary,act_other,2520,0,2520,0
KNUST,lightexposurediary,activity_desc,2520,2483,37,0.9853174603174604
KNUST,lightexposurediary,mhlea_confidence,2520,24,2496,0.009523809523809525
KNUST,lightexposurediary,startdate,2520,24,2496,0.009523809523809525
KNUST,lightexposurediary,activity_desc_english,2520,2483,37,0.9853174603174604
KNUST,sleepdiaries,Id,104,0,104,0
KNUST,sleepdiaries,bedtime,104,0,104,0
KNUST,sleepdiaries,sleepprep,104,0,104,0
KNUST,sleepdiaries,wake,104,0,104,0
KNUST,sleepdiaries,out_ofbed,104,0,104,0
KNUST,sleepdiaries,sleepdelay,104,0,104,0
KNUST,sleepdiaries,awakenings,104,0,104,0
KNUST,sleepdiaries,awake_duration,104,0,104,0
KNUST,sleepdiaries,sleepquality,104,0,104,0
KNUST,sleepdiaries,daytype2,104,0,104,0
KNUST,sleepdiaries,comments,104,0,104,0
KNUST,sleepdiaries,sleep,104,0,104,0
KNUST,sleepdiaries,sleep_duration,104,0,104,0
KNUST,sleepdiaries,comments_english,104,9,95,0.08653846153846154
MPI,demographics,Id,26,0,26,0
MPI,demographics,age,26,0,26,0
MPI,demographics,sex,26,0,26,0
MPI,demographics,gender,26,0,26,0
MPI,demographics,native_language,26,0,26,0
MPI,demographics,language_specification,26,5,21,0.19230769230769232
MPI,demographics,employment_status,26,0,26,0
MPI,demographics,comments,26,22,4,0.8461538461538461
MPI,chronotype,Id,26,0,26,0
MPI,chronotype,meq_type,26,0,26,0
MPI,chronotype,meq,26,0,26,0
MPI,chronotype,msf_sc,26,0,26,0
MPI,chronotype,sjl,26,0,26,0
MPI,chronotype,so_w,26,0,26,0
MPI,chronotype,so_f,26,0,26,0
MPI,chronotype,sd_w,26,0,26,0
MPI,chronotype,sd_f,26,0,26,0
MPI,chronotype,msw,26,0,26,0
MPI,chronotype,msf,26,0,26,0
MPI,chronotype,sd_week,26,0,26,0
MPI,chronotype,outdoor,26,0,26,0
MPI,leba,Id,26,0,26,0
MPI,leba,leba_f2,26,0,26,0
MPI,leba,leba_f3,26,0,26,0
MPI,leba,leba_f4,26,0,26,0
MPI,leba,leba_f5,26,0,26,0
MPI,leba,leba_f2_04,26,0,26,0
MPI,leba,leba_f2_05,26,0,26,0
MPI,leba,leba_f2_06,26,0,26,0
MPI,leba,leba_f2_07,26,0,26,0
MPI,leba,leba_f2_08,26,0,26,0
MPI,leba,leba_f2_09,26,0,26,0
MPI,leba,leba_f3_10,26,0,26,0
MPI,leba,leba_f3_11,26,0,26,0
MPI,leba,leba_f3_12,26,0,26,0
MPI,leba,leba_f3_13,26,0,26,0
MPI,leba,leba_f3_14,26,0,26,0
MPI,leba,leba_f4_15,26,0,26,0
MPI,leba,leba_f4_16,26,0,26,0
MPI,leba,leba_f4_17,26,0,26,0
MPI,leba,leba_f4_18,26,0,26,0
MPI,leba,leba_f5_19,26,0,26,0
MPI,leba,leba_f5_20,26,0,26,0
MPI,leba,leba_f5_21,26,0,26,0
MPI,leba,leba_f5_22,26,0,26,0
MPI,leba,leba_f5_23,26,0,26,0
MPI,vlsq8,Id,26,0,26,0
MPI,vlsq8,VLSQ8,26,0,26,0
MPI,vlsq8,sensitivity,26,0,26,0
MPI,vlsq8,glare,26,0,26,0
MPI,vlsq8,flicker,26,0,26,0
MPI,vlsq8,sensitivity_severity,26,0,26,0
MPI,vlsq8,headache,26,0,26,0
MPI,vlsq8,blurry_vision,26,0,26,0
MPI,vlsq8,ability,26,0,26,0
MPI,vlsq8,glasses,26,0,26,0
MPI,exercisediary,Id,180,0,180,0
MPI,exercisediary,Date,180,0,180,0
MPI,exercisediary,instructions,180,0,180,0
MPI,exercisediary,intensity,180,0,180,0
MPI,exercisediary,location,180,44,136,0.24444444444444444
MPI,exercisediary,type,180,44,136,0.24444444444444444
MPI,exercisediary,commute,180,180,0,1
MPI,exercisediary,sedentary,180,0,180,0
MPI,exercisediary,light_glasses,180,180,0,1
MPI,exercisediary,startdate_3,180,0,180,0
MPI,exercisediary,enddate_3,180,0,180,0
MPI,exercisediary,type_english,180,45,135,0.25
MPI,lightexposurediary,Id,4161,0,4161,0
MPI,lightexposurediary,Date,4161,0,4161,0
MPI,lightexposurediary,start,4161,0,4161,0
MPI,lightexposurediary,end,4161,0,4161,0
MPI,lightexposurediary,lightsource_primary,4161,0,4161,0
MPI,lightexposurediary,lightsource_secondary,4161,2697,1464,0.6481614996395098
MPI,lightexposurediary,light_electric_indoor,4161,0,4161,0
MPI,lightexposurediary,light_electric_outdoor,4161,0,4161,0
MPI,lightexposurediary,light_daylight_indoor,4161,0,4161,0
MPI,lightexposurediary,light_daylight_outdoor,4161,0,4161,0
MPI,lightexposurediary,light_display,4161,0,4161,0
MPI,lightexposurediary,light_sleep_darkness,4161,0,4161,0
MPI,lightexposurediary,light_sleep_imission,4161,0,4161,0
MPI,lightexposurediary,act_sleep,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_home,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_road_vehicle,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_road_open,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_working_indoor,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_working_outdoor,4161,2032,2129,0.4883441480413362
