frame_id,run_id,metric_id,instrument_id,observations,row_key_hash,fit_id,estimation,fit_status,converged,optimizer_code,positive_definite_hessian,minimum_hessian_eigenvalue,max_gradient,singular,fixed_rank,fixed_columns,fixed_full_rank,warning_message,error_message
primary__glasses__all_available__last_timing_above_250__MEQ,primary__glasses__all_available,last_timing_above_250,MEQ,687,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,500.658447265625,7.576090865768492e-6,FALSE,9,9,TRUE,,
primary__glasses__all_available__last_timing_above_250__MEQ,primary__glasses__all_available,last_timing_above_250,MEQ,687,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,ML_M1_main,ML,FITTED,TRUE,0,TRUE,499.9915771484375,1.1341398931108415e-5,FALSE,10,10,TRUE,,
primary__glasses__all_available__last_timing_above_250__MEQ,primary__glasses__all_available,last_timing_above_250,MEQ,687,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,507.2677001953125,7.753442332614213e-7,FALSE,18,18,TRUE,,
primary__glasses__all_available__last_timing_above_250__MEQ,primary__glasses__all_available,last_timing_above_250,MEQ,687,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,REML_M1_main,REML,FITTED,TRUE,0,TRUE,459.0982666015625,4.872617864748463e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__last_timing_above_250__MEQ,primary__glasses__all_available,last_timing_above_250,MEQ,687,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,433.4832763671875,7.159997039707378e-5,FALSE,18,18,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,longest_period_midpoint,MCTQ,478,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,259.06640625,7.776179700158536e-7,FALSE,9,9,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,longest_period_midpoint,MCTQ,478,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,ML_M1_main,ML,FITTED,TRUE,0,TRUE,250.74655151367188,1.36196831590496e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,longest_period_midpoint,MCTQ,478,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,210.12344360351562,4.247340257279575e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,longest_period_midpoint,MCTQ,478,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,REML_M1_main,REML,FITTED,TRUE,0,TRUE,271.16802978515625,1.318767317570746e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,longest_period_midpoint,MCTQ,478,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,258.76776123046875,3.0399860406760126e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,longest_period_midpoint,MEQ,482,25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,260.77703857421875,1.148237060988322e-6,FALSE,9,9,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,longest_period_midpoint,MEQ,482,25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3,ML_M1_main,ML,FITTED,TRUE,0,TRUE,241.06185913085938,1.3210410543251783e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,longest_period_midpoint,MEQ,482,25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,62.196746826171875,1.609805622138083e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,longest_period_midpoint,MEQ,482,25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3,REML_M1_main,REML,FITTED,TRUE,0,TRUE,265.41021728515625,5.086349119665101e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,longest_period_midpoint,MEQ,482,25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,189.6202392578125,2.842170943040401e-7,FALSE,18,18,TRUE,,
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,m10_midpoint,MCTQ,810,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,658.51422119140625,6.898517312947661e-6,FALSE,9,9,TRUE,,
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,m10_midpoint,MCTQ,810,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,ML_M1_main,ML,FITTED,TRUE,0,TRUE,663.40228271484375,2.5852386897895485e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,m10_midpoint,MCTQ,810,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,656.11907958984375,6.434675015043467e-7,FALSE,18,18,TRUE,,
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,m10_midpoint,MCTQ,810,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,REML_M1_main,REML,FITTED,TRUE,0,TRUE,621.0352783203125,5.113406587042846e-5,FALSE,10,10,TRUE,,
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,m10_midpoint,MCTQ,810,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,589.60992431640625,6.357367965392768e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,m10_midpoint,MEQ,816,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,663.37982177734375,2.8899194148834795e-6,FALSE,9,9,TRUE,,
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,m10_midpoint,MEQ,816,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,ML_M1_main,ML,FITTED,TRUE,0,TRUE,657.62628173828125,1.241460267920047e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,m10_midpoint,MEQ,816,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,651.451904296875,5.752553988713771e-7,FALSE,18,18,TRUE,,
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,m10_midpoint,MEQ,816,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,REML_M1_main,REML,FITTED,TRUE,0,TRUE,619.753173828125,5.6843418860808015e-8,FALSE,10,10,TRUE,,
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,m10_midpoint,MEQ,816,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,587.80462646484375,2.426077116979286e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,mean_timing_above_250,MCTQ,736,95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,597.5745849609375,9.458744898438454e-7,FALSE,9,9,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,mean_timing_above_250,MCTQ,736,95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829,ML_M1_main,ML,FITTED,TRUE,0,TRUE,599.28753662109375,7.844391802791506e-7,FALSE,10,10,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,mean_timing_above_250,MCTQ,736,95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,571.10186767578125,1.4506440493278205e-6,FALSE,18,18,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,mean_timing_above_250,MCTQ,736,95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829,REML_M1_main,REML,FITTED,TRUE,0,TRUE,573.16357421875,8.617462299298495e-7,FALSE,10,10,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,mean_timing_above_250,MCTQ,736,95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,538.12872314453125,6.298250809777528e-7,FALSE,18,18,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,mean_timing_above_250,MEQ,742,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,602.3050537109375,2.319211489520967e-7,FALSE,9,9,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,mean_timing_above_250,MEQ,742,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,ML_M1_main,ML,FITTED,TRUE,0,TRUE,599.10101318359375,3.2446223485749215e-6,FALSE,10,10,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,mean_timing_above_250,MEQ,742,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,582.359130859375,1.8601440388010815e-5,FALSE,18,18,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,mean_timing_above_250,MEQ,742,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,REML_M1_main,REML,FITTED,TRUE,0,TRUE,575.509765625,6.843947630841285e-7,FALSE,10,10,TRUE,,
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,mean_timing_above_250,MEQ,742,00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,545.44915771484375,2.1600499167107046e-7,FALSE,18,18,TRUE,,
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,first_timing_above_250,MCTQ,797,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,581.03961181640625,1.1666543286992237e-5,FALSE,8,8,TRUE,,
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,first_timing_above_250,MCTQ,797,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,ML_M1_main,ML,FITTED,TRUE,0,TRUE,599.84539794921875,5.049969331594184e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,first_timing_above_250,MCTQ,797,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,615.164794921875,1.070930011337623e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,first_timing_above_250,MCTQ,797,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,REML_M1_main,REML,FITTED,TRUE,0,TRUE,557.83642578125,4.718003765447065e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,first_timing_above_250,MCTQ,797,2686fa682d40e8ef613b8441d9afefea73b72685097e7455c9bc2f42e073b156,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,540.82012939453125,2.0531842892523855e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,first_timing_above_250,MEQ,802,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,592.502197265625,1.23463905765675e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,first_timing_above_250,MEQ,802,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,ML_M1_main,ML,FITTED,TRUE,0,TRUE,613.6690673828125,1.66869540407788e-5,FALSE,9,9,TRUE,,
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,first_timing_above_250,MEQ,802,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,627.3905029296875,4.358753358246759e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,first_timing_above_250,MEQ,802,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,REML_M1_main,REML,FITTED,TRUE,0,TRUE,572.03778076171875,1.978150976356119e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__first_timing_above_250__MEQ,primary__chest__all_available,first_timing_above_250,MEQ,802,6f770b18d6cbbfbeb5f661f348887869b29d44fe11bdbd349a5dd4662b7c4e43,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,552.9405517578125,5.409219738794491e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,l10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,688.5458984375,1.5938894648570567e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,l10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M1_main,ML,FITTED,TRUE,0,TRUE,696.578369140625,2.0304469217080623e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,l10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,715.14990234375,1.8417267710901797e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,l10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,REML_M1_main,REML,FITTED,TRUE,0,TRUE,646.648681640625,1.4979377738200128e-5,FALSE,9,9,TRUE,,
primary__chest__all_available__l10_midpoint__MCTQ,primary__chest__all_available,l10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,628.682373046875,8.71978045324795e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,l10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,693.15966796875,1.7143975128419697e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,l10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M1_main,ML,FITTED,TRUE,0,TRUE,703.53765869140625,1.3185399438953027e-5,FALSE,9,9,TRUE,,
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,l10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,711.4039306640625,9.440555004402995e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,l10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,REML_M1_main,REML,FITTED,TRUE,0,TRUE,654.113037109375,1.8781065591610968e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__l10_midpoint__MEQ,primary__chest__all_available,l10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,623.056884765625,1.6154899640241638e-5,FALSE,16,16,TRUE,,
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,last_timing_above_250,MCTQ,783,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,566.519287109375,5.070432962384075e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,last_timing_above_250,MCTQ,783,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,ML_M1_main,ML,FITTED,TRUE,0,TRUE,571.8184814453125,1.8417267710901797e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,last_timing_above_250,MCTQ,783,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,574.96856689453125,1.7985257727559656e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,last_timing_above_250,MCTQ,783,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,REML_M1_main,REML,FITTED,TRUE,0,TRUE,530.90753173828125,8.86757334228605e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__last_timing_above_250__MCTQ,primary__chest__all_available,last_timing_above_250,MCTQ,783,6d692f12236dbb899e5d86d1c00fd6209cc200edf0ed7c4a7f7f0ba1e4e570a2,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,501.97491455078125,3.3878677641041577e-7,FALSE,16,16,TRUE,,
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,last_timing_above_250,MEQ,787,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,561.49896240234375,1.198259269585833e-6,FALSE,8,8,TRUE,,
