path,sha256,bytes,producer,r_version,inference_status,production_contract_sha256
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/checkpoints/glasses/paired_common_sample/l10_mean_medi_checkpoint.rds,a88672de4ecc8ea06a2d62d316323670986c8edc09d49b0689a996ab8f0f220e,57676,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_audit.csv,93e06b6462296d143d3dabfdb36a93731fd32ea6c9e89f362e6c90cd69758ca5,1554,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_failures.csv,a05315df261b7abf421b772a45cea204c84568c3c114e9a8bac1377311fe56e6,219,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_provenance.csv,89d548aedfe1783d08b9aeb3cd550020c6c68b0cd225c3efa90a28a7e5d0285b,2099,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_runtime.csv,ee95a68d95ba7720920f82b944335c8b5835eaaf96a1c2ddcf3cdeee358d1c0e,3048,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/draws/chest/all_available/l10_mean_medi_draws.rds,7fc3cc129512a4cd0e59f64d32c454aab4d6ccff119131201dc89739f25fad41,57420,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/draws/chest/paired_common_sample/l10_mean_medi_draws.rds,52d57679b3b21399cc8b9a99f0296ae43d713ac553008ca4028c480a13a003e7,57116,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/draws/glasses/all_available/l10_mean_medi_draws.rds,45c3f64115835d03537595b842c3e9db0d4bd404db1df807cc535758f6955066,57468,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/draws/glasses/paired_common_sample/l10_mean_medi_draws.rds,8dc003ac31140aeeb3ef0f961905c9c786cd6ced9ec0da986eb4f0d71f61dfdf,57108,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/H01_METRIC-011_execution_incident.md,ae372d558bb37930e3dfe6589ced3769e16c464f9a446f404008048c85207c23,1314,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/tables/H01_METRIC-011_bootstrap_production_r2_summaries.csv,350a14e4f12f99bb68536b397f2d14bf0931795b4fa3f656e106864dd76ddb10,12708,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/H01_METRIC-011_author_gate.md,2c1743203d40b0405563ecfed0b8d212eb55d66af2f2f67741f60e8e1ba3e4cc,10574,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,e68fc3e3d53c22d5bf00be0df5fcdea938edded0ed27c6ea64bf3e6195be714e,2461,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/09_tables/H01/H01_r2_point_summaries.csv,1937e64c64f4986ee573040877d203ee9f5b144dddb0a70340d4d2d443837505,1565,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv,51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346,16330,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
scripts/hypotheses/H01/h01_contract.R,9151f2ca8ef549d16df1465768ed5b33c0aa33b37dc315a13e06d795ba20de2e,10553,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,5e9b88c23d620082183b6994d4ee4653b9bca97e8cb0d6c877598780da49d915,21750,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
tests/hypotheses/H01/test_h01_l10_METRIC011_gate.R,fbbeab68b6680241c33a755f7aeb29e9f5e8b46a660968c642641d189b12d177,12633,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
