run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,equal_site_estimate_model,observed_sample_estimate_model,equal_site_estimate_practical,observed_sample_estimate_practical,practical_difference,observed_site_weights,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,13.827605362976474,13.924610242829376,13.827605362976474,13.924610242829376,0.09700487985290174,BAUA=0.13112745;FUSPCEU=0.15808824;IZTECH=0.12377451;KNUST=0.099264706;MPI=0.18382353;RISE=0.095588235;THUAS=0.095588235;TUM=0.073529412;UCR=0.039215686,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.9357417193181288,2.991669849266719,2.9357417193181288,2.991669849266719,0.05592812994859031,BAUA=0.13112745;FUSPCEU=0.15808824;IZTECH=0.12377451;KNUST=0.099264706;MPI=0.18382353;RISE=0.095588235;THUAS=0.095588235;TUM=0.073529412;UCR=0.039215686,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.320442028698876,13.5131720276382,13.320442028698876,13.5131720276382,0.19272999893932408,BAUA=0.12533693;FUSPCEU=0.15768194;IZTECH=0.12668464;KNUST=0.095687332;MPI=0.18598383;RISE=0.09703504;THUAS=0.095687332;TUM=0.074123989;UCR=0.041778976,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.359263859687916,9.451651101796177,9.359263859687916,9.451651101796177,0.092387242108261,BAUA=0.12792297;FUSPCEU=0.16231087;IZTECH=0.130674;KNUST=0.083906465;MPI=0.1829436;RISE=0.10178817;THUAS=0.093535076;TUM=0.077028886;UCR=0.039889959,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.710231798750176,17.905103783975495,17.710231798750176,17.905103783975495,0.19487198522531912,BAUA=0.12954876;FUSPCEU=0.15429403;IZTECH=0.12954876;KNUST=0.096069869;MPI=0.17612809;RISE=0.1062591;THUAS=0.090247453;TUM=0.077147016;UCR=0.040756914,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.6117714551478066,3.644738087840088,4090.3534543466944,4412.94227523617,322.5888208894753,BAUA=0.12746386;FUSPCEU=0.16425756;IZTECH=0.1261498;KNUST=0.099868594;MPI=0.18002628;RISE=0.093298292;THUAS=0.097240473;TUM=0.072273325;UCR=0.039421813,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7259308203168182,0.7237730465827658,0.7259308203168182,0.7237730465827658,-0.00215777373405245,BAUA=0.14245014;FUSPCEU=0.11965812;IZTECH=0.13532764;KNUST=0.071225071;MPI=0.20655271;RISE=0.10683761;THUAS=0.094017094;TUM=0.07977208;UCR=0.044159544,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,-0.8625877581304242,-0.8568457931238038,0.2967989725118841,0.29799877084873055,0.00119979833684646,BAUA=0.12418301;FUSPCEU=0.14379085;IZTECH=0.11111111;KNUST=0.098039216;RISE=0.10457516;THUAS=0.098039216;TUM=0.065359477;UCR=0.25490196,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,1.3035706297552,1.275964176594581,1.3035706297552,1.275964176594581,-0.02760645316061882,BAUA=0.12418301;FUSPCEU=0.14379085;IZTECH=0.11111111;KNUST=0.098039216;RISE=0.10457516;THUAS=0.098039216;TUM=0.065359477;UCR=0.25490196,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.5983003317466089,0.6207197166685252,3.8655217090777287,4.075607958602755,0.2100862495250264,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,1.8438065638855057,1.8736589847124752,69.69214784390861,74.65822558991178,4.966077746003165,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,-0.6940832746920574,-0.681970277260971,0.10226313078769532,0.10798390246183828,0.00572077167414294,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,-0.02596562862134331,0.03141638813460563,0.9743685794245952,1.0319150916427742,0.05754651221817908,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,0.8877244233211417,0.939449470783219,2.429594627119839,2.5585724616355634,0.12897783451572398,BAUA=0.1198044;FUSPCEU=0.13569682;IZTECH=0.11613692;KNUST=0.099022005;RISE=0.10880196;THUAS=0.096577017;TUM=0.06601467;UCR=0.25794621,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,1.988781749800155,1.9361051103209472,1.988781749800155,1.9361051103209472,-0.05267663947920775,BAUA=0.12382234;FUSPCEU=0.13862719;IZTECH=0.11170929;KNUST=0.082099596;RISE=0.1090175;THUAS=0.084791386;TUM=0.069986541;UCR=0.27994616,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,1.9637577870615912,1.9589875640152157,7.1260550120625945,7.092143088240133,-0.03391192382246189,BAUA=0.1184669;FUSPCEU=0.13356562;IZTECH=0.11614402;KNUST=0.097560976;RISE=0.1068525;THUAS=0.096399535;TUM=0.069686411;UCR=0.26132404,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,-0.19560917868119748,-0.18182234258191943,0.5373688307004775,0.5579269213502416,0.0205580906497641,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,13.818588792429598,13.696414907750636,13.818588792429598,13.696414907750636,-0.12217388467896129,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.8639049910622827,2.7484175844516168,2.8639049910622827,2.7484175844516168,-0.11548740661066592,BAUA=0.12638581;FUSPCEU=0.13636364;IZTECH=0.11308204;KNUST=0.093126386;RISE=0.10643016;THUAS=0.10310421;TUM=0.066518847;UCR=0.25498891,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.476947711411151,13.291424367633269,13.476947711411151,13.291424367633269,-0.18552334377788424,BAUA=0.12515042;FUSPCEU=0.13598075;IZTECH=0.11552347;KNUST=0.090252708;RISE=0.10950662;THUAS=0.10108303;TUM=0.062575211;UCR=0.2599278,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.50363891211132,9.27127972392626,9.50363891211132,9.27127972392626,-0.2323591881850593,BAUA=0.12842893;FUSPCEU=0.13965087;IZTECH=0.12094763;KNUST=0.079800499;RISE=0.11471322;THUAS=0.099750623;TUM=0.067331671;UCR=0.24937656,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.967769665294085,17.889131620309126,17.967769665294085,17.889131620309126,-0.07863804498495952,BAUA=0.1270648;FUSPCEU=0.1321474;IZTECH=0.11435832;KNUST=0.088945362;RISE=0.11308767;THUAS=0.092757306;TUM=0.06480305;UCR=0.26683609,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.7126751125275175,3.7341129755791354,5160.201924355687,5421.319026229626,261.11710187393874,BAUA=0.12338425;FUSPCEU=0.1386604;IZTECH=0.11515864;KNUST=0.092831962;RISE=0.10575793;THUAS=0.10458284;TUM=0.064629847;UCR=0.25499412,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,2,Main chest,Main,Chest,All available
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7622669676448744,0.7612512123706573,0.7622669676448744,0.7612512123706573,-0.00101575527421715,BAUA=0.12978142;FUSPCEU=0.099726776;IZTECH=0.1284153;KNUST=0.06420765;RISE=0.1215847;THUAS=0.11065574;TUM=0.06557377;UCR=0.28005464,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,2,Main chest,Main,Chest,All available
