run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,comparison_id,statistic,df,p_raw,log_lik_reduced,log_lik_full,n_obs_reduced,n_obs_full,comparison_status,scope_change,family_id,family_n,family_instance_id,p_adjusted,family_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,question_order,question_id,question_label,run_order,run_label,data_label,placement_label,sample_label
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,site_full_vs_latitude_full,15.13523752249148,7,0.03430440742102848,-1109.2486964433158,-1101.68107768207,816,816,PASS,none_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.04485960970442186,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_no_site,23.25388511896972,8,0.00305313034320149,-1511.039314806907,-1499.412372247422,737,737,PASS,none_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.00576702398160282,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,17.72877478870805,1,2.5474390924110978e-5,-1508.2767596417762,-1499.412372247422,737,737,PASS,none_duration_metric,H01-S4-registered-photoperiod,5,main__glasses__all_available::H01-S4-registered-photoperiod,4.2457318206851626e-5,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,latitude_full_vs_no_latitude,7.958132130468584,1,0.00478717924565227,-1511.039314806907,-1507.0602487416727,737,737,PASS,none_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.0135636745293481,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_latitude_full,15.295752988501135,7,0.03238973001565546,-1507.0602487416727,-1499.412372247422,737,737,PASS,none_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.04485960970442186,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_no_site,17.14339423545448,8,0.02865008430892119,-888.8915914880785,-880.3198943703512,655,655,PASS,none_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.04058761943763836,COMPLETE,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_no_photoperiod,15.40907967245812,1,8.65713256434276e-5,-888.0244342065803,-880.3198943703512,655,655,PASS,none_duration_metric,H01-S4-registered-photoperiod,5,main__glasses__all_available::H01-S4-registered-photoperiod,1.082141570542845e-4,COMPLETE,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,latitude_full_vs_no_latitude,0.00232459560788811,1,0.9615456447433032,-888.8915914880785,-888.8904291902745,655,655,PASS,none_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_latitude_full,17.14106963984659,7,0.01650883744269249,-888.8904291902745,-880.3198943703512,655,655,PASS,none_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.02806502365257723,COMPLETE,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_no_site,16.380029930764522,8,0.03725267776862964,-1593.5998260754104,-1585.4098111100282,778,778,PASS,none_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.04871504015897722,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,1.8463625418944505,1,0.17420704561449582,-1586.3329923809754,-1585.4098111100282,778,778,PASS,none_duration_metric,H01-S4-registered-photoperiod,5,main__glasses__all_available::H01-S4-registered-photoperiod,0.17420704561449582,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,latitude_full_vs_no_latitude,0.0356300417811326,1,0.8502815377344405,-1593.5998260754104,-1593.58201105452,778,778,PASS,none_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_latitude_full,16.34439988898339,7,0.02214953877636787,-1593.58201105452,-1585.4098111100282,778,778,PASS,none_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.03423110538165944,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,8.627136113784104,8,0.37471941014053073,-316.65735230269956,-312.3437842458075,816,816,PASS,none_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.3981393732743139,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_photoperiod,18.14082331573627,1,2.0515567789340968e-5,-321.41419590367565,-312.3437842458075,816,816,PASS,none_duration_metric,H01-S4-registered-photoperiod,5,main__glasses__all_available::H01-S4-registered-photoperiod,4.2457318206851626e-5,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,3.0413685319775823,1,0.08116746240199435,-316.65735230269956,-315.1366680367108,816,816,PASS,none_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.1379846860833904,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,5.585767581806522,7,0.5888598474752745,-315.1366680367108,-312.3437842458075,816,816,PASS,none_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.6256635879424792,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,site_full_vs_no_site,29.62421012499499,8,2.462631462154176e-4,-1645.360635676546,-1630.5485306140486,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,5.980676408088712e-4,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,9.144128980889946,1,0.00249517390698021,-1645.360635676546,-1640.788571186101,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.00848359128373274,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,20.480081144105043,7,0.00462091857435239,-1640.788571186101,-1630.5485306140486,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00872840175155452,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,site_full_vs_no_site,26.404151979793824,8,8.954186690344296e-4,-1581.483926149915,-1568.2818501600182,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.00190276467169816,COMPLETE,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,latitude_full_vs_no_latitude,0.12706182645979425,1,0.721498103635013,-1581.483926149915,-1581.4203952366852,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.87610484012823,COMPLETE,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,site_full_vs_latitude_full,26.27709015333403,7,4.493494845039195e-4,-1581.4203952366852,-1568.2818501600182,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00162533185625493,COMPLETE,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,63.35942264108871,8,1.0176598627489445e-10,-1490.5713950294048,-1458.8916837088605,742,742,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,8.65010883336603e-10,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,32.79162927908419,1,1.0258564543694805e-8,-1490.5713950294048,-1474.1755803898627,742,742,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,8.719779862140582e-8,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
