run_id,run_order,run_label,placement_label,measure,row_type,metric_order,metric_id,manuscript_category,manuscript_name,estimate,conf_low,conf_high,bootstrap_successful_used,supported_n,unsupported_n,term_supported
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.05906081252863027,0.04637068834761287,0.21218238502904369,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.02105880510061421,1.6634719294035766e-4,0.08886489740427728,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.05906081252863027,0.04637068834761287,0.21218238502904369,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,,,,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.00696251770153775,1.1639645931606406e-5,0.05673285453713293,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.05144140905746262,0.03765308107998219,0.18732175749931657,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.9409391874713696,0.7878176149709564,0.9536293116523872,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.5769647216445326,0.5187360003097112,0.6506900880439022,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.03645273942702101,0.00784751792613564,0.08201029270057586,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.2535266323140986,0.1864983164446724,0.34375943558142535,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.323438089330434,0.24457745154129745,0.394237539765371,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.07715579195196502,0.02918397458056628,0.13874693621302422,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.08358915945067223,0.04772711477756242,0.16613582129069898,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.4230352783554674,0.3493099119560979,0.4812639996902887,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.459904527491857,0.39574093079798767,0.543107656951609,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.03586999276368639,0.00807580954756215,0.08120632573064122,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.1756305708938182,0.12074548885081184,0.26018600246604356,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.2842739565980388,0.20860369585910607,0.35404141084027824,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.05756855583916583,0.01858625448517306,0.1107009890205072,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.0566929594287533,0.03304192763908411,0.12697195266170772,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.540095472508143,0.456892343048391,0.6042590692020122,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.6106980375650409,0.5530829103137934,0.6807116836563535,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.00467562314423409,1.964847024632729e-5,0.03193846863335729,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.21983507863013232,0.15811766668190178,0.31759896428746415,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.39086295893490863,0.30417594915931473,0.4618526339719496,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.03432503019031088,0.00491248398614306,0.08330801798838967,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.13736790889475642,0.09220784212043662,0.23937453034153816,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.389301962434959,0.31928831634364657,0.4469170896862066,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.5009143390362623,0.4016305170137613,0.5762378766135798,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",3.794805813444834e-4,-1.2452637376860452e-4,0.01975048736306247,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.2145409454513219,0.16266439073061204,0.32276119729452957,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.28637339358494035,0.17684819585885556,0.3418954053234487,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.08989415456870736,0.0374980459618865,0.15662366519751972,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.04695413364082544,0.02631107574066907,0.12141092259496492,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.49908566096373774,0.4237621233864202,0.5983694829862388,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.5012235304781836,0.4164617108640785,0.5796397417938747,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.03108297353860724,0.00343535739733782,0.08340659086389053,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.17997357837530695,0.12873108021065052,0.29130963388632597,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.32124995210287666,0.20696246875325025,0.3669927357852077,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.06393149683471656,0.02034157212299812,0.12652031977020228,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.08641399591660973,0.05190062210835578,0.18722662484734257,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.4987764695218164,0.4203602582061253,0.5835382891359215,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.38280403424087805,0.31777197906817894,0.4845396272682975,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,7.777138862189105e-6,3.2790117747810508e-6,0.0166888483048987,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.07622978072744387,0.04601501758805666,0.17173694409792362,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.3065742535134342,0.21656028703930777,0.3806319047527638,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.04851339623007701,0.01188755775269761,0.10524372124071,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.05391525777414351,0.03154522098859866,0.13382231979970477,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.617195965759122,0.5154603727317025,0.682228020931821,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.40949017613455546,0.3284320337477615,0.48537122172323655,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,1.1567889391484884e-4,3.1198831665875763e-6,0.01575563778964004,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.08016788288110414,0.05075872167146562,0.18201434132940883,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.3293222932534513,0.2200603077658367,0.37812213360423425,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.00573172873672587,3.586303360562236e-5,0.03763591658619282,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.05415234823559648,0.03204043747541545,0.14220435818586283,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.5905098238654445,0.5146287782767633,0.6715679662522386,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.3628070271538936,0.29911722310813577,0.4534863436558622,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.00754703836799055,3.9769929277001606e-5,0.03404565096924458,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.09967403890183787,0.06084696334787199,0.1790061502083679,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.2631329882520557,0.18651540463867947,0.32953970118000897,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.04866451510503863,0.0132874205400237,0.09630340787813511,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.02190197476183667,0.0142470183392595,0.08090553279913312,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.6371929728461063,0.5465136563441378,0.7008827768918643,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.22886664474563145,0.16856991283287276,0.31564767312565056,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.01933117514837602,0.00244236517392814,0.0499803085551305,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.06654746559068343,0.04636307764534177,0.13021486950152955,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.16231917915494803,0.0962878250318728,0.22392205450691777,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.00238526867712528,1.0274952717355342e-5,0.01833181591087567,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.06450823655811982,0.04357454629794942,0.12607297993562264,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.7711333552543685,0.6843523268743494,0.8314300871671272,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.2821785552987418,0.22080264692480359,0.3671437562073956,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.00910528966127033,9.068329864298291e-5,0.03431695603512835,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.0862101194546423,0.05885080535991598,0.15801581020351493,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.1959684358440995,0.12633290054429314,0.2581246300738362,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.02065174033742227,0.0025699669945615,0.05610544896415128,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.04552434660476246,0.03034521167375595,0.10519238952587558,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.7178214447012582,0.6328562437926044,0.7791973530751964,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.25719022490527366,0.19755850512061884,0.34191307734189347,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.05969820606730574,0.02692660534918514,0.09700325233621224,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.14733690892354367,0.10743242881048017,0.2186533178177587,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.10985331598172998,0.05343223726102675,0.17230483618730705,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.01174133570738403,8.311843195120699e-4,0.03649211151493776,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.12707137858862824,0.0937243323330644,0.19219113231159973,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.7428097750947263,0.6580869226581066,0.8024414948793812,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.3098035327196259,0.24628742831884332,0.40535638245563554,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,1.334323380824841e-4,-2.5884848141275298e-6,0.01287745204175587,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.06772370740816995,0.04417058015101403,0.1443096046569453,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.24207982531145592,0.1622547147707131,0.31481483892610373,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.00478147929216164,1.2623388894836933e-5,0.02839081471982739,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.03841419660449166,0.02287700530131622,0.10223851486146278,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.6901964672803741,0.5946436175443645,0.7537125716811567,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.3793590779571795,0.31592958246535885,0.46281011692748214,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.05729007456797589,0.02209575901826072,0.09881661752561605,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.22165612771497176,0.16952750450060275,0.30194507139019255,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.1577029502422077,0.09684451690762308,0.22301196262015952,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.04516071640430762,0.01541929695687368,0.08506418494066022,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.11602470654966,0.0825686917630244,0.18621449251442543,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.6206409220428205,0.5371898830725179,0.6840704175346412,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.33830013862587083,0.2668949599735155,0.4275756877498912,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,1.3915607431916216e-4,-4.998698468212756e-6,0.01222127599234352,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.11828558174567716,0.07673673022186264,0.19748804753586083,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.22001455688019367,0.14519173064146715,0.2873061393235456,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.07493801547592639,0.03147538022709278,0.12861376508874472,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.02765085252566554,0.01651322610073923,0.0862070494959397,1000,0,1,FALSE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.6616998613741292,0.5724243122501087,0.7331050400264845,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,conditional_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.6048423325610649,0.5458017443114574,0.6824312248229718,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,latitude_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.02741024149147912,0.00264798167088449,0.06855859651067288,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,marginal_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.2779912438854622,0.21280026179356556,0.3810577000616489,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,participant_associated_share,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.3268510886756027,0.24054317461529717,0.3996486777522504,1000,,,
main__glasses__all_available,1,Main near-eye,Near eye,photoperiod_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.13020112811701484,0.06735818669535808,0.20565798969190885,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,site_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.0957448485769388,0.05975543729505116,0.1776829149052012,1000,1,0,TRUE
main__glasses__all_available,1,Main near-eye,Near eye,unrepresented_share,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.3951576674389351,0.3175687751770282,0.4541982556885426,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Grand average,0,grand_average,Grand average,Grand average,0.3535138543416199,,,,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Grand average,0,grand_average,Grand average,Grand average,0.06136357357046539,,,,9,8,
main__chest__all_available,2,Main chest,Chest,marginal_r2,Grand average,0,grand_average,Grand average,Grand average,0.12111624852221152,,,,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Grand average,0,grand_average,Grand average,Grand average,0.26338395326199615,,,,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Grand average,0,grand_average,Grand average,Grand average,0.03336278445600814,,,,11,6,
main__chest__all_available,2,Main chest,Chest,site_part_r2,Grand average,0,grand_average,Grand average,Grand average,0.09679802093730093,,,,13,4,
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Grand average,0,grand_average,Grand average,Grand average,0.6464861456583801,,,,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.03366094710469471,0.02536944323689389,0.1662576919333479,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.00149023831132394,5.7069776495926e-6,0.03815730923048972,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.03366094710469471,0.02536944323689389,0.1662576919333479,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,,,,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.00276278169278211,8.994952717262304e-6,0.04475614331924435,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.01648104316645167,0.01588466157060152,0.13470323545627022,1000,0,1,FALSE
