run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,site_supported,photoperiod_supported,latitude_supported,adequacy_supported,term_supported
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,latitude_part_r2,0.02105880510061421,1.6634719294035766e-4,0.08886489740427728,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,marginal_r2,0.05906081252863027,0.04637068834761287,0.21218238502904369,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,participant_associated_share,,,,1000,joint_parametric_percentile,NON_ESTIMABLE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,photoperiod_part_r2,0.00696251770153775,1.1639645931606406e-5,0.05673285453713293,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,site_part_r2,0.05144140905746262,0.03765308107998219,0.18732175749931657,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,unrepresented_share,0.9409391874713696,0.7878176149709564,0.9536293116523872,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,conditional_r2,0.5769647216445326,0.5187360003097112,0.6506900880439022,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_model_marginal_r2,0.2093077508383606,0.1273826009434657,0.2818415576624729,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_part_r2,0.03645273942702101,0.00784751792613564,0.08201029270057586,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,marginal_r2,0.2535266323140986,0.1864983164446724,0.34375943558142535,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,participant_associated_share,0.323438089330434,0.24457745154129745,0.394237539765371,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,photoperiod_part_r2,0.07715579195196502,0.02918397458056628,0.13874693621302422,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,site_part_r2,0.08358915945067223,0.04772711477756242,0.16613582129069898,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,unrepresented_share,0.4230352783554674,0.3493099119560979,0.4812639996902887,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,conditional_r2,0.459904527491857,0.39574093079798767,0.543107656951609,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_model_marginal_r2,0.1571207584700532,0.0886497321755791,0.22488829649187556,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_part_r2,0.03586999276368639,0.00807580954756215,0.08120632573064122,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,marginal_r2,0.1756305708938182,0.12074548885081184,0.26018600246604356,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,participant_associated_share,0.2842739565980388,0.20860369585910607,0.35404141084027824,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,photoperiod_part_r2,0.05756855583916583,0.01858625448517306,0.1107009890205072,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,site_part_r2,0.0566929594287533,0.03304192763908411,0.12697195266170772,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,unrepresented_share,0.540095472508143,0.456892343048391,0.6042590692020122,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,conditional_r2,0.6106980375650409,0.5530829103137934,0.6807116836563535,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_model_marginal_r2,0.08854526781479587,0.03222997298595795,0.1509683074892424,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,latitude_part_r2,0.00467562314423409,1.964847024632729e-5,0.03193846863335729,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,marginal_r2,0.21983507863013232,0.15811766668190178,0.31759896428746415,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,participant_associated_share,0.39086295893490863,0.30417594915931473,0.4618526339719496,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,photoperiod_part_r2,0.03432503019031088,0.00491248398614306,0.08330801798838967,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,site_part_r2,0.13736790889475642,0.09220784212043662,0.23937453034153816,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,unrepresented_share,0.389301962434959,0.31928831634364657,0.4469170896862066,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.5009143390362623,0.4016305170137613,0.5762378766135798,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.16815748498663724,0.10127311741107178,0.24886003775838236,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,3.794805813444834e-4,-1.2452637376860452e-4,0.01975048736306247,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.2145409454513219,0.16266439073061204,0.32276119729452957,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.28637339358494035,0.17684819585885556,0.3418954053234487,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.08989415456870736,0.0374980459618865,0.15662366519751972,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.04695413364082544,0.02631107574066907,0.12141092259496492,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.49908566096373774,0.4237621233864202,0.5983694829862388,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.5012235304781836,0.4164617108640785,0.5796397417938747,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.12460606340146836,0.06260588450440595,0.201995279252374,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,0.03108297353860724,0.00343535739733782,0.08340659086389053,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,TRUE
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.17997357837530695,0.12873108021065052,0.29130963388632597,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.32124995210287666,0.20696246875325025,0.3669927357852077,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
