placement,display_order,site,site_display_name,site_color_hex,category_order,category_code,light_source,short_label,architecture,hours,participants,participant_days,shared_participants,site_present,support_rule_pass,reporting_status,model_cell_mean_lx,model_cell_conf_low_lx,model_cell_conf_high_lx,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,site_standardized_category_mean_lx,category_mean_conf_low_lx,category_mean_conf_high_lx,category_ratio_to_indoor,category_ratio_conf_low,category_ratio_conf_high,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_statistic,site_deviation_df,site_deviation_p_raw,within_site_ratio_to_indoor,within_site_ratio_conf_low,within_site_ratio_conf_high,family_id,family_n,site_deviation_p_adjusted,fdr_label
Near-eye,2,THUAS,Delft (NL),#117733,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,13,4,6,4,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,15.841932178881546,5.175405789464694,48.49220049008771,NA,NA,NA,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,338,16,64,16,TRUE,TRUE,ESTIMABLE,107.15360187348008,55.83596050157964,205.63619379549212,107.15360187348008,55.83596050157964,205.63619379549212,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,1.2589422041029177,0.6907790075685093,2.2944175429568516,0.7585520319692617,139,0.44940486510024535,1,1,1,H03-F4-site-context-contrasts,53,0.595461446257825,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,1,1,1,1,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,0.01079921237206412,NA,NA,NA,NA,NA,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,770,18,98,16,TRUE,TRUE,ESTIMABLE,322.7642551130639,154.6360000530956,673.690242523869,322.7642551130639,154.6360000530956,673.690242523869,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,1.6238988813097457,0.8321542813320136,3.1689407071222067,1.4338046278773608,139,0.15387371704863517,3.012164308710431,1.1900282543895713,7.624301178733845,H03-F4-site-context-contrasts,53,0.26307441947024723,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,331,18,78,16,TRUE,TRUE,ESTIMABLE,1420.1080250840098,861.8212971876055,2340.052177277536,1420.1080250840098,861.8212971876055,2340.052177277536,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,1.4799429717358483,0.9129112997337332,2.399171967998593,1.6042815845918033,139,0.11092175157149178,13.253012500324346,6.143729652669521,28.588878460404707,H03-F4-site-context-contrasts,53,0.2099590297603237,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,5,display,Emissive display light,Emissive display,full_literal,94,11,23,11,TRUE,TRUE,ESTIMABLE,68.10056628666689,40.98983801551791,113.1423629146565,68.10056628666689,40.98983801551791,113.1423629146565,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,2.8586377547809003,1.6564816208873343,4.933233010265069,3.8059591196495224,139,2.110397765885029e-4,0.6355415505964563,0.307885668726893,1.3118930290088795,H03-F4-site-context-contrasts,53,0.00154032111164205,TRUE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,690,16,93,14,TRUE,TRUE,ESTIMABLE,1.983372964166842,1.0462224848471071,3.759973019087655,1.983372964166842,1.0462224848471071,3.759973019087655,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.8863547300779416,0.4501354155635309,1.745307479412625,-0.3520274896601655,139,0.725350778272921,0.01850962477685704,0.00777570775437841,0.04406109645609075,H03-F4-site-context-contrasts,53,0.8009081510096837,FALSE
Near-eye,3,BAUA,Dortmund (DE),#DDCC77,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,147,11,42,11,TRUE,TRUE,ESTIMABLE,103.0305944448091,24.5654551826007,432.1232117518168,103.0305944448091,24.5654551826007,432.1232117518168,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,9.217143808347886,2.49663041020565,34.02816037026796,3.362194763463085,139,9.990052589765887e-4,0.9615224560202916,0.18846012639386744,4.905681913314148,H03-F4-site-context-contrasts,53,0.00378194848041137,TRUE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,821,26,147,26,TRUE,TRUE,ESTIMABLE,47.67284037256942,32.386409210064464,70.17448876308943,47.67284037256942,32.386409210064464,70.17448876308943,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,0.560105770456075,0.3822167380460179,0.8207868543434184,-2.9989986767607975,139,0.00321040487276739,1,1,1,H03-F4-site-context-contrasts,53,0.00945285879203732,TRUE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,35,11,20,11,TRUE,TRUE,ESTIMABLE,191.77841151022312,30.792801616982832,1194.4011973597158,191.77841151022312,30.792801616982832,1194.4011973597158,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,20.42106778839481,3.949405248791517,105.59058474584766,3.630116639293091,139,3.972463108913589e-4,4.022802291859475,0.6395988121579453,25.301701585076668,H03-F4-site-context-contrasts,53,0.0019885691129382,TRUE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,1054,25,140,25,TRUE,TRUE,ESTIMABLE,207.45416246560947,142.92226086078728,301.12334681178663,207.45416246560947,142.92226086078728,301.12334681178663,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,1.0437481134115771,0.7239747762671089,1.5047625414069548,0.23142497531588732,139,0.8173249894427119,4.351621611893235,2.739841053531125,6.911572709187147,H03-F4-site-context-contrasts,53,0.8663644888092746,FALSE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,241,26,89,26,TRUE,TRUE,ESTIMABLE,852.7993157024581,468.4538964299658,1552.4829196746955,852.7993157024581,468.4538964299658,1552.4829196746955,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,0.8887312312035781,0.5054241727947532,1.5627333313900953,-0.4132353177385427,139,0.6800710074929492,17.888577836724664,8.70151297461339,36.77535366023799,H03-F4-site-context-contrasts,53,0.7759703063532839,FALSE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,5,display,Emissive display light,Emissive display,full_literal,47,16,31,16,TRUE,TRUE,ESTIMABLE,5.840978885274113,3.384330607983322,10.080881063374571,5.840978885274113,3.384330607983322,10.080881063374571,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,0.24518507960765248,0.1381701857527663,0.43508462360887656,-4.84615487967234,139,3.318797526311611e-6,0.12252214971094878,0.07013244968344531,0.21404752347237105,H03-F4-site-context-contrasts,53,4.397406722362885e-5,TRUE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,940,24,136,24,TRUE,TRUE,ESTIMABLE,1.750447904177504,0.6952301662577905,4.4072711656520145,1.750447904177504,0.6952301662577905,4.4072711656520145,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.7822622409671185,0.3190955504588547,1.917714655572432,-0.5414591734730353,139,0.5890579346537541,0.0367179276606455,0.01494170322725222,0.09023109288058934,H03-F4-site-context-contrasts,53,0.7095470576511129,FALSE
Near-eye,4,MPI,Tübingen (DE),#DDCC77,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,286,19,81,19,TRUE,TRUE,ESTIMABLE,17.80074588007081,7.647023449224441,41.43658718857393,17.80074588007081,7.647023449224441,41.43658718857393,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,1.5924593617710132,0.7056208653555205,3.593894318324104,1.1302079519149826,139,0.2603350739115002,0.373393859920149,0.13858582773648478,1.0060406385216738,H03-F4-site-context-contrasts,53,0.4058164387443973,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,338,10,58,10,TRUE,TRUE,ESTIMABLE,144.8427995902453,48.11371566419426,436.038586991789,144.8427995902453,48.11371566419426,436.038586991789,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,1.7017506661128008,0.6341418292267527,4.5667312833575,1.0648755345229166,139,0.28877855427101246,1,1,1,H03-F4-site-context-contrasts,53,0.4251462048989906,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,6,2,4,2,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,118.3421909188411,76.13317364410946,183.95232302988353,NA,NA,NA,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,430,10,52,10,TRUE,TRUE,ESTIMABLE,199.69698239987449,126.82168311900423,314.4484744158069,199.69698239987449,126.82168311900423,314.4484744158069,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,1.0047200121540427,0.6526220450220579,1.5467793503492533,0.02157840284759513,139,0.9828152066075604,1.378715289712775,0.44186369742567955,4.301905454469929,H03-F4-site-context-contrasts,53,0.9828152066075604,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,82,10,41,10,TRUE,TRUE,ESTIMABLE,898.4929276249302,508.64218113975073,1587.146270848137,898.4929276249302,508.64218113975073,1587.146270848137,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,0.9363501014750052,0.5458652483345212,1.6061683999985192,-0.24096844012969443,139,0.809934650336639,6.203228121568569,1.8082488524190583,21.28027847314316,H03-F4-site-context-contrasts,53,0.8663644888092746,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,5,display,Emissive display light,Emissive display,full_literal,34,4,13,4,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,1.9085235371733864,0.2618798291443969,13.90890663036293,NA,NA,NA,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,5,TUM,Munich (DE),#DDCC77,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,371,9,48,9,TRUE,TRUE,ESTIMABLE,14.77337181469291,4.348356030113399,50.191960654489286,14.77337181469291,4.348356030113399,50.191960654489286,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,6.602110759664312,2.10713087294332,20.685884793662623,3.2675141665031644,139,0.00136702364799749,0.1019959007730188,0.01880217916614745,0.5532956410302675,H03-F4-site-context-contrasts,53,0.0045282658339917,TRUE
Near-eye,5,TUM,Munich (DE),#DDCC77,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,129,6,20,6,TRUE,TRUE,ESTIMABLE,130.18737169188486,87.22532130661094,194.30999501238196,130.18737169188486,87.22532130661094,194.30999501238196,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,11.646596172535212,7.194618358754381,18.85342566378963,10.077213504461437,139,2.87422738775458e-18,0.8988183883505422,0.3614947158810473,2.234816885962182,H03-F4-site-context-contrasts,53,1.5233405155099278e-16,TRUE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,868,23,112,23,TRUE,TRUE,ESTIMABLE,125.85754900143236,102.82375235065057,154.05120196965584,125.85754900143236,102.82375235065057,154.05120196965584,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,1.4786939250995816,1.1538115642411009,1.8950544368694744,3.1174026839886366,139,0.00221773985356242,1,1,1,H03-F4-site-context-contrasts,53,0.00691413013169461,TRUE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,35,11,24,11,TRUE,TRUE,ESTIMABLE,25.200705491772748,15.270618062374032,41.58807159533749,25.200705491772748,15.270618062374032,41.58807159533749,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,2.6834371559878702,1.562308679558824,4.609098742362294,3.607962741749288,139,4.295462678485808e-4,0.20023197409863708,0.12496933387844528,0.3208214544092444,H03-F4-site-context-contrasts,53,0.0019885691129382,TRUE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,502,23,92,23,TRUE,TRUE,ESTIMABLE,164.2921344063157,113.2800061984943,238.27598826651263,164.2921344063157,113.2800061984943,238.27598826651263,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,0.8265903334833311,0.5737229411176641,1.190908590960384,-1.031172745217957,139,0.3042507062777915,1.3053816454382563,0.8737217112160796,1.9503020451161357,H03-F4-site-context-contrasts,53,0.4358185792627824,FALSE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,218,21,72,21,TRUE,TRUE,ESTIMABLE,623.1455839467062,303.9556784195849,1277.5231599925962,623.1455839467062,303.9556784195849,1277.5231599925962,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,0.6494012504968436,0.33446794034437916,1.2608741624463184,-1.2864264670987948,139,0.20043278948018764,4.951197515689857,2.3102634148865424,10.611065682558676,H03-F4-site-context-contrasts,53,0.3319668075765608,FALSE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,5,display,Emissive display light,Emissive display,full_literal,94,11,30,11,TRUE,TRUE,ESTIMABLE,87.59375496567083,56.6164710370496,135.52003098117893,87.59375496567083,56.6164710370496,135.52003098117893,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,3.6768976923605705,2.240447946084335,6.034318567282431,5.196721953463251,139,7.084227477804039e-7,0.69597537581694,0.4329153189450525,1.1188833070723718,H03-F4-site-context-contrasts,53,1.2515468544120469e-5,TRUE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,834,19,103,19,TRUE,TRUE,ESTIMABLE,3.551929177931367,0.5699134940163387,22.137045389345538,3.551929177931367,0.5699134940163387,22.137045389345538,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,1.587330917906214,0.30278612488672746,8.321449484792526,0.551407769420104,139,0.5822394920320183,0.02822182067037507,0.00470824592948912,0.16916515702000134,H03-F4-site-context-contrasts,53,0.7095470576511129,FALSE
Near-eye,6,FUSPCEU,Madrid (ES),#CC6677,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,2,1,1,1,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,0.7318078847668112,NA,NA,NA,NA,NA,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,7,IZTECH,Izmir (TR),#332288,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,695,16,93,16,TRUE,TRUE,ESTIMABLE,58.62085798289169,45.19168989947918,76.0406392921801,58.62085798289169,45.19168989947918,76.0406392921801,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,0.688733471064503,0.516857804979345,0.917764595203346,-2.568184931257836,139,0.01127897164398593,1,1,1,H03-F4-site-context-contrasts,53,0.02878607158961301,TRUE
Near-eye,7,IZTECH,Izmir (TR),#332288,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,41,6,17,6,TRUE,TRUE,ESTIMABLE,17.36722381054381,7.634184712055915,39.50919112674866,17.36722381054381,7.634184712055915,39.50919112674866,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,1.849307499934287,0.8399374476739713,4.0716582392938845,1.5402063774981405,139,0.1257834976275608,0.29626355546710653,0.11401310255379328,0.7698421701716168,H03-F4-site-context-contrasts,53,0.2222175124753574,FALSE
Near-eye,7,IZTECH,Izmir (TR),#332288,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,587,16,80,16,TRUE,TRUE,ESTIMABLE,170.26193903688457,131.04754310803705,221.21076974866165,170.26193903688457,131.04754310803705,221.21076974866165,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,0.8566257506884444,0.6465751275812442,1.134914792481459,-1.0876775937630183,139,0.2786198634568305,2.904460031727529,1.9172786460874416,4.399928040255209,H03-F4-site-context-contrasts,53,0.42191007894891475,FALSE
Near-eye,7,IZTECH,Izmir (TR),#332288,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,95,14,43,14,TRUE,TRUE,ESTIMABLE,1073.0867728786598,600.1476130020409,1918.7199901821823,1073.0867728786598,600.1476130020409,1918.7199901821823,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,1.118300297958338,0.6454668575871964,1.937505453166918,0.40224090783914407,139,0.6881246112944216,18.305545326406456,9.980250194580094,33.57561014643681,H03-F4-site-context-contrasts,53,0.7759703063532839,FALSE
Near-eye,7,IZTECH,Izmir (TR),#332288,5,display,Emissive display light,Emissive display,full_literal,65,10,28,10,TRUE,TRUE,ESTIMABLE,31.38155071891022,16.91961485582322,58.20473656849202,31.38155071891022,16.91961485582322,58.20473656849202,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,1.3172942690523866,0.7031477717058546,2.467851369376405,0.8679484713080514,139,0.3869185547858236,0.535330798605316,0.2708280037712681,1.0581589050792546,H03-F4-site-context-contrasts,53,0.5396495632539118,FALSE
Near-eye,7,IZTECH,Izmir (TR),#332288,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,602,16,86,16,TRUE,TRUE,ESTIMABLE,2.163247070376602,0.9555222305074186,4.897466263038052,2.163247070376602,0.9555222305074186,4.897466263038052,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.9667391397366344,0.42897585286249235,2.1786414271628187,-0.08231243679948785,139,0.9345166769336346,0.03690234405999208,0.01405805301005048,0.096868534792724,H03-F4-site-context-contrasts,53,0.9524881514900506,FALSE
