frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,model_frame_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,site,estimate,std_error,conf_low,conf_high,slope_status
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,RISE,-0.09095849723322075,0.2194658071240819,-0.5211035750344352,0.33918658056799367,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,THUAS,-0.2890581962634024,0.3307523503779871,-0.9373208908062298,0.3592044982794251,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,BAUA,-0.5214918575031497,0.25886415633290233,-1.0288562808039843,-0.014127434202315214,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,MPI,-0.4393286570381255,0.1694857549735069,-0.7715146326787793,-0.10714268139747174,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,TUM,-0.3858051048486751,0.4685913161026246,-1.3042272078780428,0.5326169981806927,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,FUSPCEU,-0.12463895100909464,0.2651411169722908,-0.6443059910955061,0.3950280890773169,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,IZTECH,-0.33679222060153075,0.2484292900806891,-0.8237046818645348,0.1501202406614734,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,UCR,-0.47633824505296296,0.7141958123199414,-1.8761363151093755,0.9234598250034496,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,26bbe8baf5a83427cd4c284701374f294b013a62015dc7bf3107c5a8a1cb4e81,141,816,816,9,18851,3,6,8,KNUST,-0.18997122823388995,0.36976532203708484,-0.9146979421584307,0.5347554856906509,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,RISE,-0.370768866573126,0.32581955881137104,-1.0093634673021432,0.26782573415589106,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,THUAS,-0.17955084344936048,0.4560510221786133,-1.0733944220321197,0.7142927351333987,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,BAUA,-0.11689930950596931,0.3559644961358348,-0.8145769017071525,0.5807782826952139,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,MPI,0.1065319187291966,0.2873033097170288,-0.45657222095533617,0.6696360584137293,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,TUM,-1.2528921168111304,0.6775577797793715,-2.5808809626236195,0.07509672900135844,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,FUSPCEU,0.11486439248472882,0.24382491476592313,-0.36302365899002875,0.5927524439594865,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,IZTECH,0.24596417636408074,0.35915256341891055,-0.45796191289222143,0.9498902656203829,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,UCR,0.49153789424937994,0.7231884483852148,-0.9258854186210443,1.9089612071198043,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,94ebc1c3c747f35781ab070b0f3d7aa40f6b950b7e62e3640ec8d8ccf1941ba8,140,683,683,9,15900.783333333333,1,5,7,KNUST,0.09163529956574257,0.5472551116866585,-0.9809650096955527,1.1642356088270378,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,RISE,0.4159217471281779,0.3255337936292106,-0.22211276413576914,1.053956258392125,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,THUAS,0.4110212317816981,0.5073865463809966,-0.5834381253652166,1.4054805889286126,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,BAUA,-0.22483259766303917,0.3919985958914471,-0.993135727600546,0.5434705322744676,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,MPI,-0.19051049921472402,0.2634362037040648,-0.706835970698648,0.3258149722691999,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,TUM,0.7740611905274734,0.6931601304007713,-0.5845077005771254,2.132630081632072,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,FUSPCEU,-0.1906044059284858,0.40631075565498,-0.9869588535435004,0.6057500416865288,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,IZTECH,0.1194461645149016,0.3765766074263932,-0.6186304234611074,0.8575227524909107,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,UCR,-1.2172294569373823,1.0853160107124795,-3.344409749778529,0.9099508359037642,DESCRIPTIVE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,2628488b0ed33231e7c5e2cc709ec74e79c3382e55a900023d66f1f658b13964,141,687,687,9,15995.05,1,5,7,KNUST,-0.01380150555146642,0.552402658774271,-1.096490821713206,1.0688878106102733,DESCRIPTIVE
