"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","hash_matches","bytes_match","status"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","cd0ce2210949559408d07bcbccac502d3b0a372b4229da70bdfc6dbe0c52f66b","cd0ce2210949559408d07bcbccac502d3b0a372b4229da70bdfc6dbe0c52f66b",732155,732155,TRUE,TRUE,"PASS"
"notebooks/hypotheses/H09.qmd","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,36970,TRUE,TRUE,"PASS"
"audit/hypotheses/H09/H09_analysis_preparation.qmd","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,47901,TRUE,TRUE,"PASS"
"_build/nathealth/notebooks/hypotheses/H09.html","ce6c4c644af675e5feb25dcbc834b55c3ddfc87ec3dc581c95366edc0de067b1","ce6c4c644af675e5feb25dcbc834b55c3ddfc87ec3dc581c95366edc0de067b1",229798,229798,TRUE,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,593181,TRUE,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.qmd","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c",43562,43562,TRUE,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_stage3_artifacts.csv","0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2","0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2",24678,24678,TRUE,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_preparation_report_manifest.csv","8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf","8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf",35323,35323,TRUE,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,4284,TRUE,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_METRIC-011_scientific_identity.csv","9f49733db1a678fbd990fb88494901da15851c127aab6bbc2405eb5808e35b9d","9f49733db1a678fbd990fb88494901da15851c127aab6bbc2405eb5808e35b9d",16669,16669,TRUE,TRUE,"PASS"
"audit/hypotheses/H09/H09_METRIC-011_provenance_reseal.md","e3d101975986c49c6e313fc740cdbb32c2ec07ab97c218315177bd8e9f2a3154","e3d101975986c49c6e313fc740cdbb32c2ec07ab97c218315177bd8e9f2a3154",4514,4514,TRUE,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_METRIC-011_provenance_reseal_manifest.csv","cb4e0701c0f642c36e138ef670af373eeeef850e538a991af32bcf7f63583cad","cb4e0701c0f642c36e138ef670af373eeeef850e538a991af32bcf7f63583cad",6164,6164,TRUE,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_metric011_reseal.R","6685649ecd95067bcfb475fc4fee8d48b1728fcea7c6976b1371c588a178e503","6685649ecd95067bcfb475fc4fee8d48b1728fcea7c6976b1371c588a178e503",8925,8925,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/reseal_h09_metric011.R","656ed6450ecf94cc13d8303d1e0344f974b6342d41010bab4e90f06346a6acee","656ed6450ecf94cc13d8303d1e0344f974b6342d41010bab4e90f06346a6acee",21911,21911,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/h09_contract.R","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1",16374,16374,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/h09_modeling.R","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8",40104,40104,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/run_h09_stage2.R","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6",90288,90288,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/build_h09_stage3_manifest.R","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5",6987,6987,TRUE,TRUE,"PASS"
"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56",9753,9753,TRUE,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_stage3_reader_report.R","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,17786,TRUE,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_preparation_report.R","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7",12824,12824,TRUE,TRUE,"PASS"
"audit/handoffs/H09_worker_handoff.md","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",20162,20162,TRUE,TRUE,"PASS"
"audit/report_harmonization/owner_orders/11_h09.md","40c944619286e50252bd169246ae9fc2695888851f743f39317cbb8b7db47ff5","40c944619286e50252bd169246ae9fc2695888851f743f39317cbb8b7db47ff5",13926,13926,TRUE,TRUE,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,7480,TRUE,TRUE,"PASS"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,21453,TRUE,TRUE,"PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,17747,TRUE,TRUE,"PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,11937,TRUE,TRUE,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE,TRUE,"PASS"
"audit/decisions/figure_readability_and_layout.md","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,10910,TRUE,TRUE,"PASS"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,2153,TRUE,TRUE,"PASS"
"audit/decisions/model_reporting.md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,10496,TRUE,TRUE,"PASS"
"audit/decisions/p_value_display_conventions.md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,2686,TRUE,TRUE,"PASS"
"audit/decisions/paired_placement_comparison_display.md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,3561,TRUE,TRUE,"PASS"
"audit/decisions/site_display_conventions.md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,2618,TRUE,TRUE,"PASS"
"config/metric_display_registry.csv","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0",3203,3203,TRUE,TRUE,"PASS"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,295,TRUE,TRUE,"PASS"
