"relative_path","sha256_pre","bytes_pre","sha256_post","bytes_post","exact","expected_transition","status"
"artifacts/06_model_data/H09/H09_model_frames.rds","19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,"19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H09/H09_non_estimable_targets.csv","21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,"21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H09/H09_paired_sample_audit.csv","cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,"cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H09/H09_predictor_registry.csv","359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,"359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H09/H09_run_registry.csv","83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,"83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,TRUE,FALSE,"PASS"
"artifacts/07_models/H09/H09_model_bundles.rds","bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,"bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,TRUE,FALSE,"PASS"
"artifacts/07_models/H09/H09_model_fit_index.csv","cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,"cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,TRUE,FALSE,"PASS"
"artifacts/07_models/H09/H09_v0_model_objects.rds","b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,"b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_score_audit.csv","357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,"357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_value_audit.csv","b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,"b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_clock_support.csv","0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,"0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_target_summary.csv","eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,"eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_thresholds.csv","e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,"e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_fit_gates.csv","3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,"3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out.csv","f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,"f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_linearity_diagnostics.csv","86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,"86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence.csv","7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,"7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_residual_diagnostics.csv","f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,"f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_serial_diagnostics.csv","523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,"523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,TRUE,FALSE,"PASS"
"artifacts/08_diagnostics/H09/H09_site_support.csv","15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,"15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_family_audit.csv","895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,"895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_model_effects.csv","1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,"1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_model_results_master.csv","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_model_tests.csv","f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,"f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_paired_placement_effects.csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_v0_reproduction.csv","ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,"ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,TRUE,FALSE,"PASS"
"artifacts/09_tables/H09/H09_v0_to_stage2_comparison.csv","c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,"c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,"614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,"e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,"a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,"4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_primary_effects.pdf","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,"b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_primary_effects.png","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,"f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_v0_chest_recreation.pdf","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_v0_chest_recreation.png","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.pdf","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,TRUE,FALSE,"PASS"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.png","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_linearity_curve_data.csv","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_plot_data.csv","f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,"f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_v0_observed_figure_data.csv","ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,"ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,TRUE,FALSE,"PASS"
"artifacts/11_source_data/H09/H09_v0_prediction_figure_data.csv","c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,"c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_execution_record.csv","2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,"2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,"0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_METRIC-011_provenance_reseal_manifest.csv","cb4e0701c0f642c36e138ef670af373eeeef850e538a991af32bcf7f63583cad",6164,"cb4e0701c0f642c36e138ef670af373eeeef850e538a991af32bcf7f63583cad",6164,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_METRIC-011_scientific_identity.csv","9f49733db1a678fbd990fb88494901da15851c127aab6bbc2405eb5808e35b9d",16669,"9f49733db1a678fbd990fb88494901da15851c127aab6bbc2405eb5808e35b9d",16669,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_package_versions.csv","135b4ecd2d2cf0a15611aecda8ac274d57f9db8dc81ec5b4a307cee8d3492013",218,"135b4ecd2d2cf0a15611aecda8ac274d57f9db8dc81ec5b4a307cee8d3492013",218,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_preparation_report_manifest.csv","8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf",35323,"8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf",35323,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_stage2_artifacts.csv","f46c93d36165c456f65e85ba55c7ea39c877f0c5a002e8ce9883748765633f9e",16202,"f46c93d36165c456f65e85ba55c7ea39c877f0c5a002e8ce9883748765633f9e",16202,TRUE,FALSE,"PASS"
"artifacts/12_manifests/H09/H09_stage3_artifacts.csv","0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2",24678,"0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2",24678,TRUE,FALSE,"PASS"
"audit/decisions/figure_readability_and_layout.md","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,"33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,TRUE,FALSE,"PASS"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,"c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,TRUE,FALSE,"PASS"
"audit/decisions/l10_numerical_zero_normalization.md","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",5435,"23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",5435,TRUE,FALSE,"PASS"
"audit/decisions/model_reporting.md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,"1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,TRUE,FALSE,"PASS"
"audit/decisions/p_value_display_conventions.md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,"ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,TRUE,FALSE,"PASS"
"audit/decisions/paired_placement_comparison_display.md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,"0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,TRUE,FALSE,"PASS"
"audit/decisions/site_display_conventions.md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,"771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,TRUE,FALSE,"PASS"
"audit/handoffs/H09_shared_change_request.md","55359601c238a0c2d107f4f42b00b99d0c9b130c40fbd5ee636fce3507e54723",6965,"55359601c238a0c2d107f4f42b00b99d0c9b130c40fbd5ee636fce3507e54723",6965,TRUE,FALSE,"PASS"
"audit/handoffs/H09_worker_handoff.md","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",20162,"f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",20162,TRUE,FALSE,"PASS"
"audit/hypotheses/H08/H08_analysis_preparation.qmd","3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d",57777,"3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d",57777,TRUE,FALSE,"PASS"
"audit/hypotheses/H09/01_audit_and_plan.html","aa833ff2c8aabaf9cecf9cb71872c2e06d9f9e29e62283f74fa62e8f679c79c3",1698669,"aa833ff2c8aabaf9cecf9cb71872c2e06d9f9e29e62283f74fa62e8f679c79c3",1698669,TRUE,FALSE,"PASS"
"audit/hypotheses/H09/01_audit_and_plan.qmd","e6ff16937c01e37b5e7b0b43269c7860344bbd4abd11b2c060f53c52fbe7a892",83062,"e6ff16937c01e37b5e7b0b43269c7860344bbd4abd11b2c060f53c52fbe7a892",83062,TRUE,FALSE,"PASS"
"audit/hypotheses/H09/02_implementation_and_v0_comparison.html","955387638b350596e0296cc7ede954d3c8920b430af161b8f919fe1c637af3ef",14054288,"955387638b350596e0296cc7ede954d3c8920b430af161b8f919fe1c637af3ef",14054288,TRUE,FALSE,"PASS"
"audit/hypotheses/H09/02_implementation_and_v0_comparison.qmd","d05c1f69bf3a55f78bb56f7b970a711f45675b988e6351fec205adf919fcc412",43767,"d05c1f69bf3a55f78bb56f7b970a711f45675b988e6351fec205adf919fcc412",43767,TRUE,FALSE,"PASS"
