manifest_path,path,sealed_sha256,live_sha256,sealed_bytes,live_bytes,disposition,authorized
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification.md,362898abf90143ba9c68229a144c9fc2d06534290bee6030498f335500089255,362898abf90143ba9c68229a144c9fc2d06534290bee6030498f335500089255,1696,1696,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_no_rerender.R,1420cefd49acf699cb1673b2877b44534fca832f092f294786ba3673a1e3491c,1420cefd49acf699cb1673b2877b44534fca832f092f294786ba3673a1e3491c,6564,6564,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,scripts/report_harmonization/seal_report018_sensitivity_order62_no_rerender.R,a31620d6c3f67708dbeb3990081e3755d3a26b3d774477809891f8dd19d7f87c,a31620d6c3f67708dbeb3990081e3755d3a26b3d774477809891f8dd19d7f87c,3264,3264,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_postrender.R,efc9f980d7766ee29c46a2cd281ca5cfbedf158bdcca4bc32eb053f9903417d7,efc9f980d7766ee29c46a2cd281ca5cfbedf158bdcca4bc32eb053f9903417d7,8311,8311,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,a4d862b9368c9dd825066164b4f74d9578f5792c221ccc37cfa8e3e313ec0999,a4d862b9368c9dd825066164b4f74d9578f5792c221ccc37cfa8e3e313ec0999,2183,2183,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/postrender_checks_postrender.csv,f33740e0e3ef03333c3f8ab02371dbcb8505fd81bb99c98718edefabdb81be92,05ba9e419768ec32bf7dc4562f753c15079ad4ffc104df34fc70733ba84f3c79,599,597,RECOVERED_STOPPED_CHECK_TRANSITION,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/build_delta_postrender.csv,a8ddcd2e3a7ccc8d48887e0abe43ead70b200f94ca9ca974d3e3bed0c9814238,a8ddcd2e3a7ccc8d48887e0abe43ead70b200f94ca9ca974d3e3bed0c9814238,1995,1995,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/link_audit_postrender.csv,9d469cd657f8a5e797e89f0a8552739775257790d173a53b47b83babe045e2ec,9d469cd657f8a5e797e89f0a8552739775257790d173a53b47b83babe045e2ec,8995,8995,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/render_execution.csv,8aef1d9360a99ca320009a515c54adc4397ba62707eed7cb0663e842c213f6c9,8aef1d9360a99ca320009a515c54adc4397ba62707eed7cb0663e842c213f6c9,532,532,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,_build/nathealth/notebooks/sensitivity_battery.html,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,54637,54637,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,_build/nathealth/audit/decisions/manuscript_prepared_data_sensitivity.md,4f61db934f341127168fc84199e733a7b5eb25c06b3924e24c019732a75b7f2f,4f61db934f341127168fc84199e733a7b5eb25c06b3924e24c019732a75b7f2f,5395,5395,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,audit/decisions/manuscript_prepared_data_sensitivity.md,4f61db934f341127168fc84199e733a7b5eb25c06b3924e24c019732a75b7f2f,4f61db934f341127168fc84199e733a7b5eb25c06b3924e24c019732a75b7f2f,5395,5395,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,/private/tmp/report018-sensitivity-order62-semantic.lWKYp6/gt_html_semantic_post_render_summary.csv,0ba3782c1c8104ceb2093abb07806ddf12b55df30dc48d35090c281493ff2e8e,0ba3782c1c8104ceb2093abb07806ddf12b55df30dc48d35090c281493ff2e8e,371,371,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,3623,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,7480,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,603493,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery.md,c47bf3070be95dd934d81e13ca39de866b6fb82c06c8b0d35ce65c0b3c145543,c47bf3070be95dd934d81e13ca39de866b6fb82c06c8b0d35ce65c0b3c145543,1007,1007,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_no_rerender_final.R,9657996be5fcc3a6d7588339fd3094c26d63371b6f4c3af844ab367661e72961,9657996be5fcc3a6d7588339fd3094c26d63371b6f4c3af844ab367661e72961,3288,3288,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,scripts/report_harmonization/seal_report018_sensitivity_order62_wrapper_recovery.R,7936dc477cba781c1c7b6c26e8d67eb0f2bacc23478864204d1f7bc992efcb7f,7936dc477cba781c1c7b6c26e8d67eb0f2bacc23478864204d1f7bc992efcb7f,2826,2826,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_no_rerender.R,1420cefd49acf699cb1673b2877b44534fca832f092f294786ba3673a1e3491c,1420cefd49acf699cb1673b2877b44534fca832f092f294786ba3673a1e3491c,6564,6564,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_no_rerender_classification_manifest.csv,98b1a734a1f20f4b732902fdc129289e6ec5b2cb8b9b318bccbcb18c4d704bd7,98b1a734a1f20f4b732902fdc129289e6ec5b2cb8b9b318bccbcb18c4d704bd7,2298,2298,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/initial_checker_stop/postrender_checks_postrender.csv,f33740e0e3ef03333c3f8ab02371dbcb8505fd81bb99c98718edefabdb81be92,f33740e0e3ef03333c3f8ab02371dbcb8505fd81bb99c98718edefabdb81be92,599,599,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/initial_checker_stop/build_delta_postrender.csv,a8ddcd2e3a7ccc8d48887e0abe43ead70b200f94ca9ca974d3e3bed0c9814238,a8ddcd2e3a7ccc8d48887e0abe43ead70b200f94ca9ca974d3e3bed0c9814238,1995,1995,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_order62_render/initial_checker_stop/link_audit_postrender.csv,9d469cd657f8a5e797e89f0a8552739775257790d173a53b47b83babe045e2ec,9d469cd657f8a5e797e89f0a8552739775257790d173a53b47b83babe045e2ec,8995,8995,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,_build/nathealth/notebooks/sensitivity_battery.html,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,54637,54637,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,3623,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,7480,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_no_rerender_wrapper_recovery_manifest.csv,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,603493,LIVE_EXACT,TRUE
