site,Id,position,datetime_utc,datetime_wall,local_date,clock_minute,utc_offset_minutes,is_dst,timezone,MEDI,LIGHT,stream_epoch_seconds,expected_subepochs,minimum_finite_subepochs,source_subepochs,observed_subepochs,distinct_subepochs,implicit_subepochs,MEDI_finite_subepochs,LIGHT_finite_subepochs,complete_subepoch_set,source_repository,source_commit,source_doi,source_sha256,Datetime,sleep,State.Brown,sleep_source_row_start,sleep_source_row_end,sleep_state_source,sleep_interval_bounds,wear,wear_source_row,wear_state_source,wear_interval_bounds,MEDI_raw,LIGHT_raw,measurement_context,measurement_context_source,invalid_nonwear,wear_sleep_disagrees_with_diary,wear_off_during_diary_sleep,wear_state_missing,medi_saturated,exclusion_reason,valid_medi,valid_light,valid_medi_light_pair,wall_source_real_minutes,wall_distinct_utc_minutes,wall_dst_fold,hour_valid_minutes,hour_valid_fraction,hour_eligible,day_valid_minutes_raw,day_zero_medi_minutes_raw,day_valid_fraction_raw,day_valid_minutes_after_hour,day_valid_fraction_after_hour,day_all_finite_medi_zero,day_all_zero_medi_excluded,day_eligible_without_all_zero_screen,day_eligible_after_hour_without_all_zero_screen,day_eligible,day_eligible_after_hour,coverage_period_eligible,all_zero_medi_inclusive_sensitivity_period_eligible,hourly_metric_period_eligible,hour_screened_coverage_period_eligible,coverage_signal_observed_real,coverage_value_eligible_real,MEDI_precoverage,LIGHT_precoverage,MEDI_precoverage_observed,LIGHT_precoverage_observed,MEDI_coverage_eligible,LIGHT_coverage_eligible,MEDI_eligible,LIGHT_eligible,MEDI_eligibility_reason,LIGHT_eligibility_reason,location,selection_seed,eligible_days_at_site,photoperiod_hours,civil_dawn_wall_minute,civil_dusk_wall_minute,solar_depression_deg,dawn,dusk,melEDI,brown_period,brown_reference_lx,declared_nonwear,availability,plot_id,site_panel,observed_run
BAUA,BAUA_S024,glasses,2025-10-14T22:10:00Z,2025-10-15T00:10:00Z,2025-10-15,10,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:10:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:11:00Z,2025-10-15T00:11:00Z,2025-10-15,11,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:11:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:12:00Z,2025-10-15T00:12:00Z,2025-10-15,12,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:12:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:13:00Z,2025-10-15T00:13:00Z,2025-10-15,13,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:13:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:14:00Z,2025-10-15T00:14:00Z,2025-10-15,14,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:14:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:15:00Z,2025-10-15T00:15:00Z,2025-10-15,15,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:15:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:16:00Z,2025-10-15T00:16:00Z,2025-10-15,16,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:16:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:17:00Z,2025-10-15T00:17:00Z,2025-10-15,17,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:17:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:18:00Z,2025-10-15T00:18:00Z,2025-10-15,18,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:18:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
BAUA,BAUA_S024,glasses,2025-10-14T22:19:00Z,2025-10-15T00:19:00Z,2025-10-15,19,120,TRUE,Europe/Berlin,0,0,10,6,6,6,6,6,0,6,6,TRUE,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,2025-10-15T00:19:00Z,sleepprep,sleep,139,139,sleep_diary,[),sleep,213,wear_log_provenance,[),0,0,bedside_sleep_environment,sleep_diary,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,586,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Dortmund, Germany",20260730,73,11.825984905560812,440.8450827797254,1150.404177113374,6,2025-10-15T07:20:50Z,2025-10-15T19:10:24Z,0,Sleep,1,FALSE,Prepared melEDI available,BAUA__BAUA_S024__2025-10-15,"Dortmund, Germany (BAUA)
BAUA_S024
2025-10-15",1
