"path","pre_sha256","live_sha256","prospective_sha256","authorized_transition","prospective_exact"
"artifacts/06_model_data/H10/H10_primary_gap_common_sample_audit.csv","de406a18258c2d05b4ea8333a4973800a66f7821148a107c199f1c189c971849","de406a18258c2d05b4ea8333a4973800a66f7821148a107c199f1c189c971849","de406a18258c2d05b4ea8333a4973800a66f7821148a107c199f1c189c971849",FALSE,TRUE
"artifacts/06_model_data/H10/H10_provenance_qualification.csv","7ae7164e8a2dd325160c0d056b43a20b36b02e2816860b585913d52229219c19","7ae7164e8a2dd325160c0d056b43a20b36b02e2816860b585913d52229219c19","7ae7164e8a2dd325160c0d056b43a20b36b02e2816860b585913d52229219c19",FALSE,TRUE
"artifacts/06_model_data/H10/H10_run_registry.csv","83a343772565ad4194ee5d53ea6f93de381648a90529abca1c4523ed8e8fd2de","83a343772565ad4194ee5d53ea6f93de381648a90529abca1c4523ed8e8fd2de","83a343772565ad4194ee5d53ea6f93de381648a90529abca1c4523ed8e8fd2de",FALSE,TRUE
"artifacts/06_model_data/H10/H10_v0_display_rows.csv","d8371b1b37ff31e011e0efe60bc7e9fdf395493746e046dbbc93f3e32cfd1718","d8371b1b37ff31e011e0efe60bc7e9fdf395493746e046dbbc93f3e32cfd1718","d8371b1b37ff31e011e0efe60bc7e9fdf395493746e046dbbc93f3e32cfd1718",FALSE,TRUE
"artifacts/07_models/H10/H10_metric_sensitivity_models.rds","b4820dd43b84e8dcadf258394a03ec3752bebb855cc29467b64a6def11646cc7","b4820dd43b84e8dcadf258394a03ec3752bebb855cc29467b64a6def11646cc7","b4820dd43b84e8dcadf258394a03ec3752bebb855cc29467b64a6def11646cc7",FALSE,TRUE
"artifacts/07_models/H10/H10_model_manifest.csv","9ce9c4153d38122398c259ed9bec013ac91afd99a8f90b70a919390321c3baae","9ce9c4153d38122398c259ed9bec013ac91afd99a8f90b70a919390321c3baae","9ce9c4153d38122398c259ed9bec013ac91afd99a8f90b70a919390321c3baae",FALSE,TRUE
"artifacts/07_models/H10/H10_primary_and_gap_model_bundles.rds","21ce8c1c7b8ee151ad21c02a30df6156e5455009682f54c883042d06201f1f33","21ce8c1c7b8ee151ad21c02a30df6156e5455009682f54c883042d06201f1f33","21ce8c1c7b8ee151ad21c02a30df6156e5455009682f54c883042d06201f1f33",FALSE,TRUE
"artifacts/07_models/H10/H10_sample_sensitivity_models.rds","f813211dac265164a9a702fb249f28fd0dd405dc7928e3a16f7a01a589a6cb2f","f813211dac265164a9a702fb249f28fd0dd405dc7928e3a16f7a01a589a6cb2f","f813211dac265164a9a702fb249f28fd0dd405dc7928e3a16f7a01a589a6cb2f",FALSE,TRUE
"artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",FALSE,TRUE
"artifacts/08_diagnostics/H10/H10_leave_one_site_out.csv","fb6cee4b797eb11293fc1a6b9b3be1dfbf5b6872cb9b57901b7bcff449f65848","fb6cee4b797eb11293fc1a6b9b3be1dfbf5b6872cb9b57901b7bcff449f65848","fb6cee4b797eb11293fc1a6b9b3be1dfbf5b6872cb9b57901b7bcff449f65848",FALSE,TRUE
"artifacts/08_diagnostics/H10/H10_model_diagnostics.csv","d081ade9fc5089af9d7d8eefceffd58a664f5573f027ee1e91e68a069dff964c","d081ade9fc5089af9d7d8eefceffd58a664f5573f027ee1e91e68a069dff964c","d081ade9fc5089af9d7d8eefceffd58a664f5573f027ee1e91e68a069dff964c",FALSE,TRUE
"artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",FALSE,TRUE
"artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_distribution.csv","23060108194961cca283f66aaaf321bade2bf16f03574221be69c7d909e01c68","23060108194961cca283f66aaaf321bade2bf16f03574221be69c7d909e01c68","23060108194961cca283f66aaaf321bade2bf16f03574221be69c7d909e01c68",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_influence_assessment.csv","bea5195a7e4c12bfda2928acf42bcafca6941e5e246119ad43930a1e8d791a82","bea5195a7e4c12bfda2928acf42bcafca6941e5e246119ad43930a1e8d791a82","bea5195a7e4c12bfda2928acf42bcafca6941e5e246119ad43930a1e8d791a82",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_metric_specific_sensitivities.csv","78cae4f1b95afd630b95de8a2391df8dfad3534fcfe80cb28d060437138a007d","78cae4f1b95afd630b95de8a2391df8dfad3534fcfe80cb28d060437138a007d","78cae4f1b95afd630b95de8a2391df8dfad3534fcfe80cb28d060437138a007d",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_sensitivity_stability_summary.csv","be46c99858805b72d40c4798454d70b5cff4d914c04cfdf42d37ec16544bba6d","be46c99858805b72d40c4798454d70b5cff4d914c04cfdf42d37ec16544bba6d","be46c99858805b72d40c4798454d70b5cff4d914c04cfdf42d37ec16544bba6d",FALSE,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_waking_mder_unavailable.csv","e497ae8b728165a40c6d01008e39df0f89c85447eb167eff935180aeeeb94df2","e497ae8b728165a40c6d01008e39df0f89c85447eb167eff935180aeeeb94df2","e497ae8b728165a40c6d01008e39df0f89c85447eb167eff935180aeeeb94df2",FALSE,TRUE
"artifacts/09_tables/H10/H10_METRIC010_amendment_results.csv","a427b7dfbbb73e21525903c94c4b2025164bf0da710804457748e2182d8b7c0c","a427b7dfbbb73e21525903c94c4b2025164bf0da710804457748e2182d8b7c0c","a427b7dfbbb73e21525903c94c4b2025164bf0da710804457748e2182d8b7c0c",FALSE,TRUE
"artifacts/09_tables/H10/H10_model_effects.csv","38521966ba10c0160d3214f1ddf7bef336c8254f03687f5dc317340bd0a90b2d","38521966ba10c0160d3214f1ddf7bef336c8254f03687f5dc317340bd0a90b2d","38521966ba10c0160d3214f1ddf7bef336c8254f03687f5dc317340bd0a90b2d",FALSE,TRUE
"artifacts/09_tables/H10/H10_model_tests.csv","88158f31ef28d6daccb7ec24b0bdc790376b849f5e5732487aa60780ea2f41bd","88158f31ef28d6daccb7ec24b0bdc790376b849f5e5732487aa60780ea2f41bd","88158f31ef28d6daccb7ec24b0bdc790376b849f5e5732487aa60780ea2f41bd",FALSE,TRUE
"artifacts/09_tables/H10/H10_multiplicity_family_audit.csv","072cffd57dddaeb42ed93227d5e8878669129e963c6cdacd93622f388b9c0bfc","072cffd57dddaeb42ed93227d5e8878669129e963c6cdacd93622f388b9c0bfc","072cffd57dddaeb42ed93227d5e8878669129e963c6cdacd93622f388b9c0bfc",FALSE,TRUE
"artifacts/09_tables/H10/H10_primary_interaction_results.csv","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff",FALSE,TRUE
"artifacts/09_tables/H10/H10_primary_main_results.csv","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492",FALSE,TRUE
"artifacts/09_tables/H10/H10_site_specific_effects.csv","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_chest_selected_table_recreated.csv","f32304f55cd435091d225f285ad68c5e911e7f3f3e1dbb34d808110b57f3f6c7","f32304f55cd435091d225f285ad68c5e911e7f3f3e1dbb34d808110b57f3f6c7","f32304f55cd435091d225f285ad68c5e911e7f3f3e1dbb34d808110b57f3f6c7",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_near_eye_selected_table_recreated.csv","7eb84d53fc00666376561c26ed79b6af2b5a0623e47b306ef3c09c9cd23a9d3b","7eb84d53fc00666376561c26ed79b6af2b5a0623e47b306ef3c09c9cd23a9d3b","7eb84d53fc00666376561c26ed79b6af2b5a0623e47b306ef3c09c9cd23a9d3b",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_overall_results_recreated.csv","a5a44ad2a7a915a05d1e6307c7dd03bea04231b36409db9016ad16e5c997475a","a5a44ad2a7a915a05d1e6307c7dd03bea04231b36409db9016ad16e5c997475a","a5a44ad2a7a915a05d1e6307c7dd03bea04231b36409db9016ad16e5c997475a",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_overall_results_recreated.html","919db3e3b9918bff2bba385aee26335e9b1ba770de58534289d671c267acee34","919db3e3b9918bff2bba385aee26335e9b1ba770de58534289d671c267acee34","919db3e3b9918bff2bba385aee26335e9b1ba770de58534289d671c267acee34",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_sex_site_comparison_unavailable.csv","2b7dd7d3bedabeb981221591487f36e59d5e9306df594a1d66729c5b03223c36","2b7dd7d3bedabeb981221591487f36e59d5e9306df594a1d66729c5b03223c36","2b7dd7d3bedabeb981221591487f36e59d5e9306df594a1d66729c5b03223c36",FALSE,TRUE
"artifacts/09_tables/H10/H10_v0_to_current_comparison.csv","b0310ca0c5a60343ff0337c7aae2ff26ed45a7f436c1c1b8261d09f1691734ab","b0310ca0c5a60343ff0337c7aae2ff26ed45a7f436c1c1b8261d09f1691734ab","b0310ca0c5a60343ff0337c7aae2ff26ed45a7f436c1c1b8261d09f1691734ab",FALSE,TRUE
"artifacts/10_figures/H10/H10_age_site_significant_associations.pdf","5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf","5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf","5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf",FALSE,TRUE
"artifacts/10_figures/H10/H10_age_site_significant_associations.png","f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6","f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6","f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6",FALSE,TRUE
"artifacts/10_figures/H10/H10_all_primary_model_core_diagnostics.pdf","4d68c4ce78e295bd7425179c3b40699ef9cb2cb3312d318cd7f9cdf15dddaa77","4d68c4ce78e295bd7425179c3b40699ef9cb2cb3312d318cd7f9cdf15dddaa77","4d68c4ce78e295bd7425179c3b40699ef9cb2cb3312d318cd7f9cdf15dddaa77",FALSE,TRUE
"artifacts/10_figures/H10/H10_diagnostic_assessment.pdf","7b9faff8eb155cbd2055c88f58398be6d492d2b4212a19953836685aa3ea96f1","7b9faff8eb155cbd2055c88f58398be6d492d2b4212a19953836685aa3ea96f1","7b9faff8eb155cbd2055c88f58398be6d492d2b4212a19953836685aa3ea96f1",FALSE,TRUE
"artifacts/10_figures/H10/H10_diagnostic_assessment.png","4aa49a05bc6fb619f38516d4922c9365874d51db5cf6d768028a39e5f74c6699","4aa49a05bc6fb619f38516d4922c9365874d51db5cf6d768028a39e5f74c6699","4aa49a05bc6fb619f38516d4922c9365874d51db5cf6d768028a39e5f74c6699",FALSE,TRUE
"artifacts/10_figures/H10/H10_gap_common_sample_effects.pdf","803bd46261a268d374b034e1466f223ceba5ec1e0f7558faa62040cf5b887df9","803bd46261a268d374b034e1466f223ceba5ec1e0f7558faa62040cf5b887df9","803bd46261a268d374b034e1466f223ceba5ec1e0f7558faa62040cf5b887df9",FALSE,TRUE
"artifacts/10_figures/H10/H10_gap_common_sample_effects.png","d1fa523daf09b32bbd882555300c77623cb231981d56393f23d11c27d0f3e8b7","d1fa523daf09b32bbd882555300c77623cb231981d56393f23d11c27d0f3e8b7","d1fa523daf09b32bbd882555300c77623cb231981d56393f23d11c27d0f3e8b7",FALSE,TRUE
"artifacts/10_figures/H10/H10_paired_placement_effects.pdf","3d93b4fb95dc442c984a5c670b438b9383eb17cb9fc199bf53128fd78b2106a9","3d93b4fb95dc442c984a5c670b438b9383eb17cb9fc199bf53128fd78b2106a9","3d93b4fb95dc442c984a5c670b438b9383eb17cb9fc199bf53128fd78b2106a9",FALSE,TRUE
"artifacts/10_figures/H10/H10_paired_placement_effects.png","33fe0f8c13ebe8ca00dbab2d8602b27939913eb9495bce5738fc2bba5ebede4e","33fe0f8c13ebe8ca00dbab2d8602b27939913eb9495bce5738fc2bba5ebede4e","33fe0f8c13ebe8ca00dbab2d8602b27939913eb9495bce5738fc2bba5ebede4e",FALSE,TRUE
"artifacts/10_figures/H10/H10_preparation_age_distribution.pdf","df6c6442baa2d8aa46be3008bd8d3416f7fd93205d03f3069d6971da4b1026bf","df6c6442baa2d8aa46be3008bd8d3416f7fd93205d03f3069d6971da4b1026bf","df6c6442baa2d8aa46be3008bd8d3416f7fd93205d03f3069d6971da4b1026bf",FALSE,TRUE
"artifacts/10_figures/H10/H10_preparation_age_distribution.png","0b879a57bcde39bc1d521858d27bbf07271594306bd2e1cc08b1d8eadb3d5472","0b879a57bcde39bc1d521858d27bbf07271594306bd2e1cc08b1d8eadb3d5472","0b879a57bcde39bc1d521858d27bbf07271594306bd2e1cc08b1d8eadb3d5472",FALSE,TRUE
"artifacts/10_figures/H10/H10_preparation_sample_support.pdf","793ab75a6a80ed34c360fab8e1fd7987dac0f071374dc2021cb6ca376378ca1f","793ab75a6a80ed34c360fab8e1fd7987dac0f071374dc2021cb6ca376378ca1f","793ab75a6a80ed34c360fab8e1fd7987dac0f071374dc2021cb6ca376378ca1f",FALSE,TRUE
"artifacts/10_figures/H10/H10_preparation_sample_support.png","f38f45ceb6df90d5fbede83d8a88a2f18896053f30c425c36463e00ea99f0e9c","f38f45ceb6df90d5fbede83d8a88a2f18896053f30c425c36463e00ea99f0e9c","f38f45ceb6df90d5fbede83d8a88a2f18896053f30c425c36463e00ea99f0e9c",FALSE,TRUE
"artifacts/10_figures/H10/H10_primary_age_associations.pdf","5ea8e3f36673d227d3b3122a2f5552fd03ffd722773bbe4f953e94567b0d717d","5ea8e3f36673d227d3b3122a2f5552fd03ffd722773bbe4f953e94567b0d717d","5ea8e3f36673d227d3b3122a2f5552fd03ffd722773bbe4f953e94567b0d717d",FALSE,TRUE
"artifacts/10_figures/H10/H10_primary_age_associations.png","01c64cdd8cd12b99624de4eef4de156f953768be07f2cf629bcc16dba2c1b4e5","01c64cdd8cd12b99624de4eef4de156f953768be07f2cf629bcc16dba2c1b4e5","01c64cdd8cd12b99624de4eef4de156f953768be07f2cf629bcc16dba2c1b4e5",FALSE,TRUE
"artifacts/10_figures/H10/H10_primary_biological_sex_associations.pdf","aebbf63d80f8a822a31eadb979b5cfce813c9b92af5b55166b74f262803e2547","aebbf63d80f8a822a31eadb979b5cfce813c9b92af5b55166b74f262803e2547","aebbf63d80f8a822a31eadb979b5cfce813c9b92af5b55166b74f262803e2547",FALSE,TRUE
"artifacts/10_figures/H10/H10_primary_biological_sex_associations.png","de29990a755a6af14e2cb893bb0887a55442e71ed1b2434efaadbb9c188b2d39","de29990a755a6af14e2cb893bb0887a55442e71ed1b2434efaadbb9c188b2d39","de29990a755a6af14e2cb893bb0887a55442e71ed1b2434efaadbb9c188b2d39",FALSE,TRUE
"artifacts/10_figures/H10/H10_retained_age_core_diagnostics.pdf","f8ba26dd9367c865c74cb7d3e9c89a106c06b284b7a283a20690afc5c99de715","f8ba26dd9367c865c74cb7d3e9c89a106c06b284b7a283a20690afc5c99de715","f8ba26dd9367c865c74cb7d3e9c89a106c06b284b7a283a20690afc5c99de715",FALSE,TRUE
"artifacts/10_figures/H10/H10_retained_age_core_diagnostics.png","ca798f5067d3a3a8cd1c8360b2eca90ca28a9796c74a772d93d0f1f3bff826da","ca798f5067d3a3a8cd1c8360b2eca90ca28a9796c74a772d93d0f1f3bff826da","ca798f5067d3a3a8cd1c8360b2eca90ca28a9796c74a772d93d0f1f3bff826da",FALSE,TRUE
"artifacts/10_figures/H10/H10_retained_biological_sex_core_diagnostics.pdf","0cd345119ba35e40cb98de934215a0a060e044b4cbb87182c2e1bd9451c3743c","0cd345119ba35e40cb98de934215a0a060e044b4cbb87182c2e1bd9451c3743c","0cd345119ba35e40cb98de934215a0a060e044b4cbb87182c2e1bd9451c3743c",FALSE,TRUE
"artifacts/10_figures/H10/H10_retained_biological_sex_core_diagnostics.png","5782b8f57c414acbae6902ac04dfc3eab04e6e02403c58427dd4042ea61a3574","5782b8f57c414acbae6902ac04dfc3eab04e6e02403c58427dd4042ea61a3574","5782b8f57c414acbae6902ac04dfc3eab04e6e02403c58427dd4042ea61a3574",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_chest_corrected.pdf","3a76bce94394d7d9d418b331a7a28e545991c2ff51b660e8ed2e779ee1b3f11f","3a76bce94394d7d9d418b331a7a28e545991c2ff51b660e8ed2e779ee1b3f11f","3a76bce94394d7d9d418b331a7a28e545991c2ff51b660e8ed2e779ee1b3f11f",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_chest_corrected.png","6c51b452a9a62ce8337d6ba9e6cbe328f2d607acb2ccac101f1370406354806d","6c51b452a9a62ce8337d6ba9e6cbe328f2d607acb2ccac101f1370406354806d","6c51b452a9a62ce8337d6ba9e6cbe328f2d607acb2ccac101f1370406354806d",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_chest_recreated.pdf","e6634de2cc673285852ce2833adb3a29cc9ee61460d829fcbac70bf31e686fbb","e6634de2cc673285852ce2833adb3a29cc9ee61460d829fcbac70bf31e686fbb","e6634de2cc673285852ce2833adb3a29cc9ee61460d829fcbac70bf31e686fbb",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_chest_recreated.png","9a7a507dfaf72ca72eb338c4f9be4345bd4d810033bcbf46182b690f253a992b","9a7a507dfaf72ca72eb338c4f9be4345bd4d810033bcbf46182b690f253a992b","9a7a507dfaf72ca72eb338c4f9be4345bd4d810033bcbf46182b690f253a992b",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_corrected.pdf","e3ef535ad3fbf150c075c8526590a3da12f11ab77c6991830a07e49a547498ce","e3ef535ad3fbf150c075c8526590a3da12f11ab77c6991830a07e49a547498ce","e3ef535ad3fbf150c075c8526590a3da12f11ab77c6991830a07e49a547498ce",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_corrected.png","d64d4b1de3649c14d0a64c149f48ca8696191a2a668714d106bb8d8e9c23787d","d64d4b1de3649c14d0a64c149f48ca8696191a2a668714d106bb8d8e9c23787d","d64d4b1de3649c14d0a64c149f48ca8696191a2a668714d106bb8d8e9c23787d",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_recreated.pdf","77c3c21aa1c43d9ab416c48fc01a77a3e8866d78462ee54b937c1bac1cd7b057","77c3c21aa1c43d9ab416c48fc01a77a3e8866d78462ee54b937c1bac1cd7b057","77c3c21aa1c43d9ab416c48fc01a77a3e8866d78462ee54b937c1bac1cd7b057",FALSE,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_recreated.png","bacc88f680f4f9b89565185ccb155b90ea9b3e4cd8281de90a39c499104178fb","bacc88f680f4f9b89565185ccb155b90ea9b3e4cd8281de90a39c499104178fb","bacc88f680f4f9b89565185ccb155b90ea9b3e4cd8281de90a39c499104178fb",FALSE,TRUE
"artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv","5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd","5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd","5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd",FALSE,TRUE
"artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_data.csv","6fa20cc614151de1512af8c2c5c9be1d1f2d77340c42f3ac0eb7a13271d424ae","6fa20cc614151de1512af8c2c5c9be1d1f2d77340c42f3ac0eb7a13271d424ae","6fa20cc614151de1512af8c2c5c9be1d1f2d77340c42f3ac0eb7a13271d424ae",FALSE,TRUE
"artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_index.csv","7a626cc22fc696b7ba71bbe3f2dfb61c9b8fd25d48039ea670b3c2f2910e8a9a","7a626cc22fc696b7ba71bbe3f2dfb61c9b8fd25d48039ea670b3c2f2910e8a9a","7a626cc22fc696b7ba71bbe3f2dfb61c9b8fd25d48039ea670b3c2f2910e8a9a",FALSE,TRUE
