site,city,country,location,timezone,latitude_deg,longitude_deg,coordinate_order,coordinate_source,coordinate_source_version,site_manifest_source,site_release_repository,site_release_commit,site_release_doi,local_date,solar_context_definition,solar_noon_role,solar_depression_deg,solar_altitude_boundary_deg,photoperiod_hours,civil_dawn_utc,civil_dawn_local_label,civil_dawn_wall_minute,civil_dawn_utc_offset_minutes,civil_dawn_is_dst,civil_dusk_utc,civil_dusk_local_label,civil_dusk_wall_minute,civil_dusk_utc_offset_minutes,civil_dusk_is_dst,solar_noon_utc,solar_noon_local_label,solar_noon_wall_minute,solar_noon_utc_offset_minutes,solar_noon_is_dst,local_day_start_utc,next_local_day_start_utc,local_day_real_hours,local_day_start_utc_offset_minutes,local_day_end_utc_offset_minutes,local_day_start_is_dst,local_day_end_is_dst,local_day_crosses_dst,solar_context_algorithm,lightlogr_version,suntools_version,r_version
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-28,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.174617048899332,2025-06-28T02:28:17.317697Z,2025-06-28T04:28:17.317697+0200,268.28862828413645,120,TRUE,2025-06-28T20:38:45.939073Z,2025-06-28T22:38:45.939073+0200,1358.7656512180963,120,TRUE,2025-06-28T11:33:41.132030Z,2025-06-28T13:33:41.132030+0200,813.6855338493983,120,TRUE,2025-06-27T22:00:00.000000Z,2025-06-28T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-29,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.15827808989419,2025-06-29T02:28:57.568972Z,2025-06-29T04:28:57.568972+0200,268.95948287645973,120,TRUE,2025-06-29T20:38:27.370096Z,2025-06-29T22:38:27.370096+0200,1358.456168270111,120,TRUE,2025-06-29T11:33:53.209171Z,2025-06-29T13:33:53.209171+0200,813.8868195176125,120,TRUE,2025-06-28T22:00:00.000000Z,2025-06-29T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-30,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.13994969639513,2025-06-30T02:29:41.196351Z,2025-06-30T04:29:41.196351+0200,269.6866058588028,120,TRUE,2025-06-30T20:38:05.015258Z,2025-06-30T22:38:05.015258+0200,1358.0835876425108,120,TRUE,2025-06-30T11:34:05.061491Z,2025-06-30T13:34:05.061491+0200,814.0843581994375,120,TRUE,2025-06-29T22:00:00.000000Z,2025-06-30T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-16,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.605919546220036,2025-07-16T02:47:49.547130Z,2025-07-16T04:47:49.547130+0200,287.8257855097453,120,TRUE,2025-07-16T20:24:10.857496Z,2025-07-16T22:24:10.857496+0200,1344.1809582829476,120,TRUE,2025-07-16T11:36:27.748980Z,2025-07-16T13:36:27.748980+0200,816.4624830087026,120,TRUE,2025-07-15T22:00:00.000000Z,2025-07-16T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-17,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.559705352187155,2025-07-17T02:49:17.137243Z,2025-07-17T04:49:17.137243+0200,289.28562072912854,120,TRUE,2025-07-17T20:22:52.076511Z,2025-07-17T22:22:52.076511+0200,1342.8679418603579,120,TRUE,2025-07-17T11:36:32.847543Z,2025-07-17T13:36:32.847543+0200,816.5474590500196,120,TRUE,2025-07-16T22:00:00.000000Z,2025-07-17T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-18,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.51226164135668,2025-07-18T02:50:46.440098Z,2025-07-18T04:50:46.440098+0200,290.77400163412096,120,TRUE,2025-07-18T20:21:30.582006Z,2025-07-18T22:21:30.582006+0200,1341.5097001155218,120,TRUE,2025-07-18T11:36:37.411772Z,2025-07-18T13:36:37.411772+0200,816.6235295335451,120,TRUE,2025-07-17T22:00:00.000000Z,2025-07-18T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-19,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.463635578751564,2025-07-19T02:52:17.359849Z,2025-07-19T04:52:17.359849+0200,292.2893308202426,120,TRUE,2025-07-19T20:20:06.447932Z,2025-07-19T22:20:06.447932+0200,1340.1074655453365,120,TRUE,2025-07-19T11:36:41.431061Z,2025-07-19T13:36:41.431061+0200,816.6905176877975,120,TRUE,2025-07-18T22:00:00.000000Z,2025-07-19T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-20,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.413873874545096,2025-07-20T02:53:49.802197Z,2025-07-20T04:53:49.802197+0200,293.83003663221996,120,TRUE,2025-07-20T20:18:39.748146Z,2025-07-20T22:18:39.748146+0200,1338.6624691049258,120,TRUE,2025-07-20T11:36:44.895607Z,2025-07-20T13:36:44.895607+0200,816.7482601245244,120,TRUE,2025-07-19T22:00:00.000000Z,2025-07-20T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-21,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.36302268412378,2025-07-21T02:55:23.674584Z,2025-07-21T04:55:23.674584+0200,295.39457641045254,120,TRUE,2025-07-21T20:17:10.556247Z,2025-07-21T22:17:10.556247+0200,1337.1759374578794,120,TRUE,2025-07-21T11:36:47.796418Z,2025-07-21T13:36:47.796418+0200,816.796606973807,120,TRUE,2025-07-20T22:00:00.000000Z,2025-07-21T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-23,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.25823315329022,2025-07-23T02:58:35.348977Z,2025-07-23T04:58:35.348977+0200,298.5891496181488,120,TRUE,2025-07-23T20:14:04.988328Z,2025-07-23T22:14:04.988328+0200,1334.0831388155618,120,TRUE,2025-07-23T11:36:51.874951Z,2025-07-23T13:36:51.874951+0200,816.8645825227102,120,TRUE,2025-07-22T22:00:00.000000Z,2025-07-23T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-24,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.20438357512156,2025-07-24T03:00:12.976062Z,2025-07-24T05:00:12.976062+0200,300.21626771291096,120,TRUE,2025-07-24T20:12:28.756933Z,2025-07-24T22:12:28.756933+0200,1332.4792822202046,120,TRUE,2025-07-24T11:36:53.038786Z,2025-07-24T13:36:53.038786+0200,816.88397976954775,120,TRUE,2025-07-23T22:00:00.000000Z,2025-07-24T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-25,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.14962189859814,2025-07-25T03:01:51.683608Z,2025-07-25T05:01:51.683608+0200,301.86139347950615,120,TRUE,2025-07-25T20:10:50.322443Z,2025-07-25T22:10:50.322443+0200,1330.8387073953947,120,TRUE,2025-07-25T11:36:53.611113Z,2025-07-25T13:36:53.611113+0200,816.8935185631116,120,TRUE,2025-07-24T22:00:00.000000Z,2025-07-25T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-26,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.093990320430862,2025-07-26T03:03:31.390041Z,2025-07-26T05:03:31.390041+0200,303.5231673638026,120,TRUE,2025-07-26T20:09:09.755195Z,2025-07-26T22:09:09.755195+0200,1329.1625865896542,120,TRUE,2025-07-26T11:36:53.587048Z,2025-07-26T13:36:53.587048+0200,816.8931174675623,120,TRUE,2025-07-25T22:00:00.000000Z,2025-07-26T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-27,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,17.037530069549877,2025-07-27T03:05:12.016320Z,2025-07-27T05:05:12.016320+0200,305.20027201573055,120,TRUE,2025-07-27T20:07:27.124571Z,2025-07-27T22:07:27.124571+0200,1327.4520761887231,120,TRUE,2025-07-27T11:36:52.962523Z,2025-07-27T13:36:52.962523+0200,816.88270872433975,120,TRUE,2025-07-26T22:00:00.000000Z,2025-07-27T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-07-28,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,16.98028136703703,2025-07-28T03:06:53.486010Z,2025-07-28T05:06:53.486010+0200,306.8914335091909,120,TRUE,2025-07-28T20:05:42.498931Z,2025-07-28T22:05:42.498931+0200,1325.7083155314128,120,TRUE,2025-07-28T11:36:51.734291Z,2025-07-28T13:36:51.734291+0200,816.862238184611,120,TRUE,2025-07-27T22:00:00.000000Z,2025-07-28T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-09-09,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,14.173865788976352,2025-09-09T04:21:50.322552Z,2025-09-09T06:21:50.322552+0200,381.83870920737587,120,TRUE,2025-09-09T18:32:16.239392Z,2025-09-09T20:32:16.239392+0200,1232.2706565459569,120,TRUE,2025-09-09T11:27:36.271808Z,2025-09-09T13:27:36.271808+0200,807.6045301397642,120,TRUE,2025-09-08T22:00:00.000000Z,2025-09-09T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-09-10,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,14.106545170876714,2025-09-10T04:23:30.768227Z,2025-09-10T06:23:30.768227+0200,383.5128037850062,120,TRUE,2025-09-10T18:29:54.330842Z,2025-09-10T20:29:54.330842+0200,1229.905514037609,120,TRUE,2025-09-10T11:27:15.343079Z,2025-09-10T13:27:15.343079+0200,807.2557179848353,120,TRUE,2025-09-09T22:00:00.000000Z,2025-09-10T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-09-11,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,14.039288122190369,2025-09-11T04:25:10.973436Z,2025-09-11T06:25:10.973436+0200,385.18289060195286,120,TRUE,2025-09-11T18:27:32.410676Z,2025-09-11T20:27:32.410676+0200,1227.540177933375,120,TRUE,2025-09-11T11:26:54.285533Z,2025-09-11T13:26:54.285533+0200,806.9047588984172,120,TRUE,2025-09-10T22:00:00.000000Z,2025-09-11T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-09-12,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,13.972100253105163,2025-09-12T04:26:50.946616Z,2025-09-12T06:26:50.946616+0200,386.84911028146746,120,TRUE,2025-09-12T18:25:10.507528Z,2025-09-12T20:25:10.507528+0200,1225.1751254677772,120,TRUE,2025-09-12T11:26:33.117885Z,2025-09-12T13:26:33.117885+0200,806.5519647598267,120,TRUE,2025-09-11T22:00:00.000000Z,2025-09-12T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
