"route","line","target","exists","scope"
"notebooks/preparation/02_coverage_sample_flow.qmd",532,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/03_reference_profiles.qmd",806,"notebooks/preparation/02_coverage_sample_flow.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/03_reference_profiles.qmd",816,"artifacts/03_coverage/light_glasses_coverage.rds",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/03_reference_profiles.qmd",817,"artifacts/03_coverage/light_chest_coverage.rds",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/03_reference_profiles.qmd",818,"artifacts/03_coverage/coverage_settings.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/03_reference_profiles.qmd",824,"notebooks/preparation/04_metric_derivation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/03_reference_profiles.qmd",960,"artifacts/04_reference_profiles/reference_profiles.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/03_reference_profiles.qmd",1139,"artifacts/12_manifests/reference_profile_artifacts.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/03_reference_profiles.qmd",1261,"audit/decisions/preparation03_version_specific_verification.md",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/04_metric_derivation.qmd",1564,"notebooks/preparation/06_model_ready_datasets.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/04_metric_derivation.qmd",1915,"artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/04_metric_derivation.qmd",2225,"audit/decisions/preparation04_version_specific_verification.md",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/05_model_input_acquisition.qmd",709,"notebooks/preparation/06_model_ready_datasets.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/05_model_input_acquisition.qmd",979,"audit/findings/preparation05_input_provenance_gaps.md",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/05_model_input_acquisition.qmd",981,"audit/reconciliation/preparation06/normalization_gate.md",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/06_model_ready_datasets.qmd",1684,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/06_model_ready_datasets.qmd",2156,"artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/06_model_ready_datasets.qmd",2173,"notebooks/preparation/07_example_days.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preparation/07_example_days.qmd",830,"artifacts/11_source_data/prepared_day_showcase.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/07_example_days.qmd",1077,"artifacts/10_figures/prepared_day_showcase.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/preparation/07_example_days.qmd",1078,"artifacts/10_figures/prepared_day_showcase.svg",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/placement_decision.qmd",24,"notebooks/descriptives.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/placement_decision.qmd",41,"notebooks/preparation/02_coverage_sample_flow.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/descriptives.qmd",425,"notebooks/preparation/01_import_state_alignment.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/descriptives.qmd",427,"notebooks/preparation/02_coverage_sample_flow.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",77,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",77,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",130,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",130,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",156,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",181,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",206,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",206,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",265,"notebooks/preparation/04_metric_derivation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",336,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",362,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",389,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",467,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",493,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",519,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",545,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",545,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",571,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",571,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",656,"audit/hypotheses/H01/H01_analysis_preparation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",702,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",728,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",933,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",984,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1009,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1059,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1084,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1109,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1135,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1161,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1186,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1211,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1236,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1311,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1361,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1386,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1411,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1436,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1461,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1513,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1539,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1539,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1626,"audit/hypotheses/H01/H01_analysis_preparation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1627,"audit/hypotheses/H10/H10_analysis_preparation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1653,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1789,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1815,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1841,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1866,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1866,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1918,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1918,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1943,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1968,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1968,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",1994,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",2020,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",2046,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",2072,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",2123,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/preregistration_deviations.qmd",2285,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",1484,"notebooks/preparation/04_metric_derivation.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",1486,"notebooks/preparation/06_model_ready_datasets.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",1527,"artifacts/10_figures/H01/stage3/H01_stage3_model_support.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1529,"artifacts/11_source_data/H01/stage3/H01_stage3_model_support_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1540,"artifacts/09_tables/H01/stage3/H01_stage3_primary_metric_synthesis.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1540,"artifacts/11_source_data/descriptives/metric_plot_values.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1575,"artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1577,"artifacts/11_source_data/H01/stage3/H01_stage3_site_contrast_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1636,"artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1638,"artifacts/11_source_data/H01/stage3/H01_stage3_site_contrast_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1656,"artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1658,"artifacts/11_source_data/H01/stage3/H01_stage3_r2_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1674,"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1676,"artifacts/11_source_data/H01/stage3/H01_stage3_paired_placement_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1679,"notebooks/descriptives.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",1705,"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1707,"artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1766,"artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1768,"artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1772,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1774,"artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1778,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1780,"artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1784,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",1786,"artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv",TRUE,"LOCAL_LINK_OR_IMAGE_RESOURCE_REQUIRES_MAPPING"
"notebooks/hypotheses/H01.qmd",2349,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2350,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2351,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2353,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2354,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2355,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2356,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2358,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2359,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2360,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2361,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2362,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2364,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2366,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2368,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2369,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2371,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2373,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2375,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2377,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
"notebooks/hypotheses/H01.qmd",2378,"notebooks/preregistration_deviations.qmd",TRUE,"DYNAMIC_SOURCE_LINK_NOT_RESOURCE_COPY"
