"file","unit","scope","node","start_line","call","expression"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/1",22,"::","gt::gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/3",22,"gt::px","gt::px(13)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/3/1",22,"::","gt::px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/4",22,"gt::pct","gt::pct(100)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/4/1",22,"::","gt::pct"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/5",22,"gt::px","gt::px(4)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/5/1",22,"::","gt::px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/7",22,"gt::px","gt::px(11)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/7/1",22,"::","gt::px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3",22,"if","if (!is.null(source_note)) {
    output <- gt::tab_source_note(output, gt::md(source_note))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/2",22,"!","!is.null(source_note)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/2/2",22,"is.null","is.null(source_note)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3",22,"{","{
    output <- gt::tab_source_note(output, gt::md(source_note))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2",22,"<-","output <- gt::tab_source_note(output, gt::md(source_note))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3",22,"gt::tab_source_note","gt::tab_source_note(output, gt::md(source_note))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/1",22,"::","gt::tab_source_note"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3",22,"gt::md","gt::md(source_note)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3/1",22,"::","gt::md"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","14",22,"<-","wrap_provenance_path <- function(path) {
    gsub(""/"", ""/<wbr>"", path, fixed = TRUE)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","wrap_provenance_path","14/body",22,"{","{
    gsub(""/"", ""/<wbr>"", path, fixed = TRUE)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","wrap_provenance_path","14/body/2",22,"gsub","gsub(""/"", ""/<wbr>"", path, fixed = TRUE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15",22,"<-","manifest_registry <- tibble::tribble(~Stage, ~Manifest, ""Imported and state-aligned measurements"", ""artifacts/12_manifests/import_alignment_artifacts.csv"", ""Prepared sleep and wear intervals"", ""artifacts/12_manifests/state_interval_artifacts.csv"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3",22,"tibble::tribble","tibble::tribble(~Stage, ~Manifest, ""Imported and state-aligned measurements"", ""artifacts/12_manifests/import_alignment_artifacts.csv"", ""Prepared sleep and wear intervals"", ""artifacts/12_manifests/state_interval_artifacts.csv"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/1",22,"::","tibble::tribble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/2",22,"~","~Stage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/3",22,"~","~Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16",22,"<-","manifest_checks <- vector(""list"", nrow(manifest_registry))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/3",22,"vector","vector(""list"", nrow(manifest_registry))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/3/3",22,"nrow","nrow(manifest_registry)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17",22,"<-","manifest_objects <- vector(""list"", nrow(manifest_registry))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/3",22,"vector","vector(""list"", nrow(manifest_registry))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/3/3",22,"nrow","nrow(manifest_registry)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18",22,"for","for (index in seq_len(nrow(manifest_registry))) {
    manifest <- read_stored_csv(manifest_registry$Manifest[index])
    assert_columns(manifest, c(""path"", ""sha256"", ""bytes""), manifest_registry$Manifest[index])
    listed_paths <- absolute_path(manifest$path)
    exists <- file.exists(listed_paths)
    observed_bytes <- rep(NA_real_, length(listed_paths))
    observed_sha256 <- rep(NA_character_, length(listed_paths))
    observed_bytes[exists] <- file.info(listed_paths[exists])$size
    observed_sha256[exists] <- vapply(listed_paths[exists], digest::digest, character(1), algo = ""sha256"", file = TRUE)
    manifest_checks[[index]] <- tibble::tibble(Stage = manifest_registry$Stage[index], `Files listed` = nrow(manifest), `Files present` = sum(exists), `Size checks` = sum(exists & observed_bytes == manifest$bytes), `SHA-256 checks` = sum(exists & observed_sha256 == manifest$sha256), Check = ifelse(all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256), ""PASS"", ""FAIL""))
    manifest_objects[[index]] <- manifest
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/3",22,"seq_len","seq_len(nrow(manifest_registry))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/3/2",22,"nrow","nrow(manifest_registry)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4",22,"{","{
    manifest <- read_stored_csv(manifest_registry$Manifest[index])
    assert_columns(manifest, c(""path"", ""sha256"", ""bytes""), manifest_registry$Manifest[index])
    listed_paths <- absolute_path(manifest$path)
    exists <- file.exists(listed_paths)
    observed_bytes <- rep(NA_real_, length(listed_paths))
    observed_sha256 <- rep(NA_character_, length(listed_paths))
    observed_bytes[exists] <- file.info(listed_paths[exists])$size
    observed_sha256[exists] <- vapply(listed_paths[exists], digest::digest, character(1), algo = ""sha256"", file = TRUE)
    manifest_checks[[index]] <- tibble::tibble(Stage = manifest_registry$Stage[index], `Files listed` = nrow(manifest), `Files present` = sum(exists), `Size checks` = sum(exists & observed_bytes == manifest$bytes), `SHA-256 checks` = sum(exists & observed_sha256 == manifest$sha256), Check = ifelse(all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256), ""PASS"", ""FAIL""))
    manifest_objects[[index]] <- manifest
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2",22,"<-","manifest <- read_stored_csv(manifest_registry$Manifest[index])"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3",22,"read_stored_csv","read_stored_csv(manifest_registry$Manifest[index])"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2",22,"[","manifest_registry$Manifest[index]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/2",22,"$","manifest_registry$Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3",22,"assert_columns","assert_columns(manifest, c(""path"", ""sha256"", ""bytes""), manifest_registry$Manifest[index])"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/3",22,"c","c(""path"", ""sha256"", ""bytes"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4",22,"[","manifest_registry$Manifest[index]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/2",22,"$","manifest_registry$Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4",22,"<-","listed_paths <- absolute_path(manifest$path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3",22,"absolute_path","absolute_path(manifest$path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3/2",22,"$","manifest$path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5",22,"<-","exists <- file.exists(listed_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/3",22,"file.exists","file.exists(listed_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6",22,"<-","observed_bytes <- rep(NA_real_, length(listed_paths))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/3",22,"rep","rep(NA_real_, length(listed_paths))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/3/3",22,"length","length(listed_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7",22,"<-","observed_sha256 <- rep(NA_character_, length(listed_paths))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/3",22,"rep","rep(NA_character_, length(listed_paths))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/3/3",22,"length","length(listed_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8",22,"<-","observed_bytes[exists] <- file.info(listed_paths[exists])$size"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/2",22,"[","observed_bytes[exists]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3",22,"$","file.info(listed_paths[exists])$size"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2",22,"file.info","file.info(listed_paths[exists])"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2/2",22,"[","listed_paths[exists]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9",22,"<-","observed_sha256[exists] <- vapply(listed_paths[exists], digest::digest, character(1), algo = ""sha256"", file = TRUE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/2",22,"[","observed_sha256[exists]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3",22,"vapply","vapply(listed_paths[exists], digest::digest, character(1), algo = ""sha256"", file = TRUE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/2",22,"[","listed_paths[exists]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/3",22,"::","digest::digest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/4",22,"character","character(1)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10",22,"<-","manifest_checks[[index]] <- tibble::tibble(Stage = manifest_registry$Stage[index], `Files listed` = nrow(manifest), `Files present` = sum(exists), `Size checks` = sum(exists & observed_bytes == manifest$bytes), `SHA-256 checks` = sum(exists & observed_sha256 == manifest$sha256), Check = ifelse(all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256), ""PASS"", ""FAIL""))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/2",22,"[[","manifest_checks[[index]]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3",22,"tibble::tibble","tibble::tibble(Stage = manifest_registry$Stage[index], `Files listed` = nrow(manifest), `Files present` = sum(exists), `Size checks` = sum(exists & observed_bytes == manifest$bytes), `SHA-256 checks` = sum(exists & observed_sha256 == manifest$sha256), Check = ifelse(all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256), ""PASS"", ""FAIL""))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/1",22,"::","tibble::tibble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2",22,"[","manifest_registry$Stage[index]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/2",22,"$","manifest_registry$Stage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/3",22,"nrow","nrow(manifest)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/4",22,"sum","sum(exists)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5",22,"sum","sum(exists & observed_bytes == manifest$bytes)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2",22,"&","exists & observed_bytes == manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3",22,"==","observed_bytes == manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/3",22,"$","manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6",22,"sum","sum(exists & observed_sha256 == manifest$sha256)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2",22,"&","exists & observed_sha256 == manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3",22,"==","observed_sha256 == manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/3",22,"$","manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7",22,"ifelse","ifelse(all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256), ""PASS"", ""FAIL"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2",22,"all","all(exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2",22,"&","exists & observed_bytes == manifest$bytes & observed_sha256 == manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2",22,"&","exists & observed_bytes == manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3",22,"==","observed_bytes == manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/3",22,"$","manifest$bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3",22,"==","observed_sha256 == manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/3",22,"$","manifest$sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11",22,"<-","manifest_objects[[index]] <- manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/2",22,"[[","manifest_objects[[index]]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19",22,"<-","manifest_summary <- dplyr::bind_rows(manifest_checks)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3",22,"dplyr::bind_rows","dplyr::bind_rows(manifest_checks)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3/1",22,"::","dplyr::bind_rows"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20",22,"stopifnot","stopifnot(all(manifest_summary$Check == ""PASS""))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2",22,"all","all(manifest_summary$Check == ""PASS"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2",22,"==","manifest_summary$Check == ""PASS"""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2/2",22,"$","manifest_summary$Check"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","21",22,"<-","pinned_downloads <- read_stored_csv(""artifacts/12_manifests/pinned_downloads.csv"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","21/3",22,"read_stored_csv","read_stored_csv(""artifacts/12_manifests/pinned_downloads.csv"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22",22,"assert_columns","assert_columns(pinned_downloads, c(""site"", ""modality"", ""local_path"", ""sha256"", ""bytes"", ""downloaded""), ""pinned source-file inventory"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3",22,"c","c(""site"", ""modality"", ""local_path"", ""sha256"", ""bytes"", ""downloaded"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","23",22,"<-","source_paths <- absolute_path(pinned_downloads$local_path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","23/3",22,"absolute_path","absolute_path(pinned_downloads$local_path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","23/3/2",22,"$","pinned_downloads$local_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","24",22,"<-","source_exists <- file.exists(source_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","24/3",22,"file.exists","file.exists(source_paths)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","25",22,"<-","source_bytes <- rep(NA_real_, length(source_paths))"
