"route","context","basis"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::relative_path","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::read_stored_csv","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::assert_columns","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::prep_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::wrap_hash","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd::use_reader_site_names","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::absolute_path","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::read_stored_csv","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::read_stored_rds","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::assert_columns","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::prep_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::wrap_hash","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::wrap_provenance_path","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::check_file_hash","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::check_evidence_manifest","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::count_participant_days","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::summarise_grid","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::summarise_availability","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd::make_h01_sample","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::absolute_path","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::read_stored_csv","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::assert_columns","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::file_sha256","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::prep_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::wrap_path","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::wrap_hash","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::format_minutes","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::evidence_pair_matches","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd::make_showcase_plot","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/placement_decision.qmd","notebooks/placement_decision.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd::find_descriptive_root","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd::read_descriptive_csv","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd::include_descriptive_figure","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R::load_descriptive_render_bundle","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R::descriptive_project_root","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R::source_descriptive_modules","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R::read_plot_source_csv","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/pipeline/paths_io.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/pipeline/assertions.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/pipeline/site_solar_context.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptive_data.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptive_replications.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_previous_comparisons.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/plot_descriptive_figures.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/plot_descriptive_replications.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::check_descriptive_packages","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_paths","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::configure_descriptive_site_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_site_display_registry","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::build_participant_site_publication_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::build_participant_site_manuscript_publication_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::build_metric_publication_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::build_recommendation_publication_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_required_packages","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::locate_site_display_registry","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_site_order","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_site_palette","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptive_replications.R::replica_site_levels","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::site_wide_display_data","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::label_registered_site_columns","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::style_submitted_site_columns","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::participant_display_markdown","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::participant_site_manuscript_data","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::add_participant_stub_footnote","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::metric_thumbnail_plot","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::metric_thumbnail_html","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::metric_table_markdown","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::format_context_cell","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R::descriptive_site_reader_labels","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptive_replications.R::replica_metric_contract","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::participant_site_manuscript_exclusions","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R::html_escape_attribute","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/descriptives.qmd","scripts/descriptives/plot_descriptive_replications.R::unwrap_clock_for_panel","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/preregistration_deviations.qmd","notebooks/preregistration_deviations.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","scripts/pipeline/p_value_display.R::TOP_LEVEL","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::read_stage3","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::read_source","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::display_run","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_p","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_number","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_effect_ci","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::h01_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::formula_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::formula_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::model_test_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::model_test_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::effect_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::effect_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::primary_publication_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::primary_publication_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::primary_metric_synthesis_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::primary_metric_synthesis_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::site_contrast_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::site_contrast_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::site_deviation_matrix_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::site_deviation_matrix_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::r2_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::r2_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::exact_sample_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::exact_sample_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::diagnostic_example_display","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::diagnostic_example_gt","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R::h01_formula_set","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_r2","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_statistic","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::format_association_cell","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd::metric_density_html","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R::h01_model_formula","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
"notebooks/hypotheses/H01.qmd","scripts/pipeline/p_value_display.R::nh_format_p_value","Conservative AST call/symbol reachability; all syntactic branches, callbacks and defaults retained; no code evaluated"
