"route","file","unit","scope","kind","expression","disposition"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","chunk_1","prep_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, gt::md(source_note)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","TOP_LEVEL","for","for (index in seq_len(nrow(manifest_registry))) {     registry_row <- manifest_registry[index, ]     manifest_data <- read_stored_csv(registry_row$manifest)     assert_columns(manifest_data, c(""path"", ""sha256"", ""bytes""), registry_row$manifest)     manifest_sha256 <- digest::digest(file = absolute_path(registry_row$manifest), algo = ""sha256"")     stopifnot(identical(manifest_sha256, registry_row$expected_sha256))     listed_paths <- absolute_path(manifest_data$path)     exists <- file.exists(listed_paths)     actual_bytes <- rep(NA_real_, length(listed_paths))     actual_sha256 <- rep(NA_character_, length(listed_paths))     actual_bytes[exists] <- file.info(listed_paths[exists])$size     actual_sha256[exists] <- vapply(listed_paths[exists], digest::digest, character(1), algo = ""sha256"", file = TRUE)     manifest_file_checks[[index]] <- tibble::tibble(stage_order = registry_row$stage_order, stage = registry_row$stage, manifest_sha256 = manifest_sha256, path = manifest_data$path, exists = exists, bytes_match = exists & actual_bytes == as.numeric(manifest_data$bytes), sha256_match = exists & actual_sha256 == manifest_data$sha256)     manifest_objects[[registry_row$stage]] <- manifest_data }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_8","TOP_LEVEL","for","for (row_index in seq_len(nrow(site_samples))) {     site_sample_gt <- gt::tab_style(site_sample_gt, style = gt::cell_borders(sides = ""left"", color = site_samples$color_hex[row_index], weight = gt::px(5)), locations = gt::cells_body(rows = row_index)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","assert_columns","if","if (length(missing_columns) > 0L) {     stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", "")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","prep_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, gt::md(source_note)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","assert_columns","if","if (length(missing_columns) > 0L) {     stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", "")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","prep_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, gt::md(source_note)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","make_showcase_plot","if","if (show_legend) ""bottom"" else ""none""","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","find_descriptive_root","repeat","repeat {     if (all(file.exists(file.path(current, c(""_quarto.yml"", ""renv.lock""))))) {         return(current)     }     parent <- dirname(current)     if (identical(parent, current)) {         stop(""Could not locate the descriptive project root"")     }     current <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","find_descriptive_root","if","if (all(file.exists(file.path(current, c(""_quarto.yml"", ""renv.lock""))))) {     return(current) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","find_descriptive_root","if","if (identical(parent, current)) {     stop(""Could not locate the descriptive project root"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","include_descriptive_figure","if","if (!length(input_file) || !nzchar(input_file)) {     stop(""Cannot resolve the source document path for a descriptive figure"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","if","if (nzchar(override)) {     return(normalizePath(override, winslash = ""/"", mustWork = TRUE)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","repeat","repeat {     if (all(file.exists(file.path(current, c(""_quarto.yml"", ""renv.lock""))))) {         return(current)     }     parent <- dirname(current)     if (identical(parent, current)) {         stop(""Could not locate the project root"", call. = FALSE)     }     current <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","if","if (all(file.exists(file.path(current, c(""_quarto.yml"", ""renv.lock""))))) {     return(current) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","if","if (identical(parent, current)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","load_descriptive_render_bundle","if","if (any(!file.exists(required_paths))) {     stop(""A stored descriptive render input is missing: "", paste(required_paths[!file.exists(required_paths)], collapse = "", ""), call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","check_descriptive_packages","if","if (!all(available)) {     stop(""Required packages are unavailable: "", paste(packages[!available], collapse = "", ""), call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","locate_site_display_registry","repeat","repeat {     candidate <- file.path(current, ""config"", ""site_display_registry.csv"")     if (file.exists(candidate))          return(candidate)     parent <- dirname(current)     if (identical(parent, current)) {         stop(""Could not locate config/site_display_registry.csv"", call. = FALSE)     }     current <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","locate_site_display_registry","if","if (file.exists(candidate)) return(candidate)","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","locate_site_display_registry","if","if (identical(parent, current)) {     stop(""Could not locate config/site_display_registry.csv"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","if","if (is.null(root)) {     locate_site_display_registry() } else {     file.path(root, ""config"", ""site_display_registry.csv"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","if","if (!file.exists(path)) {     stop(""Shared site display registry is unavailable: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","if","if (!identical(names(registry), required)) {     stop(""Site display registry columns must be exactly: "", paste(required, collapse = "", ""), call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","if","if (!nrow(registry) || anyNA(registry) || anyDuplicated(registry$site) || anyDuplicated(registry$display_order) || anyDuplicated(registry$display_name) || !identical(sort(registry$display_order), seq_len(nrow(registry))) || any(!grepl(""^#[[:xdigit:]]{6}$"", registry$color_hex))) {     stop(""Shared site display registry failed validation"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","descriptive_site_display_registry","if","if (!exists(""registry"", envir = .descriptive_site_display_cache, inherits = FALSE)) {     configure_descriptive_site_display() }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","label_registered_site_columns","if","if (include_overall) table <- gt::cols_label(table, Overall = ""Overall"")","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","style_submitted_site_columns","for","for (site in descriptive_site_order()) {     table <- gt::tab_style(gt::tab_style(table, style = gt::cell_text(color = unname(palette[[site]])), locations = gt::cells_column_labels(columns = dplyr::all_of(site))), style = gt::cell_fill(color = unname(palette[[site]]), alpha = 0.05), locations = gt::cells_body(columns = dplyr::all_of(site))) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name == ""Sex"") {     value <- gsub(""Female "", ""F:"", value, fixed = TRUE)     value <- gsub(""Male "", ""M:"", value, fixed = TRUE) } else if (row_name == ""Gender"") {     value <- gsub(""Woman "", ""W:"", value, fixed = TRUE)     value <- gsub(""Man "", ""M:"", value, fixed = TRUE)     value <- gsub(""Non-binary "", ""NB:"", value, fixed = TRUE) } else if (row_name == ""Employment status"") {     value <- gsub(""Full/studying "", ""F:"", value, fixed = TRUE)     value <- gsub(""Part/marginal "", ""P:"", value, fixed = TRUE)     value <- gsub(""Not employed "", ""N:"", value, fixed = TRUE) } else if (row_name == ""Chronotype group"") {     value <- gsub(""Morning "", ""m:"", value, fixed = TRUE)     value <- gsub(""Intermediate "", ""i:"", value, fixed = TRUE)     value <- gsub(""Evening "", ""e:"", value, fixed = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name == ""Gender"") {     value <- gsub(""Woman "", ""W:"", value, fixed = TRUE)     value <- gsub(""Man "", ""M:"", value, fixed = TRUE)     value <- gsub(""Non-binary "", ""NB:"", value, fixed = TRUE) } else if (row_name == ""Employment status"") {     value <- gsub(""Full/studying "", ""F:"", value, fixed = TRUE)     value <- gsub(""Part/marginal "", ""P:"", value, fixed = TRUE)     value <- gsub(""Not employed "", ""N:"", value, fixed = TRUE) } else if (row_name == ""Chronotype group"") {     value <- gsub(""Morning "", ""m:"", value, fixed = TRUE)     value <- gsub(""Intermediate "", ""i:"", value, fixed = TRUE)     value <- gsub(""Evening "", ""e:"", value, fixed = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name == ""Employment status"") {     value <- gsub(""Full/studying "", ""F:"", value, fixed = TRUE)     value <- gsub(""Part/marginal "", ""P:"", value, fixed = TRUE)     value <- gsub(""Not employed "", ""N:"", value, fixed = TRUE) } else if (row_name == ""Chronotype group"") {     value <- gsub(""Morning "", ""m:"", value, fixed = TRUE)     value <- gsub(""Intermediate "", ""i:"", value, fixed = TRUE)     value <- gsub(""Evening "", ""e:"", value, fixed = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name == ""Chronotype group"") {     value <- gsub(""Morning "", ""m:"", value, fixed = TRUE)     value <- gsub(""Intermediate "", ""i:"", value, fixed = TRUE)     value <- gsub(""Evening "", ""e:"", value, fixed = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name %in% interval_rows) {     value <- sub("" \\(([^()]*)\\)(?=; n=|$)"", "" <span style='white-space:nowrap'>(\\1)</span>"", value, perl = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name %in% placement_rows) {     value <- gsub(""; c:"", ""<br>c:"", value, fixed = TRUE)     value <- sub(""^(g:[^<]+)"", ""**\\1**"", value, perl = TRUE) } else if (row_name == ""Participants"") {     value <- sub(""g:([0-9,]+)"", ""**g:\\1**"", value, perl = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","participant_display_markdown","if","if (row_name == ""Participants"") {     value <- sub(""g:([0-9,]+)"", ""**g:\\1**"", value, perl = TRUE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","add_participant_stub_footnote","if","if (!length(rows)) return(table)","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","metric_thumbnail_plot","if","if (nrow(row) != 1L) stop(""Unknown thumbnail metric: "", metric_id, call. = FALSE)","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","metric_thumbnail_plot","if","if (metric_id == ""dose_time_sensitive_corrected_medi"") {     plot_data$plot_value <- plot_data$plot_value/1000 }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","metric_thumbnail_plot","if","if (is_timing) {     plot_data$plot_value <- unwrap_clock_for_panel(plot_data$plot_value, metric_id) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","metric_thumbnail_plot","if","if (use_symlog) {     symlog <- LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)     plot_data$plot_value <- symlog$transform(plot_data$plot_value) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","format_context_cell","if","if (!all(is.finite(c(fraction, numerator, denominator)))) {     return(""Not estimable"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","build_recommendation_publication_gt","for","for (site_code in descriptive_site_order()) {     table <- gt::tab_style(gt::tab_style(table, style = list(gt::cell_text(color = unname(palette[[site_code]])), gt::cell_fill(color = unname(palette[[site_code]]), alpha = 0.05)), locations = gt::cells_stub(rows = site == site_code)), style = gt::cell_fill(color = unname(palette[[site_code]]), alpha = 0.05), locations = gt::cells_body(rows = site == site_code)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","if","if (!file.exists(file.path(root, ""renv.lock""))) {     stop(""H01.qmd must execute from the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H01.qmd requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","formula_display","if","if (!is.null(model_unit)) {     output <- mutate(output, `Model unit` = model_unit, .before = 1) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","format_fdr_statement","if","if (is.finite(p_value) && p_value < 0.001) {     paste0(""FDR-adjusted p "", gsub(""<"", ""&lt;"", display, fixed = TRUE)) } else {     paste0(""FDR-adjusted p = "", display) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","format_fdr_statement","if","if (isTRUE(supported)) paste0(""**"", statement, ""**"") else statement","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","format_part_r2_statement","if","if (isTRUE(supported)) {     statement } else {     paste0(""<span style='color:#666'>"", statement, "" (not FDR-supported)</span>"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","format_association_cell","if","if (isTRUE(supported)) ""Supported"" else ""Not supported""","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","format_association_cell","if","if (!is.null(effect)) paste0(effect_label, "": "", effect)","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","primary_metric_synthesis_display","if","if (identical(.data$descriptive_analysis_unit, ""participant"")) {     ""Not applicable"" } else {     format_r2(.data$estimate_participant_associated_share, .data$conf_low_participant_associated_share, .data$conf_high_participant_associated_share) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_model_formula","if","if (!analysis_unit %in% c(""participant"", ""participant_day"")) {     h01_abort(""Unknown H01 analysis unit: %s"", analysis_unit) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_model_formula","if","if (length(fixed_terms) == 0L) {     ""1"" } else {     paste(fixed_terms, collapse = "" + "") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_model_formula","if","if (analysis_unit == ""participant_day"") {     rhs <- paste(rhs, ""+ (1 | participant_key)"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (include_photoperiod) {     c(""site"", ""photoperiod_centered_hours"") } else {     ""site"" }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (include_photoperiod) {     c(""absolute_latitude_10deg_centered"", ""photoperiod_centered_hours"") } else {     ""absolute_latitude_10deg_centered"" }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (include_photoperiod) {     ""photoperiod_centered_hours"" } else {     character() }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (analysis_unit == ""participant_day"") {     if (include_photoperiod) {         stats::as.formula(paste0(""response_value ~ photoperiod_centered_hours + "", ""(1 | site) + (1 | participant_key)""))     }     else {         stats::as.formula(""response_value ~ 1 + (1 | site) + (1 | participant_key)"")     } } else {     if (include_photoperiod) {         stats::as.formula(""response_value ~ photoperiod_centered_hours + (1 | site)"")     }     else {         stats::as.formula(""response_value ~ 1 + (1 | site)"")     } }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (include_photoperiod) {     stats::as.formula(paste0(""response_value ~ photoperiod_centered_hours + "", ""(1 | site) + (1 | participant_key)"")) } else {     stats::as.formula(""response_value ~ 1 + (1 | site) + (1 | participant_key)"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_formula_set","if","if (include_photoperiod) {     stats::as.formula(""response_value ~ photoperiod_centered_hours + (1 | site)"") } else {     stats::as.formula(""response_value ~ 1 + (1 | site)"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H01.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H01 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","tryCatch","tryCatch(system2(""quarto"", ""--version"", stdout = TRUE, stderr = FALSE)[1L], error = function(error) ""Recorded by render command"")","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_validate_registry","if","if (length(missing) > 0L) {     h01_abort(""H01 metric registry is missing column(s): %s"", paste(missing, collapse = "", "")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_validate_registry","if","if (nrow(metric_registry) != 17L || !identical(metric_registry$metric_order, seq_len(17L)) || anyDuplicated(metric_registry$metric_id)) {     h01_abort(""H01 metric registry must contain 17 ordered, unique metrics"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_validate_registry","if","if (!all(metric_registry$analysis_unit %in% c(""participant"", ""participant_day"")) || !all(metric_registry$response_family %in% c(""gaussian"", ""tweedie_log""))) {     h01_abort(""H01 metric registry contains an unsupported model contract"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_validate_registry","if","if (!all(metric_registry$response_transform %in% allowed_transforms)) {     h01_abort(""H01 metric registry contains an unsupported transformation"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
