"route","manifest","row","path","recorded_sha256","recorded_bytes","basis"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",16,"artifacts/05_metrics/metrics_chest_gap_diagnostics.csv","c6249ac0c45aac578fe47663a1bd5aa96d7e790d45556ac49840f83e375cfc2e","75880","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",17,"artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv","661cbce597e1a075fac3d5dcfeb6aa2ad08ea9848a247197cc8be0c2aa02363a","70497","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",18,"artifacts/05_metrics/metrics_chest_numerical_zero_audit.csv","49416275df317caa3134549f8c966fadc4fcf9dcb52d45f9776212fd41ae656b","3152","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",19,"artifacts/05_metrics/metrics_glasses_numerical_zero_audit.csv","f528a87b0aa6ac5136138ce76f8f290e8c193e6d516f3364891f403fe0e32e36","3167","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",20,"artifacts/05_metrics/metric_state_interval_inputs.csv","1f06f7464eab7a05e32e59ed37f911348ec21f4fb4079e25b9f2d42bbaaa55e1","15733","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",21,"artifacts/05_metrics/metrics_chest_support_diagnostics.csv","c7c5b1394fce43a321c29d84a2b53707bdab0a3c481b0b1bef8f786da789fe3f","2427534","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",22,"artifacts/05_metrics/metrics_glasses_support_diagnostics.csv","afc26636dd4979cc37d90c8b1b5ca632c215fa66f3c12facb8ed22fac1eb50e5","2233879","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",23,"artifacts/05_metrics/metrics_chest_participant_day.csv","3394c4ba3bd20add15942daa0e4e4d71f1ec6570223e5ef397cb2cde48875ca7","623697","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",24,"artifacts/05_metrics/metrics_glasses_participant_day.csv","20581d2f2b983c828a00c594b7d11aeb29c3adbcf1c71ba9fa06c119e467767e","562228","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",25,"artifacts/05_metrics/metrics_chest_participant_day.rds","fa1675bfd8d8430eb6220b5e3716d414445f0aafdb75d398523a9884c1e6aeed","84960","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",26,"artifacts/05_metrics/metrics_glasses_participant_day.rds","745f3e4217283f7af3220d6514c9279958e4b794df3f0986966ceee7e09ee1b7","77208","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",27,"artifacts/05_metrics/metrics_chest_participant.csv","244ee135d82763853894ecb1171c00dc1e041a9724e70cd3de6d5899a5a4fff2","26359","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",28,"artifacts/05_metrics/metrics_glasses_participant.csv","3aa00950529521833490b5458f0ca7bd5a5ed01255bfc991227c51406ea97095","24055","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",29,"artifacts/05_metrics/metrics_chest_participant.rds","3ee4f38720f2d1566a95df4ff23924ba6e878c5663b2fa804b042585bd88367d","6020","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",30,"artifacts/05_metrics/metrics_glasses_participant.rds","13c745f05b4e8120ff57295f9841138f8bed4cff70b932044790e4b43e9f30d3","5812","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",31,"artifacts/05_metrics/state_support_candidate_diagnostics.csv","e123d6aabe3ef353f74c777d14d6300f477be5d263f45cbc333dce3a2ee17cbf","4676","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",1,"artifacts/05_metrics/state_support_candidate_by_site.csv","a0b78a0dcf12da8c43e855ec4ac7466d3c8c9b1cfc20a7d5899d19e83fc255b5","29441","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",2,"artifacts/05_metrics/state_support_candidate_diagnostics.csv","e123d6aabe3ef353f74c777d14d6300f477be5d263f45cbc333dce3a2ee17cbf","4676","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",3,"artifacts/05_metrics/state_support_gate_daily.csv","fa4e649a3aee03e5fb44a8899d6afdc1c9c348897e1cb450af4b05cae45c60e4","480622","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",4,"artifacts/05_metrics/state_support_gate_inputs.csv","492286cad40364eb9ed04cf2a464f3285a02da92c9415833de0e078a47c96ec1","31675","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",1,"artifacts/06_model_data/scenarios/manuscript_prepared_data/correction_manifest.csv","ac58d94fef367224c02b86f219b9417df67a2b78a9dcda3eafcc77aaf88cfa3e","389","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",2,"artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.csv","3619cc8ba1fce6370881fe9db85a0ff95ef47ef3184b9fe68078b80e45eef702","515191","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",3,"artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds","a0bc5d7ea2142709412da2253158086416ddb730b0f60ff616bba9d6ccb1edc5","24412","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",4,"artifacts/06_model_data/scenarios/manuscript_prepared_data/metric_crosswalk.csv","be4e2e6c5b73a4257325c165a7f0ed138c1210f3b356a837e87f655430e56647","5093","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",5,"artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.csv","f8fe5a9852307288f628524562ab35d5c4a8ed5ddfa161ef359130c4471a667f","2505","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",6,"artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.rds","a0ab1f44439d447bf7f8b61d9aec07fd65321a1d199ec7ee7c6ffe4d0d3f136a","896","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",7,"artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.csv","08149eed26cd7a0b1d6b816d38fa5be275211200deff7d69d406d6e1298e6bde","9866440","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",8,"artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.rds","3c9a44d67d3267a3daa2a1392b096bdd89d80d62155edc44bdfe6c048ac4c105","545892","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",9,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.csv","14931fb80d8d5dccf28f8deada3b4290bd52b149512affa54e3cf12c2873eb19","3487784","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",10,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds","7561b5dd47cb5e23ca94ba59bd57648f11fe492f86af53a566c5c9cf42d932f1","88248","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",11,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.csv","89b197c474ee49a903361e9ec2316ee3b4b09b79e7e25e904bacc63cd5eca0f3","70796","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",12,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.rds","ab06279daac01311219ebc1267b7f1506012f362823c7fd8d0cf2254d862fd1e","5208","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",13,"artifacts/06_model_data/scenarios/manuscript_prepared_data/source_manifest.csv","d678b26f790be0114cf35ac8206f196a1412e5475089a0a4190db0ee065f9b8e","4757","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",14,"artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.csv","99ab2066d94c809d6120c57385a177d7787a6e1cb1faf46bd62bd93cdce4ecd6","19874284","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",15,"artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.rds","813453681cb24ca88cdf5f6b833824649f0e24e9f3bed5af80aad1c4f06fffdc","963312","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",16,"artifacts/06_model_data/scenarios/manuscript_prepared_data/variable_dictionary.csv","9cdcea2e1993b97730f46925effdc447d951b5050b1d237cc8afb22aff8c9674","3754","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",1,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_value_comparison.csv","42a2e28b109a7f7e8a6d92bc72c944afc25837b379e246bb0b87598d5c180d6c","399381","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",2,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_summary.csv","1323d73975b9435a96601d55250182a994649d4e80a747bbac26264da9988f86","579","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",3,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_non_mder_invariance.csv","e13f1e9099c981fb0d491c1cd31f2e3a9fd7ec441a3cd890780a31c13ab85eba","207","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",4,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_support_summary.csv","2c175f3baa52705e4eb4095e224ac0a374f9d21879e4fd1b76eb873cee395fc0","404","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",5,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_input_output_hashes.csv","526f4fe0dd970af82a5eee2909e984ae5c63ced5d90ada06e839a41710367e51","1143","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",6,"audit/reconciliation/mder_METRIC-010_gap_repair/primary_gap_current_comparison.csv","55479e60312854cd14a0d510d4aa8a2a6d5e9563ba5070a9a7b46fbc8131e992","158183","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",7,"audit/reconciliation/mder_METRIC-010_gap_repair/primary_gap_current_summary.csv","350adc6f262eb506626d622c5624ce58c66be43e6796794d7201292743d381f5","552","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","artifacts/08_diagnostics/mder_METRIC-010/downstream_rebuild/rebuild_manifest.csv",1,"artifacts/08_diagnostics/mder_METRIC-010/downstream_rebuild/manifest_comparison.csv","691edeb8a6bcf4d41ff35c0223d89241afb118bfcab0bc4dfe6f4da3f383d083","2872","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","artifacts/08_diagnostics/mder_METRIC-010/downstream_rebuild/rebuild_manifest.csv",2,"artifacts/08_diagnostics/mder_METRIC-010/downstream_rebuild/site_context_value_check.csv","85b0a871b6bbe58a6058859acbb71c4e2ad2342b8aededf8c9aa0678f67c6dca","134","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",1,"audit/reconciliation/l10_METRIC-011/all_numerical_zero_reclassifications.csv","e59d3f7e5519062d30c2b5273c0087070d53bf2f938ad49680eb77d67c7b1d66","5934","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",2,"audit/reconciliation/l10_METRIC-011/positive_roundoff_reclassifications.csv","f34ae48316d8efee12c10168aa281becc83f0eb06bf055ff5b811fe1441328b1","4117","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",3,"audit/reconciliation/l10_METRIC-011/primary_scientific_cell_changes.csv","a32b850d7af2b8c8471445ae1af7f4362d74f4e733c874775a4edfa9a6a3dbeb","647","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",4,"audit/reconciliation/l10_METRIC-011/manifest_transition.csv","b8d587764c6fb2a59b3c22aa07688f3c053106ea431198e013fd4f6ec772e200","1652","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",5,"audit/reconciliation/l10_METRIC-011/invariance_summary.csv","34ddcd418be07d50484bad2b62411e6c8961788af0b45d0ff436708ed3d0c213","770","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",6,"audit/reconciliation/l10_METRIC-011/package_versions.csv","6dfcea2d77976b86806462b78c1e1a153ac4bf537f3e2a3711aead316404cee6","75","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",7,"audit/reconciliation/l10_METRIC-011/commands.txt","8ddfe36e947ba88306438cba64d2274c11644dc95771e6ae9c2d33311406c96a","265","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",1,"artifacts/06_model_data/H01.rds","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00","253472","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",2,"artifacts/06_model_data/H01/model_rows.csv","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f","26330516","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",3,"artifacts/06_model_data/H01/metric_contract.csv","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307","4215","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",4,"artifacts/06_model_data/H01/sample_flow.csv","cdfbfbda8ca4579f1a4a685120439294f0964407fd2ff91ba625f10bb993ccd4","461140","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",5,"artifacts/06_model_data/H01/exclusion_reasons.csv","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e","26060","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",6,"artifacts/06_model_data/H01/scenario_status.csv","9c31efadfb299e6aef1e7951856e2ea5abf921a92f3ced0bf288133f424f4ee7","7136","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",7,"artifacts/06_model_data/H01/predictor_centers.csv","6c465678fce220cd29d1d3c3011d08b7b15373b28b346eb1387a16dc8b3cf4a1","10141","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",8,"artifacts/06_model_data/H01/variable_dictionary.csv","52386c551c18c210c65200a33148553ea4c0a5ee45fa914164d434de77dc0679","3928","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_model_data_artifacts.csv",9,"artifacts/06_model_data/H01/input_provenance.csv","160bd356f8bba32f8f693edd1e2c61d5628007663ea483bcd797abd951696a3f","2895","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",1,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds","3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6","192816","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",2,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/model_rows.csv","cd12a35eb9038b9ce0510e810b6d78a76a2eade1225e3edac4e000d3556d0986","31686373","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",3,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/metric_contract.csv","72265ae8789a5e7bd8893ce603755f3dc0b57c3aa2c3727cab4983f1e9bd70e6","4150","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",4,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/sample_flow.csv","24ecdfa5217ed8aeab3e24d11047f4c669b61db66caff2978548b2a123cbac38","410586","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",5,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/exclusion_reasons.csv","9484e728ea86dcd6641eb2b92675b4a7bdffb369e53abf1ef3245685bffec2f2","17012","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",6,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/scenario_status.csv","b1baea43c9b16ba7579fe141633829159517d8e24c8017adf3254d6a09341fec","8496","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",7,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/predictor_centers.csv","769fe0c43ad098eae1493d31bb3781132898064532c30002bca0c69b9760216c","12095","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",8,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/variable_dictionary.csv","52386c551c18c210c65200a33148553ea4c0a5ee45fa914164d434de77dc0679","3928","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",9,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/input_provenance.csv","1cc199c46c40837f9535fa2bf0f9dca7682128301573f76eaafba4b5db32b7a6","3567","All members are file-identity reads in the reviewed report branch, not scientific object loads"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv",10,"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/contract_equivalence.csv","5d8556226524391ff233ab1ec20e9b1a9c71f9caab7486dc6f85b891c49d27eb","8390","All members are file-identity reads in the reviewed report branch, not scientific object loads"
