"route","file","target","tier","basis"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/state_interval_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/state_interval_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/saturation_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/saturation_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/sample_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/sample_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/dst_fold_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/dst_fold_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","scripts/pipeline/state_alignment.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/state_alignment.R"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","scripts/pipeline/verify_import_alignment_artifacts.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/verify_import_alignment_artifacts.R"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/light_glasses_aligned.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/light_glasses_aligned.rds"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/light_chest_aligned.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/02_aligned/light_chest_aligned.rds"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/12_manifests/coverage_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/coverage_artifacts.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","config/site_display_registry.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/site_display_registry.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/coverage_settings.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/coverage_settings.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_daily_coverage.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_glasses_daily_coverage.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_daily_coverage.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_chest_daily_coverage.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_hourly_coverage.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_glasses_hourly_coverage.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_hourly_coverage.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_chest_hourly_coverage.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_gap_runs.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_glasses_gap_runs.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_gap_runs.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_chest_gap_runs.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/sample_flow.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/sample_flow.csv"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","scripts/pipeline/build_coverage_sample_flow.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/build_coverage_sample_flow.R"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","scripts/pipeline/aggregation_coverage.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/aggregation_coverage.R"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","scripts/pipeline/verify_coverage_artifacts.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/verify_coverage_artifacts.R"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_coverage.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_glasses_coverage.rds"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_coverage.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/03_coverage/light_chest_coverage.rds"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/12_manifests/reference_profile_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/reference_profile_artifacts.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_settings.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/reference_profile_settings.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_input_provenance.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/reference_profile_input_provenance.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_support.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/reference_profile_support.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/relevance_map_support.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/relevance_map_support.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profiles.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/reference_profiles.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/timing_exceedance_distributions.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/timing_exceedance_distributions.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/metric_relevance_maps.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/04_reference_profiles/metric_relevance_maps.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/decisions/preparation03_version_specific_verification.md","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/decisions/preparation03_version_specific_verification.md"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/findings/threshold_timing_zero_relevance_map.md","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/findings/threshold_timing_zero_relevance_map.md"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/ledgers/finding_register.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/ledgers/finding_register.csv"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","scripts/pipeline/build_reference_profiles.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/build_reference_profiles.R"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","scripts/pipeline/reference_profiles.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/reference_profiles.R"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","scripts/pipeline/verify_reference_profile_artifacts.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/verify_reference_profile_artifacts.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/metric_artifacts.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/state_support_gate_artifacts.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/mder_support_gate_artifacts.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/mder_support_gate_artifacts.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/decisions/mder_mean_of_viable_ratios.md","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/decisions/mder_mean_of_viable_ratios.md"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/decisions/l10_numerical_zero_normalization.md","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/decisions/l10_numerical_zero_normalization.md"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","config/metric_display_registry.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/metric_display_registry.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metric_derivation_settings.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metric_derivation_settings.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/state_support_candidate_diagnostics.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/state_support_candidate_diagnostics.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metric_state_interval_inputs.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metric_state_interval_inputs.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/distribution_summary.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/distribution_summary.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/non_mder_invariance.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/non_mder_invariance.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_summary.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_summary.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_support_summary.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_support_summary.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_non_mder_invariance.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/mder_METRIC-010_gap_repair/gap_non_mder_invariance.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/all_numerical_zero_reclassifications.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/all_numerical_zero_reclassifications.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/positive_roundoff_reclassifications.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/positive_roundoff_reclassifications.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/primary_scientific_cell_changes.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/primary_scientific_cell_changes.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/invariance_summary.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/invariance_summary.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/manifest_transition.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/l10_METRIC-011/manifest_transition.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_glasses_30_minute.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_glasses_30_minute.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_chest_30_minute.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_chest_30_minute.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_glasses_one_hour.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_glasses_one_hour.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_chest_one_hour.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_chest_one_hour.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_glasses_admissibility.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_glasses_admissibility.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_chest_admissibility.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_chest_admissibility.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_chest_gap_diagnostics.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_chest_gap_diagnostics.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","scripts/pipeline/state_interval_projection.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/state_interval_projection.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","scripts/pipeline/time_support.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/time_support.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","scripts/pipeline/build_metric_derivation.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/build_metric_derivation.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","scripts/pipeline/verify_metric_derivation_mder.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/verify_metric_derivation_mder.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/scripts/finalize_mder_METRIC_010.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/scripts/finalize_mder_METRIC_010.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/scripts/finalize_gap_mder_METRIC_010_evidence.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/scripts/finalize_gap_mder_METRIC_010_evidence.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","scripts/pipeline/verify_metric_derivation_core.R","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","scripts/pipeline/verify_metric_derivation_core.R"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_glasses_support_diagnostics.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_glasses_support_diagnostics.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metrics_chest_support_diagnostics.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/05_metrics/metrics_chest_support_diagnostics.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/support_by_site.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/support_by_site.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/paired_comparisons.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/paired_comparisons.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/key_level_comparison.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/08_diagnostics/mder_METRIC-010/key_level_comparison.csv"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_input_output_hashes.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_input_output_hashes.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","artifacts/12_manifests/model_input_acquisition.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/model_input_acquisition.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","config/model_input_source_pins.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/model_input_source_pins.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","config/model_input_availability.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/model_input_availability.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","config/site_sources.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/site_sources.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","config/site_display_registry.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","config/site_display_registry.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","artifacts/12_manifests/pinned_downloads.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/12_manifests/pinned_downloads.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","artifacts/01_imported/model_inputs/object_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/01_imported/model_inputs/object_audit.csv"
"notebooks/preparation/05_model_input_acquisition.qmd","notebooks/preparation/05_model_input_acquisition.qmd","artifacts/01_imported/model_inputs/column_audit.csv","REACHABLE_LITERAL_FRONTIER_NOT_PROOF_OF_READ","artifacts/01_imported/model_inputs/column_audit.csv"
