"file","unit","scope","node","start_line","call","expression","eligible_unit","context","route"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/13/2/2/3/2",1,"unlink","unlink(staging_dir, recursive = TRUE, force = TRUE)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/20/3/5",1,"write.csv","write.csv(summary, summary_stage, row.names = FALSE, na = """")",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/20/3/8",1,"write.csv","write.csv(summary, summary_stage, row.names = FALSE, na = """")",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/26/2/2/4/4",1,"write_raw_exact","write_raw_exact(plan$repaired_raw, plan$path)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/26/2/3/4/2/3",1,"file.copy","file.copy(audit_plan$staged, audit_plan$destination, overwrite = FALSE, copy.mode = TRUE)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/27/3/3/4/2/3/2/2",1,"write_raw_exact","write_raw_exact(plan$original_raw, plan$path)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","run_post_render_gt_html_semantics","19/body/27/3/4/4/2/3/2",1,"unlink","unlink(audit_path)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::run_post_render_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/post_render_gt_html_semantics.R","R_SOURCE","write_raw_exact","16/body/4",1,"writeBin","writeBin(value, connection)",TRUE,"scripts/report_harmonization/post_render_gt_html_semantics.R::write_raw_exact","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/repair_gt_html_semantics.R","R_SOURCE","repair_gt_html_semantics","17/body/35",1,"writeBin","writeBin(output_raw, output_path)",TRUE,"scripts/report_harmonization/repair_gt_html_semantics.R::repair_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
"scripts/report_harmonization/repair_gt_html_semantics.R","R_SOURCE","repair_gt_html_semantics","17/body/36",1,"write.csv","write.csv(ledger, ledger_path, row.names = FALSE, na = """")",TRUE,"scripts/report_harmonization/repair_gt_html_semantics.R::repair_gt_html_semantics","scripts/report_harmonization/post_render_gt_html_semantics.R"
