"file","unit","scope","node","symbol"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/2/1","grepl"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/2/3","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/3","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/4/1","file.path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/4/2","root"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/4/3","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2/2","full_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2/3/1","absolute_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2/3/2","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3/1","stopifnot"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3/2/1","file.exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3/2/2","full_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4/1/2","readr"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4/1/3","read_csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4/2","full_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/2","missing_columns"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3/1","setdiff"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3/2","required"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3/3/1","names"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3/3/2","data"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/1","if"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/2/1",">"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/2/2/1","length"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/2/2/2","missing_columns"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2/1","stop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2/2","label"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2/4/1","paste"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2/4/2","missing_columns"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/4/1","invisible"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/4/2","data"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/2","output"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/1/3","tab_options"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/1/3","sub_missing"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/1/3","opt_row_striping"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/1/3","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/2","data"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2/3","groupname_col"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/3/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/3/1/3","px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/4/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/4/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/4/1/3","pct"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/5/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/5/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/5/1/3","px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/7/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/7/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/7/1/3","px"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/1","if"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/2/1","!"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/2/2/1","is.null"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/2/2/2","source_note"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/2","output"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/1/3","tab_source_note"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/2","output"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3/1/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3/1/3","md"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/3/3/2/3/3/2","source_note"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/4","output"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","wrap_provenance_path","14/body/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","wrap_provenance_path","14/body/2/1","gsub"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","wrap_provenance_path","14/body/2/4","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/1/2","tibble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/1/3","tribble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/2/1","~"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/2/2","Stage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/3/1","~"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","15/3/3/2","Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/2","manifest_checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/3/1","vector"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/3/3/1","nrow"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","16/3/3/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/2","manifest_objects"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/3/1","vector"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/3/3/1","nrow"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","17/3/3/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/1","for"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/2","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/3/1","seq_len"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/3/2/1","nrow"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/3/2/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/1","{"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/1","read_stored_csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/2/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/2/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/2/3","Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3/2/3","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/1","assert_columns"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/3/1","c"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/2/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/2/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/2/3","Manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/3/4/3","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3/1","absolute_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3/2/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3/2/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/4/3/2/3","path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/2","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/3/1","file.exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/3/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/2","observed_bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/3/1","rep"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/3/3/1","length"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/6/3/3/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/2","observed_sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/3/1","rep"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/3/3/1","length"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/7/3/3/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/2/2","observed_bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/2/3","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2/1","file.info"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2/2/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2/2/3","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/3","size"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/2/2","observed_sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/2/3","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/1","vapply"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/2/2","listed_paths"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/2/3","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/3/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/3/2","digest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/3/3","digest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/9/3/4/1","character"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/2/1","[["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/2/2","manifest_checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/2/3","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/1/2","tibble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/1/3","tibble"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/1","["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/2/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/2/2","manifest_registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/2/3","Stage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/2/3","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/3/1","nrow"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/4/1","sum"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/4/2","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/1","sum"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/1","&"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/2","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/1","=="
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/2","observed_bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/3/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/5/2/3/3/3","bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/1","sum"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/1","&"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/2","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/1","=="
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/2","observed_sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/3/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/6/2/3/3/3","sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/1","ifelse"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/1","all"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/1","&"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/1","&"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/2","exists"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/1","=="
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/2","observed_bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/3/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/2/3/3/3","bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/1","=="
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/2","observed_sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/3/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/3/2","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/10/3/7/2/2/3/3/3","sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/2/1","[["
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/2/2","manifest_objects"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/2/3","index"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/11/3","manifest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/1","<-"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/2","manifest_summary"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3/1/1","::"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3/1/2","dplyr"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3/1/3","bind_rows"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","19/3/2","manifest_checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/1","stopifnot"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/1","all"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2/1","=="
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2/2/1","$"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2/2/2","manifest_summary"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","20/2/2/2/3","Check"
