"file","unit","start_line","options","source_text_sha256","parsed_expression_sha256","historical_expression_comparison"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_11",939,"```{r}
#| label: tbl-preparation01-validation
#| tbl-cap: ""Validation outcomes recorded for the accepted Preparation 01 outputs.""","fa92bb2ab53ddb1b8dde3a3d0e7d07a24937498dbd47d6cde28d6ae554de0a64","fff2529c69a97f8539f227ce452f4f0004563cd0079d51664611100a420c58a8","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_12",954,"```{r}
#| label: tbl-preparation01-manifest-checks
#| tbl-cap: ""File-identity checks performed during this report render for accepted Preparation 01 artifacts.""","ed7a7b8646a7169959d1a3fa9be9a0a1010f69366216b7703732867db199401d","1760247548fac7d6ee1ad455c0da8074dc65d66360020a7b2f9aa365e95867c1","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_13",978,"```{r}
#| label: tbl-preparation01-script-map
#| tbl-cap: ""Producing scripts and function modules in execution order; none is executed while this report renders.""","e2b2cd2c8371061131e5ea5d1ff6280c5658b8845347c39d1073510686cdacd3","7f57857a6ff1aed0563a8ef15e2b1df9ca8e5450687b4830426b843c903d1780","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_14",998,"```{r}
#| label: tbl-preparation01-handoff
#| tbl-cap: ""Stored Preparation 01 artifacts passed to coverage assessment.""","d3318d0b490f289cd4620791f6252d86e31b59c10669f33f6fef77888df831be","feb4989d9c3264fbce33e592537cd1c6ef28ae7600c67e48a1c342fedc27bc6b","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_15",1020,"```{r}
#| label: tbl-preparation01-environment
#| tbl-cap: ""Environment used for this documentation-only HTML render.""","fa6d6eecc7c8f6c7dc2f4d3d335f65933c9894755fca496823427c13c2d2b7bc","595f5cfa3d59fbdc82f8922a7edb620e330236992f204e2d8285ce4d140bc9db","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1",21,"```{r}
#| label: setup-preparation-02
#| include: false","3a023fb07acec841875b5b34b067e5d33c7e7407626489dbfb4fff184eb51d10","d1c0806848d3862d2e2356d4555a74d4e2b896e17a737e7ea87427aac2c159a1","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_2",515,"```{r}
#| label: tbl-preparation02-rules
#| tbl-cap: ""Coverage and plausibility decisions recorded in Preparation 02.""","5e7d1bb0906abba7fb42bde262fb095d6bfd54dd31b278e2e55f184ab5e08145","a45b4b2e6f191e0d7a614f19176599e8e8b8371e9998c4edbfd45d8899a0e1c2","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_3",542,"```{r}
#| label: tbl-preparation02-overall
#| tbl-cap: ""Overall inputs and stored coverage outcomes by measurement placement.""","6512deab48eb3a23509848003719cf2d331e8b306385630accd8534104804ed6","9dad0848660f96654566f82fd242178c9b631f8c0bd7ddfa55f39554ea0087a2","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_4",569,"```{r}
#| label: tbl-preparation02-site-days
#| tbl-cap: ""Daily coverage outcomes by site and measurement placement.""","f8522195ba9fb849c736c6d93ab45762a8bcc21a24d9165300eb9f60ca85a938","d0d55d7366fd24e6af042737868d37168c2d944d339d77b7060e711465e366b4","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_5",605,"```{r}
#| label: tbl-preparation02-day-distribution
#| tbl-cap: ""Distribution of the valid melEDI fraction across all participant-days before applying the 80% decision.""","81d62605f60919de25c17a9ad5b56dca868e6795245717384d4647bf0c02b662","f32ccd54f450f9224fb59ff8d647aa2438b1ebc25a3652c4e6a9a570a36c77d2","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_6",627,"```{r}
#| label: tbl-preparation02-gaps
#| tbl-cap: ""Continuous missing or unusable periods and daily coverage consequences.""","61fa4e0825fffd255f75dc40a1185e857725cff92838249add9d4e0e90c2f0f1","14561fd0423a10c812ad09decaac2a8558a4dd15dada2a5f2f5da79388a1b59d","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_7",673,"```{r}
#| label: tbl-preparation02-sample-flow
#| tbl-cap: ""Participants, participant-days, actual-time minutes, and valid signal minutes at each coverage branch.""","be10439c19b7654ea7dec1f603f04e7dcd47b731bed590539c17e34b1d85ad6b","112509623ceb367150f6c8e241cdc3fbe850984a1c660b98b61290b817ae0945","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_8",716,"```{r}
#| label: tbl-preparation02-validation
#| tbl-cap: ""Validation outcomes recorded for the accepted Preparation 02 outputs.""","c2c83ccd576ddec821532e04c1c42f068059e3b0e82d66f54a6ce27ab1917ab8","987b7fb0ce5ba8811e87fe3af866a7c178a71a507ea108307c574f7507f3b2a2","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_9",731,"```{r}
#| label: tbl-preparation02-manifest
#| tbl-cap: ""File-identity checks performed during this render for accepted Preparation 02 artifacts.""","8413232efdf1d822d99f58ae38dbb20dc34fdaab370f754a70aa9c9e5944a48a","3f92926bb1126cd0f7e40a0871419a06e6a938236c3533cf3af92d53e86e240c","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_10",747,"```{r}
#| label: tbl-preparation02-script-map
#| tbl-cap: ""Producing scripts and function modules in execution order; none is executed while this report renders.""","bb4f8d872882a5d59e27e1ac43d484163569eeb75efc234ebc65c09daaa3a7a3","7f57857a6ff1aed0563a8ef15e2b1df9ca8e5450687b4830426b843c903d1780","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_11",762,"```{r}
#| label: tbl-preparation02-handoff
#| tbl-cap: ""Stored coverage and sample-flow artifacts passed to later preparation steps.""","7cad28b3f54d8c579e53dd3f021b5596ad48acbda95fc0740cc9f9aa6d09cf39","47edb1b233da7c8a400af2665a3597e88db451f7d6c5c0138bc46e65055c0fe9","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_12",784,"```{r}
#| label: tbl-preparation02-environment
#| tbl-cap: ""Environment used for this documentation-only HTML render.""","702c20361eea9c571dc348bc4119e4a5b69c8e399c0a71095b79b3125a4b64ae","595f5cfa3d59fbdc82f8922a7edb620e330236992f204e2d8285ce4d140bc9db","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1",21,"```{r}
#| label: setup-preparation-03
#| include: false","1d3f3c23bdaf2c6547f46062b208809eca0397209558bcc583ae60468c213657","d84d67611e8da14c2a62c8017dfcda64ee819cf30756e56ff5a000e32fed2e35","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_2",849,"```{r}
#| label: tbl-learning-decisions
#| tbl-cap: ""Scientific decisions used to learn the fixed reference profiles.""","86fce3b6b52b5cfb9399e1e5c001ced29361bb3df63ae55ac6267a897d6d5c6b","13642c268a63cf1ef002f0593fd8f68c978282c8745bad56d252a6599bf0077c","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_3",872,"```{r}
#| label: tbl-stored-profile-settings
#| tbl-cap: ""Exact settings recorded with the current Preparation 03 artifacts.""","7ae3b06989d8362b48221281cbfc719a04539c1fd7678ecfe73a8337f93a9d6f","684f7466ad3970b526fa849198b21ea6bc16f36b95e6ffe8fdbd7df61c9d18a9","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_4",896,"```{r}
#| label: fig-pooled-reference-profiles
#| fig-cap: ""Pooled participant-balanced full-day reference profiles for near-eye and chest melEDI and illuminance. Each line connects the 48 stored 30-minute values; all displayed pooled full-day periods met the 20-participant support requirement.""
#| fig-alt: ""Two vertically stacked line charts show pooled reference values across local clock time. The upper panel shows melEDI and the lower panel illuminance. Each panel has separate near-eye and chest lines, with low values overnight, increasing values during daytime, and declining values toward evening. All 48 half-hour periods are displayed for both placements.""
#| fig-width: 7.6
#| fig-height: 5.4
#| fig-align: center
#| fig-format: svg","15e433a664245ff8b9ee453c4ed3d7eac632d0a3d514a0fcbd7c280f8a5ffbb5","54e8dbc08f4cef14bf59592f329b8ea30337b9bdb79d434d5db6f937f7ad170a","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_5",971,"```{r}
#| label: tbl-profile-inputs
#| tbl-cap: ""Exact Rule A inputs recorded for profile learning.""","ec0ebd8697b01fceca9743775345b700b0aa1fd34aab456c9d489a5b964825ca","539752adcd6d9067fca9775153c738eee5c88e47062310cab569248bd0860e11","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_6",1000,"```{r}
#| label: tbl-dst-profile-handling
#| tbl-cap: ""Checks for repeated autumn local-clock values in the learning copy.""","099dca832a0e31ea86a99f255e13830f97e3d98359f12e85fba147fca3919492","9be6d6214f4c80ea9e0f29e04b4abf23141ada8eda073d81ea84b0db9537fe30","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_7",1026,"```{r}
#| label: tbl-profile-support
#| tbl-cap: ""Stored participant support for the melEDI and illuminance profiles.""","fb9ac7e20faa617462f9e8d35708f28f83f2e1def8cd870ee28453050d8e0065","557fd83a153e0c984527238f534eeface26338b13c4fe7d001b9e16e215374a4","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_8",1070,"```{r}
#| label: tbl-threshold-timing-support
#| tbl-cap: ""Stored support for strict melEDI >250 lx timing distributions.""","a57c0a565defe26d198980a9c7f174eef6beff19861d6a6ec29bfc53f2c8c576","b93bc169e4d785217944d12706c6203c223f58e497c35121bdf2310cdd7b1e99","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_9",1096,"```{r}
#| label: tbl-map-use
#| tbl-cap: ""Stored relevance maps, their use, and whether they may change a metric value.""","581ef5cca58727861aa9709c3fe8acf8625c2d41083d9ba3018ac12b24a26402","f82b7f8b12756f76c527c298c643261b4f49e965a6d2bdcd4c0632c92645119c","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_10",1158,"```{r}
#| label: tbl-current-validation
#| tbl-cap: ""Checks demonstrably tied to the current Preparation 03 manifest.""","4d90dc5c901c8116bacd79a05f585d71f95451f7980e5542a64d34edb4326d88","e9daa9c8a2292876eb2dbb192dfb7b7c1cceed362d6155fb55e9c89f279756fd","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_11",1185,"```{r}
#| label: tbl-script-execution-map
#| tbl-cap: ""Producing scripts and function modules in execution order; none is executed while this report renders.""","327ec48c587deed94e3ec6c302ae84810532072cd122774dd0ffe0027debd7fe","f97d90af54acb68f346115b5403121f61c3c163e975241553821f4b5347740c4","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_12",1209,"```{r}
#| label: tbl-artifact-handoff
#| tbl-cap: ""Stored Preparation 03 artifacts and their role in later metric derivation.""","d45948239cf156726147a2a2b9b3285bac03785b0b015edb12da566129c5664f","3811156f4e7493b46285c066382d175363ea0a43dce155ee3416532c272c2b14","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/03_reference_profiles.qmd","chunk_13",1227,"```{r}
#| label: tbl-preparation-03-runtime
#| tbl-cap: ""R runtime and packages used for this documentation-only render.""","af22fd3f5c9b5f6eb5e6f3c4fe7edcd198abae60667af814dfd87ef7eb7bc442","e8b3950a36645c3349f9dc1df42ce9499fb75c30ddfdf9096a529487b6806c42","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_1",21,"```{r}
#| label: setup-preparation-04
#| include: false","e4a5b8ac9670680a8925b93b04615e5e34239e1990ef4b9d7d4750999637a38d","d4faf995671b9b9536ff99724397a367babe4fe88e9a5c5978b0500dca1cf489","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_2",1592,"```{r}
#| label: tbl-preparation04-inputs
#| tbl-cap: ""Exact stored inputs to metric derivation and the scientific role of each.""","963a5e29580ebf4a1f59d609fbd5c60441903185417df19b78a6f1aa9eb9b939","37a047385c3aa04698c4cf73612bbe73487cfd90a786fd5266c97850b2a33d69","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_3",1639,"```{r}
#| label: tbl-metric-rules
#| tbl-cap: ""Metric construction, temporal support, and missing-data rules applied by the production scripts.""","c12cc4fadb9fc14467bfe3ebd9e19dddf8fd78c041a6ec35f8be246fef45e411","1e46200255cd7b4d1da69e3fa718a8faa87ac62675fbffeb4304df633cb7d274","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_4",1666,"```{r}
#| label: tbl-l10-numerical-zero
#| tbl-cap: ""Primary L10 values changed from positive floating-point roundoff to source-verified exact zero.""","e6b73aeeeef9cdd51072ef647a43ad9bdcbe79813b1825bb1a8d639a40aed0d4","25fd15a16b9c353529759a0ed1f4173d56647544fc48f2680fc60ee1b74fd184","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_5",1712,"```{r}
#| label: tbl-current-metric-sample
#| tbl-cap: ""Participants, participant-days, and complete time-grid rows in the current stored metric outputs.""","fc00de52732101e661abf9e6915b24920c532f708e760a6e5c0864b60c781aa7","6605743b20e2a1fababd0b8ea17f2b38ddd33fb56c44ca5b81e8aba2cd214322","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_6",1752,"```{r}
#| label: tbl-state-support
#| tbl-cap: ""Diary-period metric values retained at the fixed 70%, 80%, and 90% support cutoffs.""","ee4a61d2c124ac5f15a8958832d292b4e35dc04315282e25532eb8e02664f6c4","a005164fe9b2e5757850ec1de8030db0134b96cf597688719ffc42367ab5b63f","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_7",1818,"```{r}
#| label: tbl-mder-support
#| tbl-cap: ""Current MDER availability and distribution summaries under the same viable one-minute-ratio estimand.""","f9b81e21c5c695c116895279177e9ffd0316fece14d017b0cd705efcd65e854d","c1921d36d932ceffb5fe1b1c28580dd625119d40d66a7f0bd5661fa770b0c202","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_8",1865,"```{r}
#| label: fig-mder-availability
#| fig-cap: ""Availability of the current MDER in the primary dataset. At least 720 viable one-minute ratios are required. Counts are read from the stored independent-verification summary; rendering does not reconstruct MDER.""
#| fig-alt: ""Two horizontal stacked bars show MDER availability in the primary dataset. Near-eye has 702 participant-days with MDER and 114 without, out of 816. Chest has 732 with MDER and 170 without, out of 902.""
#| fig-width: 7.2
#| fig-height: 4.2","e927eac3093b6bd950375e4e29c337c6cd04641d2188757a20691922e6453c4f","95aa76a998f99fa82c1f7edb38221bbc43933bc7dca3e22b02e1340caa952b75","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_9",1920,"```{r}
#| label: tbl-bin-support
#| tbl-cap: ""Stored 30-minute and hourly values with and without enough valid melEDI data.""","84024949654ec95083f92903f53f6acd27acbc5f286efe30d2d9f4073046064d","962ac793d645e09bf3fab31438db9c82dd59560a97e5f9462b1a14dc30dcf69b","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_10",1956,"```{r}
#| label: tbl-metric-availability
#| tbl-cap: ""Metric values calculated in the current stored outputs, shown as calculated / possible (percentage).""","e0a9979768700432bf173383b0af7aa2feac15357304eab20050c923eab8610a","6fe2ea47611e96396a5f0c47a3524bf94e766214c4f174d09c8d7d6e42da085b","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_11",1986,"```{r}
#| label: tbl-gap-diagnostics
#| tbl-cap: ""Actual-time coverage, missing periods, diary-state uncertainty, and daylight-saving diagnostics in the current metric outputs.""","8094f8c8591b5d96eef8dfec6be39ba49e403a51c663f8579a9678a1bd106851","82a7fa5eb2811941ce19d827afdc620b3666df67780ba4bcb21241286c7696f5","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_12",2014,"```{r}
#| label: tbl-daylight-saving-diagnostics
#| tbl-cap: ""Daylight-saving minutes represented on the separate actual-time and local-clock grids.""","62b70fbd6aec1486f958ee2ab26d8786673f90766acb3963075ed93f243047ff","7cfa2623c3b84a2a57a740c63f7ad05e96a2e30ac7ede8309941804fe9c7606f","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_13",2073,"```{r}
#| label: tbl-script-execution-map
#| tbl-cap: ""Producing scripts and function modules in execution order; none is executed while this report renders.""","6e7017f44791f6ec00c7ece6c655a069f887e38d0e023d546f2c64ef797b68f4","8b50b91de4bc26966d395a9609a5915ba5a3e0f32c1a6e1ba426421562f1e947","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_14",2093,"```{r}
#| label: tbl-output-artifacts
#| tbl-cap: ""Preparation 04 artifacts stored for Preparation 06 and for metric-specific audit.""","5c7ff928a21f61ccc5f3fed3409e31d824f3a3f9aab1611646a6350f9ca968c0","79decf56fef125baddf291438e8017a88aecbbb539dc05c54ad8eb29dcfe32eb","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_15",2130,"```{r}
#| label: tbl-current-manifest-validation
#| tbl-cap: ""Bounded file-identity checks for the current metric, repaired gap-timing-unaware, diary-period, MDER-audit, and L10 numerical-zero artifacts.""","f746e569814f88c3e1d3a580d458895b9a79c29891206499997773f9ea3b3525","e10ab5596a0a971abf926abc7115eb87f6c1a20943ba2e5e850cc570ad76bdbd","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/04_metric_derivation.qmd","chunk_16",2184,"```{r}
#| label: tbl-version-specific-verification
#| tbl-cap: ""Which verification statements apply to the current and earlier Preparation 04 artifact versions.""","aa62a5376131135cedad0d174bd04a58d66ee3327334cb3472990bf7e847a8d1","8ddf5a065ff3bea2268003276da5a4fb1ee534f22039062577c4279861f1b013","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_1",20,"```{r}
#| label: setup-preparation-05
#| include: false","a2e30cdf969c80cd62cabb556ad9689e172edadde32fc3e4bcfe4b662b952537","e5857ce8dd5007f74ae1b49e090cb3cfe72e2d2bca18ee435a040bbe93fd8f0d","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_2",739,"```{r}
#| label: tbl-acquired-modalities
#| tbl-cap: ""Questionnaire and diary objects acquired at all nine sites.""","a8ea85a82fa436787d68f160a133a5c03c1ea5ca7ed8f36b8bc9295cf4d53f18","67517fc8c6b401b2f787d872377d9433c7c359b3d5c180cd6979bc8aba60a42a","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_3",784,"```{r}
#| label: tbl-preparation05-inputs
#| tbl-cap: ""Stored records that fix which questionnaire and diary files Preparation 05 acquires.""","6a3c48581f2e19ed7efd639492195dbecd976ecff15e7152d66b2fae5ea8335c","02d2ef6617615c4f53b52c2cba832e95298f1a2ae63788f4811a2894281ed083","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_4",807,"```{r}
#| label: tbl-site-releases
#| tbl-cap: ""Site data releases in submitted-manuscript order and colours.""","ac9152eb807b878ed2dd717359134e06917b5cee53b12d11e0ad09c57f93137b","3f148342452dec938375b721a62dcb59ace27b4ea9f1a81b30d19bf8415b9bd8","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_5",837,"```{r}
#| label: tbl-tum-exercise-pin
#| tbl-cap: ""Exact fixed release for the corrected Munich (DE) exercise diary.""","452f011758db57d14c72cd7a3e1fa6dff496e1ea5393aa0c2e3dbdcabc7174db","224d561906237cf4db8f4b60c2f8aea71f453d8f12c0b875aefd424c4cc298a9","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_6",857,"```{r}
#| label: tbl-acquisition-outcomes
#| tbl-cap: ""How the 63 exact local files were obtained without changing their scientific contents.""","69272c2307f4dae32d91a6165718c4389ce2aa90cc185d46d29d9c4b6d79c489","5fdc8f6ca50f9095e6e2cf78d27f59f94cfb734fe22810ec0a70a5a2a427e6db","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_7",879,"```{r}
#| label: tbl-script-execution-map
#| tbl-cap: ""Producing scripts and modules in execution order; none is executed while this report renders.""","403f51f967d150f15b92177f4f518709994773d9701bc6e7624ce713d40e37ad","2818cb661930158e9e42bf9a6a8a55c3510324d5c869f9d5d5d4db3dc4397691","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_8",904,"```{r}
#| label: tbl-acquisition-artifacts
#| tbl-cap: ""Stored Preparation 05 artifacts and their role in the next preparation step.""","ff77ea60f780bd5c3e1a69759403d0d6fed67c96776f5bc0549d7d1fc2477392","dc4bd091216171b665db418b196ffa5dce9e468cc5d8a8a4291b0a74d9f0e657","NOT_PROVEN: current signatures are not a substitute for accepted preimage expressions"
