"route","manifest","row","path","recorded_sha256","recorded_bytes","basis","actual_sha256","actual_bytes","sha256_exact","bytes_exact","disposition","expected_historical_exception","branch_identity_predicate_satisfied"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",11,"artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_r2_bootstrap_draws.rds","45c3f64115835d03537595b842c3e9db0d4bd404db1df807cc535758f6955066",57468,"All members are file-identity reads in the reviewed report branch, not scientific object loads","45c3f64115835d03537595b842c3e9db0d4bd404db1df807cc535758f6955066",57468,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",12,"artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.rds","b5702e149e97a840fff7ddca3c582c969e0b88924bb856124796557604732775",21272,"All members are file-identity reads in the reviewed report branch, not scientific object loads","b5702e149e97a840fff7ddca3c582c969e0b88924bb856124796557604732775",21272,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",13,"artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_models.rds","692ecc648c3d5ed73fd36cc2f9c587140edfa95142e1a34ac076cacca0151de3",1065536,"All members are file-identity reads in the reviewed report branch, not scientific object loads","692ecc648c3d5ed73fd36cc2f9c587140edfa95142e1a34ac076cacca0151de3",1065536,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",14,"artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_r2_bootstrap_draws.rds","8dc003ac31140aeeb3ef0f961905c9c786cd6ced9ec0da986eb4f0d71f61dfdf",57108,"All members are file-identity reads in the reviewed report branch, not scientific object loads","8dc003ac31140aeeb3ef0f961905c9c786cd6ced9ec0da986eb4f0d71f61dfdf",57108,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",15,"artifacts/08_diagnostics/H01/main/chest/all_available/l10_mean_medi_diagnostics.png","a45dd4552aacb915b30c3cf54c1892d666d0eb1a7a3ebf6d544be29b3c22280d",149970,"All members are file-identity reads in the reviewed report branch, not scientific object loads","a45dd4552aacb915b30c3cf54c1892d666d0eb1a7a3ebf6d544be29b3c22280d",149970,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",16,"artifacts/08_diagnostics/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostics.png","99dfbee08802bf33025b187c92ee0f54aaf6bc5afaeeea51c66fc78c1a084152",131083,"All members are file-identity reads in the reviewed report branch, not scientific object loads","99dfbee08802bf33025b187c92ee0f54aaf6bc5afaeeea51c66fc78c1a084152",131083,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",17,"artifacts/08_diagnostics/H01/main/glasses/all_available/l10_mean_medi_diagnostics.png","868bcda066ef546c921494dc5e0946c9b47d3cf448dcdde4cb099dd00e9b7606",163241,"All members are file-identity reads in the reviewed report branch, not scientific object loads","868bcda066ef546c921494dc5e0946c9b47d3cf448dcdde4cb099dd00e9b7606",163241,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",18,"artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostics.png","98eecf2cedbe185150a9c65f5e74ebb0c6d676c251a38c138390ae9a67099fbc",148211,"All members are file-identity reads in the reviewed report branch, not scientific object loads","98eecf2cedbe185150a9c65f5e74ebb0c6d676c251a38c138390ae9a67099fbc",148211,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",19,"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,"All members are file-identity reads in the reviewed report branch, not scientific object loads","c2aa3751e809e68ad2e52040043c0e6361b5eee839d64e273f038378e66567f9",201047,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",20,"artifacts/09_tables/H01/H01_exact_samples.csv","24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558",33811,"All members are file-identity reads in the reviewed report branch, not scientific object loads","6f06ef2ad21b91803a98a92de97568f2f11704d02f5c1286e517030bd63b5840",33832,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",21,"artifacts/09_tables/H01/H01_marginalization_comparison.csv","1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd",51553,"All members are file-identity reads in the reviewed report branch, not scientific object loads","efeaa0b864804c8e14ec07be9a02af824aefe13e58d586fe2aae9140e4fba5b1",51583,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",22,"artifacts/09_tables/H01/H01_model_level_tests.csv","947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6",230414,"All members are file-identity reads in the reviewed report branch, not scientific object loads","fb20ebe8ab25a24c24c8008c44214fefe28730b1c07d506cabba922154620bff",230713,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",23,"artifacts/09_tables/H01/H01_model_manifest.csv","dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c",479277,"All members are file-identity reads in the reviewed report branch, not scientific object loads","bf3d14af655fb6f9638b3e55d67a734695292d2357579c97374433c272ca14b8",479496,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",24,"artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv","ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5",23058,"All members are file-identity reads in the reviewed report branch, not scientific object loads","3e2c1e3fc0afc9194458bf4226648ba9a1173a96f27f7ee2c000ff53b7fe1b80",23087,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",25,"artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv","5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa",357953,"All members are file-identity reads in the reviewed report branch, not scientific object loads","5b7d45f2944608fe0d50c49b9a7c5007cf9c1124255a36d2a379b37a97ba6d3a",358133,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",26,"artifacts/09_tables/H01/H01_r2_point_summaries.csv","36b1fc5ee138dc3026e4368adbc9ab14d02fb4127dbb31d3476c9106b1a1767a",51916,"All members are file-identity reads in the reviewed report branch, not scientific object loads","8c7964645c52051abcd8eaba9ca109641171f235a735ee29b664ee0068bc559a",51941,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",27,"artifacts/09_tables/H01/H01_random_site_descriptions.csv","bde8109e606b038d914c9cd8630a005b6ebc29c465a568252a8a5b28de84a28e",33242,"All members are file-identity reads in the reviewed report branch, not scientific object loads","10ae9891104ca9995063aeb54693b69e002e9dc62966dc9b5f1923b93c21dd49",33275,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",28,"artifacts/09_tables/H01/H01_site_deviations.csv","f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f",490776,"All members are file-identity reads in the reviewed report branch, not scientific object loads","93c304975c52794c6de677bc3764dc3da7fcdfccb275c585ca3ca5d52a8b8060",491379,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",29,"artifacts/09_tables/H01/H01_site_estimates.csv","79fa98f11a29bca2869a517cb9dc221039be90adedcfc65cf5c7629a4c9559ab",445252,"All members are file-identity reads in the reviewed report branch, not scientific object loads","76a3d54ee50a7f3d448df86584becc6f10f3ef82cd320fc5645fb1f3e409fcf1",445483,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",30,"artifacts/09_tables/H01/H01_term_effects.csv","3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17",105081,"All members are file-identity reads in the reviewed report branch, not scientific object loads","0ca6561b3b7072e189c2107967a1994895c7ea76cfeb9be7a0728d3617493397",105144,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",31,"artifacts/11_source_data/H01/main/chest/all_available/l10_mean_medi_diagnostic_plot_data.csv","1153457d227439661a94acc2954bada720b63b9a0591bf00c787d07e00c8f5af",187922,"All members are file-identity reads in the reviewed report branch, not scientific object loads","1153457d227439661a94acc2954bada720b63b9a0591bf00c787d07e00c8f5af",187922,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",32,"artifacts/11_source_data/H01/main/chest/all_available/l10_mean_medi_model_frame.csv","c74104ebc9611aab734026cbb5ab204a0f4ea5b4a2a441316b7803c60318b1e1",161169,"All members are file-identity reads in the reviewed report branch, not scientific object loads","c74104ebc9611aab734026cbb5ab204a0f4ea5b4a2a441316b7803c60318b1e1",161169,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",33,"artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv","f63c2c49f0fce661019b6acb2153962056ed612a2a83b55add9c172872fa4a03",137011,"All members are file-identity reads in the reviewed report branch, not scientific object loads","f63c2c49f0fce661019b6acb2153962056ed612a2a83b55add9c172872fa4a03",137011,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",34,"artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_model_frame.csv","f6138f90404735a89674a70f38f1a40371475512f73d4a6d63b8099f85186a99",115944,"All members are file-identity reads in the reviewed report branch, not scientific object loads","f6138f90404735a89674a70f38f1a40371475512f73d4a6d63b8099f85186a99",115944,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",35,"artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_diagnostic_plot_data.csv","9f8f1a161d56f7947d3c36d2b16f012330304d8caf44011e5e951d37be0ff1a4",170850,"All members are file-identity reads in the reviewed report branch, not scientific object loads","9f8f1a161d56f7947d3c36d2b16f012330304d8caf44011e5e951d37be0ff1a4",170850,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",36,"artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_model_frame.csv","6125eaf3691c76530caac0d502332a8d2fa95c73ad972831cfd73499bd68b773",146066,"All members are file-identity reads in the reviewed report branch, not scientific object loads","6125eaf3691c76530caac0d502332a8d2fa95c73ad972831cfd73499bd68b773",146066,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",37,"artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv","3f955c5b58addb86cf77e7c811b9f6c5b699745ea883149933439d20f3ba361a",136998,"All members are file-identity reads in the reviewed report branch, not scientific object loads","3f955c5b58addb86cf77e7c811b9f6c5b699745ea883149933439d20f3ba361a",136998,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",38,"artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.csv","3ed798dc106d56c9cae3d8b1c18e3b9d533fb65d1cd9559b4365eb41a3a3bbf2",115889,"All members are file-identity reads in the reviewed report branch, not scientific object loads","3ed798dc106d56c9cae3d8b1c18e3b9d533fb65d1cd9559b4365eb41a3a3bbf2",115889,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",39,"artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv","e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b",6949,"All members are file-identity reads in the reviewed report branch, not scientific object loads","e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b",6949,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",40,"artifacts/12_manifests/H01_model_data_artifacts.csv","25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72",3646,"All members are file-identity reads in the reviewed report branch, not scientific object loads","25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72",3646,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",41,"artifacts/12_manifests/H01_model_results_artifacts.csv","eceb971726ee4a52cf4266ad1a44441c45078328c08f32c1ef1c1e83df2aee7c",418182,"All members are file-identity reads in the reviewed report branch, not scientific object loads","657d96b566163fe753bfcc7ebf92df60a0e05a2915b6c9ab608e18c65c03f813",419412,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",42,"audit/decisions/h01_metric011_l10_production_authorization.md","ab0764bb55144d9c69caafc8373010f497561757ad2c576d88e32b450817ed4f",3076,"All members are file-identity reads in the reviewed report branch, not scientific object loads","ab0764bb55144d9c69caafc8373010f497561757ad2c576d88e32b450817ed4f",3076,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",43,"audit/decisions/h01_metric011_l10_production_gate.md","30b43ef447a2310edd05b245c0c36d0c6a6966f2394f1a149db13d4afe384445",3469,"All members are file-identity reads in the reviewed report branch, not scientific object loads","30b43ef447a2310edd05b245c0c36d0c6a6966f2394f1a149db13d4afe384445",3469,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",44,"audit/decisions/l10_numerical_zero_normalization.md","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",5435,"All members are file-identity reads in the reviewed report branch, not scientific object loads","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",5435,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",45,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_complete_model_level_tests.csv","4ffe7c873d8bbd90b9f8d24dbf438747d138f255163b1561dec59fb1154c8282",106308,"All members are file-identity reads in the reviewed report branch, not scientific object loads","4ffe7c873d8bbd90b9f8d24dbf438747d138f255163b1561dec59fb1154c8282",106308,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",46,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_latitude_leave_one_site_out.csv","dce94583874a9e7ea2245c693e3c4e4b7529e0ea95c3fb69df3939adaf53cdbb",13680,"All members are file-identity reads in the reviewed report branch, not scientific object loads","dce94583874a9e7ea2245c693e3c4e4b7529e0ea95c3fb69df3939adaf53cdbb",13680,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",47,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_model_diagnostics.csv","4b466b4748e2d946bc20357f028f46db1c46196d84422857cc6922f62ddd9ca0",2449,"All members are file-identity reads in the reviewed report branch, not scientific object loads","4b466b4748e2d946bc20357f028f46db1c46196d84422857cc6922f62ddd9ca0",2449,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",48,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_participant_influence.csv","8d2d9bb728f369cbc8385dbb560ac9250423c42d86488bbc5e0eb5dcbe5dc43b",4573,"All members are file-identity reads in the reviewed report branch, not scientific object loads","8d2d9bb728f369cbc8385dbb560ac9250423c42d86488bbc5e0eb5dcbe5dc43b",4573,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",49,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_protected_artifact_baseline.csv","aa687df992dfb58cc3f74452b100f3b8c7c1823deedbb3e6263a735d6a3824fc",253595,"All members are file-identity reads in the reviewed report branch, not scientific object loads","aa687df992dfb58cc3f74452b100f3b8c7c1823deedbb3e6263a735d6a3824fc",253595,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
