"path","sha256","bytes","old_source_match"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131",75638,""
"audit/hypotheses/H03/pilots/near_eye_no_time_gamm_test_balloon.qmd","bfbbda0a66e8edfad67b6bf199ff80ac2fcca13ac1ac3db2fe56c8a141cd6f99",18232,""
"audit/hypotheses/H04/01_audit_and_plan.qmd","70878ebcc447d832e0e8003a41cfcf3bc51b2f4a0db99d75e0f8ec59bb8d0970",61625,""
"audit/hypotheses/H04/02_implementation_and_v0_comparison.qmd","41ae08379bafb96bd53a19c0e6092027ad70b5ebbd490bbb9bdc306f8662dc41",53605,""
"audit/hypotheses/H04/H04_analysis_preparation.qmd","5b6255184ab1988f2b89dfc363e1eb7d010d6f85436c7ff32754289af6e6de48",91511,""
"audit/hypotheses/H05/01_audit_and_plan.qmd","a46724b6e5e4e64c01ed78f3e683e10d40be11917fa1a3dda842c8e156a50683",56274,""
"audit/hypotheses/H05/02_implementation_and_v0_comparison.qmd","40a6ee902dffdd387503d062a46a420693977c4cbbf6390766bcaf4f546953c6",56054,""
"audit/hypotheses/H05/H05_analysis_preparation.qmd","843f60f890daac0e41c6655bc365ab0325e3f582e011610469a799946b2f2811",77823,""
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/pre_H05_analysis_preparation.qmd","f7d7d3ef4bdf9b29403e85592b7dd2737f7e3c9dcfdc0ff7275eeefa7735c28f",74171,""
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/pre_H05.qmd","b4167419ce0f22b635d41c98d3d7edda2717fc73e6c963371f79035a334d793c",70979,""
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_H05_analysis_preparation.qmd","0a5296442b46c8b9e43773d97eb979ffbbf3512faabe6f4399da2214d38cb81c",75630,""
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_H05.qmd","7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0",74309,"notebooks/hypotheses/H05.qmd"
"audit/hypotheses/H05/report018_order45b_companion_render/H05_analysis_preparation_pre45b.qmd","cce35a2631206945b23144abc6cba44d7297237fc60c716d0d0e3949d128ee57",77741,""
"audit/hypotheses/H06_daily/01_audit_and_plan.qmd","6f6d4e2edb79f4a30c90df324fcfaf5c3656a0835e8a035f7b0e5cb22cfb9d62",95588,""
"audit/hypotheses/H06_daily/02_stage2_pilot.qmd","2610b5c8473c78ec0bc10d0a0b75373d1c2df0f17136bd9bd59df777611f95ca",30460,""
"audit/hypotheses/H06_daily/03_temporal_h02_reconciliation.qmd","330db9e1faa41868cd8e737d6900884c8b4016dff2ab69d3119eabac9cdddbd8",29452,""
"audit/hypotheses/H06_daily/04_temporal_h02_production.qmd","1d72d1c922525e914b22eb09b2fb0cc16e132b16b219011eebc8354694325e6c",19640,""
"audit/hypotheses/H06_daily/05_mder_metric010_amendment.qmd","dc6a80999acec468204b705835236706b04ddda3faa7b5ee079ee56f06e34cd5",42760,""
"audit/hypotheses/H06_daily/06_daily_ar_repair_pilot.qmd","af4948a2b0338cf3e208379f5c9530706620cdac6c92a58c4ada15420512d231",21250,""
"audit/hypotheses/H06_daily/07_pre_sleep_no_nugget_diagnostic.qmd","c613fb72617bec827d1cf1ebfdb346c1995de4a2ca37439983a85c925f838951",14989,""
"audit/hypotheses/H06_daily/08_l10_metric011_amendment.qmd","2a13894ed53f0cbe660f2855e3f994ce2041d6408ac36b650a0a4bbff2d6cade",29875,""
"audit/hypotheses/H06_daily/09_l10_shiftlog_pilot.qmd","7cf38c446a6bb769abcfe6ce07a70a1df153145ef8cdbe6cc37c0bec65d54480",23383,""
"audit/hypotheses/H06_daily/10_non_l10_pilot.qmd","62216bea76e8be35e98811a60f24aa7a8690f0a744ec3c6a0af80feb56b38df7",21137,""
"audit/hypotheses/H06_daily/11_timing_repair_pilot.qmd","ceb766312f5c2981cbed4106c16080d83942e47402ef23cc394ce8e35a408954",20205,""
"audit/hypotheses/H06_daily/12_stage2_production.qmd","fe7cf5d59c0ed659376ca33c574c4e50e2553814041d3eda1373a3925f6c7b11",41732,""
"audit/hypotheses/H06_daily/13_h01_diagnostic_alignment.qmd","2c70f5396f89a6316b9f06251a2a3def9975e7a07ef7ee79ef6fdd741f9df7a0",19190,""
"audit/hypotheses/H06_daily/14_gap_clock_repair.qmd","4f41a945e4633cc74f3bca4e3a225b90abfb538f07713708df1631ac23b3e179",20073,""
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536",35521,""
"audit/hypotheses/H06/01_audit_and_plan.qmd","393fd87c908302c1681925dcc451b27be31e652758592da8a81c775ff09aaf26",122938,""
"audit/hypotheses/H06/02_implementation_and_v0_comparison.qmd","736926de3576a7dceaed7b92fb65f65a05d8f6d32604d533fd9eb6e45e26a36d",47800,""
"audit/hypotheses/H06/02a_v0_scaffold_model_pilots.qmd","6c546dcb791e7a2501bbb5ac2b1d0c1c1e26074d1f23f6353da3d413302f449c",24968,""
"audit/hypotheses/H06/employment_eligibility_sensitivity/H06_employment_eligibility_sensitivity.qmd","199808d90b0c282b64fe5fba4706bec4845f8f79a73e4365c471cb05ada4e80f",19444,""
"audit/hypotheses/H06/H06_analysis_preparation.qmd","5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0",63867,""
"audit/hypotheses/H07/01_audit_and_plan.qmd","cc23223d751901a2dd06ece56a0457988f1e7d572f123bd3a0450f775f056b86",95452,""
"audit/hypotheses/H07/02_implementation_and_v0_comparison.qmd","554bbccefd9ffa50915e0d4ae9cbb3b3adb8e1f4a0b4db8e428a6842557b95cb",82864,""
"audit/hypotheses/H07/H07_analysis_preparation.qmd","a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b",49762,""
"audit/hypotheses/H08/01_audit_and_plan.qmd","294f847cb4cfbf67458048b5d3a308328e3056ae1e144f968f2ed8ec4203b109",66859,""
"audit/hypotheses/H08/02_implementation_and_v0_comparison.qmd","73a24cba127d42e568e20f79b76631185a95b10b5c8e5accce2865eef052cfb4",50472,""
"audit/hypotheses/H08/H08_analysis_preparation.qmd","3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d",57777,""
"audit/hypotheses/H09/01_audit_and_plan.qmd","e6ff16937c01e37b5e7b0b43269c7860344bbd4abd11b2c060f53c52fbe7a892",83062,""
"audit/hypotheses/H09/02_implementation_and_v0_comparison.qmd","d05c1f69bf3a55f78bb56f7b970a711f45675b988e6351fec205adf919fcc412",43767,""
"audit/hypotheses/H09/H09_analysis_preparation.qmd","394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f",51736,""
"audit/hypotheses/H10/01_audit_and_plan.qmd","cc3faa888ba932a7346e89463435b55608529045ad33111be6a5b57a6480cac4",70297,""
"audit/hypotheses/H10/02_implementation_and_v0_comparison.qmd","7850e5abcc6fb32256a0116d87a2db301146a9ec848ea87d0f486cc3dadbb13c",45458,""
"audit/hypotheses/H10/H10_analysis_preparation.qmd","706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6",58446,""
"audit/hypotheses/H11/01_audit_and_plan.qmd","69ac3795cf61a5f3241cbbc5af7582dc0cffc8b40715be8f9b76ad138b3c6b25",31287,""
"audit/hypotheses/H11/02_implementation_and_v0_comparison.qmd","31e82c5b4523a01f6cfc8a1ebb6dfe7482e82a99347865be636d7f6c7963cfec",41887,""
"audit/hypotheses/H11/02_inferential_method_amendment.qmd","8e9e9d1f78d69b0b083446de2bf1996b4f62853539637acb5eb97e29e1f1c91c",16371,""
"audit/hypotheses/H11/H11_analysis_preparation.qmd","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816",54527,""
"audit/hypotheses/implementation_result_comparison_contract.qmd","77da56a05dcb2627b712932bc1782d45d1e441f60ca80e2b061edfa4d217ce3b",15571,""
"audit/report_harmonization/harmonization_proposal.qmd","8ad084c9db1b025b355fb6adc46cc085624287e0e789578dcf9b12a9b0990668",29330,""
"audit/report_harmonization/report018_order72f_standalone_output_recovery/fixture/audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","fca58a01c011f44b8c07f86eb717d42248c325aca5b9c6eb7df6f1626ac2603f",287,""
"audit/report_harmonization/report018_order72h_mobile_coordination_scroll/prospective_selection.qmd","197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9",49967,""
"audit/report_harmonization/report018_order72h_mobile_coordination_scroll/source_before_wrapper.qmd","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3",49865,""
