"source","source_sha256","authority_candidate","line","evidence_text"
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",112,"""release_manifest"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",160,"""H07_execution_inputs"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",1597,"""H07_preservation"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,""PASS"""
"notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",113,"""release_manifest"",""notebooks/hypotheses/H09.qmd"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",40160,40160,""PASS"""
"notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",1648,"""H09_execution_inputs"",""notebooks/hypotheses/H09.qmd"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",40160,40160,""PASS"""
"notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",2200,"""H09_preservation"",""notebooks/hypotheses/H09.qmd"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",40160,40160,""PASS"""
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",114,"""release_manifest"",""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146,58146,""PASS"""
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",2249,"""H11_execution_inputs"",""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146,58146,""PASS"""
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/report_harmonization/report018_order72j_component_exports_dispatch/predispatch_rehash.csv",2756,"""H11_preservation"",""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146,58146,""PASS"""
"notebooks/hypotheses/H06.qmd","5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e","audit/report_harmonization/report018_h06_order66a_post_render_stop_independent_acceptance_manifest.csv",15,"""notebooks/hypotheses/H06.qmd"",""5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e"",65023,""accepted result source"""
"audit/hypotheses/H06/H06_analysis_preparation.qmd","5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0","audit/report_harmonization/report018_h06_order66a_post_render_stop_independent_acceptance_manifest.csv",16,"""audit/hypotheses/H06/H06_analysis_preparation.qmd"",""5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0"",63867,""held preparation source"""
"notebooks/hypotheses/H06.qmd","5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e","audit/report_harmonization/report018_h06_employment_eligibility_reader_source_independent_acceptance_manifest.csv",4,"""notebooks/hypotheses/H06.qmd"",""5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e"",65023,""accepted result source"""
"audit/hypotheses/H06/H06_analysis_preparation.qmd","5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0","audit/report_harmonization/report018_h06_employment_eligibility_reader_source_independent_acceptance_manifest.csv",5,"""audit/hypotheses/H06/H06_analysis_preparation.qmd"",""5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0"",63867,""accepted preparation source"""
"notebooks/hypotheses/H02.qmd","b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",41,"""notebooks/hypotheses/H02.qmd"",""b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8"",57185"
"notebooks/hypotheses/H05.qmd","f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",43,"""notebooks/hypotheses/H05.qmd"",""f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780"",74614"
"notebooks/hypotheses/H06.qmd","5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",42,"""notebooks/hypotheses/H06.qmd"",""5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e"",65023"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",48,"""audit/hypotheses/H06/H06_analysis_preparation.qmd"",""5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0"",63867"
"notebooks/hypotheses/H08.qmd","56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",44,"""notebooks/hypotheses/H08.qmd"",""56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859"",44496"
"notebooks/hypotheses/H10.qmd","0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",45,"""notebooks/hypotheses/H10.qmd"",""0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855"",49319"
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv",46,"""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044","audit/report_harmonization/report018_navigation_order70e_preflight/candidate_build_inventory.csv",464,"audit/hypotheses/H01/H01_analysis_preparation.qmd,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,59212"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044","audit/report_harmonization/report018_navigation_order70e_preflight/candidate_build_delta.csv",464,"audit/hypotheses/H01/H01_analysis_preparation.qmd,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,59212,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,59212,EXACT"
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/post_pin_rehash.csv",112,"""release_manifest"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/post_pin_rehash.csv",160,"""H07_execution_inputs"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/post_pin_rehash.csv",1597,"""H07_preservation"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/post_pin_rehash.csv",113,"""release_manifest"",""notebooks/hypotheses/H09.qmd"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",40160,40160,TRUE,""PASS"""
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/post_pin_rehash.csv",114,"""release_manifest"",""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146,58146,TRUE,""PASS"""
"notebooks/hypotheses/H02.qmd","b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8","audit/report_harmonization/report018_order72_release/protected_source_config.csv",2,"""notebooks/hypotheses/H02.qmd"",""b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8"",57185"
"notebooks/hypotheses/H05.qmd","f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780","audit/report_harmonization/report018_order72_release/protected_source_config.csv",4,"""notebooks/hypotheses/H05.qmd"",""f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780"",74614"
"notebooks/hypotheses/H06.qmd","5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e","audit/report_harmonization/report018_order72_release/protected_source_config.csv",3,"""notebooks/hypotheses/H06.qmd"",""5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e"",65023"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0","audit/report_harmonization/report018_order72_release/protected_source_config.csv",9,"""audit/hypotheses/H06/H06_analysis_preparation.qmd"",""5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0"",63867"
"notebooks/hypotheses/H08.qmd","56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859","audit/report_harmonization/report018_order72_release/protected_source_config.csv",5,"""notebooks/hypotheses/H08.qmd"",""56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859"",44496"
"notebooks/hypotheses/H10.qmd","0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855","audit/report_harmonization/report018_order72_release/protected_source_config.csv",6,"""notebooks/hypotheses/H10.qmd"",""0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855"",49319"
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/report_harmonization/report018_order72_release/protected_source_config.csv",7,"""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146"
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/preflight_rehash.csv",112,"""release_manifest"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/preflight_rehash.csv",160,"""H07_execution_inputs"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/preflight_rehash.csv",1597,"""H07_preservation"",""notebooks/hypotheses/H07.qmd"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",""c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca"",45410,45410,TRUE,""PASS"""
"notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/preflight_rehash.csv",113,"""release_manifest"",""notebooks/hypotheses/H09.qmd"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",""ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c"",40160,40160,TRUE,""PASS"""
"notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","audit/hypotheses/H07/report018_order72j_split_svg_export/qa/evidence/preflight_rehash.csv",114,"""release_manifest"",""notebooks/hypotheses/H11.qmd"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",""a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5"",58146,58146,TRUE,""PASS"""
"notebooks/hypotheses/H02.qmd","b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8","audit/report_harmonization/report018_order72_release/release_manifest.csv",39,"""notebooks/hypotheses/H02.qmd"",""b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8"",57185"
"notebooks/hypotheses/H05.qmd","f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780","audit/report_harmonization/report018_order72_release/release_manifest.csv",41,"""notebooks/hypotheses/H05.qmd"",""f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780"",74614"
