"route","manifest","row","recorded_path","absolute_literal","resolved_path","resolved_inside_project","stage_behavior"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",11,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_admissibility.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_admissibility.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",12,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_admissibility.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_admissibility.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",13,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_censoring_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_censoring_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",14,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_censoring_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_censoring_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",15,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metric_derivation_settings.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metric_derivation_settings.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",16,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_gap_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_gap_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",17,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",18,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_numerical_zero_audit.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_numerical_zero_audit.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",19,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_numerical_zero_audit.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_numerical_zero_audit.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",20,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metric_state_interval_inputs.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metric_state_interval_inputs.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",21,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_support_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_support_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",22,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_support_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_support_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",23,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant_day.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant_day.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",24,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant_day.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant_day.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",25,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant_day.rds",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant_day.rds",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",26,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant_day.rds",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant_day.rds",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",27,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",28,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",29,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant.rds",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_participant.rds",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",30,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant.rds",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_participant.rds",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv",31,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_by_site.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_by_site.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",2,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_diagnostics.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_diagnostics.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",3,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_gate_daily.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_gate_daily.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv",4,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_gate_inputs.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_gate_inputs.csv",TRUE,"Absolute literal must not be silently rebased; current branch would read that original location"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",1,"artifacts/06_model_data/scenarios/manuscript_prepared_data/correction_manifest.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/correction_manifest.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",2,"artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",3,"artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",4,"artifacts/06_model_data/scenarios/manuscript_prepared_data/metric_crosswalk.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/metric_crosswalk.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",5,"artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",6,"artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/normalized_input_references.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",7,"artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",8,"artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/one_hour_data.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",9,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",10,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",11,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",12,"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_metrics.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",13,"artifacts/06_model_data/scenarios/manuscript_prepared_data/source_manifest.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/source_manifest.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",14,"artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",15,"artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.rds",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/thirty_minute_data.rds",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",16,"artifacts/06_model_data/scenarios/manuscript_prepared_data/variable_dictionary.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/variable_dictionary.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",1,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_value_comparison.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_value_comparison.csv",TRUE,"Relative manifest path joins to selected report root"
"notebooks/preparation/06_model_ready_datasets.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",2,"audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_summary.csv",FALSE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_summary.csv",TRUE,"Relative manifest path joins to selected report root"
