"file","unit","scope","node","value"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/2","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/3","modality"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/4","local_path"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/5","sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/6","bytes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/3/7","downloaded"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","22/4","pinned source-file inventory"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","26/3/2",NA
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","28/3/5","sha256"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","29/3/7/3","PASS"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","29/3/7/4","FAIL"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","30/2/3","PASS"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/2","Fixed source files listed"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/3","Files present"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/4","Byte-size checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/5","SHA-256 checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/6","Files retrieved during the accepted reuse run"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","31/3/2/7","Overall result"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","32/3/2","config/site_display_registry.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","33/3/2","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","33/3/3","display_order"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","33/3/4","display_name"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","33/3/5","color_hex"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","33/4","site display registry"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","34/3/2","artifacts/02_aligned/source_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","35/3/2","artifacts/02_aligned/key_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","36/3/2","artifacts/02_aligned/time_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","37/3/2","artifacts/02_aligned/stream_epoch_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","38/3/2","artifacts/02_aligned/join_cardinality_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","39/3/2","artifacts/02_aligned/state_conflict_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","40/3/2","artifacts/02_aligned/state_interval_summary.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","41/3/2","artifacts/02_aligned/state_interval_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","42/3/2","artifacts/02_aligned/saturation_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","43/3/2","artifacts/02_aligned/sample_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","44/3/2","artifacts/02_aligned/dst_fold_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/2","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/3","location"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/4","modality"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/5","commit"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/6","doi"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/7","source_rows"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/8","source_participants"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/9","source_start_utc"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/3/10","source_end_utc"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","45/4","source audit"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/2","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/3","placement"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/4","stage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/5","rows"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/6","participants"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/7","participant_days"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/8","finite_medi"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/9","finite_light"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/10","finite_medi_light_pairs"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/3/11","complete_native_minute_schedules"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","46/4","sample audit"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/2/4/2/2/2/3/2","^light_"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/2/4/2/3","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/2/4/2/4","Chest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/2/4/3",", "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/2/5","drop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/4","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/2/2/5","one-to-one"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/5/2","**DOI:** "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","47/3/5/4","<br>**Revision:** "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","48/3/2/2/6","drop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","48/3/3/3"," s"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","49/3/3/3","state_aligned_one_minute"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","50/3/2/2/9","drop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","50/3/2/3/3","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","50/3/2/3/4","Chest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","51/3/2/4","Measure"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","51/3/2/5","Value"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","52/3/2/2/2/5","{placement}_{.value}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","52/3/2/2/4","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","52/3/2/2/5","one-to-one"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","53/3/2/2/4","site"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","53/3/2/2/5","one-to-one"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","54/3/2/2/10","drop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","54/3/2/3/3","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","54/3/2/3/4","Chest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","55/3/2/4","Stored outcome"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","55/3/2/5","Minutes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","56/3/2/2/8","drop"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","56/3/2/3/3","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","56/3/2/3/4","Chest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/5","Source-file identity"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/6/3"," of "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/6/5"," local source files matched their recorded size and SHA-256; none was retrieved during the accepted reuse run"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/7","artifacts/12_manifests/pinned_downloads.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/8","Participant-time identifiers"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/9/3"," of "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/9/5"," stage-by-stream keys were unique; "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/9/7"," rows lacked a key"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/10","artifacts/02_aligned/key_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/11","Native recording schedules"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/12/3"," one-minute schedules lacked an expected original reading"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/13","artifacts/02_aligned/stream_epoch_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/14","Sleep and wear matching"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/15/3"," of "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/15/5"," site-placement joins retained every light row"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/16","artifacts/02_aligned/join_cardinality_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/17","Repeated local clock times"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/18/3"," repeated wall-clock minutes were retained as distinct UTC instants"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/19","artifacts/02_aligned/dst_fold_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/20","State intervals requiring review"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/21/3"," sleep-derived interval records were excluded from interval use and listed with a reason; no wear interval required review"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/22","artifacts/02_aligned/state_interval_audit.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/23","Accepted artifact identities"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/24/3"," manifest entries passed existence, size, and SHA-256 checks"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","57/3/25","artifacts/12_manifests/import_alignment_artifacts.csv and state_interval_artifacts.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/5","Sleep diary"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/6","The interval from sleep preparation to wake is treated as sleep, with the start included and the end excluded."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/7","The measurement describes the bedside sleep environment and is retained."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/8","Wear log: off during diary-defined sleep"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/9","The diary-defined sleep interval takes precedence for the measurement context."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/10","The bedside sleep measurement is retained."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/11","Wear log: off while awake"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/12","This is treated as true non-wear."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/13","melEDI and illuminance are unavailable for analysis during that minute."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/14","Wear log: sleep or site leave while awake"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/15","The label is retained as provenance but does not by itself define non-wear."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/16","The recorded light values remain available if otherwise valid."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/17","No wear-log label"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/18","Missing wear information is not converted into an off-body assumption."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/19","The recorded light values remain available if otherwise valid."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/20","melEDI at or above 100,000 lx"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/21","The raw value and operating-limit flag are retained."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","58/3/22","The analytical melEDI value is unavailable; illuminance is not removed solely by this rule."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/6","scripts/pipeline/build_import_alignment.R<br>scripts/pipeline/import_sources.R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/7","Reads `config/site_sources.csv`, resolves each fixed repository revision and DOI, checks the local source-file fingerprint, and loads the named object. This is separate so source identity is established before any time or state transformation. **Outputs:** cached fixed source files plus `artifacts/02_aligned/source_audit.csv`."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/9","scripts/pipeline/time_axes.R<br>scripts/pipeline/aggregation_coverage.R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/10","Reads the original logger records, preserves UTC as actual time and local clock time as wall time, infers each participant-device recording interval, and creates a one-minute value only when every expected original reading is present and finite. This is separate so temporal completeness is checked before diary or wear information can affect validity. **Outputs:** `artifacts/01_imported/minute/` and the time and recording-interval audits."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/12","scripts/pipeline/state_alignment.R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/13","Reads the fixed sleep diaries and wear logs, checks interval bounds and overlap, and stores valid half-open intervals. Unusable entries are recorded rather than silently repaired. **Outputs:** `artifacts/02_aligned/state_intervals/`, `state_interval_audit.csv`, and `state_interval_summary.csv`."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/15","scripts/pipeline/state_alignment.R<br>scripts/pipeline/state_interval_projection.R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/16","Matches the checked intervals to one-minute light rows without changing row cardinality, derives bedside-sleep, worn, and true non-wear contexts, and applies the melEDI operating limit. Kept separate from interval preparation so matching can be audited independently. **Outputs:** per-site and combined files under `artifacts/02_aligned/` plus state, join, saturation, and sample audits."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/18","scripts/pipeline/verify_import_alignment_artifacts.R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/2/19","Reads the completed outputs and independently checks manifest identity, source-fingerprint propagation, unique keys, signal-validity flags, and the accepted placement totals. It does not rebuild data. **Output:** a pass/fail verification result; no scientific artifact is written."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/3/2","**"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","59/3/2/3/4","**<br>"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/5","Combined near-eye one-minute data"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/6","artifacts/02_aligned/light_glasses_aligned.rds"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/7","Construct complete participant-day grids and assess coverage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/8","Combined chest one-minute data"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/9","artifacts/02_aligned/light_chest_aligned.rds"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/10","Construct the complementary-placement grids and assess coverage separately"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/11","Site-specific sleep and wear intervals"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/12","artifacts/02_aligned/state_intervals/"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/13","Assign known states to explicitly inserted missing-minute rows before calculating coverage"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/14","Preparation 01 audits"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/15","artifacts/02_aligned/*.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/16","Trace source identity, time handling, joins, state decisions, operating-limit exclusions, and sample accounting"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/17","Artifact inventories"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/18","artifacts/12_manifests/import_alignment_artifacts.csv and state_interval_artifacts.csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","60/3/19","Confirm the exact files and digital fingerprints passed forward"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/2/2","R"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/2/3","Quarto profile"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/2/4","Table package"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/2/5","Identity check"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/2/6","Scientific recomputation during render"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/2/4","."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/3","nathealth (HTML review render)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/4/2","gt "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/4/3/2/2","gt"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/5","File size and SHA-256 with digest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/6","None"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","TOP_LEVEL","1/2/2/2/3/2","Complete source identities: "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","TOP_LEVEL","1/2/2/2/3/3","[artifacts/02_aligned/source_audit.csv]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","TOP_LEVEL","1/2/2/2/3/4","(../../artifacts/02_aligned/source_audit.csv)."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","TOP_LEVEL","1/2/3","Files"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","TOP_LEVEL","1/2/4","Light measurements"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_3","TOP_LEVEL","1/2/3/2","The accepted production run reused the already stored fixed files; "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_3","TOP_LEVEL","1/2/3/3","rendering also reads them only for identity checks."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_4","TOP_LEVEL","1/2/2/3/2","Stored stream-level evidence: "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_4","TOP_LEVEL","1/2/2/3/3","[stream_epoch_audit.csv]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_4","TOP_LEVEL","1/2/2/3/4","(../../artifacts/02_aligned/stream_epoch_audit.csv)."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/2/2/2/2/3/2","Exact reviewed entries: "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/2/2/2/2/3/3","[state_interval_audit.csv]"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/2/2/2/2/3/4","(../../artifacts/02_aligned/state_interval_audit.csv)."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/2/2/2/3","Sleep diary"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/2/2/3","Wear log"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/3","Periods"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/4","Participants"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/5","Reviewed"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/6","Periods"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/7","Participants"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","TOP_LEVEL","1/2/8","Reviewed"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_7","TOP_LEVEL","1/2/2/3/2","These categories document how the two state sources overlap; they are "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_7","TOP_LEVEL","1/2/2/3/3","not competing estimates of sleep."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","TOP_LEVEL","1/2/2/2/2/3/2","No hour or participant-day is removed in Preparation 01; coverage is "
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","TOP_LEVEL","1/2/2/2/2/3/3","assessed in Preparation 02."
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","TOP_LEVEL","1/2/3","Affected minutes"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","TOP_LEVEL","1/2/4","Lowest melEDI (lx)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","TOP_LEVEL","1/2/5","Highest melEDI (lx)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_10","TOP_LEVEL","1/2/2/2/2/3","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_10","TOP_LEVEL","1/2/2/2/2/4/2","Near-eye"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_10","TOP_LEVEL","1/2/2/2/3","Chest"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_10","TOP_LEVEL","1/2/2/2/4/2","Chest"
