"route","file","target","tier","basis","canonical_absolute","inside_canonical_root","exists","is_directory","closure_verdict"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/state_interval_summary.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/state_interval_summary.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/state_interval_summary.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/state_interval_audit.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/state_interval_audit.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/state_interval_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/saturation_audit.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/saturation_audit.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/saturation_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/sample_audit.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/sample_audit.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/sample_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","artifacts/02_aligned/dst_fold_audit.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/dst_fold_audit.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/dst_fold_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/12_manifests/coverage_artifacts.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/12_manifests/coverage_artifacts.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/coverage_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","config/site_display_registry.csv","READ_OR_INCLUDE","read_stored_csv(""config/site_display_registry.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/config/site_display_registry.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/coverage_settings.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/coverage_settings.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/coverage_settings.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_daily_coverage.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_glasses_daily_coverage.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_glasses_daily_coverage.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_daily_coverage.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_chest_daily_coverage.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_chest_daily_coverage.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_hourly_coverage.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_glasses_hourly_coverage.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_glasses_hourly_coverage.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_hourly_coverage.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_chest_hourly_coverage.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_chest_hourly_coverage.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_glasses_gap_runs.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_glasses_gap_runs.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_glasses_gap_runs.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/light_chest_gap_runs.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_chest_gap_runs.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_chest_gap_runs.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","artifacts/03_coverage/sample_flow.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/sample_flow.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/sample_flow.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/12_manifests/reference_profile_artifacts.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/12_manifests/reference_profile_artifacts.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/reference_profile_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_settings.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/reference_profile_settings.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/reference_profile_settings.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_input_provenance.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/reference_profile_input_provenance.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/reference_profile_input_provenance.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profile_support.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/reference_profile_support.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/reference_profile_support.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/timing_exceedance_distribution_support.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/relevance_map_support.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/relevance_map_support.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/relevance_map_support.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/reference_profiles.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/reference_profiles.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/reference_profiles.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/timing_exceedance_distributions.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/timing_exceedance_distributions.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/timing_exceedance_distributions.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","artifacts/04_reference_profiles/metric_relevance_maps.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/04_reference_profiles/metric_relevance_maps.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/04_reference_profiles/metric_relevance_maps.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/decisions/preparation03_version_specific_verification.md","READ_OR_INCLUDE","readLines(absolute_path(""audit/decisions/preparation03_version_specific_verification.md""), warn = FALSE, encoding = ""UTF-8"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/preparation03_version_specific_verification.md",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/findings/threshold_timing_zero_relevance_map.md","READ_OR_INCLUDE","readLines(absolute_path(""audit/findings/threshold_timing_zero_relevance_map.md""), warn = FALSE, encoding = ""UTF-8"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/findings/threshold_timing_zero_relevance_map.md",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/03_reference_profiles.qmd","notebooks/preparation/03_reference_profiles.qmd","audit/ledgers/finding_register.csv","READ_OR_INCLUDE","read_stored_csv(""audit/ledgers/finding_register.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/ledgers/finding_register.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/metric_artifacts.csv","MANIFEST_READ_AND_MEMBER_HASH","check_manifest(""artifacts/12_manifests/metric_artifacts.csv"", ""Metric outputs"", current_metric_manifest_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/metric_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/state_support_gate_artifacts.csv","MANIFEST_READ_AND_MEMBER_HASH","check_manifest(""artifacts/12_manifests/state_support_gate_artifacts.csv"", ""Diary-period support gate"", current_state_manifest_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/state_support_gate_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/12_manifests/manuscript_prepared_data_artifacts.csv","MANIFEST_READ_AND_MEMBER_HASH","check_manifest(""artifacts/12_manifests/manuscript_prepared_data_artifacts.csv"", ""Gap-timing-unaware prepared data"", current_gap_manifest_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/manuscript_prepared_data_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv","READ_OR_INCLUDE","read_stored_csv(mder_audit_path)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv","READ_OR_INCLUDE","read_stored_csv(gap_repair_manifest_path)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv","FILE_IDENTITY_READ","check_file_hash(gap_repair_manifest_path, current_gap_repair_evidence_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","READ_OR_INCLUDE","read_stored_csv(l10_zero_manifest_path)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","FILE_IDENTITY_READ","check_file_hash(l10_zero_manifest_path, l10_zero_evidence_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds","FILE_IDENTITY_READ","check_file_hash(""artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds"", current_gap_participant_day_rds_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds","FILE_IDENTITY_READ","check_file_hash(""artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds"", current_gap_support_rds_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","audit/decisions/l10_numerical_zero_normalization.md","FILE_IDENTITY_READ","check_file_hash(""audit/decisions/l10_numerical_zero_normalization.md"", l10_zero_decision_sha256)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/l10_numerical_zero_normalization.md",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","config/metric_display_registry.csv","READ_OR_INCLUDE","read_stored_csv(""config/metric_display_registry.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/config/metric_display_registry.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/metric_derivation_settings.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/05_metrics/metric_derivation_settings.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metric_derivation_settings.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"notebooks/preparation/04_metric_derivation.qmd","notebooks/preparation/04_metric_derivation.qmd","artifacts/05_metrics/state_support_candidate_diagnostics.csv","READ_OR_INCLUDE","read_stored_csv(""artifacts/05_metrics/state_support_candidate_diagnostics.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_candidate_diagnostics.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
