run_order,run_id,dataset_id,placement_id,sample_role,analysis_role,test_role,metric_slot,metric_id,predictor_order,predictor_id,predictor,contrast,participant_days,participants,sites,estimate,lower_95,upper_95,effect_scale,interval_type,response_family,response_transform,result_status,source_frame_sha256,source_branch,abbreviation,manuscript_category,analysis_unit,display_unit,variant_label,manuscript_name,dataset_label,placement_label,sample_role_label,association_raw_p_value,site_heterogeneity_raw_p_value,association_bh_adjusted_p_value,site_heterogeneity_bh_adjusted_p_value,association_slot_status,site_heterogeneity_slot_status,association_fdr_supported,site_heterogeneity_fdr_supported,association_h01_claim_eligible,site_heterogeneity_h01_claim_eligible,association_claim_status,site_heterogeneity_claim_status,association_adjusted_inferential_decision,site_heterogeneity_adjusted_inferential_decision
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,11,mean_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,715,141,9,0.2445269232188019,-0.01047320009781679,0.49952704653542057,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,b4f2e6ef14c13b03c3a15256806a7f215517aceeaf836a7c75eda671e249b469,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Near eye,All available,0.05961598458084971,0.6323261642801102,0.08129452442843142,0.7904077053501378,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,FALSE,FALSE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_GE_0.05,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,12,first_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,701,140,9,1.232110241982381,0.8748552106643294,1.5893652733004329,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,30c172f46a1814d05b73d851d82496b16c530b30b68334cb132f0916147289a0,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Near eye,All available,2.5780613814808295e-10,0.2206509544128221,1.2890306907404148e-9,0.33097643161923307,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,13,last_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,661,141,9,-0.8192336050122341,-1.2085349175913422,-0.4299322924331258,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,8eb2552ad0c29a5c1aa028b92db464ba7cab20eef0893e079b7ce84b537ecb00,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Near eye,All available,5.5146355649326473e-05,0.5780198793758444,1.0339941684248714e-4,0.788208926421606,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,14,dose_time_sensitive_corrected_medi,1,work_free_day,Work/free day,Free day minus Work day,729,141,9,0.6710035231267947,0.5590681054778817,0.8053504101503138,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,10f137cb0c4f27aa1b12cb6ff64780dd659a2f4d362eebaed0df39358a74ac45,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Near eye,All available,1.8972263699131898e-5,3.3608961425904426e-6,4.5352801644679866e-5,3.537959631772688e-5,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,15,mder_mean_of_viable_ratios,1,work_free_day,Work/free day,Free day minus Work day,679,136,9,-0.00133676954522558,-0.01343408054258187,0.0107605414521307,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,0aa3437cd0e1c66e2f25ea035c176feb5b0b7d4c43781d6bb6dd25d191287160,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Near eye,All available,0.830325781196756,0.00517459487060807,0.95806820907318,0.01293648717652017,FROZEN_MDER_RAW_RESULT,FROZEN_MDER_RAW_RESULT,FALSE,TRUE,FALSE,FALSE,FROZEN_MDER_CLAIM_UNCHANGED,FROZEN_MDER_SITE_INTERACTION_CLAIM_UNCHANGED,FROZEN_MDER_BH_Q_GE_0.05_NO_NEW_SCIENTIFIC_CLAIM,FROZEN_MDER_BH_Q_LT_0.05_NO_NEW_SCIENTIFIC_CLAIM
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,1,daily_geometric_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.1605457517749111,1.0304841387810584,1.307022972285608,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,24478effe5570db95061d7e0c49bdbdbfb09ac6443194842102acb5621838011,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Near eye,All available,0.01400775969179509,0.00181722943655402,0.03501939922948774,0.01362922077415521,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,2,m10_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.4011765509525398,1.1481937578537074,1.7098993210076314,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,80e4a7ac39fed41952abb1583e930128399268d4e77cced40b1ef1cc71cc155d,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Near eye,All available,8.841029288757148e-4,0.01020784188955543,0.00265230878662714,0.05103920944777715,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,3,l10_mean_medi,3,activity_status,Daily activity status,Active versus Sedentary,734,137,9,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Near eye,All available,,,,,FROZEN_NAMED_NA_L10_COMPONENT_FAILURE,FROZEN_NAMED_NA_L10_COMPONENT_FAILURE,FALSE,FALSE,FALSE,FALSE,NO_L10_CLAIM_NON_ESTIMABLE_NAMED_NA_SLOT,NO_L10_SITE_INTERACTION_CLAIM_NON_ESTIMABLE_NAMED_NA_SLOT,NOT_ESTIMABLE,NOT_ESTIMABLE
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,4,duration_above_1000,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.7356486568799938,1.459662759315382,2.0638166185333473,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,94e84a58835c61fd4a31be1fbe4719cbd4b72ca3131c5cb99c5bd32a95fc9dd4,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Near eye,All available,6.319698774827726e-10,0.4316951887941309,4.739774081120794e-9,0.6146107925911803,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,5,duration_above_250_wake,3,activity_status,Daily activity status,Active minus Sedentary,675,136,9,1.2988930310093545,1.1297473723697955,1.4933631600007196,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,6a744a40925b349a086f3ff92e0b3446b4a48fe086a21b31d97eddaa05329570,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Near eye,All available,2.5328106721742293e-4,0.02626990659959417,9.49804002065336e-4,0.09851214974847816,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,6,duration_below_10_pre_sleep,3,activity_status,Daily activity status,Active minus Sedentary,602,134,9,-0.05196197105474369,-0.22765871327720716,0.12373477116771976,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,9d4be7f974bb870b14522d00b091380b5e14803b845fd4e851aa7021105fdbf7,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Near eye,All available,0.5864135603573065,0.30787945593879656,0.6766310311815075,0.6146107925911803,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,FALSE,FALSE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_GE_0.05,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,7,duration_below_1_sleep_environment,3,activity_status,Daily activity status,Active minus Sedentary,713,136,9,1.0184402785686772,0.974588649886488,1.0642650118404846,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,0232c7ac6cc31c401439765684a90c5d630e1b23ed8f6a603beeb2f76975cb6b,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Near eye,All available,0.41563716724182337,0.6076568717049117,0.5195464590522793,0.701142544274898,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,FALSE,FALSE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_GE_0.05,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,8,longest_bout_above_250,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.2903261637234336,1.1313687612316996,1.471617094126448,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,9afb5da385dcb136a15d71490c27381272007cb5b082487eb84b78a9b47c4d50,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Near eye,All available,1.62991761454974e-4,0.33705920897881503,8.1495880727487e-4,0.6146107925911803,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,9,m10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,-0.28931602780293697,-0.6316427928275472,0.05301073722167332,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,1d4796d1c9fe8cac1a900e8c18a9e05da11142861a4d0e4d69c51b53eedf236d,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Near eye,All available,0.09695655423929612,0.4916886340729443,0.16159425706549352,0.6146107925911803,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,FALSE,FALSE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_GE_0.05,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,10,l10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,-0.31041865550941833,-0.6347019998219967,0.0138646888031601,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,6668f2f72c5f01aad76982ce697dea0292728c445bc8e377be29386a0ee2b0e1,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Near eye,All available,0.06048123198466382,0.31479137836243726,0.11340230997124467,0.6146107925911803,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,FALSE,FALSE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_GE_0.05,BH_Q_GE_0.05
