run_id,placement,factor_order,factor_id,factor_label,deletion_level,candidate_id,participant_key,local_date,candidate_reason,screen_score,screened_mder,observations_removed,participants_removed,full_estimate_per_point,full_standard_error_per_point,full_estimate_per_sd,sensitivity_estimate_per_point,sensitivity_conf_low_per_point,sensitivity_conf_high_per_point,sensitivity_estimate_per_sd,absolute_change_per_point,change_in_full_standard_errors,sign_reversal,sensitivity_interval_contains_zero,refit_status
main__glasses__all_available,glasses,1,leba_f2,Spending time outdoors,participant_day,RISE::RISE_S001::2025-03-05,RISE::RISE_S001,2025-03-05,Tukey_outer_tail_day,,1.8572919415446438,1,0,0.0010548724042982252,0.002036532366289808,0.004060282047002446,8.269840367905061e-4,-0.003129255338604551,0.004783223412185563,0.003183122834625613,2.2788836750771912e-4,0.11190019431063122,FALSE,TRUE,PASS
main__glasses__all_available,glasses,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,IZTECH::IZTECH_S003,IZTECH::IZTECH_S003,,top_3_maximum_absolute_pearson_residual,0.2294107870773784,,6,1,-0.0012343197580000137,0.002390531279966439,-0.003882445595903622,-0.0013207296731664062,-0.00604790006849001,0.003406440722157198,-0.004156070416390806,8.64099151663925e-5,0.03614674105732916,FALSE,TRUE,PASS
main__glasses__all_available,glasses,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,KNUST::KNUST_S011,KNUST::KNUST_S011,,top_2_maximum_absolute_pearson_residual,0.2919174462829187,,6,1,-0.0012343197580000137,0.002390531279966439,-0.003882445595903622,-0.0016430761739017164,-0.0063405978276254,0.003054445479821968,-0.005170429965322,4.0875641590170275e-4,0.17098977927092482,FALSE,TRUE,PASS
main__glasses__all_available,glasses,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,RISE::RISE_S001,RISE::RISE_S001,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.9547803395857203,1.8572919415446438,6,1,-0.0012343197580000137,0.002390531279966439,-0.003882445595903622,-0.0015765436757163966,-0.006253445149777766,0.0031003577983449732,-0.004969313211438702,3.4222391771638293e-4,0.14315810070520704,FALSE,TRUE,PASS
main__glasses__all_available,glasses,2,leba_f3,Using phones and smartwatches in bed before sleep,participant_day,RISE::RISE_S001::2025-03-05,RISE::RISE_S001,2025-03-05,Tukey_outer_tail_day,,1.8572919415446438,1,0,-0.0012343197580000137,0.002390531279966439,-0.003882445595903622,-0.0016860207830301265,-0.006332740406046613,0.0029606988399863594,-0.005303231939091441,4.5170102503011285e-4,0.18895424160124538,FALSE,TRUE,PASS
main__glasses__all_available,glasses,3,leba_f4,Controlling and using ambient light before bedtime,participant,IZTECH::IZTECH_S003,IZTECH::IZTECH_S003,,top_3_maximum_absolute_pearson_residual,0.22941003227110246,,6,1,-0.0024279993090995143,0.0017997230152177644,-0.010432610475666204,-0.0024492309563428484,-0.005991608338962396,0.0010931464262766994,-0.010561117978753205,2.1231647243334043e-5,0.011797174934035634,FALSE,TRUE,PASS
main__glasses__all_available,glasses,3,leba_f4,Controlling and using ambient light before bedtime,participant,KNUST::KNUST_S011,KNUST::KNUST_S011,,top_2_maximum_absolute_pearson_residual,0.2915169766082948,,6,1,-0.0024279993090995143,0.0017997230152177644,-0.010432610475666204,-0.0024289239946815064,-0.005944610477722961,0.0010867624883599482,-0.010473554077382432,9.24685581992022e-7,5.137932749502212e-4,FALSE,TRUE,PASS
main__glasses__all_available,glasses,3,leba_f4,Controlling and using ambient light before bedtime,participant,RISE::RISE_S001,RISE::RISE_S001,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.9530677278394158,1.8572919415446438,6,1,-0.0024279993090995143,0.0017997230152177644,-0.010432610475666204,-0.0021478053801659343,-0.005684286923981565,0.001388676163649696,-0.00919841574165657,2.8019392893358e-4,0.15568725107384196,FALSE,TRUE,PASS
main__glasses__all_available,glasses,3,leba_f4,Controlling and using ambient light before bedtime,participant_day,RISE::RISE_S001::2025-03-05,RISE::RISE_S001,2025-03-05,Tukey_outer_tail_day,,1.8572919415446438,1,0,-0.0024279993090995143,0.0017997230152177644,-0.010432610475666204,-0.0020060179151402315,-0.005515215515479482,0.0015031796851990198,-0.008619443768963734,4.219813939592828e-4,0.23447018812960146,FALSE,TRUE,PASS
main__glasses__all_available,glasses,4,leba_f5,Using light in the morning and during daytime,participant,IZTECH::IZTECH_S003,IZTECH::IZTECH_S003,,top_3_maximum_absolute_pearson_residual,0.22839270016620272,,6,1,-0.005136518289060449,0.0020452548581264087,-0.019711733714107674,-0.005182127495182389,-0.009209510573075383,-0.001154744417289395,-0.019935712368154855,4.56092061219401e-5,0.02230001114077353,FALSE,FALSE,PASS
main__glasses__all_available,glasses,4,leba_f5,Using light in the morning and during daytime,participant,KNUST::KNUST_S011,KNUST::KNUST_S011,,top_2_maximum_absolute_pearson_residual,0.2946164639430472,,6,1,-0.005136518289060449,0.0020452548581264087,-0.019711733714107674,-0.005493079226890367,-0.009494910557273601,-0.0014912478965071344,-0.021012972670456598,3.5656093782991845e-4,0.17433570022493544,FALSE,FALSE,PASS
main__glasses__all_available,glasses,4,leba_f5,Using light in the morning and during daytime,participant,RISE::RISE_S001,RISE::RISE_S001,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.9539934291262036,1.8572919415446438,6,1,-0.005136518289060449,0.0020452548581264087,-0.019711733714107674,-0.004979915217177443,-0.008972870518449375,-9.86959915905512e-4,-0.019181192768965506,1.5660307188300557e-4,0.07656897684940084,FALSE,FALSE,PASS
main__glasses__all_available,glasses,4,leba_f5,Using light in the morning and during daytime,participant_day,RISE::RISE_S001::2025-03-05,RISE::RISE_S001,2025-03-05,Tukey_outer_tail_day,,1.8572919415446438,1,0,-0.005136518289060449,0.0020452548581264087,-0.019711733714107674,-0.0049180706869829584,-0.008899635840582443,-9.365055333834735e-4,-0.018873426378220728,2.1844760207749038e-4,0.10680703248767887,FALSE,FALSE,PASS
