"placement","v0_order","metric_id","manuscript_name","analysis_unit","factor_id","spearman_rho","v0_pearson_raw_p","consistent_spearman_raw_p","participants","sites","represented_days_total","days_per_participant_min","days_per_participant_median","days_per_participant_max","factor_label","v0_scalar_bh_p","consistent_spearman_vector_bh_p","v0_display_flag","consistent_spearman_vector_bh_flag"
"near-eye",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f2",0.193100217319613,0.0584244894490399,0.0217811137133182,141,9,811,3,6,8,"Spending time outdoors",1,0.200355001896608,FALSE,FALSE
"near-eye",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f3",-0.187742442506648,0.0484605547024291,0.025791583998849,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.200355001896608,FALSE,FALSE
"near-eye",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f4",-0.0449937031977818,0.569597394094105,0.596262274279359,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.988922796365767,FALSE,FALSE
"near-eye",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f5",-0.0122121485161117,0.080065197142769,0.885717037165392,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f2",0.068906059872428,0.750541562911223,0.416851134763949,141,9,811,3,6,8,"Spending time outdoors",1,0.858965974665107,FALSE,FALSE
"near-eye",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f3",0.0597028407036872,0.20614827956506,0.481900601327237,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.890977872700527,FALSE,FALSE
"near-eye",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f4",-0.0000978132357375703,0.740951737831422,0.999081532286731,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.999081532286731,FALSE,FALSE
"near-eye",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f5",0.0328366755585327,0.913521440990729,0.699091358141629,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f2",-0.00591869998637405,0.377340461171171,0.944467731348854,141,9,811,3,6,8,"Spending time outdoors",1,0.998808604073692,FALSE,FALSE
"near-eye",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f3",-0.0344182353611054,0.579510770387784,0.685348180748003,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.998808604073692,FALSE,FALSE
"near-eye",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f4",0.0200130608189838,0.37703667777395,0.813781779999341,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f5",-0.0777429183942223,0.971265265955135,0.359501022815953,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.819700291592686,FALSE,FALSE
"near-eye",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f2",0.051206569225035,0.924846514789695,0.546490359204699,141,9,811,3,6,8,"Spending time outdoors",1,0.94043339779918,FALSE,FALSE
"near-eye",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f3",0.0821555478525758,0.0918736523810452,0.332795937111621,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.808218704413936,FALSE,FALSE
"near-eye",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f4",-0.00465201061316981,0.930101866628023,0.956339118631283,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f5",0.098504023738504,0.441606335345767,0.245200077960016,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.683548228641388,FALSE,FALSE
"near-eye",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f2",0.290351852720102,0.000463625345790374,0.000478344965613028,141,9,811,3,6,8,"Spending time outdoors",0.0315265235137454,0.0325274576616859,TRUE,TRUE
"near-eye",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f3",-0.132221664993615,0.0335001884237328,0.118066802190116,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.448231683097292,FALSE,FALSE
"near-eye",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f4",-0.0719139947798406,0.775478208215153,0.396756645940724,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.858965974665107,FALSE,FALSE
"near-eye",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f5",-0.12540343272108,0.0214095667587643,0.138424490368281,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.448231683097292,FALSE,FALSE
"near-eye",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f2",0.215804411692549,0.123079504239486,0.0101674184370633,141,9,811,3,6,8,"Spending time outdoors",1,0.172846113430076,FALSE,FALSE
"near-eye",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f3",-0.12895224679291,0.13742907755539,0.127517989967208,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.448231683097292,FALSE,FALSE
"near-eye",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f4",-0.0630155058581956,0.812814135371115,0.45787827505129,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.890977872700527,FALSE,FALSE
"near-eye",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f5",-0.0593095731035846,0.231540379312473,0.484796783675286,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.890977872700527,FALSE,FALSE
"near-eye",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f2",-0.0112274808620223,0.667984187102636,0.894876441381991,141,9,778,2,6,7,"Spending time outdoors",1,0.998808604073692,FALSE,FALSE
"near-eye",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f3",0.00335416033871845,0.891969553781199,0.968512467389235,141,9,778,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.998808604073692,FALSE,FALSE
"near-eye",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f4",-0.0166904496716473,0.654556523174157,0.844267673586063,141,9,778,2,6,7,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f5",-0.0158811634089031,0.971672389540825,0.851730023694721,141,9,778,2,6,7,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f2",-0.118293667846771,0.114335454729395,0.162393682904947,141,9,778,2,6,7,"Spending time outdoors",1,0.501944110797109,FALSE,FALSE
"near-eye",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f3",0.200367533154522,0.00378701154356365,0.0172065349465536,141,9,778,2,6,7,"Using phones and smartwatches in bed before sleep",0.257516784962328,0.200355001896608,FALSE,FALSE
"near-eye",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f4",0.0269887845425179,0.984324942770864,0.750728288511301,141,9,778,2,6,7,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f5",-0.0266466284350778,0.536532259010476,0.753786640106937,141,9,778,2,6,7,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f2",0.161886450803936,0.0504440296284108,0.0551295391105914,141,9,778,2,6,7,"Spending time outdoors",1,0.351974546596731,FALSE,FALSE
"near-eye",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f3",-0.151627503693784,0.0747681832314886,0.0726788536213091,141,9,778,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.380166311249924,FALSE,FALSE
"near-eye",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f4",0.0134465607800748,0.95573899095648,0.874255944922537,141,9,778,2,6,7,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f5",0.0365184153650951,0.576724210719843,0.667257049895035,141,9,778,2,6,7,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",13,"dose_observed_medi","melEDI dose","participant-day","leba_f2",0.271909446151066,0.000190946281691317,0.00110752660011838,141,9,811,3,6,8,"Spending time outdoors",0.0129843471550095,0.037655904404025,TRUE,TRUE
"near-eye",13,"dose_observed_medi","melEDI dose","participant-day","leba_f3",-0.160715153093504,0.0606971973085105,0.0569370590082947,141,9,811,3,6,8,"Using phones and smartwatches in bed before sleep",1,0.351974546596731,FALSE,FALSE
"near-eye",13,"dose_observed_medi","melEDI dose","participant-day","leba_f4",-0.097247021096897,0.67230221852651,0.25130449582404,141,9,811,3,6,8,"Controlling and using ambient light before bedtime",1,0.683548228641388,FALSE,FALSE
"near-eye",13,"dose_observed_medi","melEDI dose","participant-day","leba_f5",-0.12738226822461,0.080678880409714,0.132258494167679,141,9,811,3,6,8,"Using light in the morning and during daytime",1,0.448231683097292,FALSE,FALSE
"near-eye",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f2",0.0616120158603455,0.263537421650577,0.469584801683904,140,9,725,1,5,8,"Spending time outdoors",1,0.890977872700527,FALSE,FALSE
"near-eye",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f3",-0.0131171873304033,0.405240891176587,0.877751833457477,140,9,725,1,5,8,"Using phones and smartwatches in bed before sleep",1,0.998808604073692,FALSE,FALSE
"near-eye",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f4",-0.111087524190948,0.146925648523867,0.191325060942131,140,9,725,1,5,8,"Controlling and using ambient light before bedtime",1,0.565656701915865,FALSE,FALSE
"near-eye",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f5",-0.126301016469754,0.126836042753586,0.137020866428476,140,9,725,1,5,8,"Using light in the morning and during daytime",1,0.448231683097292,FALSE,FALSE
"near-eye",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f2",0.00784037519177616,0.852816352983442,0.926481952469467,141,9,780,1,6,8,"Spending time outdoors",1,0.998808604073692,FALSE,FALSE
"near-eye",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f3",0.089805009643668,0.208027185423757,0.289588640241434,141,9,780,1,6,8,"Using phones and smartwatches in bed before sleep",1,0.729334353200648,FALSE,FALSE
"near-eye",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f4",-0.00434353399421141,0.955751444488405,0.959231706427362,141,9,780,1,6,8,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f5",-0.0309214642688416,0.624639674991605,0.715864966089996,141,9,780,1,6,8,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"near-eye",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f2",0.00325617314885065,0.561786981713143,0.969431880424465,141,9,790,3,6,7,"Spending time outdoors",1,0.998808604073692,FALSE,FALSE
"near-eye",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f3",-0.0279338215327822,0.957394493088044,0.742301343154725,141,9,790,3,6,7,"Using phones and smartwatches in bed before sleep",1,0.998808604073692,FALSE,FALSE
"near-eye",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f4",0.0126748077313064,0.621740916849778,0.88141850344975,141,9,790,3,6,7,"Controlling and using ambient light before bedtime",1,0.998808604073692,FALSE,FALSE
"near-eye",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f5",0.077399707295279,0.516557235517495,0.361632481585008,141,9,790,3,6,7,"Using light in the morning and during daytime",1,0.819700291592686,FALSE,FALSE
"near-eye",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f2",0.156454949490407,0.0568501234769083,0.0648939222813623,140,9,755,2,6,7,"Spending time outdoors",1,0.367732226261053,FALSE,FALSE
"near-eye",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f3",-0.187516120732303,0.0074713169479323,0.0265175737804335,140,9,755,2,6,7,"Using phones and smartwatches in bed before sleep",0.508049552459396,0.200355001896608,FALSE,FALSE
"near-eye",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f4",-0.0505368042461267,0.488349173734824,0.553196116352459,140,9,755,2,6,7,"Controlling and using ambient light before bedtime",1,0.94043339779918,FALSE,FALSE
"near-eye",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f5",0.00475007424291835,0.623433037936487,0.955580754705731,140,9,755,2,6,7,"Using light in the morning and during daytime",1,0.998808604073692,FALSE,FALSE
"chest",1,"interdaily_stability","Interdaily stability","participant","leba_f2",0.00122915819065573,0.877395906789999,0.98792911988707,154,8,897,2,6,8,"Spending time outdoors",1,0.994975678567712,FALSE,FALSE
"chest",1,"interdaily_stability","Interdaily stability","participant","leba_f3",-0.0605670362254643,0.822756519741796,0.455559378667529,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.876274080418748,FALSE,FALSE
"chest",1,"interdaily_stability","Interdaily stability","participant","leba_f4",-0.0232403504460814,0.527495691035307,0.774806071725935,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",1,"interdaily_stability","Interdaily stability","participant","leba_f5",0.160742606236069,0.086486077339037,0.0464280698845307,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.334021904308254,FALSE,FALSE
"chest",2,"intradaily_variability","Intradaily variability","participant","leba_f2",-0.120666756156397,0.11980243565631,0.136043594366455,154,8,897,2,6,8,"Spending time outdoors",1,0.54771971724472,FALSE,FALSE
"chest",2,"intradaily_variability","Intradaily variability","participant","leba_f3",-0.00687652727342697,0.343170844150996,0.932546644660888,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.994975678567712,FALSE,FALSE
"chest",2,"intradaily_variability","Intradaily variability","participant","leba_f4",0.0381339074158938,0.864933030574035,0.638680392829127,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",2,"intradaily_variability","Intradaily variability","participant","leba_f5",0.102028438546394,0.32595361352832,0.20798970876951,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.642877281651212,FALSE,FALSE
"chest",3,"daily_geometric_mean_medi","Mean melEDI","participant-day","leba_f2",-0.00538292199580733,0.740339993300339,0.94717358557686,154,8,897,2,6,8,"Spending time outdoors",1,0.994975678567712,FALSE,FALSE
"chest",3,"daily_geometric_mean_medi","Mean melEDI","participant-day","leba_f3",-0.131201559818279,0.101305586139459,0.104819982583851,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.475183921046793,FALSE,FALSE
"chest",3,"daily_geometric_mean_medi","Mean melEDI","participant-day","leba_f4",0.0249908837290072,0.800164080398989,0.75834863867403,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",3,"daily_geometric_mean_medi","Mean melEDI","participant-day","leba_f5",-0.010929969604461,0.390497860479867,0.892978520491698,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.994975678567712,FALSE,FALSE
"chest",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f2",0.0686697398283631,0.0405084404996862,0.397426886937628,154,8,897,2,6,8,"Spending time outdoors",1,0.859065927232275,FALSE,FALSE
"chest",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f3",-0.206964116739846,0.0296699421496565,0.0100130510675494,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.203955800537192,FALSE,FALSE
"chest",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f4",-0.0226265913685618,0.678279978444688,0.78060047800502,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",4,"m10_mean_medi","Brightest 10 h mean","participant-day","leba_f5",-0.0250042222132524,0.294116831891404,0.758223643251343,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.932153039014371,FALSE,FALSE
"chest",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f2",0.155743842991276,0.0891397368182592,0.0537594227927722,154,8,897,2,6,8,"Spending time outdoors",1,0.334021904308254,FALSE,FALSE
"chest",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f3",0.00251274871559744,0.830914284178377,0.975326652694317,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.994975678567712,FALSE,FALSE
"chest",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f4",-0.0582834762194774,0.332131759669139,0.472759276311656,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.876274080418748,FALSE,FALSE
"chest",5,"m10_midpoint","Midpoint of the brightest 10 hours","participant-day","leba_f5",0.0869884112974462,0.300555799863038,0.283388836614126,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.713720032954095,FALSE,FALSE
"chest",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f2",-0.117997538637815,0.316463959335179,0.144984631035367,154,8,897,2,6,8,"Spending time outdoors",1,0.54771971724472,FALSE,FALSE
"chest",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f3",-0.0385396517720235,0.966808204802284,0.63511183279332,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.932153039014371,FALSE,FALSE
"chest",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f4",0.0352828975074153,0.588897854890712,0.663985483651084,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",6,"l10_mean_medi","Darkest 10 h mean","participant-day","leba_f5",-0.0722822352526722,0.853295172940583,0.373006006976501,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.845480282480069,FALSE,FALSE
"chest",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f2",0.088120571518342,0.585537685215802,0.277145693961547,154,8,897,2,6,8,"Spending time outdoors",1,0.713720032954095,FALSE,FALSE
"chest",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f3",0.0950325389353249,0.296979127956459,0.241048609543006,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.712665454301062,FALSE,FALSE
"chest",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f4",-0.189326012721191,0.0242905250532842,0.0186907771549526,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.203955800537192,FALSE,FALSE
"chest",7,"l10_midpoint","Midpoint of the darkest 10 hours","participant-day","leba_f5",0.0610885562139673,0.473489045225291,0.451680758250199,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.876274080418748,FALSE,FALSE
"chest",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f2",0.185879786839212,0.00303700069268905,0.0209954500552992,154,8,897,2,6,8,"Spending time outdoors",0.206516047102855,0.203955800537192,FALSE,FALSE
"chest",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f3",-0.113392128099023,0.0677202573358679,0.161448941021914,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.577817262604745,FALSE,FALSE
"chest",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f4",-0.0133328267492207,0.488907625766028,0.869640384491453,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.994975678567712,FALSE,FALSE
"chest",8,"duration_above_1000","Time above 1,000 lx melEDI","participant-day","leba_f5",-0.191185550156806,0.0316567515966527,0.0175407488166666,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.203955800537192,FALSE,FALSE
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f2",0.0560804372703494,0.91449619470938,0.489682574351653,154,8,897,2,6,8,"Spending time outdoors",1,0.876274080418748,FALSE,FALSE
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f3",-0.108058563870418,0.226698821898177,0.182218402715926,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.590040542127762,FALSE,FALSE
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f4",0.00373538469751679,0.803167507155855,0.96332826797145,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.994975678567712,FALSE,FALSE
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","participant-day","leba_f5",-0.141915288796864,0.158590350524487,0.0791445974104508,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.384416615993618,FALSE,FALSE
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f2",0.189385925938808,0.0444004848572076,0.018652729869716,154,8,867,2,6,7,"Spending time outdoors",1,0.203955800537192,FALSE,FALSE
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f3",-0.0347184398399532,0.637054771644683,0.669042000250953,154,8,867,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.932153039014371,FALSE,FALSE
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f4",-0.0235736282247346,0.984291873348402,0.771664818675845,154,8,867,2,6,7,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","participant-day","leba_f5",0.0882130492997836,0.463805634547417,0.276639868914441,154,8,867,2,6,7,"Using light in the morning and during daytime",1,0.713720032954095,FALSE,FALSE
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f2",0.108133411603059,0.384794721372012,0.181913971824653,154,8,867,2,6,7,"Spending time outdoors",1,0.590040542127762,FALSE,FALSE
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f3",0.0917549538459987,0.303316612130738,0.257734816646384,154,8,867,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.713720032954095,FALSE,FALSE
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f4",-0.028775024614163,0.352526736059756,0.723149503830343,154,8,867,2,6,7,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","participant-day","leba_f5",0.0115112228401121,0.886105282472408,0.887323803136217,154,8,867,2,6,7,"Using light in the morning and during daytime",1,0.994975678567712,FALSE,FALSE
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f2",0.155568550667735,0.076719205473227,0.0540329551086881,154,8,867,2,6,7,"Spending time outdoors",1,0.334021904308254,FALSE,FALSE
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f3",-0.186799519772963,0.0111613426713117,0.0203575767084177,154,8,867,2,6,7,"Using phones and smartwatches in bed before sleep",0.758971301649192,0.203955800537192,FALSE,FALSE
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f4",-0.0396864864998175,0.984269061055125,0.625070816973374,154,8,867,2,6,7,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","participant-day","leba_f5",0.0774084529350069,0.295265653552587,0.339972357912698,154,8,867,2,6,7,"Using light in the morning and during daytime",1,0.825647154930838,FALSE,FALSE
"chest",13,"dose_observed_medi","melEDI dose","participant-day","leba_f2",0.202212999014217,0.000615559965167828,0.0119035885818736,154,8,897,2,6,8,"Spending time outdoors",0.0418580776314123,0.203955800537192,TRUE,FALSE
"chest",13,"dose_observed_medi","melEDI dose","participant-day","leba_f3",-0.150870048940494,0.0408580962452439,0.0618039718697529,154,8,897,2,6,8,"Using phones and smartwatches in bed before sleep",1,0.350222507261933,FALSE,FALSE
